"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","value","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","scale_factor","win_width_deg","win_height_deg","view_history","response_type","key_press","avg_frame_time","center_x","center_y","image","word","target","valence","matchness","correct_response","correct","exp_condition","question_order"
"true","false","[]","[]","[]","preload","0","915","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","1","4970","0.0-1.0","4052","
     <p>您好，欢迎参加本次实验。</p>
     <p>为充分保障您的权利，请确保您已经知晓并同意《参与实验同意书》以及《数据公开知情同意书》。</p>
     <p>如果您未见过上述内容，请咨询实验员。</p>
     <p>如果您选择继续实验，则表示您已经清楚两份知情同意书的内容并同意。</p>
     <p> <div style = ""color: green""><按任意键至下页></div> </p>
     ","arrowright","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","2","6329","0.0-2.0-0.0","1358","
      <p>本实验首先需要您填写一些基本个人信息。</p>
      <p> <div style = ""color: green""><按任意键至下页></div></p>
      ","arrowright","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","call-function","3","6331","0.0-2.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","4","19918","0.0-2.0-2.0","13581","","{""Q0"":""1027""}","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","5","21153","0.0-2.0-3.0","1233","<p style = 'color : white'>您的性别</p>","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","6","31269","0.0-2.0-4.0","10112","","{""Q0"":""2002""}","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","7","34953","0.0-2.0-5.0","3683","","{""Q0"":""5""}","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","virtual-chinrest","8","182308","0.0-3.0","147351","","","","85.6","53.98","812.7693427740327","9.495334148754324","299.69","16.255386855480655","49.99999999999999","0.5118303288607884","28.800000000000004","16.060000000000002","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","9","187696","0.0-4.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","10","274525","0.0-5.0","86820","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":21824},{""page_index"":1,""viewing_time"":46715},{""page_index"":2,""viewing_time"":10582},{""page_index"":3,""viewing_time"":7699}]","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","11","278178","0.0-6.0","null","<count-down title=""""></count-down>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","psychophysics","12","280900","0.0-7.0-0.0-0.0","null","","null","","","","","","","","","","","","","key","null","33.96545569620189","720","476","./1_3_Stimuli/C_ambi40.png","自我","Image","自我","Match","j","false","Practice",""
"","","","","","html-keyboard-response","13","281204","0.0-7.0-0.0-1.0","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback",""
"","","","","","psychophysics","14","283735","0.0-7.0-0.0-0.1","1378","","f","","","","","","","","","","","","","key","f","33.33371999999974","720","476","./1_3_Stimuli/S_ambi40.png","他人","Word","他人","Match","j","false","Practice",""
"","","","","","html-keyboard-response","15","284038","0.0-7.0-0.0-1.1","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback",""
"","","","","","psychophysics","16","286745","0.0-7.0-0.0-0.2","null","","null","","","","","","","","","","","","","key","null","33.33428749999948","720","476","./1_3_Stimuli/T_ambi40.png","朋友","Word","朋友","Match","j","false","Practice",""
"","","","","","html-keyboard-response","17","287047","0.0-7.0-0.0-1.2","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback",""
"","","","","","psychophysics","18","289753","0.0-7.0-0.0-0.3","null","","null","","","","","","","","","","","","","key","null","33.33068749999948","720","476","./1_3_Stimuli/S_ambi40.png","自我","Image","他人","Mismatch","f","false","Practice",""
"","","","","","html-keyboard-response","19","290055","0.0-7.0-0.0-1.3","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback",""
"","","","","","psychophysics","20","292766","0.0-7.0-0.0-0.4","null","","null","","","","","","","","","","","","","key","null","33.3325499999999","720","476","./1_3_Stimuli/S_ambi40.png","朋友","Word","他人","Mismatch","f","false","Practice",""
"","","","","","html-keyboard-response","21","293068","0.0-7.0-0.0-1.4","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback",""
"","","","","","psychophysics","22","295774","0.0-7.0-0.0-0.5","null","","null","","","","","","","","","","","","","key","null","33.33323750000054","720","476","./1_3_Stimuli/C_ambi40.png","他人","Image","自我","Mismatch","f","false","Practice",""
"","","","","","html-keyboard-response","23","296076","0.0-7.0-0.0-1.5","null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback",""
"","","","","","psychophysics","24","298046","0.0-7.0-0.0-0.6","816","","j","","","","","","","","","","","","","key","j","33.32949999999958","720","476","./1_3_Stimuli/T_ambi40.png","他人","Image","朋友","Mismatch","f","false","Practice",""
"","","","","","html-keyboard-response","25","298349","0.0-7.0-0.0-1.6","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback",""
