"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","value","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","scale_factor","win_width_deg","win_height_deg","view_history","response_type","key_press","avg_frame_time","center_x","center_y","image","word","target","valence","matchness","correct_response","correct","exp_condition","question_order"
"true","false","[]","[]","[]","preload","0","6","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","1","3149","0.0-1.0","3142","
     <p>您好，欢迎参加本次实验。</p>
     <p>为充分保障您的权利，请确保您已经知晓并同意《参与实验同意书》以及《数据公开知情同意书》。</p>
     <p>如果您未见过上述内容，请咨询实验员。</p>
     <p>如果您选择继续实验，则表示您已经清楚两份知情同意书的内容并同意。</p>
     <p> <div style = ""color: green""><按任意键至下页></div> </p>
     ","arrowdown","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","2","4336","0.0-2.0-0.0","1186","
      <p>本实验首先需要您填写一些基本个人信息。</p>
      <p> <div style = ""color: green""><按任意键至下页></div></p>
      ","arrowdown","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","call-function","3","4336","0.0-2.0-1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","4","8497","0.0-2.0-2.0","4159","","{""Q0"":""1025""}","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","5","13856","0.0-2.0-3.0","5358","<p style = 'color : white'>您的性别</p>","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","6","22898","0.0-2.0-4.0","9041","","{""Q0"":""2002""}","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","7","25360","0.0-2.0-5.0","2461","","{""Q0"":""5""}","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","virtual-chinrest","8","62293","0.0-3.0","36933","","","","85.6","53.98","386.6860957205781","4.518230583686969","633.21","7.733721914411562","50","0.9671927802396465","25.6","12.78","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","9","65139","0.0-4.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","10","98675","0.0-5.0","33535","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":2466},{""page_index"":1,""viewing_time"":18643},{""page_index"":2,""viewing_time"":10088},{""page_index"":3,""viewing_time"":2337}]","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","11","102328","0.0-6.0","null","<count-down title=""""></count-down>","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","psychophysics","12","104423","0.0-7.0-0.0-0.0","936","","j","","","","","","","","","","","","","key","j","16.668800000000047","640","396","./1_3_Stimuli/S_ambi40.png","朋友","Image","朋友","Match","j","true","Practice",""
"","","","","","html-keyboard-response","13","104736","0.0-7.0-0.0-1.0","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback",""
"","","","","","psychophysics","14","106761","0.0-7.0-0.0-0.1","874","","f","","","","","","","","","","","","","key","f","16.669421487603305","640","396","./1_3_Stimuli/T_ambi40.png","朋友","Image","自我","Mismatch","f","true","Practice",""
"","","","","","html-keyboard-response","15","107071","0.0-7.0-0.0-1.1","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback",""
"","","","","","psychophysics","16","109055","0.0-7.0-0.0-0.2","823","","f","","","","","","","","","","","","","key","f","16.66864406779656","640","396","./1_3_Stimuli/C_ambi40.png","朋友","Image","他人","Mismatch","f","true","Practice",""
"","","","","","html-keyboard-response","17","109362","0.0-7.0-0.0-1.2","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback",""
"","","","","","psychophysics","18","111475","0.0-7.0-0.0-0.3","950","","f","","","","","","","","","","","","","key","f","16.66825396825406","640","396","./1_3_Stimuli/T_ambi40.png","他人","Image","自我","Mismatch","f","true","Practice",""
"","","","","","html-keyboard-response","19","111783","0.0-7.0-0.0-1.3","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback",""
"","","","","","psychophysics","20","113686","0.0-7.0-0.0-0.4","745","","j","","","","","","","","","","","","","key","j","16.668141592920353","640","396","./1_3_Stimuli/T_ambi40.png","自我","Image","自我","Match","j","true","Practice",""
"","","","","","html-keyboard-response","21","113991","0.0-7.0-0.0-1.4","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback",""
"","","","","","psychophysics","22","115760","0.0-7.0-0.0-0.5","605","","f","","","","","","","","","","","","","key","f","16.6676190476191","640","396","./1_3_Stimuli/C_ambi40.png","朋友","Word","他人","Mismatch","f","true","Practice",""
"","","","","","html-keyboard-response","23","116062","0.0-7.0-0.0-1.5","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback",""
"","","","","","psychophysics","24","118096","0.0-7.0-0.0-0.6","873","","f","","","","","","","","","","","","","key","f","16.668595041322387","640","396","./1_3_Stimuli/C_ambi40.png","自我","Image","他人","Mismatch","f","true","Practice",""
"","","","","","html-keyboard-response","25","118406","0.0-7.0-0.0-1.6","null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback",""
"","","","","","psychophysics","26","120022","0.0-7.0-0.0-0.7","465","","f","","","","","","","","","","","","","key","f","16.67052631578944","640","396","./1_3_Stimuli/S_ambi40.png","朋友","Word","朋友","Match","j","false","Practice",""
"","","","","","html-keyboard-response","27","120335","0.0-7.0-0.0-1.7","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback",""
"","","","","","psychophysics","28","122254","0.0-7.0-0.0-0.8","765","","j","","","","","","","","","","","","","key","j","16.67105263157895","640","396","./1_3_Stimuli/S_ambi40.png","他人","Word","朋友","Mismatch","f","false","Practice",""
"","","","","","html-keyboard-response","29","122556","0.0-7.0-0.0-1.8","null","<span style='color:red; font-size: 70px;'>错误! </span>","null","","","","","","","","","","","","","","","","","","","","","","","","","feedback",""
