"Subject","Task","Phase","Block","Trial","Matching","Shape","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","Label","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","RT_ms","ACC"
"3","self-matching","formal",1,1,"Matching","S.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",496,0
"3","self-matching","formal",1,2,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",412,0
"3","self-matching","formal",1,3,"Matching","C.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",559,1
"3","self-matching","formal",1,4,"Nonmatching","S.bmp","Stranger","Stranger","Stranger","Freund","Freund","Friend","Close",613,0
"3","self-matching","formal",1,5,"Matching","S.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",NA,NA
"3","self-matching","formal",1,6,"Matching","C.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",399,0
"3","self-matching","formal",1,7,"Nonmatching","T.bmp","Self","Self","Self","Fremder","Fremder","Stranger","Stranger",763,1
"3","self-matching","formal",1,8,"Nonmatching","S.bmp","Stranger","Stranger","Stranger","Sie","Sie","You","Self",1064,0
"3","self-matching","formal",1,9,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",843,0
"3","self-matching","formal",1,10,"Nonmatching","T.bmp","Self","Self","Self","Freund","Freund","Friend","Close",576,0
"3","self-matching","formal",1,11,"Nonmatching","C.bmp","Friend","Friend","Close","Sie","Sie","You","Self",404,1
"3","self-matching","formal",1,12,"Nonmatching","C.bmp","Friend","Friend","Close","Fremder","Fremder","Stranger","Stranger",NA,NA
"3","self-matching","formal",1,13,"Nonmatching","T.bmp","Self","Self","Self","Fremder","Fremder","Stranger","Stranger",430,1
"3","self-matching","formal",1,14,"Matching","C.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",763,0
"3","self-matching","formal",1,15,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",519,1
"3","self-matching","formal",1,16,"Nonmatching","C.bmp","Friend","Friend","Close","Sie","Sie","You","Self",644,0
"3","self-matching","formal",1,17,"Matching","S.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",488,0
"3","self-matching","formal",1,18,"Matching","S.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",620,1
"3","self-matching","formal",1,19,"Nonmatching","S.bmp","Stranger","Stranger","Stranger","Freund","Freund","Friend","Close",752,1
"3","self-matching","formal",1,20,"Nonmatching","C.bmp","Friend","Friend","Close","Fremder","Fremder","Stranger","Stranger",716,0
"3","self-matching","formal",1,21,"Nonmatching","S.bmp","Stranger","Stranger","Stranger","Sie","Sie","You","Self",889,1
"3","self-matching","formal",1,22,"Matching","C.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",580,0
"3","self-matching","formal",1,23,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",NA,NA
"3","self-matching","formal",1,24,"Nonmatching","T.bmp","Self","Self","Self","Freund","Freund","Friend","Close",687,1
"3","self-matching","formal",1,25,"Matching","S.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",NA,NA
"3","self-matching","formal",1,26,"Nonmatching","C.bmp","Friend","Friend","Close","Fremder","Fremder","Stranger","Stranger",631,1
"3","self-matching","formal",1,27,"Nonmatching","S.bmp","Stranger","Stranger","Stranger","Sie","Sie","You","Self",1004,1
"3","self-matching","formal",1,28,"Matching","S.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",544,0
"3","self-matching","formal",1,29,"Nonmatching","S.bmp","Stranger","Stranger","Stranger","Freund","Freund","Friend","Close",708,0
"3","self-matching","formal",1,30,"Nonmatching","T.bmp","Self","Self","Self","Fremder","Fremder","Stranger","Stranger",464,1
"3","self-matching","formal",1,31,"Matching","C.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",380,0
"3","self-matching","formal",1,32,"Matching","C.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",392,0
"3","self-matching","formal",1,33,"Nonmatching","T.bmp","Self","Self","Self","Freund","Freund","Friend","Close",492,0
"3","self-matching","formal",1,34,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",618,0
"3","self-matching","formal",1,35,"Nonmatching","C.bmp","Friend","Friend","Close","Sie","Sie","You","Self",694,0
"3","self-matching","formal",1,36,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",353,0
"3","self-matching","formal",1,37,"Nonmatching","C.bmp","Friend","Friend","Close","Sie","Sie","You","Self",533,0
"3","self-matching","formal",1,38,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",NA,NA
"3","self-matching","formal",1,39,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",NA,NA
"3","self-matching","formal",1,40,"Matching","C.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",584,0
"3","self-matching","formal",1,41,"Nonmatching","S.bmp","Stranger","Stranger","Stranger","Freund","Freund","Friend","Close",613,0
"3","self-matching","formal",1,42,"Matching","S.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",345,0
"3","self-matching","formal",1,43,"Nonmatching","T.bmp","Self","Self","Self","Fremder","Fremder","Stranger","Stranger",741,1
"3","self-matching","formal",1,44,"Nonmatching","T.bmp","Self","Self","Self","Freund","Freund","Friend","Close",602,0
"3","self-matching","formal",1,45,"Nonmatching","C.bmp","Friend","Friend","Close","Fremder","Fremder","Stranger","Stranger",366,1
"3","self-matching","formal",1,46,"Nonmatching","S.bmp","Stranger","Stranger","Stranger","Sie","Sie","You","Self",330,1
"3","self-matching","formal",1,47,"Matching","S.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",630,0
"3","self-matching","formal",1,48,"Matching","C.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",387,0
"3","self-matching","formal",1,49,"Matching","S.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",399,0
"3","self-matching","formal",1,50,"Nonmatching","S.bmp","Stranger","Stranger","Stranger","Freund","Freund","Friend","Close",554,0
"3","self-matching","formal",1,51,"Matching","S.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",720,1
"3","self-matching","formal",1,52,"Nonmatching","T.bmp","Self","Self","Self","Freund","Freund","Friend","Close",636,0
"3","self-matching","formal",1,53,"Nonmatching","C.bmp","Friend","Friend","Close","Sie","Sie","You","Self",NA,NA
"3","self-matching","formal",1,54,"Matching","C.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",922,0
"3","self-matching","formal",1,55,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",766,1
"3","self-matching","formal",1,56,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",466,1
"3","self-matching","formal",1,57,"Nonmatching","T.bmp","Self","Self","Self","Fremder","Fremder","Stranger","Stranger",494,1
"3","self-matching","formal",1,58,"Nonmatching","S.bmp","Stranger","Stranger","Stranger","Sie","Sie","You","Self",843,0
"3","self-matching","formal",1,59,"Matching","C.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",517,0
"3","self-matching","formal",1,60,"Nonmatching","C.bmp","Friend","Friend","Close","Fremder","Fremder","Stranger","Stranger",553,1
"3","self-matching","formal",2,1,"Nonmatching","C.bmp","Friend","Friend","Close","Sie","Sie","You","Self",766,1
"3","self-matching","formal",2,2,"Nonmatching","S.bmp","Stranger","Stranger","Stranger","Sie","Sie","You","Self",602,1
"3","self-matching","formal",2,3,"Matching","C.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",534,0
"3","self-matching","formal",2,4,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",475,1
"3","self-matching","formal",2,5,"Nonmatching","T.bmp","Self","Self","Self","Freund","Freund","Friend","Close",831,1
"3","self-matching","formal",2,6,"Nonmatching","S.bmp","Stranger","Stranger","Stranger","Freund","Freund","Friend","Close",539,1
"3","self-matching","formal",2,7,"Matching","S.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",832,0
"3","self-matching","formal",2,8,"Matching","S.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",628,1
"3","self-matching","formal",2,9,"Nonmatching","C.bmp","Friend","Friend","Close","Fremder","Fremder","Stranger","Stranger",511,0
"3","self-matching","formal",2,10,"Nonmatching","T.bmp","Self","Self","Self","Fremder","Fremder","Stranger","Stranger",827,1
"3","self-matching","formal",2,11,"Matching","C.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",702,0
"3","self-matching","formal",2,12,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",602,1
"3","self-matching","formal",2,13,"Matching","S.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",622,0
"3","self-matching","formal",2,14,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",780,1
"3","self-matching","formal",2,15,"Nonmatching","C.bmp","Friend","Friend","Close","Fremder","Fremder","Stranger","Stranger",528,1
"3","self-matching","formal",2,16,"Nonmatching","T.bmp","Self","Self","Self","Fremder","Fremder","Stranger","Stranger",795,1
"3","self-matching","formal",2,17,"Matching","C.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",904,1
"3","self-matching","formal",2,18,"Matching","S.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",628,0
"3","self-matching","formal",2,19,"Nonmatching","T.bmp","Self","Self","Self","Freund","Freund","Friend","Close",768,1
"3","self-matching","formal",2,20,"Nonmatching","S.bmp","Stranger","Stranger","Stranger","Freund","Freund","Friend","Close",500,1
"3","self-matching","formal",2,21,"Matching","C.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",633,0
"3","self-matching","formal",2,22,"Nonmatching","S.bmp","Stranger","Stranger","Stranger","Sie","Sie","You","Self",829,1
"3","self-matching","formal",2,23,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",537,1
"3","self-matching","formal",2,24,"Nonmatching","C.bmp","Friend","Friend","Close","Sie","Sie","You","Self",686,1
"3","self-matching","formal",2,25,"Matching","S.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",722,1
"3","self-matching","formal",2,26,"Nonmatching","T.bmp","Self","Self","Self","Fremder","Fremder","Stranger","Stranger",694,1
"3","self-matching","formal",2,27,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",523,1
"3","self-matching","formal",2,28,"Matching","C.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",494,0
"3","self-matching","formal",2,29,"Nonmatching","T.bmp","Self","Self","Self","Freund","Freund","Friend","Close",723,1
"3","self-matching","formal",2,30,"Matching","S.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",815,1
"3","self-matching","formal",2,31,"Matching","C.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",604,0
"3","self-matching","formal",2,32,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",592,1
"3","self-matching","formal",2,33,"Nonmatching","S.bmp","Stranger","Stranger","Stranger","Freund","Freund","Friend","Close",612,1
"3","self-matching","formal",2,34,"Nonmatching","S.bmp","Stranger","Stranger","Stranger","Sie","Sie","You","Self",696,1
"3","self-matching","formal",2,35,"Nonmatching","C.bmp","Friend","Friend","Close","Fremder","Fremder","Stranger","Stranger",628,0
"3","self-matching","formal",2,36,"Nonmatching","C.bmp","Friend","Friend","Close","Sie","Sie","You","Self",608,1
"3","self-matching","formal",2,37,"Matching","C.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",684,0
"3","self-matching","formal",2,38,"Matching","C.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",634,0
"3","self-matching","formal",2,39,"Nonmatching","S.bmp","Stranger","Stranger","Stranger","Sie","Sie","You","Self",573,0
"3","self-matching","formal",2,40,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",599,1
"3","self-matching","formal",2,41,"Matching","S.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",596,0
"3","self-matching","formal",2,42,"Nonmatching","C.bmp","Friend","Friend","Close","Fremder","Fremder","Stranger","Stranger",545,1
"3","self-matching","formal",2,43,"Nonmatching","C.bmp","Friend","Friend","Close","Sie","Sie","You","Self",756,1
"3","self-matching","formal",2,44,"Nonmatching","S.bmp","Stranger","Stranger","Stranger","Freund","Freund","Friend","Close",513,1
"3","self-matching","formal",2,45,"Matching","S.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",741,1
"3","self-matching","formal",2,46,"Nonmatching","T.bmp","Self","Self","Self","Freund","Freund","Friend","Close",665,1
"3","self-matching","formal",2,47,"Nonmatching","T.bmp","Self","Self","Self","Fremder","Fremder","Stranger","Stranger",573,1
"3","self-matching","formal",2,48,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",506,1
"3","self-matching","formal",2,49,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",526,1
"3","self-matching","formal",2,50,"Matching","S.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",562,0
"3","self-matching","formal",2,51,"Matching","S.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",703,1
"3","self-matching","formal",2,52,"Nonmatching","S.bmp","Stranger","Stranger","Stranger","Freund","Freund","Friend","Close",441,1
"3","self-matching","formal",2,53,"Nonmatching","T.bmp","Self","Self","Self","Fremder","Fremder","Stranger","Stranger",308,0
"3","self-matching","formal",2,54,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",584,1
"3","self-matching","formal",2,55,"Nonmatching","S.bmp","Stranger","Stranger","Stranger","Sie","Sie","You","Self",500,0
"3","self-matching","formal",2,56,"Matching","C.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",376,0
"3","self-matching","formal",2,57,"Matching","C.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",796,1
"3","self-matching","formal",2,58,"Nonmatching","T.bmp","Self","Self","Self","Freund","Freund","Friend","Close",537,1
"3","self-matching","formal",2,59,"Nonmatching","C.bmp","Friend","Friend","Close","Fremder","Fremder","Stranger","Stranger",661,0
"3","self-matching","formal",2,60,"Nonmatching","C.bmp","Friend","Friend","Close","Sie","Sie","You","Self",897,1
"3","self-matching","formal",3,1,"Nonmatching","S.bmp","Stranger","Stranger","Stranger","Sie","Sie","You","Self",678,1
"3","self-matching","formal",3,2,"Nonmatching","C.bmp","Friend","Friend","Close","Sie","Sie","You","Self",482,0
"3","self-matching","formal",3,3,"Matching","S.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",262,0
"3","self-matching","formal",3,4,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",330,0
"3","self-matching","formal",3,5,"Nonmatching","T.bmp","Self","Self","Self","Fremder","Fremder","Stranger","Stranger",534,0
"3","self-matching","formal",3,6,"Matching","C.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",210,0
"3","self-matching","formal",3,7,"Matching","C.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",167,1
"3","self-matching","formal",3,8,"Nonmatching","S.bmp","Stranger","Stranger","Stranger","Freund","Freund","Friend","Close",1050,1
"3","self-matching","formal",3,9,"Nonmatching","C.bmp","Friend","Friend","Close","Fremder","Fremder","Stranger","Stranger",461,0
"3","self-matching","formal",3,10,"Matching","S.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",317,0
"3","self-matching","formal",3,11,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",438,1
"3","self-matching","formal",3,12,"Nonmatching","T.bmp","Self","Self","Self","Freund","Freund","Friend","Close",658,1
"3","self-matching","formal",3,13,"Matching","C.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",NA,NA
"3","self-matching","formal",3,14,"Nonmatching","T.bmp","Self","Self","Self","Freund","Freund","Friend","Close",723,0
"3","self-matching","formal",3,15,"Nonmatching","S.bmp","Stranger","Stranger","Stranger","Sie","Sie","You","Self",NA,NA
"3","self-matching","formal",3,16,"Nonmatching","C.bmp","Friend","Friend","Close","Fremder","Fremder","Stranger","Stranger",481,0
"3","self-matching","formal",3,17,"Matching","C.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",214,0
"3","self-matching","formal",3,18,"Nonmatching","C.bmp","Friend","Friend","Close","Sie","Sie","You","Self",378,0
"3","self-matching","formal",3,19,"Matching","S.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",206,0
"3","self-matching","formal",3,20,"Nonmatching","S.bmp","Stranger","Stranger","Stranger","Freund","Freund","Friend","Close",91,0
"3","self-matching","formal",3,21,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",167,0
"3","self-matching","formal",3,22,"Matching","S.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",385,0
"3","self-matching","formal",3,23,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",325,0
"3","self-matching","formal",3,24,"Nonmatching","T.bmp","Self","Self","Self","Fremder","Fremder","Stranger","Stranger",330,1
"3","self-matching","formal",3,25,"Matching","S.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",590,1
"3","self-matching","formal",3,26,"Nonmatching","T.bmp","Self","Self","Self","Freund","Freund","Friend","Close",626,1
"3","self-matching","formal",3,27,"Nonmatching","C.bmp","Friend","Friend","Close","Fremder","Fremder","Stranger","Stranger",471,1
"3","self-matching","formal",3,28,"Matching","S.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",443,1
"3","self-matching","formal",3,29,"Nonmatching","S.bmp","Stranger","Stranger","Stranger","Freund","Freund","Friend","Close",447,1
"3","self-matching","formal",3,30,"Matching","C.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",579,1
"3","self-matching","formal",3,31,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",320,0
"3","self-matching","formal",3,32,"Nonmatching","S.bmp","Stranger","Stranger","Stranger","Sie","Sie","You","Self",914,1
"3","self-matching","formal",3,33,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",630,1
"3","self-matching","formal",3,34,"Nonmatching","C.bmp","Friend","Friend","Close","Sie","Sie","You","Self",499,1
"3","self-matching","formal",3,35,"Matching","C.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",302,1
"3","self-matching","formal",3,36,"Nonmatching","T.bmp","Self","Self","Self","Fremder","Fremder","Stranger","Stranger",379,1
"3","self-matching","formal",3,37,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",320,1
"3","self-matching","formal",3,38,"Nonmatching","T.bmp","Self","Self","Self","Fremder","Fremder","Stranger","Stranger",379,1
"3","self-matching","formal",3,39,"Nonmatching","T.bmp","Self","Self","Self","Freund","Freund","Friend","Close",NA,NA
"3","self-matching","formal",3,40,"Nonmatching","S.bmp","Stranger","Stranger","Stranger","Freund","Freund","Friend","Close",974,1
"3","self-matching","formal",3,41,"Matching","C.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",426,1
"3","self-matching","formal",3,42,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",567,1
"3","self-matching","formal",3,43,"Nonmatching","C.bmp","Friend","Friend","Close","Sie","Sie","You","Self",867,1
"3","self-matching","formal",3,44,"Nonmatching","S.bmp","Stranger","Stranger","Stranger","Sie","Sie","You","Self",576,0
"3","self-matching","formal",3,45,"Matching","S.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",NA,NA
"3","self-matching","formal",3,46,"Matching","S.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",477,0
"3","self-matching","formal",3,47,"Matching","C.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",1,1
"3","self-matching","formal",3,48,"Nonmatching","C.bmp","Friend","Friend","Close","Fremder","Fremder","Stranger","Stranger",446,1
"3","self-matching","formal",3,49,"Matching","C.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",378,1
"3","self-matching","formal",3,50,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",342,0
"3","self-matching","formal",3,51,"Nonmatching","T.bmp","Self","Self","Self","Fremder","Fremder","Stranger","Stranger",451,0
"3","self-matching","formal",3,52,"Matching","C.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",295,0
"3","self-matching","formal",3,53,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",403,0
"3","self-matching","formal",3,54,"Nonmatching","S.bmp","Stranger","Stranger","Stranger","Freund","Freund","Friend","Close",256,0
"3","self-matching","formal",3,55,"Matching","S.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",NA,NA
"3","self-matching","formal",3,56,"Nonmatching","S.bmp","Stranger","Stranger","Stranger","Sie","Sie","You","Self",NA,NA
"3","self-matching","formal",3,57,"Nonmatching","C.bmp","Friend","Friend","Close","Sie","Sie","You","Self",579,1
"3","self-matching","formal",3,58,"Nonmatching","T.bmp","Self","Self","Self","Freund","Freund","Friend","Close",79,1
"3","self-matching","formal",3,59,"Nonmatching","C.bmp","Friend","Friend","Close","Fremder","Fremder","Stranger","Stranger",363,1
"3","self-matching","formal",3,60,"Matching","S.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",480,0
"3","self-matching","formal",4,1,"Nonmatching","S.bmp","Stranger","Stranger","Stranger","Freund","Freund","Friend","Close",420,0
"3","self-matching","formal",4,2,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",230,0
"3","self-matching","formal",4,3,"Matching","C.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",563,1
"3","self-matching","formal",4,4,"Nonmatching","C.bmp","Friend","Friend","Close","Sie","Sie","You","Self",543,1
"3","self-matching","formal",4,5,"Nonmatching","T.bmp","Self","Self","Self","Freund","Freund","Friend","Close",459,1
"3","self-matching","formal",4,6,"Matching","S.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",583,0
"3","self-matching","formal",4,7,"Nonmatching","S.bmp","Stranger","Stranger","Stranger","Sie","Sie","You","Self",900,1
"3","self-matching","formal",4,8,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",568,1
"3","self-matching","formal",4,9,"Nonmatching","T.bmp","Self","Self","Self","Fremder","Fremder","Stranger","Stranger",404,1
"3","self-matching","formal",4,10,"Matching","C.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",505,0
"3","self-matching","formal",4,11,"Nonmatching","C.bmp","Friend","Friend","Close","Fremder","Fremder","Stranger","Stranger",477,1
"3","self-matching","formal",4,12,"Matching","S.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",409,0
"3","self-matching","formal",4,13,"Matching","C.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",NA,NA
"3","self-matching","formal",4,14,"Nonmatching","T.bmp","Self","Self","Self","Freund","Freund","Friend","Close",NA,NA
"3","self-matching","formal",4,15,"Matching","S.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",NA,NA
"3","self-matching","formal",4,16,"Nonmatching","C.bmp","Friend","Friend","Close","Fremder","Fremder","Stranger","Stranger",NA,NA
"3","self-matching","formal",4,17,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",897,1
"3","self-matching","formal",4,18,"Nonmatching","T.bmp","Self","Self","Self","Fremder","Fremder","Stranger","Stranger",325,0
"3","self-matching","formal",4,19,"Nonmatching","C.bmp","Friend","Friend","Close","Sie","Sie","You","Self",327,0
"3","self-matching","formal",4,20,"Matching","C.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",786,1
"3","self-matching","formal",4,21,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",846,0
"3","self-matching","formal",4,22,"Matching","S.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",NA,NA
"3","self-matching","formal",4,23,"Nonmatching","S.bmp","Stranger","Stranger","Stranger","Sie","Sie","You","Self",216,1
"3","self-matching","formal",4,24,"Nonmatching","S.bmp","Stranger","Stranger","Stranger","Freund","Freund","Friend","Close",1037,0
"3","self-matching","formal",4,25,"Matching","S.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",857,0
"3","self-matching","formal",4,26,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",405,1
"3","self-matching","formal",4,27,"Nonmatching","T.bmp","Self","Self","Self","Freund","Freund","Friend","Close",NA,NA
"3","self-matching","formal",4,28,"Nonmatching","S.bmp","Stranger","Stranger","Stranger","Freund","Freund","Friend","Close",92,1
"3","self-matching","formal",4,29,"Nonmatching","S.bmp","Stranger","Stranger","Stranger","Sie","Sie","You","Self",NA,NA
"3","self-matching","formal",4,30,"Nonmatching","C.bmp","Friend","Friend","Close","Sie","Sie","You","Self",458,0
"3","self-matching","formal",4,31,"Matching","C.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",NA,NA
"3","self-matching","formal",4,32,"Nonmatching","T.bmp","Self","Self","Self","Fremder","Fremder","Stranger","Stranger",429,1
"3","self-matching","formal",4,33,"Matching","C.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",449,0
"3","self-matching","formal",4,34,"Nonmatching","C.bmp","Friend","Friend","Close","Fremder","Fremder","Stranger","Stranger",398,0
"3","self-matching","formal",4,35,"Matching","S.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",170,0
"3","self-matching","formal",4,36,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",526,0
"3","self-matching","formal",4,37,"Nonmatching","T.bmp","Self","Self","Self","Fremder","Fremder","Stranger","Stranger",418,1
"3","self-matching","formal",4,38,"Nonmatching","T.bmp","Self","Self","Self","Freund","Freund","Friend","Close",581,0
"3","self-matching","formal",4,39,"Nonmatching","S.bmp","Stranger","Stranger","Stranger","Freund","Freund","Friend","Close",369,1
"3","self-matching","formal",4,40,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",453,0
"3","self-matching","formal",4,41,"Matching","C.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",410,1
"3","self-matching","formal",4,42,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",494,1
"3","self-matching","formal",4,43,"Matching","S.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",474,0
"3","self-matching","formal",4,44,"Nonmatching","S.bmp","Stranger","Stranger","Stranger","Sie","Sie","You","Self",280,0
"3","self-matching","formal",4,45,"Nonmatching","C.bmp","Friend","Friend","Close","Sie","Sie","You","Self",531,1
"3","self-matching","formal",4,46,"Matching","S.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",223,0
"3","self-matching","formal",4,47,"Matching","C.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",508,0
"3","self-matching","formal",4,48,"Nonmatching","C.bmp","Friend","Friend","Close","Fremder","Fremder","Stranger","Stranger",1081,1
"3","self-matching","formal",4,49,"Matching","C.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",NA,NA
"3","self-matching","formal",4,50,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",NA,NA
"3","self-matching","formal",4,51,"Nonmatching","S.bmp","Stranger","Stranger","Stranger","Sie","Sie","You","Self",481,0
"3","self-matching","formal",4,52,"Matching","C.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",341,0
"3","self-matching","formal",4,53,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",215,1
"3","self-matching","formal",4,54,"Matching","S.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",NA,NA
