"Subject","Subject_EPrime","Session","Group","SessionDate","Phase","Block","TrialList.Sample","Target","Shape","Label","YesNoResp","CorrectAnswer","Target.ACC","Target.RT","Target.RESP","Target.CRESP","Priming"
"3","103","2","1","11-01-2017","formal",1,1,"S.bmp","Stranger","Fremder","Yes","n","0","496","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",1,2,"T.bmp","Self","Sie","Yes","n","0","412","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",1,3,"C.bmp","Friend","Freund","Yes","n","1","559","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",1,4,"S.bmp","Stranger","Freund","No","m","0","613","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",1,5,"S.bmp","Stranger","Fremder","Yes","n","0","0","","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",1,6,"C.bmp","Friend","Freund","Yes","n","0","399","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",1,7,"T.bmp","Self","Fremder","No","m","1","763","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",1,8,"S.bmp","Stranger","Sie","No","m","0","1064","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",1,9,"T.bmp","Self","Sie","Yes","n","0","843","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",1,10,"T.bmp","Self","Freund","No","m","0","576","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",1,11,"C.bmp","Friend","Sie","No","m","1","404","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",1,12,"C.bmp","Friend","Fremder","No","m","0","0","","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",1,13,"T.bmp","Self","Fremder","No","m","1","430","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",1,14,"C.bmp","Friend","Freund","Yes","n","0","763","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",1,15,"T.bmp","Self","Sie","Yes","n","1","519","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",1,16,"C.bmp","Friend","Sie","No","m","0","644","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",1,17,"S.bmp","Stranger","Fremder","Yes","n","0","488","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",1,18,"S.bmp","Stranger","Fremder","Yes","n","1","620","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",1,19,"S.bmp","Stranger","Freund","No","m","1","752","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",1,20,"C.bmp","Friend","Fremder","No","m","0","716","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",1,21,"S.bmp","Stranger","Sie","No","m","1","889","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",1,22,"C.bmp","Friend","Freund","Yes","n","0","580","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",1,23,"T.bmp","Self","Sie","Yes","n","0","0","","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",1,24,"T.bmp","Self","Freund","No","m","1","687","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",1,25,"S.bmp","Stranger","Fremder","Yes","n","0","0","","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",1,26,"C.bmp","Friend","Fremder","No","m","1","631","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",1,27,"S.bmp","Stranger","Sie","No","m","1","1004","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",1,28,"S.bmp","Stranger","Fremder","Yes","n","0","544","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",1,29,"S.bmp","Stranger","Freund","No","m","0","708","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",1,30,"T.bmp","Self","Fremder","No","m","1","464","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",1,31,"C.bmp","Friend","Freund","Yes","n","0","380","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",1,32,"C.bmp","Friend","Freund","Yes","n","0","392","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",1,33,"T.bmp","Self","Freund","No","m","0","492","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",1,34,"T.bmp","Self","Sie","Yes","n","0","618","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",1,35,"C.bmp","Friend","Sie","No","m","0","694","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",1,36,"T.bmp","Self","Sie","Yes","n","0","353","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",1,37,"C.bmp","Friend","Sie","No","m","0","533","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",1,38,"T.bmp","Self","Sie","Yes","n","0","0","","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",1,39,"T.bmp","Self","Sie","Yes","n","0","0","","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",1,40,"C.bmp","Friend","Freund","Yes","n","0","584","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",1,41,"S.bmp","Stranger","Freund","No","m","0","613","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",1,42,"S.bmp","Stranger","Fremder","Yes","n","0","345","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",1,43,"T.bmp","Self","Fremder","No","m","1","741","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",1,44,"T.bmp","Self","Freund","No","m","0","602","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",1,45,"C.bmp","Friend","Fremder","No","m","1","366","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",1,46,"S.bmp","Stranger","Sie","No","m","1","330","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",1,47,"S.bmp","Stranger","Fremder","Yes","n","0","630","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",1,48,"C.bmp","Friend","Freund","Yes","n","0","387","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",1,49,"S.bmp","Stranger","Fremder","Yes","n","0","399","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",1,50,"S.bmp","Stranger","Freund","No","m","0","554","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",1,51,"S.bmp","Stranger","Fremder","Yes","n","1","720","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",1,52,"T.bmp","Self","Freund","No","m","0","636","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",1,53,"C.bmp","Friend","Sie","No","m","0","0","","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",1,54,"C.bmp","Friend","Freund","Yes","n","0","922","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",1,55,"T.bmp","Self","Sie","Yes","n","1","766","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",1,56,"T.bmp","Self","Sie","Yes","n","1","466","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",1,57,"T.bmp","Self","Fremder","No","m","1","494","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",1,58,"S.bmp","Stranger","Sie","No","m","0","843","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",1,59,"C.bmp","Friend","Freund","Yes","n","0","517","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",1,60,"C.bmp","Friend","Fremder","No","m","1","553","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",2,1,"C.bmp","Friend","Sie","No","m","1","766","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",2,2,"S.bmp","Stranger","Sie","No","m","1","602","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",2,3,"C.bmp","Friend","Freund","Yes","n","0","534","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",2,4,"T.bmp","Self","Sie","Yes","n","1","475","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",2,5,"T.bmp","Self","Freund","No","m","1","831","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",2,6,"S.bmp","Stranger","Freund","No","m","1","539","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",2,7,"S.bmp","Stranger","Fremder","Yes","n","0","832","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",2,8,"S.bmp","Stranger","Fremder","Yes","n","1","628","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",2,9,"C.bmp","Friend","Fremder","No","m","0","511","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",2,10,"T.bmp","Self","Fremder","No","m","1","827","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",2,11,"C.bmp","Friend","Freund","Yes","n","0","702","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",2,12,"T.bmp","Self","Sie","Yes","n","1","602","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",2,13,"S.bmp","Stranger","Fremder","Yes","n","0","622","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",2,14,"T.bmp","Self","Sie","Yes","n","1","780","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",2,15,"C.bmp","Friend","Fremder","No","m","1","528","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",2,16,"T.bmp","Self","Fremder","No","m","1","795","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",2,17,"C.bmp","Friend","Freund","Yes","n","1","904","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",2,18,"S.bmp","Stranger","Fremder","Yes","n","0","628","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",2,19,"T.bmp","Self","Freund","No","m","1","768","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",2,20,"S.bmp","Stranger","Freund","No","m","1","500","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",2,21,"C.bmp","Friend","Freund","Yes","n","0","633","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",2,22,"S.bmp","Stranger","Sie","No","m","1","829","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",2,23,"T.bmp","Self","Sie","Yes","n","1","537","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",2,24,"C.bmp","Friend","Sie","No","m","1","686","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",2,25,"S.bmp","Stranger","Fremder","Yes","n","1","722","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",2,26,"T.bmp","Self","Fremder","No","m","1","694","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",2,27,"T.bmp","Self","Sie","Yes","n","1","523","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",2,28,"C.bmp","Friend","Freund","Yes","n","0","494","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",2,29,"T.bmp","Self","Freund","No","m","1","723","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",2,30,"S.bmp","Stranger","Fremder","Yes","n","1","815","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",2,31,"C.bmp","Friend","Freund","Yes","n","0","604","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",2,32,"T.bmp","Self","Sie","Yes","n","1","592","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",2,33,"S.bmp","Stranger","Freund","No","m","1","612","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",2,34,"S.bmp","Stranger","Sie","No","m","1","696","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",2,35,"C.bmp","Friend","Fremder","No","m","0","628","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",2,36,"C.bmp","Friend","Sie","No","m","1","608","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",2,37,"C.bmp","Friend","Freund","Yes","n","0","684","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",2,38,"C.bmp","Friend","Freund","Yes","n","0","634","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",2,39,"S.bmp","Stranger","Sie","No","m","0","573","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",2,40,"T.bmp","Self","Sie","Yes","n","1","599","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",2,41,"S.bmp","Stranger","Fremder","Yes","n","0","596","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",2,42,"C.bmp","Friend","Fremder","No","m","1","545","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",2,43,"C.bmp","Friend","Sie","No","m","1","756","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",2,44,"S.bmp","Stranger","Freund","No","m","1","513","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",2,45,"S.bmp","Stranger","Fremder","Yes","n","1","741","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",2,46,"T.bmp","Self","Freund","No","m","1","665","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",2,47,"T.bmp","Self","Fremder","No","m","1","573","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",2,48,"T.bmp","Self","Sie","Yes","n","1","506","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",2,49,"T.bmp","Self","Sie","Yes","n","1","526","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",2,50,"S.bmp","Stranger","Fremder","Yes","n","0","562","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",2,51,"S.bmp","Stranger","Fremder","Yes","n","1","703","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",2,52,"S.bmp","Stranger","Freund","No","m","1","441","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",2,53,"T.bmp","Self","Fremder","No","m","0","308","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",2,54,"T.bmp","Self","Sie","Yes","n","1","584","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",2,55,"S.bmp","Stranger","Sie","No","m","0","500","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",2,56,"C.bmp","Friend","Freund","Yes","n","0","376","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",2,57,"C.bmp","Friend","Freund","Yes","n","1","796","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",2,58,"T.bmp","Self","Freund","No","m","1","537","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",2,59,"C.bmp","Friend","Fremder","No","m","0","661","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",2,60,"C.bmp","Friend","Sie","No","m","1","897","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",3,1,"S.bmp","Stranger","Sie","No","m","1","678","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",3,2,"C.bmp","Friend","Sie","No","m","0","482","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",3,3,"S.bmp","Stranger","Fremder","Yes","n","0","262","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",3,4,"T.bmp","Self","Sie","Yes","n","0","330","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",3,5,"T.bmp","Self","Fremder","No","m","0","534","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",3,6,"C.bmp","Friend","Freund","Yes","n","0","210","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",3,7,"C.bmp","Friend","Freund","Yes","n","1","167","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",3,8,"S.bmp","Stranger","Freund","No","m","1","1050","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",3,9,"C.bmp","Friend","Fremder","No","m","0","461","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",3,10,"S.bmp","Stranger","Fremder","Yes","n","0","317","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",3,11,"T.bmp","Self","Sie","Yes","n","1","438","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",3,12,"T.bmp","Self","Freund","No","m","1","658","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",3,13,"C.bmp","Friend","Freund","Yes","n","0","0","","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",3,14,"T.bmp","Self","Freund","No","m","0","723","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",3,15,"S.bmp","Stranger","Sie","No","m","0","0","","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",3,16,"C.bmp","Friend","Fremder","No","m","0","481","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",3,17,"C.bmp","Friend","Freund","Yes","n","0","214","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",3,18,"C.bmp","Friend","Sie","No","m","0","378","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",3,19,"S.bmp","Stranger","Fremder","Yes","n","0","206","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",3,20,"S.bmp","Stranger","Freund","No","m","0","91","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",3,21,"T.bmp","Self","Sie","Yes","n","0","167","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",3,22,"S.bmp","Stranger","Fremder","Yes","n","0","385","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",3,23,"T.bmp","Self","Sie","Yes","n","0","325","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",3,24,"T.bmp","Self","Fremder","No","m","1","330","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",3,25,"S.bmp","Stranger","Fremder","Yes","n","1","590","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",3,26,"T.bmp","Self","Freund","No","m","1","626","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",3,27,"C.bmp","Friend","Fremder","No","m","1","471","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",3,28,"S.bmp","Stranger","Fremder","Yes","n","1","443","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",3,29,"S.bmp","Stranger","Freund","No","m","1","447","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",3,30,"C.bmp","Friend","Freund","Yes","n","1","579","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",3,31,"T.bmp","Self","Sie","Yes","n","0","320","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",3,32,"S.bmp","Stranger","Sie","No","m","1","914","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",3,33,"T.bmp","Self","Sie","Yes","n","1","630","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",3,34,"C.bmp","Friend","Sie","No","m","1","499","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",3,35,"C.bmp","Friend","Freund","Yes","n","1","302","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",3,36,"T.bmp","Self","Fremder","No","m","1","379","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",3,37,"T.bmp","Self","Sie","Yes","n","1","320","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",3,38,"T.bmp","Self","Fremder","No","m","1","379","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",3,39,"T.bmp","Self","Freund","No","m","0","0","","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",3,40,"S.bmp","Stranger","Freund","No","m","1","974","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",3,41,"C.bmp","Friend","Freund","Yes","n","1","426","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",3,42,"T.bmp","Self","Sie","Yes","n","1","567","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",3,43,"C.bmp","Friend","Sie","No","m","1","867","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",3,44,"S.bmp","Stranger","Sie","No","m","0","576","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",3,45,"S.bmp","Stranger","Fremder","Yes","n","0","0","","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",3,46,"S.bmp","Stranger","Fremder","Yes","n","0","477","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",3,47,"C.bmp","Friend","Freund","Yes","n","1","1","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",3,48,"C.bmp","Friend","Fremder","No","m","1","446","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",3,49,"C.bmp","Friend","Freund","Yes","n","1","378","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",3,50,"T.bmp","Self","Sie","Yes","n","0","342","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",3,51,"T.bmp","Self","Fremder","No","m","0","451","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",3,52,"C.bmp","Friend","Freund","Yes","n","0","295","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",3,53,"T.bmp","Self","Sie","Yes","n","0","403","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",3,54,"S.bmp","Stranger","Freund","No","m","0","256","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",3,55,"S.bmp","Stranger","Fremder","Yes","n","0","0","","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",3,56,"S.bmp","Stranger","Sie","No","m","0","0","","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",3,57,"C.bmp","Friend","Sie","No","m","1","579","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",3,58,"T.bmp","Self","Freund","No","m","1","79","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",3,59,"C.bmp","Friend","Fremder","No","m","1","363","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",3,60,"S.bmp","Stranger","Fremder","Yes","n","0","480","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",4,1,"S.bmp","Stranger","Freund","No","m","0","420","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",4,2,"T.bmp","Self","Sie","Yes","n","0","230","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",4,3,"C.bmp","Friend","Freund","Yes","n","1","563","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",4,4,"C.bmp","Friend","Sie","No","m","1","543","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",4,5,"T.bmp","Self","Freund","No","m","1","459","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",4,6,"S.bmp","Stranger","Fremder","Yes","n","0","583","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",4,7,"S.bmp","Stranger","Sie","No","m","1","900","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",4,8,"T.bmp","Self","Sie","Yes","n","1","568","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",4,9,"T.bmp","Self","Fremder","No","m","1","404","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",4,10,"C.bmp","Friend","Freund","Yes","n","0","505","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",4,11,"C.bmp","Friend","Fremder","No","m","1","477","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",4,12,"S.bmp","Stranger","Fremder","Yes","n","0","409","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",4,13,"C.bmp","Friend","Freund","Yes","n","0","0","","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",4,14,"T.bmp","Self","Freund","No","m","0","0","","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",4,15,"S.bmp","Stranger","Fremder","Yes","n","0","0","","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",4,16,"C.bmp","Friend","Fremder","No","m","0","0","","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",4,17,"T.bmp","Self","Sie","Yes","n","1","897","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",4,18,"T.bmp","Self","Fremder","No","m","0","325","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",4,19,"C.bmp","Friend","Sie","No","m","0","327","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",4,20,"C.bmp","Friend","Freund","Yes","n","1","786","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",4,21,"T.bmp","Self","Sie","Yes","n","0","846","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",4,22,"S.bmp","Stranger","Fremder","Yes","n","0","0","","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",4,23,"S.bmp","Stranger","Sie","No","m","1","216","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",4,24,"S.bmp","Stranger","Freund","No","m","0","1037","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",4,25,"S.bmp","Stranger","Fremder","Yes","n","0","857","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",4,26,"T.bmp","Self","Sie","Yes","n","1","405","n","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",4,27,"T.bmp","Self","Freund","No","m","0","0","","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",4,28,"S.bmp","Stranger","Freund","No","m","1","92","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",4,29,"S.bmp","Stranger","Sie","No","m","0","0","","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",4,30,"C.bmp","Friend","Sie","No","m","0","458","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",4,31,"C.bmp","Friend","Freund","Yes","n","0","0","","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",4,32,"T.bmp","Self","Fremder","No","m","1","429","m","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",4,33,"C.bmp","Friend","Freund","Yes","n","0","449","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",4,34,"C.bmp","Friend","Fremder","No","m","0","398","n","m","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",4,35,"S.bmp","Stranger","Fremder","Yes","n","0","170","m","n","Counter-Imitation (2)"
"3","103","2","1","11-01-2017","formal",4,36,"T.bmp","Self","Sie","Yes","n","0","526","m","n","Counter-Imitation (2)"
