"Subject","Subject_EPrime","Session","Group","SessionDate","Phase","Block","TrialList.Sample","Target","Shape","Label","YesNoResp","CorrectAnswer","Target.ACC","Target.RT","Target.RESP","Target.CRESP","Priming"
"9","109","3","1","11-03-2017","formal",2,22,"S.bmp","Friend","Fremder","No","m","0","761","n","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",2,23,"C.bmp","Stranger","Freund","No","m","0","693","n","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",2,24,"T.bmp","Self","Sie","Yes","n","1","633","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",2,25,"S.bmp","Friend","Freund","Yes","n","1","734","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",2,26,"T.bmp","Self","Sie","Yes","n","0","674","m","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",2,27,"C.bmp","Stranger","Freund","No","m","1","966","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",2,28,"T.bmp","Self","Sie","Yes","n","1","707","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",2,29,"S.bmp","Friend","Freund","Yes","n","1","567","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",2,30,"T.bmp","Self","Freund","No","m","1","756","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",2,31,"S.bmp","Friend","Fremder","No","m","1","846","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",2,32,"S.bmp","Friend","Sie","No","m","0","676","n","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",2,33,"C.bmp","Stranger","Fremder","Yes","n","1","712","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",2,34,"C.bmp","Stranger","Fremder","Yes","n","1","940","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",2,35,"T.bmp","Self","Fremder","No","m","1","769","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",2,36,"C.bmp","Stranger","Sie","No","m","0","636","n","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",2,37,"T.bmp","Self","Fremder","No","m","0","849","n","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",2,38,"T.bmp","Self","Freund","No","m","1","782","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",2,39,"S.bmp","Friend","Sie","No","m","0","705","n","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",2,40,"C.bmp","Stranger","Freund","No","m","1","774","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",2,41,"C.bmp","Stranger","Fremder","Yes","n","1","610","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",2,42,"S.bmp","Friend","Freund","Yes","n","1","726","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",2,43,"T.bmp","Self","Sie","Yes","n","1","506","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",2,44,"T.bmp","Self","Sie","Yes","n","1","518","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",2,45,"C.bmp","Stranger","Sie","No","m","1","692","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",2,46,"C.bmp","Stranger","Fremder","Yes","n","0","688","m","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",2,47,"S.bmp","Friend","Freund","Yes","n","1","676","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",2,48,"S.bmp","Friend","Fremder","No","m","1","945","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",2,49,"S.bmp","Friend","Sie","No","m","1","725","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",2,50,"C.bmp","Stranger","Sie","No","m","1","656","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",2,51,"S.bmp","Friend","Freund","Yes","n","1","605","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",2,52,"T.bmp","Self","Freund","No","m","1","681","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",2,53,"S.bmp","Friend","Freund","Yes","n","1","806","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",2,54,"T.bmp","Self","Fremder","No","m","1","762","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",2,55,"S.bmp","Friend","Fremder","No","m","1","646","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",2,56,"C.bmp","Stranger","Freund","No","m","1","795","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",2,57,"C.bmp","Stranger","Fremder","Yes","n","1","622","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",2,58,"T.bmp","Self","Sie","Yes","n","1","706","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",2,59,"T.bmp","Self","Sie","Yes","n","1","687","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",2,60,"C.bmp","Stranger","Fremder","Yes","n","0","507","m","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",3,1,"T.bmp","Self","Fremder","No","m","1","720","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",3,2,"S.bmp","Friend","Freund","Yes","n","1","596","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",3,3,"T.bmp","Self","Sie","Yes","n","1","520","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",3,4,"S.bmp","Friend","Freund","Yes","n","1","726","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",3,5,"C.bmp","Stranger","Fremder","Yes","n","1","609","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",3,6,"C.bmp","Stranger","Fremder","Yes","n","1","733","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",3,7,"S.bmp","Friend","Fremder","No","m","1","673","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",3,8,"S.bmp","Friend","Sie","No","m","1","670","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",3,9,"T.bmp","Self","Freund","No","m","0","498","n","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",3,10,"C.bmp","Stranger","Freund","No","m","0","799","n","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",3,11,"C.bmp","Stranger","Sie","No","m","0","803","n","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",3,12,"T.bmp","Self","Sie","Yes","n","1","679","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",3,13,"C.bmp","Stranger","Fremder","Yes","n","1","691","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",3,14,"S.bmp","Friend","Fremder","No","m","1","632","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",3,15,"C.bmp","Stranger","Sie","No","m","1","628","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",3,16,"S.bmp","Friend","Sie","No","m","1","656","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",3,17,"S.bmp","Friend","Freund","Yes","n","1","628","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",3,18,"C.bmp","Stranger","Freund","No","m","1","601","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",3,19,"T.bmp","Self","Sie","Yes","n","1","501","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",3,20,"C.bmp","Stranger","Fremder","Yes","n","0","729","m","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",3,21,"T.bmp","Self","Freund","No","m","0","550","n","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",3,22,"S.bmp","Friend","Freund","Yes","n","1","522","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",3,23,"T.bmp","Self","Sie","Yes","n","1","454","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",3,24,"T.bmp","Self","Fremder","No","m","1","658","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",3,25,"T.bmp","Self","Sie","Yes","n","1","680","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",3,26,"C.bmp","Stranger","Fremder","Yes","n","1","755","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",3,27,"S.bmp","Friend","Fremder","No","m","1","919","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",3,28,"T.bmp","Self","Freund","No","m","0","548","n","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",3,29,"C.bmp","Stranger","Fremder","Yes","n","1","776","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",3,30,"C.bmp","Stranger","Sie","No","m","0","564","n","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",3,31,"T.bmp","Self","Sie","Yes","n","1","520","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",3,32,"S.bmp","Friend","Freund","Yes","n","1","493","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",3,33,"S.bmp","Friend","Freund","Yes","n","0","841","m","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",3,34,"T.bmp","Self","Fremder","No","m","0","701","n","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",3,35,"S.bmp","Friend","Sie","No","m","1","962","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",3,36,"C.bmp","Stranger","Freund","No","m","1","902","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",3,37,"S.bmp","Friend","Sie","No","m","1","819","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",3,38,"T.bmp","Self","Sie","Yes","n","1","591","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",3,39,"C.bmp","Stranger","Sie","No","m","1","491","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",3,40,"S.bmp","Friend","Freund","Yes","n","1","631","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",3,41,"T.bmp","Self","Sie","Yes","n","0","547","m","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",3,42,"C.bmp","Stranger","Freund","No","m","1","816","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",3,43,"T.bmp","Self","Freund","No","m","1","820","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",3,44,"S.bmp","Friend","Freund","Yes","n","1","816","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",3,45,"S.bmp","Friend","Fremder","No","m","1","653","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",3,46,"C.bmp","Stranger","Fremder","Yes","n","1","665","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",3,47,"C.bmp","Stranger","Fremder","Yes","n","0","718","m","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",3,48,"T.bmp","Self","Fremder","No","m","1","666","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",3,49,"S.bmp","Friend","Sie","No","m","1","878","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",3,50,"S.bmp","Friend","Freund","Yes","n","1","754","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",3,51,"C.bmp","Stranger","Freund","No","m","1","622","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",3,52,"T.bmp","Self","Freund","No","m","1","747","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",3,53,"S.bmp","Friend","Fremder","No","m","0","823","n","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",3,54,"T.bmp","Self","Sie","Yes","n","1","635","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",3,55,"T.bmp","Self","Sie","Yes","n","1","696","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",3,56,"C.bmp","Stranger","Sie","No","m","1","676","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",3,57,"S.bmp","Friend","Freund","Yes","n","1","560","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",3,58,"T.bmp","Self","Fremder","No","m","1","612","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",3,59,"C.bmp","Stranger","Fremder","Yes","n","1","417","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",3,60,"C.bmp","Stranger","Fremder","Yes","n","0","589","m","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",4,1,"T.bmp","Self","Fremder","No","m","1","706","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",4,2,"S.bmp","Friend","Fremder","No","m","1","646","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",4,3,"T.bmp","Self","Sie","Yes","n","1","634","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",4,4,"C.bmp","Stranger","Fremder","Yes","n","1","655","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",4,5,"T.bmp","Self","Freund","No","m","0","699","n","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",4,6,"S.bmp","Friend","Sie","No","m","0","759","n","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",4,7,"T.bmp","Self","Sie","Yes","n","1","555","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",4,8,"C.bmp","Stranger","Sie","No","m","1","672","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",4,9,"C.bmp","Stranger","Freund","No","m","1","684","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",4,10,"S.bmp","Friend","Freund","Yes","n","1","848","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",4,11,"C.bmp","Stranger","Fremder","Yes","n","0","941","m","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",4,12,"S.bmp","Friend","Freund","Yes","n","1","649","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",4,13,"T.bmp","Self","Freund","No","m","1","645","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",4,14,"S.bmp","Friend","Freund","Yes","n","1","514","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",4,15,"S.bmp","Friend","Fremder","No","m","0","702","n","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",4,16,"T.bmp","Self","Sie","Yes","n","1","578","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",4,17,"C.bmp","Stranger","Fremder","Yes","n","1","902","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",4,18,"C.bmp","Stranger","Freund","No","m","1","955","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",4,19,"S.bmp","Friend","Sie","No","m","1","855","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",4,20,"T.bmp","Self","Fremder","No","m","1","771","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",4,21,"C.bmp","Stranger","Fremder","Yes","n","1","696","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",4,22,"S.bmp","Friend","Freund","Yes","n","1","564","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",4,23,"T.bmp","Self","Sie","Yes","n","1","840","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",4,24,"C.bmp","Stranger","Sie","No","m","1","653","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",4,25,"S.bmp","Friend","Sie","No","m","1","657","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",4,26,"C.bmp","Stranger","Fremder","Yes","n","1","653","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",4,27,"T.bmp","Self","Sie","Yes","n","0","665","m","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",4,28,"T.bmp","Self","Freund","No","m","1","974","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",4,29,"T.bmp","Self","Sie","Yes","n","1","682","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",4,30,"S.bmp","Friend","Fremder","No","m","0","526","n","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",4,31,"C.bmp","Stranger","Freund","No","m","1","787","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",4,32,"C.bmp","Stranger","Sie","No","m","0","735","n","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",4,33,"S.bmp","Friend","Freund","Yes","n","1","667","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",4,34,"T.bmp","Self","Fremder","No","m","1","711","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",4,35,"S.bmp","Friend","Freund","Yes","n","1","756","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",4,36,"C.bmp","Stranger","Fremder","Yes","n","1","720","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",4,37,"S.bmp","Friend","Fremder","No","m","1","884","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",4,38,"C.bmp","Stranger","Sie","No","m","1","841","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",4,39,"S.bmp","Friend","Sie","No","m","1","861","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",4,40,"C.bmp","Stranger","Freund","No","m","1","793","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",4,41,"T.bmp","Self","Freund","No","m","1","949","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",4,42,"C.bmp","Stranger","Fremder","Yes","n","1","802","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",4,43,"S.bmp","Friend","Freund","Yes","n","1","686","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",4,44,"C.bmp","Stranger","Fremder","Yes","n","1","794","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",4,45,"S.bmp","Friend","Freund","Yes","n","1","663","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",4,46,"T.bmp","Self","Sie","Yes","n","1","659","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",4,47,"T.bmp","Self","Fremder","No","m","1","671","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",4,48,"T.bmp","Self","Sie","Yes","n","1","716","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",4,49,"T.bmp","Self","Fremder","No","m","1","736","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",4,50,"T.bmp","Self","Freund","No","m","1","860","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",4,51,"S.bmp","Friend","Freund","Yes","n","1","664","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",4,52,"T.bmp","Self","Sie","Yes","n","1","645","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",4,53,"C.bmp","Stranger","Sie","No","m","1","689","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",4,54,"S.bmp","Friend","Freund","Yes","n","1","589","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",4,55,"C.bmp","Stranger","Fremder","Yes","n","0","642","m","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",4,56,"T.bmp","Self","Sie","Yes","n","1","590","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",4,57,"C.bmp","Stranger","Freund","No","m","1","602","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",4,58,"S.bmp","Friend","Sie","No","m","1","774","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",4,59,"C.bmp","Stranger","Fremder","Yes","n","1","683","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",4,60,"S.bmp","Friend","Fremder","No","m","1","735","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",5,1,"S.bmp","Friend","Freund","Yes","n","1","660","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",5,2,"S.bmp","Friend","Fremder","No","m","0","816","n","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",5,3,"C.bmp","Stranger","Sie","No","m","1","852","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",5,4,"S.bmp","Friend","Freund","Yes","n","1","593","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",5,5,"C.bmp","Stranger","Freund","No","m","1","1037","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",5,6,"C.bmp","Stranger","Fremder","Yes","n","1","873","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",5,7,"T.bmp","Self","Sie","Yes","n","1","654","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",5,8,"C.bmp","Stranger","Fremder","Yes","n","1","802","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",5,9,"T.bmp","Self","Fremder","No","m","1","750","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",5,10,"T.bmp","Self","Sie","Yes","n","1","610","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",5,11,"S.bmp","Friend","Sie","No","m","1","831","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",5,12,"T.bmp","Self","Freund","No","m","1","843","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",5,13,"T.bmp","Self","Sie","Yes","n","1","903","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",5,14,"S.bmp","Friend","Sie","No","m","1","804","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",5,15,"C.bmp","Stranger","Sie","No","m","1","712","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",5,16,"S.bmp","Friend","Freund","Yes","n","1","604","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",5,17,"S.bmp","Friend","Freund","Yes","n","1","640","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",5,18,"S.bmp","Friend","Fremder","No","m","1","693","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",5,19,"C.bmp","Stranger","Fremder","Yes","n","1","705","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",5,20,"C.bmp","Stranger","Fremder","Yes","n","1","669","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",5,21,"T.bmp","Self","Freund","No","m","1","594","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",5,22,"T.bmp","Self","Sie","Yes","n","1","590","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",5,23,"C.bmp","Stranger","Freund","No","m","1","658","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",5,24,"T.bmp","Self","Fremder","No","m","1","767","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",5,25,"C.bmp","Stranger","Sie","No","m","1","787","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",5,26,"T.bmp","Self","Fremder","No","m","1","767","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",5,27,"S.bmp","Friend","Freund","Yes","n","1","587","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",5,28,"T.bmp","Self","Sie","Yes","n","1","688","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",5,29,"T.bmp","Self","Freund","No","m","1","620","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",5,30,"S.bmp","Friend","Freund","Yes","n","1","600","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",5,31,"C.bmp","Stranger","Freund","No","m","1","757","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",5,32,"C.bmp","Stranger","Fremder","Yes","n","1","513","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",5,33,"S.bmp","Friend","Fremder","No","m","1","869","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",5,34,"T.bmp","Self","Sie","Yes","n","1","657","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",5,35,"C.bmp","Stranger","Fremder","Yes","n","0","1054","m","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",5,36,"S.bmp","Friend","Sie","No","m","1","978","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",5,37,"S.bmp","Friend","Freund","Yes","n","1","710","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",5,38,"T.bmp","Self","Sie","Yes","n","0","795","m","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",5,39,"S.bmp","Friend","Freund","Yes","n","1","671","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",5,40,"T.bmp","Self","Sie","Yes","n","0","683","m","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",5,41,"S.bmp","Friend","Fremder","No","m","0","672","n","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",5,42,"S.bmp","Friend","Sie","No","m","1","692","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",5,43,"C.bmp","Stranger","Fremder","Yes","n","1","688","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",5,44,"T.bmp","Self","Fremder","No","m","1","692","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",5,45,"C.bmp","Stranger","Freund","No","m","1","737","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",5,46,"C.bmp","Stranger","Sie","No","m","1","733","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",5,47,"T.bmp","Self","Freund","No","m","1","673","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",5,48,"C.bmp","Stranger","Fremder","Yes","n","1","606","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",5,49,"T.bmp","Self","Sie","Yes","n","0","586","m","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",5,50,"C.bmp","Stranger","Fremder","Yes","n","0","582","m","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",5,51,"S.bmp","Friend","Freund","Yes","n","1","530","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",5,52,"C.bmp","Stranger","Freund","No","m","0","495","n","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",5,53,"S.bmp","Friend","Fremder","No","m","1","763","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",5,54,"T.bmp","Self","Sie","Yes","n","1","791","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",5,55,"C.bmp","Stranger","Fremder","Yes","n","0","692","m","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",5,56,"S.bmp","Friend","Sie","No","m","0","809","n","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",5,57,"S.bmp","Friend","Freund","Yes","n","1","676","n","n","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",5,58,"T.bmp","Self","Freund","No","m","1","665","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",5,59,"T.bmp","Self","Fremder","No","m","1","805","m","m","Inhibition-control (3)"
"9","109","3","1","11-03-2017","formal",5,60,"C.bmp","Stranger","Sie","No","m","0","953","n","m","Inhibition-control (3)"
