"Subject","Session","SessionDate","Phase","Block","TrialList.Sample","Target","Shape","Label","YesNoResp","CorrectAnswer","Target.ACC","Target.RT","Target.RESP","Target.CRESP","Priming"
"302","3","04-01-2017","formal",2,27,"S.bmp","Self","Sie","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",2,28,"C.bmp","Friend","Freund","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",2,29,"C.bmp","Friend","Sie","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",2,30,"S.bmp","Self","Fremder","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",2,31,"C.bmp","Friend","Freund","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",2,32,"T.bmp","Stranger","Fremder","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",2,33,"C.bmp","Friend","Fremder","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",2,34,"S.bmp","Self","Freund","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",2,35,"T.bmp","Stranger","Sie","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",2,36,"S.bmp","Self","Sie","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",2,37,"C.bmp","Friend","Sie","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",2,38,"C.bmp","Friend","Freund","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",2,39,"T.bmp","Stranger","Fremder","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",2,40,"S.bmp","Self","Fremder","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",2,41,"S.bmp","Self","Sie","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",2,42,"T.bmp","Stranger","Fremder","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",2,43,"T.bmp","Stranger","Sie","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",2,44,"S.bmp","Self","Sie","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",2,45,"C.bmp","Friend","Fremder","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",2,46,"S.bmp","Self","Freund","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",2,47,"C.bmp","Friend","Freund","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",2,48,"T.bmp","Stranger","Freund","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",2,49,"S.bmp","Self","Fremder","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",2,50,"C.bmp","Friend","Fremder","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",2,51,"C.bmp","Friend","Freund","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",2,52,"C.bmp","Friend","Freund","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",2,53,"S.bmp","Self","Sie","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",2,54,"T.bmp","Stranger","Fremder","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",2,55,"S.bmp","Self","Sie","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",2,56,"C.bmp","Friend","Sie","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",2,57,"S.bmp","Self","Freund","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",2,58,"T.bmp","Stranger","Fremder","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",2,59,"T.bmp","Stranger","Sie","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",2,60,"T.bmp","Stranger","Freund","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",3,1,"S.bmp","Self","Freund","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",3,2,"T.bmp","Stranger","Fremder","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",3,3,"S.bmp","Self","Sie","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",3,4,"C.bmp","Friend","Sie","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",3,5,"T.bmp","Stranger","Fremder","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",3,6,"S.bmp","Self","Sie","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",3,7,"C.bmp","Friend","Freund","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",3,8,"S.bmp","Self","Fremder","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",3,9,"C.bmp","Friend","Fremder","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",3,10,"C.bmp","Friend","Freund","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",3,11,"T.bmp","Stranger","Freund","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",3,12,"T.bmp","Stranger","Sie","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",3,13,"T.bmp","Stranger","Freund","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",3,14,"C.bmp","Friend","Sie","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",3,15,"S.bmp","Self","Sie","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",3,16,"S.bmp","Self","Sie","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",3,17,"T.bmp","Stranger","Fremder","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",3,18,"C.bmp","Friend","Freund","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",3,19,"T.bmp","Stranger","Fremder","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",3,20,"S.bmp","Self","Fremder","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",3,21,"T.bmp","Stranger","Sie","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",3,22,"C.bmp","Friend","Freund","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",3,23,"S.bmp","Self","Freund","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",3,24,"C.bmp","Friend","Fremder","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",3,25,"S.bmp","Self","Fremder","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",3,26,"T.bmp","Stranger","Fremder","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",3,27,"C.bmp","Friend","Freund","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",3,28,"T.bmp","Stranger","Sie","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",3,29,"T.bmp","Stranger","Fremder","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",3,30,"S.bmp","Self","Sie","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",3,31,"C.bmp","Friend","Sie","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",3,32,"S.bmp","Self","Sie","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",3,33,"S.bmp","Self","Freund","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",3,34,"C.bmp","Friend","Fremder","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",3,35,"C.bmp","Friend","Freund","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",3,36,"T.bmp","Stranger","Freund","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",3,37,"T.bmp","Stranger","Fremder","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",3,38,"C.bmp","Friend","Freund","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",3,39,"T.bmp","Stranger","Freund","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",3,40,"S.bmp","Self","Freund","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",3,41,"T.bmp","Stranger","Fremder","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",3,42,"T.bmp","Stranger","Sie","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",3,43,"C.bmp","Friend","Fremder","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",3,44,"S.bmp","Self","Fremder","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",3,45,"S.bmp","Self","Sie","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",3,46,"S.bmp","Self","Sie","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",3,47,"C.bmp","Friend","Sie","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",3,48,"C.bmp","Friend","Freund","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",3,49,"T.bmp","Stranger","Sie","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",3,50,"S.bmp","Self","Sie","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",3,51,"T.bmp","Stranger","Fremder","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",3,52,"C.bmp","Friend","Sie","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",3,53,"C.bmp","Friend","Freund","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",3,54,"S.bmp","Self","Fremder","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",3,55,"S.bmp","Self","Freund","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",3,56,"T.bmp","Stranger","Freund","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",3,57,"C.bmp","Friend","Fremder","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",3,58,"C.bmp","Friend","Freund","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",3,59,"T.bmp","Stranger","Fremder","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",3,60,"S.bmp","Self","Sie","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",4,1,"S.bmp","Self","Freund","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",4,2,"S.bmp","Self","Fremder","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",4,3,"C.bmp","Friend","Freund","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",4,4,"T.bmp","Stranger","Fremder","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",4,5,"C.bmp","Friend","Freund","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",4,6,"T.bmp","Stranger","Sie","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",4,7,"T.bmp","Stranger","Freund","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",4,8,"C.bmp","Friend","Fremder","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",4,9,"S.bmp","Self","Sie","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",4,10,"T.bmp","Stranger","Fremder","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",4,11,"C.bmp","Friend","Sie","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",4,12,"S.bmp","Self","Sie","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",4,13,"T.bmp","Stranger","Fremder","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",4,14,"S.bmp","Self","Sie","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",4,15,"S.bmp","Self","Fremder","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",4,16,"C.bmp","Friend","Freund","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",4,17,"T.bmp","Stranger","Sie","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",4,18,"S.bmp","Self","Sie","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",4,19,"C.bmp","Friend","Sie","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",4,20,"C.bmp","Friend","Fremder","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",4,21,"C.bmp","Friend","Freund","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",4,22,"T.bmp","Stranger","Freund","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",4,23,"S.bmp","Self","Freund","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",4,24,"T.bmp","Stranger","Fremder","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",4,25,"S.bmp","Self","Freund","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",4,26,"C.bmp","Friend","Freund","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",4,27,"C.bmp","Friend","Fremder","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",4,28,"S.bmp","Self","Sie","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",4,29,"T.bmp","Stranger","Fremder","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",4,30,"T.bmp","Stranger","Fremder","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",4,31,"S.bmp","Self","Fremder","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",4,32,"C.bmp","Friend","Freund","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",4,33,"T.bmp","Stranger","Sie","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",4,34,"S.bmp","Self","Sie","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",4,35,"T.bmp","Stranger","Freund","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",4,36,"C.bmp","Friend","Sie","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",4,37,"C.bmp","Friend","Fremder","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",4,38,"T.bmp","Stranger","Freund","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",4,39,"C.bmp","Friend","Freund","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",4,40,"S.bmp","Self","Sie","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",4,41,"T.bmp","Stranger","Fremder","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",4,42,"S.bmp","Self","Fremder","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",4,43,"C.bmp","Friend","Sie","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",4,44,"T.bmp","Stranger","Sie","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",4,45,"S.bmp","Self","Sie","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",4,46,"C.bmp","Friend","Freund","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",4,47,"T.bmp","Stranger","Fremder","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",4,48,"S.bmp","Self","Freund","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",4,49,"T.bmp","Stranger","Fremder","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",4,50,"T.bmp","Stranger","Freund","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",4,51,"S.bmp","Self","Sie","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",4,52,"C.bmp","Friend","Sie","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",4,53,"C.bmp","Friend","Fremder","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",4,54,"T.bmp","Stranger","Sie","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",4,55,"S.bmp","Self","Sie","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",4,56,"C.bmp","Friend","Freund","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",4,57,"T.bmp","Stranger","Fremder","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",4,58,"C.bmp","Friend","Freund","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",4,59,"S.bmp","Self","Freund","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",4,60,"S.bmp","Self","Fremder","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",5,1,"T.bmp","Stranger","Sie","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",5,2,"S.bmp","Self","Sie","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",5,3,"T.bmp","Stranger","Fremder","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",5,4,"T.bmp","Stranger","Freund","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",5,5,"T.bmp","Stranger","Fremder","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",5,6,"S.bmp","Self","Freund","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",5,7,"S.bmp","Self","Fremder","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",5,8,"C.bmp","Friend","Sie","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",5,9,"C.bmp","Friend","Freund","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",5,10,"C.bmp","Friend","Fremder","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",5,11,"C.bmp","Friend","Freund","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",5,12,"S.bmp","Self","Sie","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",5,13,"C.bmp","Friend","Fremder","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",5,14,"S.bmp","Self","Sie","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",5,15,"C.bmp","Friend","Sie","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",5,16,"C.bmp","Friend","Freund","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",5,17,"S.bmp","Self","Freund","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",5,18,"T.bmp","Stranger","Fremder","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",5,19,"T.bmp","Stranger","Freund","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",5,20,"S.bmp","Self","Sie","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",5,21,"C.bmp","Friend","Freund","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",5,22,"T.bmp","Stranger","Fremder","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",5,23,"S.bmp","Self","Fremder","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",5,24,"T.bmp","Stranger","Sie","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",5,25,"S.bmp","Self","Sie","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",5,26,"S.bmp","Self","Freund","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",5,27,"T.bmp","Stranger","Freund","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",5,28,"S.bmp","Self","Fremder","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",5,29,"C.bmp","Friend","Fremder","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",5,30,"C.bmp","Friend","Freund","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",5,31,"T.bmp","Stranger","Fremder","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",5,32,"T.bmp","Stranger","Sie","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",5,33,"S.bmp","Self","Sie","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",5,34,"C.bmp","Friend","Sie","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",5,35,"T.bmp","Stranger","Fremder","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",5,36,"C.bmp","Friend","Freund","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",5,37,"S.bmp","Self","Sie","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",5,38,"T.bmp","Stranger","Freund","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",5,39,"S.bmp","Self","Fremder","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",5,40,"C.bmp","Friend","Fremder","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",5,41,"C.bmp","Friend","Freund","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",5,42,"C.bmp","Friend","Sie","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",5,43,"S.bmp","Self","Freund","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",5,44,"T.bmp","Stranger","Fremder","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",5,45,"T.bmp","Stranger","Sie","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",5,46,"S.bmp","Self","Sie","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",5,47,"C.bmp","Friend","Freund","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",5,48,"T.bmp","Stranger","Fremder","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",5,49,"S.bmp","Self","Sie","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",5,50,"T.bmp","Stranger","Fremder","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",5,51,"S.bmp","Self","Fremder","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",5,52,"C.bmp","Friend","Freund","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",5,53,"S.bmp","Self","Freund","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",5,54,"T.bmp","Stranger","Freund","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",5,55,"C.bmp","Friend","Freund","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",5,56,"T.bmp","Stranger","Fremder","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",5,57,"S.bmp","Self","Sie","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",5,58,"T.bmp","Stranger","Sie","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",5,59,"C.bmp","Friend","Sie","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",5,60,"C.bmp","Friend","Fremder","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",6,1,"T.bmp","Stranger","Fremder","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",6,2,"C.bmp","Friend","Sie","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",6,3,"C.bmp","Friend","Fremder","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",6,4,"T.bmp","Stranger","Freund","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",6,5,"T.bmp","Stranger","Sie","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",6,6,"S.bmp","Self","Freund","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",6,7,"S.bmp","Self","Sie","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",6,8,"C.bmp","Friend","Freund","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",6,9,"S.bmp","Self","Sie","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",6,10,"S.bmp","Self","Fremder","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",6,11,"T.bmp","Stranger","Fremder","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",6,12,"C.bmp","Friend","Freund","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",6,13,"S.bmp","Self","Sie","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",6,14,"S.bmp","Self","Sie","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",6,15,"C.bmp","Friend","Sie","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",6,16,"T.bmp","Stranger","Freund","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",6,17,"C.bmp","Friend","Freund","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",6,18,"T.bmp","Stranger","Sie","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",6,19,"C.bmp","Friend","Freund","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",6,20,"S.bmp","Self","Fremder","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",6,21,"S.bmp","Self","Freund","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",6,22,"T.bmp","Stranger","Fremder","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",6,23,"C.bmp","Friend","Fremder","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",6,24,"T.bmp","Stranger","Fremder","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",6,25,"T.bmp","Stranger","Freund","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",6,26,"S.bmp","Self","Sie","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",6,27,"S.bmp","Self","Freund","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",6,28,"C.bmp","Friend","Freund","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",6,29,"T.bmp","Stranger","Fremder","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",6,30,"S.bmp","Self","Sie","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",6,31,"C.bmp","Friend","Sie","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",6,32,"C.bmp","Friend","Fremder","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",6,33,"C.bmp","Friend","Freund","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",6,34,"T.bmp","Stranger","Sie","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",6,35,"T.bmp","Stranger","Fremder","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",6,36,"S.bmp","Self","Fremder","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",6,37,"C.bmp","Friend","Freund","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",6,38,"T.bmp","Stranger","Fremder","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",6,39,"T.bmp","Stranger","Freund","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",6,40,"C.bmp","Friend","Freund","Yes","m","0","0","","m","control-inhibition"
"302","3","04-01-2017","formal",6,41,"C.bmp","Friend","Fremder","No","n","0","0","","n","control-inhibition"
"302","3","04-01-2017","formal",6,42,"T.bmp","Stranger","Sie","No","n","0","0","","n","control-inhibition"
