"Subject","Task","Phase","Block","Trial","Matching","Shape","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","Label","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","RT_ms","ACC"
"202","self-matching","formal",1,54,"Matching","C.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",909,0
"202","self-matching","formal",1,55,"Nonmatching","S.bmp","Friend","Friend","Close","Sie","Sie","You","Self",NA,NA
"202","self-matching","formal",1,56,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",650,1
"202","self-matching","formal",1,57,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",501,1
"202","self-matching","formal",1,58,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Freund","Freund","Friend","Close",632,1
"202","self-matching","formal",1,59,"Nonmatching","S.bmp","Friend","Friend","Close","Fremder","Fremder","Stranger","Stranger",827,0
"202","self-matching","formal",1,60,"Nonmatching","T.bmp","Self","Self","Self","Freund","Freund","Friend","Close",783,0
"202","self-matching","formal",2,1,"Nonmatching","S.bmp","Friend","Friend","Close","Fremder","Fremder","Stranger","Stranger",893,1
"202","self-matching","formal",2,2,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",968,0
"202","self-matching","formal",2,3,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",674,1
"202","self-matching","formal",2,4,"Nonmatching","T.bmp","Self","Self","Self","Freund","Freund","Friend","Close",878,1
"202","self-matching","formal",2,5,"Matching","C.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",969,1
"202","self-matching","formal",2,6,"Nonmatching","T.bmp","Self","Self","Self","Fremder","Fremder","Stranger","Stranger",988,1
"202","self-matching","formal",2,7,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Sie","Sie","You","Self",559,0
"202","self-matching","formal",2,8,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",593,1
"202","self-matching","formal",2,9,"Matching","C.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",565,0
"202","self-matching","formal",2,10,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",599,1
"202","self-matching","formal",2,11,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Freund","Freund","Friend","Close",1011,1
"202","self-matching","formal",2,12,"Nonmatching","S.bmp","Friend","Friend","Close","Sie","Sie","You","Self",918,1
"202","self-matching","formal",2,13,"Nonmatching","T.bmp","Self","Self","Self","Fremder","Fremder","Stranger","Stranger",1097,1
"202","self-matching","formal",2,14,"Nonmatching","S.bmp","Friend","Friend","Close","Sie","Sie","You","Self",860,1
"202","self-matching","formal",2,15,"Nonmatching","S.bmp","Friend","Friend","Close","Fremder","Fremder","Stranger","Stranger",486,1
"202","self-matching","formal",2,16,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",633,1
"202","self-matching","formal",2,17,"Nonmatching","T.bmp","Self","Self","Self","Freund","Freund","Friend","Close",708,1
"202","self-matching","formal",2,18,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Freund","Freund","Friend","Close",575,0
"202","self-matching","formal",2,19,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",595,1
"202","self-matching","formal",2,20,"Matching","C.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",1029,0
"202","self-matching","formal",2,21,"Matching","C.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",840,0
"202","self-matching","formal",2,22,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",779,1
"202","self-matching","formal",2,23,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",782,0
"202","self-matching","formal",2,24,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Sie","Sie","You","Self",714,0
"202","self-matching","formal",2,25,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",741,1
"202","self-matching","formal",2,26,"Matching","C.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",1023,0
"202","self-matching","formal",2,27,"Nonmatching","S.bmp","Friend","Friend","Close","Sie","Sie","You","Self",NA,NA
"202","self-matching","formal",2,28,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",869,1
"202","self-matching","formal",2,29,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",720,1
"202","self-matching","formal",2,30,"Matching","C.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",611,1
"202","self-matching","formal",2,31,"Nonmatching","T.bmp","Self","Self","Self","Fremder","Fremder","Stranger","Stranger",790,1
"202","self-matching","formal",2,32,"Nonmatching","T.bmp","Self","Self","Self","Freund","Freund","Friend","Close",801,1
"202","self-matching","formal",2,33,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Freund","Freund","Friend","Close",724,1
"202","self-matching","formal",2,34,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Sie","Sie","You","Self",895,1
"202","self-matching","formal",2,35,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",794,1
"202","self-matching","formal",2,36,"Nonmatching","S.bmp","Friend","Friend","Close","Fremder","Fremder","Stranger","Stranger",NA,NA
"202","self-matching","formal",2,37,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Freund","Freund","Friend","Close",880,1
"202","self-matching","formal",2,38,"Nonmatching","T.bmp","Self","Self","Self","Fremder","Fremder","Stranger","Stranger",691,1
"202","self-matching","formal",2,39,"Nonmatching","S.bmp","Friend","Friend","Close","Fremder","Fremder","Stranger","Stranger",454,1
"202","self-matching","formal",2,40,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",625,1
"202","self-matching","formal",2,41,"Nonmatching","S.bmp","Friend","Friend","Close","Sie","Sie","You","Self",876,1
"202","self-matching","formal",2,42,"Nonmatching","T.bmp","Self","Self","Self","Freund","Freund","Friend","Close",798,1
"202","self-matching","formal",2,43,"Matching","C.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",770,1
"202","self-matching","formal",2,44,"Matching","C.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",765,0
"202","self-matching","formal",2,45,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Sie","Sie","You","Self",968,1
"202","self-matching","formal",2,46,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",619,1
"202","self-matching","formal",2,47,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",846,1
"202","self-matching","formal",2,48,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",617,1
"202","self-matching","formal",2,49,"Nonmatching","S.bmp","Friend","Friend","Close","Sie","Sie","You","Self",876,1
"202","self-matching","formal",2,50,"Matching","C.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",695,1
"202","self-matching","formal",2,51,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Sie","Sie","You","Self",1098,1
"202","self-matching","formal",2,52,"Nonmatching","T.bmp","Self","Self","Self","Freund","Freund","Friend","Close",701,0
"202","self-matching","formal",2,53,"Nonmatching","T.bmp","Self","Self","Self","Fremder","Fremder","Stranger","Stranger",1016,1
"202","self-matching","formal",2,54,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Freund","Freund","Friend","Close",795,0
"202","self-matching","formal",2,55,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",582,1
"202","self-matching","formal",2,56,"Nonmatching","S.bmp","Friend","Friend","Close","Fremder","Fremder","Stranger","Stranger",NA,NA
"202","self-matching","formal",2,57,"Matching","C.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",980,1
"202","self-matching","formal",2,58,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",807,1
"202","self-matching","formal",2,59,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",416,1
"202","self-matching","formal",2,60,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",772,1
"202","self-matching","formal",3,1,"Matching","C.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",747,1
"202","self-matching","formal",3,2,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Freund","Freund","Friend","Close",NA,NA
"202","self-matching","formal",3,3,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Sie","Sie","You","Self",480,0
"202","self-matching","formal",3,4,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",724,1
"202","self-matching","formal",3,5,"Nonmatching","T.bmp","Self","Self","Self","Fremder","Fremder","Stranger","Stranger",NA,NA
"202","self-matching","formal",3,6,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",656,1
"202","self-matching","formal",3,7,"Nonmatching","S.bmp","Friend","Friend","Close","Fremder","Fremder","Stranger","Stranger",NA,NA
"202","self-matching","formal",3,8,"Nonmatching","S.bmp","Friend","Friend","Close","Sie","Sie","You","Self",815,1
"202","self-matching","formal",3,9,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",779,1
"202","self-matching","formal",3,10,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",637,1
"202","self-matching","formal",3,11,"Nonmatching","T.bmp","Self","Self","Self","Freund","Freund","Friend","Close",729,1
"202","self-matching","formal",3,12,"Matching","C.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",908,1
"202","self-matching","formal",3,13,"Nonmatching","T.bmp","Self","Self","Self","Fremder","Fremder","Stranger","Stranger",782,1
"202","self-matching","formal",3,14,"Matching","C.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",553,0
"202","self-matching","formal",3,15,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Sie","Sie","You","Self",780,0
"202","self-matching","formal",3,16,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",632,1
"202","self-matching","formal",3,17,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Freund","Freund","Friend","Close",675,1
"202","self-matching","formal",3,18,"Nonmatching","S.bmp","Friend","Friend","Close","Fremder","Fremder","Stranger","Stranger",437,0
"202","self-matching","formal",3,19,"Nonmatching","T.bmp","Self","Self","Self","Freund","Freund","Friend","Close",NA,NA
"202","self-matching","formal",3,20,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",1044,1
"202","self-matching","formal",3,21,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",598,1
"202","self-matching","formal",3,22,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",394,1
"202","self-matching","formal",3,23,"Nonmatching","S.bmp","Friend","Friend","Close","Sie","Sie","You","Self",860,1
"202","self-matching","formal",3,24,"Matching","C.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",839,1
"202","self-matching","formal",3,25,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Sie","Sie","You","Self",1002,1
"202","self-matching","formal",3,26,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",581,1
"202","self-matching","formal",3,27,"Nonmatching","T.bmp","Self","Self","Self","Freund","Freund","Friend","Close",1016,1
"202","self-matching","formal",3,28,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",604,1
"202","self-matching","formal",3,29,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",567,1
"202","self-matching","formal",3,30,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Freund","Freund","Friend","Close",514,1
"202","self-matching","formal",3,31,"Matching","C.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",548,1
"202","self-matching","formal",3,32,"Nonmatching","T.bmp","Self","Self","Self","Fremder","Fremder","Stranger","Stranger",735,1
"202","self-matching","formal",3,33,"Matching","C.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",NA,NA
"202","self-matching","formal",3,34,"Nonmatching","S.bmp","Friend","Friend","Close","Sie","Sie","You","Self",NA,NA
"202","self-matching","formal",3,35,"Nonmatching","S.bmp","Friend","Friend","Close","Fremder","Fremder","Stranger","Stranger",NA,NA
"202","self-matching","formal",3,36,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",563,1
"202","self-matching","formal",3,37,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",NA,NA
"202","self-matching","formal",3,38,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Freund","Freund","Friend","Close",609,1
"202","self-matching","formal",3,39,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",564,1
"202","self-matching","formal",3,40,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",575,0
"202","self-matching","formal",3,41,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Sie","Sie","You","Self",771,1
"202","self-matching","formal",3,42,"Nonmatching","S.bmp","Friend","Friend","Close","Sie","Sie","You","Self",957,1
"202","self-matching","formal",3,43,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",632,1
"202","self-matching","formal",3,44,"Nonmatching","T.bmp","Self","Self","Self","Fremder","Fremder","Stranger","Stranger",683,1
"202","self-matching","formal",3,45,"Matching","C.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",742,1
"202","self-matching","formal",3,46,"Nonmatching","S.bmp","Friend","Friend","Close","Fremder","Fremder","Stranger","Stranger",NA,NA
"202","self-matching","formal",3,47,"Nonmatching","T.bmp","Self","Self","Self","Freund","Freund","Friend","Close",516,0
"202","self-matching","formal",3,48,"Matching","C.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",NA,NA
"202","self-matching","formal",3,49,"Nonmatching","T.bmp","Self","Self","Self","Freund","Freund","Friend","Close",722,1
"202","self-matching","formal",3,50,"Matching","C.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",733,1
"202","self-matching","formal",3,51,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",496,1
"202","self-matching","formal",3,52,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",427,1
"202","self-matching","formal",3,53,"Nonmatching","S.bmp","Friend","Friend","Close","Sie","Sie","You","Self",718,1
"202","self-matching","formal",3,54,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Sie","Sie","You","Self",1033,1
"202","self-matching","formal",3,55,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",844,1
"202","self-matching","formal",3,56,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",679,1
"202","self-matching","formal",3,57,"Nonmatching","T.bmp","Self","Self","Self","Fremder","Fremder","Stranger","Stranger",690,1
"202","self-matching","formal",3,58,"Nonmatching","S.bmp","Friend","Friend","Close","Fremder","Fremder","Stranger","Stranger",955,1
"202","self-matching","formal",3,59,"Matching","C.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",976,1
"202","self-matching","formal",3,60,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Freund","Freund","Friend","Close",995,1
"202","self-matching","formal",4,1,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",689,1
"202","self-matching","formal",4,2,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Sie","Sie","You","Self",700,1
"202","self-matching","formal",4,3,"Nonmatching","T.bmp","Self","Self","Self","Fremder","Fremder","Stranger","Stranger",951,1
"202","self-matching","formal",4,4,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",778,1
"202","self-matching","formal",4,5,"Nonmatching","T.bmp","Self","Self","Self","Freund","Freund","Friend","Close",685,1
"202","self-matching","formal",4,6,"Matching","C.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",688,1
"202","self-matching","formal",4,7,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",643,1
"202","self-matching","formal",4,8,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Freund","Freund","Friend","Close",758,1
"202","self-matching","formal",4,9,"Nonmatching","S.bmp","Friend","Friend","Close","Sie","Sie","You","Self",976,1
"202","self-matching","formal",4,10,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",740,1
"202","self-matching","formal",4,11,"Nonmatching","S.bmp","Friend","Friend","Close","Fremder","Fremder","Stranger","Stranger",783,1
"202","self-matching","formal",4,12,"Matching","C.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",794,1
"202","self-matching","formal",4,13,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",549,1
"202","self-matching","formal",4,14,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",951,1
"202","self-matching","formal",4,15,"Nonmatching","S.bmp","Friend","Friend","Close","Sie","Sie","You","Self",779,1
"202","self-matching","formal",4,16,"Nonmatching","T.bmp","Self","Self","Self","Fremder","Fremder","Stranger","Stranger",NA,NA
"202","self-matching","formal",4,17,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",712,1
"202","self-matching","formal",4,18,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Freund","Freund","Friend","Close",708,1
"202","self-matching","formal",4,19,"Matching","C.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",711,1
"202","self-matching","formal",4,20,"Matching","C.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",608,0
"202","self-matching","formal",4,21,"Nonmatching","S.bmp","Friend","Friend","Close","Fremder","Fremder","Stranger","Stranger",989,1
"202","self-matching","formal",4,22,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Sie","Sie","You","Self",840,1
"202","self-matching","formal",4,23,"Nonmatching","T.bmp","Self","Self","Self","Freund","Freund","Friend","Close",882,1
"202","self-matching","formal",4,24,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",582,1
"202","self-matching","formal",4,25,"Nonmatching","S.bmp","Friend","Friend","Close","Fremder","Fremder","Stranger","Stranger",977,1
"202","self-matching","formal",4,26,"Nonmatching","S.bmp","Friend","Friend","Close","Sie","Sie","You","Self",643,1
"202","self-matching","formal",4,27,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",807,0
"202","self-matching","formal",4,28,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",801,1
"202","self-matching","formal",4,29,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Sie","Sie","You","Self",652,1
"202","self-matching","formal",4,30,"Matching","C.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",784,1
"202","self-matching","formal",4,31,"Nonmatching","T.bmp","Self","Self","Self","Fremder","Fremder","Stranger","Stranger",635,1
"202","self-matching","formal",4,32,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Freund","Freund","Friend","Close",1005,1
"202","self-matching","formal",4,33,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",457,1
"202","self-matching","formal",4,34,"Nonmatching","T.bmp","Self","Self","Self","Freund","Freund","Friend","Close",699,1
"202","self-matching","formal",4,35,"Matching","C.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",966,1
"202","self-matching","formal",4,36,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",682,1
"202","self-matching","formal",4,37,"Matching","C.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",716,0
"202","self-matching","formal",4,38,"Nonmatching","T.bmp","Self","Self","Self","Freund","Freund","Friend","Close",NA,NA
"202","self-matching","formal",4,39,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",579,1
"202","self-matching","formal",4,40,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",693,1
"202","self-matching","formal",4,41,"Nonmatching","T.bmp","Self","Self","Self","Fremder","Fremder","Stranger","Stranger",609,1
"202","self-matching","formal",4,42,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Freund","Freund","Friend","Close",1058,1
"202","self-matching","formal",4,43,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",654,1
"202","self-matching","formal",4,44,"Nonmatching","S.bmp","Friend","Friend","Close","Fremder","Fremder","Stranger","Stranger",713,1
"202","self-matching","formal",4,45,"Matching","C.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",916,1
"202","self-matching","formal",4,46,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Sie","Sie","You","Self",855,1
"202","self-matching","formal",4,47,"Nonmatching","S.bmp","Friend","Friend","Close","Sie","Sie","You","Self",987,1
"202","self-matching","formal",4,48,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",582,1
"202","self-matching","formal",4,49,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Sie","Sie","You","Self",NA,NA
"202","self-matching","formal",4,50,"Nonmatching","S.bmp","Friend","Friend","Close","Sie","Sie","You","Self",NA,NA
"202","self-matching","formal",4,51,"Nonmatching","S.bmp","Friend","Friend","Close","Fremder","Fremder","Stranger","Stranger",NA,NA
"202","self-matching","formal",4,52,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",586,1
"202","self-matching","formal",4,53,"Nonmatching","T.bmp","Self","Self","Self","Fremder","Fremder","Stranger","Stranger",644,1
"202","self-matching","formal",4,54,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",736,1
"202","self-matching","formal",4,55,"Matching","C.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",507,0
"202","self-matching","formal",4,56,"Nonmatching","T.bmp","Self","Self","Self","Freund","Freund","Friend","Close",742,1
"202","self-matching","formal",4,57,"Matching","C.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",712,0
"202","self-matching","formal",4,58,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",491,1
"202","self-matching","formal",4,59,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Freund","Freund","Friend","Close",766,1
"202","self-matching","formal",4,60,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",442,1
"202","self-matching","formal",5,1,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",671,1
"202","self-matching","formal",5,2,"Nonmatching","T.bmp","Self","Self","Self","Freund","Freund","Friend","Close",602,1
"202","self-matching","formal",5,3,"Matching","C.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",701,1
"202","self-matching","formal",5,4,"Nonmatching","S.bmp","Friend","Friend","Close","Sie","Sie","You","Self",656,1
"202","self-matching","formal",5,5,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",643,1
"202","self-matching","formal",5,6,"Matching","C.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",542,0
"202","self-matching","formal",5,7,"Nonmatching","S.bmp","Friend","Friend","Close","Fremder","Fremder","Stranger","Stranger",817,1
"202","self-matching","formal",5,8,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Sie","Sie","You","Self",740,0
"202","self-matching","formal",5,9,"Nonmatching","T.bmp","Self","Self","Self","Fremder","Fremder","Stranger","Stranger",967,1
"202","self-matching","formal",5,10,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",682,1
"202","self-matching","formal",5,11,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",581,1
"202","self-matching","formal",5,12,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Freund","Freund","Friend","Close",800,1
"202","self-matching","formal",5,13,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",523,1
"202","self-matching","formal",5,14,"Matching","C.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",990,0
"202","self-matching","formal",5,15,"Nonmatching","T.bmp","Self","Self","Self","Freund","Freund","Friend","Close",NA,NA
"202","self-matching","formal",5,16,"Nonmatching","T.bmp","Self","Self","Self","Fremder","Fremder","Stranger","Stranger",836,1
"202","self-matching","formal",5,17,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Freund","Freund","Friend","Close",743,1
"202","self-matching","formal",5,18,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",658,1
"202","self-matching","formal",5,19,"Nonmatching","S.bmp","Friend","Friend","Close","Fremder","Fremder","Stranger","Stranger",629,1
"202","self-matching","formal",5,20,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Sie","Sie","You","Self",776,1
"202","self-matching","formal",5,21,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",675,1
"202","self-matching","formal",5,22,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",838,1
"202","self-matching","formal",5,23,"Matching","C.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",977,1
"202","self-matching","formal",5,24,"Nonmatching","S.bmp","Friend","Friend","Close","Sie","Sie","You","Self",580,1
"202","self-matching","formal",5,25,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Freund","Freund","Friend","Close",767,0
"202","self-matching","formal",5,26,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",458,1
"202","self-matching","formal",5,27,"Nonmatching","T.bmp","Self","Self","Self","Freund","Freund","Friend","Close",957,1
"202","self-matching","formal",5,28,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Sie","Sie","You","Self",816,1
"202","self-matching","formal",5,29,"Nonmatching","S.bmp","Friend","Friend","Close","Sie","Sie","You","Self",723,1
"202","self-matching","formal",5,30,"Matching","C.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",702,1
"202","self-matching","formal",5,31,"Matching","C.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",769,0
"202","self-matching","formal",5,32,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",684,1
"202","self-matching","formal",5,33,"Nonmatching","T.bmp","Self","Self","Self","Fremder","Fremder","Stranger","Stranger",679,1
"202","self-matching","formal",5,34,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",698,1
"202","self-matching","formal",5,35,"Nonmatching","S.bmp","Friend","Friend","Close","Fremder","Fremder","Stranger","Stranger",845,1
"202","self-matching","formal",5,36,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",519,1
"202","self-matching","formal",5,37,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Freund","Freund","Friend","Close",771,1
"202","self-matching","formal",5,38,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",558,1
"202","self-matching","formal",5,39,"Nonmatching","S.bmp","Friend","Friend","Close","Sie","Sie","You","Self",784,1
"202","self-matching","formal",5,40,"Nonmatching","C.bmp","Stranger","Stranger","Stranger","Sie","Sie","You","Self",668,1
"202","self-matching","formal",5,41,"Matching","T.bmp","Self","Self","Self","Sie","Sie","You","Self",846,1
"202","self-matching","formal",5,42,"Matching","S.bmp","Friend","Friend","Close","Freund","Freund","Friend","Close",690,1
"202","self-matching","formal",5,43,"Matching","C.bmp","Stranger","Stranger","Stranger","Fremder","Fremder","Stranger","Stranger",588,0
"202","self-matching","formal",5,44,"Nonmatching","T.bmp","Self","Self","Self","Fremder","Fremder","Stranger","Stranger",703,1
"202","self-matching","formal",5,45,"Nonmatching","S.bmp","Friend","Friend","Close","Fremder","Fremder","Stranger","Stranger",1010,1
"202","self-matching","formal",5,46,"Nonmatching","T.bmp","Self","Self","Self","Freund","Freund","Friend","Close",701,0
