"Subject","Trial","Shape","Label","Matching","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","RT_ms","RT_sec","ACC"
18,87,"Dreieck2.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",749,0.749,1
18,88,"Kreis1.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",839,0.839,1
18,89,"Dreieck5.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",672,0.672,1
18,90,"Kreis5.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",770,0.77,1
18,91,"Kreis4.png","Ich","Matching","Ich","self","Self","Ich","self","Self",753,0.753,1
18,92,"Kreis5.png","Ich","Matching","Ich","self","Self","Ich","self","Self",479,0.479,1
18,93,"Kreis3.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",752,0.752,1
18,94,"Kreis4.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",1094,1.094,1
18,95,"Kreis1.png","Ich","Matching","Ich","self","Self","Ich","self","Self",661,0.661,1
18,96,"Dreieck4.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",733,0.733,1
18,97,"Dreieck4.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",538,0.538,1
18,98,"Kreis2.png","Ich","Matching","Ich","self","Self","Ich","self","Self",627,0.627,1
18,99,"Dreieck3.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",639,0.639,1
18,100,"Kreis3.png","Ich","Matching","Ich","self","Self","Ich","self","Self",604,0.604,1
18,101,"Dreieck4.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",625,0.625,1
18,102,"Kreis2.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",687,0.687,1
18,103,"Kreis4.png","Ich","Matching","Ich","self","Self","Ich","self","Self",558,0.558,1
18,104,"Kreis3.png","Ich","Matching","Ich","self","Self","Ich","self","Self",435,0.435,1
18,105,"Kreis1.png","Ich","Matching","Ich","self","Self","Ich","self","Self",510,0.51,1
18,106,"Dreieck1.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",704,0.704,1
18,107,"Dreieck2.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",787,0.787,1
18,108,"Dreieck3.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",670,0.67,1
18,109,"Dreieck5.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",620,0.62,1
18,110,"Kreis3.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",621,0.621,1
18,111,"Kreis5.png","Ich","Matching","Ich","self","Self","Ich","self","Self",669,0.669,1
18,112,"Kreis2.png","Ich","Matching","Ich","self","Self","Ich","self","Self",519,0.519,1
18,113,"Dreieck4.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",554,0.554,1
18,114,"Dreieck5.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",575,0.575,1
18,115,"Dreieck2.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",625,0.625,1
18,116,"Dreieck3.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",669,0.669,1
18,117,"Kreis1.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",806,0.806,1
18,118,"Kreis5.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",654,0.654,1
18,119,"Kreis4.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",803,0.803,1
18,120,"Dreieck1.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",604,0.604,1
18,121,"Kreis1.png","Ich","Matching","Ich","self","Self","Ich","self","Self",575,0.575,1
18,122,"Dreieck4.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",633,0.633,1
18,123,"Kreis2.png","Ich","Matching","Ich","self","Self","Ich","self","Self",458,0.458,1
18,124,"Kreis1.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",435,0.435,0
18,125,"Dreieck4.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",1339,1.339,1
18,126,"Dreieck3.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",821,0.821,1
18,127,"Dreieck2.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",774,0.774,1
18,128,"Kreis4.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",937,0.937,1
18,129,"Kreis5.png","Ich","Matching","Ich","self","Self","Ich","self","Self",565,0.565,1
18,130,"Kreis4.png","Ich","Matching","Ich","self","Self","Ich","self","Self",570,0.57,1
18,131,"Kreis2.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",664,0.664,1
18,132,"Dreieck5.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",1069,1.069,1
18,133,"Dreieck5.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",677,0.677,1
18,134,"Kreis3.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",669,0.669,1
18,135,"Kreis5.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",766,0.766,1
18,136,"Dreieck1.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",726,0.726,1
18,137,"Kreis3.png","Ich","Matching","Ich","self","Self","Ich","self","Self",603,0.603,1
18,138,"Dreieck3.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",868,0.868,0
18,139,"Dreieck1.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",933,0.933,1
18,140,"Dreieck2.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",652,0.652,1
19,1,"Kreis3.png","Ich","Matching","Ich","self","Self","Ich","self","Self",527,0.527,1
19,2,"Dreieck2.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",631,0.631,1
19,3,"Dreieck3.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",774,0.774,1
19,4,"Kreis4.png","Ich","Matching","Ich","self","Self","Ich","self","Self",435,0.435,1
19,5,"Kreis3.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",598,0.598,1
19,6,"Kreis2.png","Ich","Matching","Ich","self","Self","Ich","self","Self",696,0.696,1
19,7,"Dreieck5.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",621,0.621,0
19,8,"Kreis1.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",NA,NA,NA
19,9,"Dreieck3.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",1004,1.004,1
19,10,"Dreieck4.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",895,0.895,1
19,11,"Dreieck1.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",931,0.931,1
19,12,"Kreis5.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",770,0.77,1
19,13,"Kreis2.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",707,0.707,0
19,14,"Kreis4.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",802,0.802,1
19,15,"Dreieck5.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",840,0.84,0
19,16,"Dreieck2.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",1075,1.075,1
19,17,"Kreis1.png","Ich","Matching","Ich","self","Self","Ich","self","Self",527,0.527,1
19,18,"Kreis5.png","Ich","Matching","Ich","self","Self","Ich","self","Self",720,0.72,1
19,19,"Dreieck4.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",977,0.977,1
19,20,"Dreieck1.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",690,0.69,1
19,21,"Kreis4.png","Ich","Matching","Ich","self","Self","Ich","self","Self",634,0.634,1
19,22,"Dreieck3.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",828,0.828,1
19,23,"Dreieck5.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",776,0.776,1
19,24,"Kreis5.png","Ich","Matching","Ich","self","Self","Ich","self","Self",625,0.625,1
19,25,"Dreieck5.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",937,0.937,1
19,26,"Dreieck2.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",769,0.769,1
19,27,"Kreis2.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",743,0.743,1
19,28,"Dreieck2.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",867,0.867,1
19,29,"Dreieck1.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",905,0.905,1
19,30,"Kreis2.png","Ich","Matching","Ich","self","Self","Ich","self","Self",657,0.657,1
19,31,"Dreieck3.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",806,0.806,0
19,32,"Kreis5.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",844,0.844,1
19,33,"Kreis3.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",555,0.555,1
19,34,"Dreieck1.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",862,0.862,1
19,35,"Kreis1.png","Ich","Matching","Ich","self","Self","Ich","self","Self",538,0.538,1
19,36,"Kreis1.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",662,0.662,1
19,37,"Kreis3.png","Ich","Matching","Ich","self","Self","Ich","self","Self",711,0.711,1
19,38,"Dreieck4.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",652,0.652,1
19,39,"Dreieck4.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",1161,1.161,1
19,40,"Kreis4.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",720,0.72,1
19,41,"Kreis4.png","Ich","Matching","Ich","self","Self","Ich","self","Self",525,0.525,1
19,42,"Dreieck1.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",636,0.636,1
19,43,"Dreieck5.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",711,0.711,1
19,44,"Dreieck4.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",901,0.901,1
19,45,"Kreis1.png","Ich","Matching","Ich","self","Self","Ich","self","Self",531,0.531,1
19,46,"Kreis3.png","Ich","Matching","Ich","self","Self","Ich","self","Self",669,0.669,1
19,47,"Kreis5.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",657,0.657,1
19,48,"Kreis2.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",1069,1.069,1
19,49,"Kreis1.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",551,0.551,1
19,50,"Kreis5.png","Ich","Matching","Ich","self","Self","Ich","self","Self",764,0.764,0
19,51,"Dreieck5.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",771,0.771,1
19,52,"Dreieck1.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",690,0.69,1
19,53,"Dreieck4.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",631,0.631,1
19,54,"Dreieck3.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",971,0.971,1
19,55,"Dreieck2.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",712,0.712,1
19,56,"Dreieck3.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",1304,1.304,1
19,57,"Kreis2.png","Ich","Matching","Ich","self","Self","Ich","self","Self",391,0.391,1
19,58,"Dreieck2.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",702,0.702,1
19,59,"Kreis3.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",798,0.798,1
19,60,"Kreis4.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",591,0.591,1
19,61,"Kreis4.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",504,0.504,1
19,62,"Dreieck3.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",841,0.841,1
19,63,"Kreis5.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",780,0.78,1
19,64,"Dreieck4.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",826,0.826,1
19,65,"Kreis3.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",691,0.691,1
19,66,"Kreis5.png","Ich","Matching","Ich","self","Self","Ich","self","Self",592,0.592,1
19,67,"Kreis1.png","Ich","Matching","Ich","self","Self","Ich","self","Self",568,0.568,1
19,68,"Kreis1.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",674,0.674,1
19,69,"Dreieck2.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",769,0.769,1
19,70,"Dreieck1.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",754,0.754,1
19,71,"Dreieck5.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",747,0.747,1
19,72,"Kreis2.png","Ich","Matching","Ich","self","Self","Ich","self","Self",429,0.429,1
19,73,"Dreieck3.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",859,0.859,1
19,74,"Dreieck5.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",678,0.678,1
19,75,"Dreieck1.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",596,0.596,1
19,76,"Kreis3.png","Ich","Matching","Ich","self","Self","Ich","self","Self",645,0.645,1
19,77,"Kreis4.png","Ich","Matching","Ich","self","Self","Ich","self","Self",804,0.804,1
19,78,"Dreieck4.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",754,0.754,1
19,79,"Kreis2.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",943,0.943,1
19,80,"Dreieck2.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",836,0.836,1
19,81,"Dreieck2.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",471,0.471,0
19,82,"Kreis4.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",634,0.634,1
19,83,"Dreieck3.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",738,0.738,1
19,84,"Kreis1.png","Ich","Matching","Ich","self","Self","Ich","self","Self",645,0.645,1
19,85,"Dreieck4.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",1070,1.07,1
19,86,"Kreis5.png","Ich","Matching","Ich","self","Self","Ich","self","Self",636,0.636,1
19,87,"Dreieck4.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",741,0.741,1
19,88,"Dreieck5.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",653,0.653,1
19,89,"Kreis1.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",556,0.556,0
19,90,"Kreis2.png","Ich","Matching","Ich","self","Self","Ich","self","Self",647,0.647,1
19,91,"Kreis2.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",496,0.496,0
19,92,"Kreis3.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",653,0.653,1
19,93,"Dreieck5.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",658,0.658,1
19,94,"Kreis5.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",959,0.959,1
19,95,"Kreis3.png","Ich","Matching","Ich","self","Self","Ich","self","Self",704,0.704,1
19,96,"Dreieck3.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",996,0.996,1
19,97,"Dreieck2.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",609,0.609,1
19,98,"Kreis4.png","Ich","Matching","Ich","self","Self","Ich","self","Self",577,0.577,1
19,99,"Dreieck1.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",778,0.778,1
19,100,"Dreieck1.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",562,0.562,1
19,101,"Kreis4.png","Ich","Matching","Ich","self","Self","Ich","self","Self",585,0.585,1
19,102,"Kreis3.png","Ich","Matching","Ich","self","Self","Ich","self","Self",603,0.603,1
19,103,"Dreieck5.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",793,0.793,1
19,104,"Kreis3.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",821,0.821,1
19,105,"Dreieck1.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",1174,1.174,1
19,106,"Dreieck2.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",719,0.719,1
19,107,"Dreieck4.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",587,0.587,1
19,108,"Dreieck2.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",541,0.541,0
19,109,"Kreis2.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",674,0.674,1
19,110,"Kreis5.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",891,0.891,1
19,111,"Kreis1.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",537,0.537,1
19,112,"Dreieck5.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",699,0.699,1
19,113,"Kreis5.png","Ich","Matching","Ich","self","Self","Ich","self","Self",503,0.503,1
19,114,"Kreis2.png","Ich","Matching","Ich","self","Self","Ich","self","Self",485,0.485,1
19,115,"Dreieck4.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",442,0.442,1
19,116,"Dreieck1.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",537,0.537,1
19,117,"Dreieck3.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",657,0.657,1
19,118,"Kreis4.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",557,0.557,1
19,119,"Kreis1.png","Ich","Matching","Ich","self","Self","Ich","self","Self",658,0.658,1
19,120,"Dreieck3.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",693,0.693,0
19,121,"Dreieck1.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",664,0.664,1
19,122,"Dreieck2.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",705,0.705,1
19,123,"Dreieck2.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",697,0.697,1
19,124,"Kreis3.png","Ich","Matching","Ich","self","Self","Ich","self","Self",629,0.629,1
19,125,"Dreieck1.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",1053,1.053,1
19,126,"Kreis3.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",765,0.765,1
19,127,"Kreis5.png","Ich","Matching","Ich","self","Self","Ich","self","Self",416,0.416,0
19,128,"Kreis4.png","Ich","Matching","Ich","self","Self","Ich","self","Self",620,0.62,1
19,129,"Dreieck4.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",653,0.653,1
19,130,"Kreis2.png","Ich","Matching","Ich","self","Self","Ich","self","Self",619,0.619,1
19,131,"Kreis1.png","Ich","Matching","Ich","self","Self","Ich","self","Self",537,0.537,1
19,132,"Dreieck3.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",708,0.708,1
19,133,"Kreis1.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",787,0.787,1
19,134,"Dreieck5.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",680,0.68,0
19,135,"Kreis5.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",508,0.508,0
19,136,"Kreis4.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",855,0.855,1
19,137,"Kreis2.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",625,0.625,1
19,138,"Dreieck5.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",836,0.836,1
19,139,"Dreieck3.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",1017,1.017,1
19,140,"Dreieck4.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",686,0.686,1
20,1,"Kreis2.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",706,0.706,0
20,2,"Kreis3.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",609,0.609,0
20,3,"Kreis5.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",488,0.488,0
20,4,"Kreis4.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",784,0.784,0
20,5,"Dreieck1.png","Ich","Matching","Ich","self","Self","Ich","self","Self",934,0.934,0
20,6,"Kreis4.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",1032,1.032,0
20,7,"Kreis1.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",948,0.948,1
20,8,"Dreieck5.png","Ich","Matching","Ich","self","Self","Ich","self","Self",1140,1.14,0
20,9,"Dreieck5.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",853,0.853,0
20,10,"Dreieck2.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",700,0.7,0
20,11,"Kreis5.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",862,0.862,0
20,12,"Dreieck2.png","Ich","Matching","Ich","self","Self","Ich","self","Self",1399,1.399,0
20,13,"Kreis2.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",783,0.783,0
20,14,"Dreieck3.png","Ich","Matching","Ich","self","Self","Ich","self","Self",676,0.676,0
20,15,"Kreis1.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",1222,1.222,0
20,16,"Kreis3.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",1227,1.227,0
20,17,"Dreieck3.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",853,0.853,1
20,18,"Dreieck1.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",552,0.552,0
20,19,"Dreieck4.png","Ich","Matching","Ich","self","Self","Ich","self","Self",713,0.713,1
20,20,"Dreieck4.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",888,0.888,0
20,21,"Dreieck4.png","Ich","Matching","Ich","self","Self","Ich","self","Self",1083,1.083,0
20,22,"Dreieck2.png","Ich","Matching","Ich","self","Self","Ich","self","Self",1068,1.068,0
20,23,"Kreis2.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",590,0.59,0
20,24,"Kreis4.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",874,0.874,0
20,25,"Dreieck3.png","Ich","Matching","Ich","self","Self","Ich","self","Self",1319,1.319,0
20,26,"Kreis1.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",924,0.924,0
20,27,"Kreis5.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",NA,NA,NA
20,28,"Dreieck1.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",833,0.833,0
20,29,"Kreis3.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",1237,1.237,1
20,30,"Dreieck5.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",747,0.747,1
20,31,"Dreieck3.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",620,0.62,1
20,32,"Dreieck5.png","Ich","Matching","Ich","self","Self","Ich","self","Self",735,0.735,1
20,33,"Kreis4.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",737,0.737,1
20,34,"Kreis3.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",868,0.868,1
20,35,"Dreieck4.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",1060,1.06,1
20,36,"Dreieck1.png","Ich","Matching","Ich","self","Self","Ich","self","Self",905,0.905,1
20,37,"Kreis5.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",1066,1.066,1
20,38,"Kreis1.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",971,0.971,1
20,39,"Dreieck2.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",951,0.951,1
20,40,"Kreis2.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",987,0.987,0
20,41,"Kreis5.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",819,0.819,1
20,42,"Kreis1.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",897,0.897,1
20,43,"Dreieck5.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",988,0.988,1
20,44,"Kreis5.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",905,0.905,1
20,45,"Dreieck1.png","Ich","Matching","Ich","self","Self","Ich","self","Self",1099,1.099,1
20,46,"Dreieck5.png","Ich","Matching","Ich","self","Self","Ich","self","Self",570,0.57,1
20,47,"Dreieck4.png","Ich","Matching","Ich","self","Self","Ich","self","Self",803,0.803,1
20,48,"Dreieck2.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",723,0.723,1
20,49,"Kreis4.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",1183,1.183,1
20,50,"Dreieck1.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",1073,1.073,1
20,51,"Kreis3.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",689,0.689,0
20,52,"Kreis1.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",NA,NA,NA
20,53,"Kreis2.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",1351,1.351,1
20,54,"Kreis4.png","Möbel","Matching","Möbel","furniture","NonPerson","Möbel","furniture","NonPerson",1241,1.241,1
20,55,"Kreis2.png","Ich","Nonmatching","Möbel","furniture","NonPerson","Ich","self","Self",1398,1.398,1
20,56,"Dreieck3.png","Möbel","Nonmatching","Ich","self","Self","Möbel","furniture","NonPerson",1216,1.216,1
