"Subject_ID","Exp_id","Age","Gender","Handedness","Ethnicity","Employment_Status","Country","First_Language","Education"
"8","Navon_2021_psyarxiv_Exp1","27","Female","R","/","/","/","Hebrew","/"
"9","Navon_2021_psyarxiv_Exp1","24","Female","R","/","/","/","Hebrew","/"
"1","Navon_2021_psyarxiv_Exp1","36","Female","R","/","/","/","Hebrew","/"
"10","Navon_2021_psyarxiv_Exp1","21","Female","R","/","/","/","Hebrew","/"
"12","Navon_2021_psyarxiv_Exp1","27","Female","R","/","/","/","Hebrew","/"
"13","Navon_2021_psyarxiv_Exp1","34","Female","L","/","/","/","Hebrew","/"
"14","Navon_2021_psyarxiv_Exp1","36","Female","R","/","/","/","Hebrew","/"
"15","Navon_2021_psyarxiv_Exp1","23","Female","R","/","/","/","Hebrew","/"
"19","Navon_2021_psyarxiv_Exp1","24","Female","R","/","/","/","Hebrew","/"
"3","Navon_2021_psyarxiv_Exp1","26","Male","R","/","/","/","Hebrew","/"
"11","Navon_2021_psyarxiv_Exp1","22","Male","R","/","/","/","Hebrew","/"
"20","Navon_2021_psyarxiv_Exp1","26","Male","R","/","/","/","Hebrew","/"
"4403","Navon_2021_psyarxiv_Exp1","28","Female","R","/","/","/","Hebrew","/"
