"Subject","Block","Trial","Accent","Voice","Label","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","Matching","RT_ms","RT_sec","ACC"
9289590,1,48,"English","9214977_1.wav","friend","friend","Friend","Close","other","Other","Stranger","Nonmatching",565,0.565,1
9289590,1,49,"English","M10_2.mp3","friend","friend","Friend","Close","self","Self","Self","Nonmatching",588,0.588,1
9289590,1,50,"English","9214977_2.wav","other","other","Stranger","Stranger","other","Other","Stranger","Matching",860,0.86,1
9289590,1,51,"English","M10_2.mp3","other","other","Stranger","Stranger","self","Self","Self","Nonmatching",490,0.49,1
9289590,1,52,"English","9214977_2.wav","other","other","Stranger","Stranger","other","Other","Stranger","Matching",552,0.552,1
9289590,1,53,"English","M5_2.mp3","self","self","Self","Self","friend","Friend","Close","Nonmatching",561,0.561,0
9289590,1,54,"English","9214977_2.wav","other","other","Stranger","Stranger","other","Other","Stranger","Matching",498,0.498,0
9289590,1,55,"English","M5_2.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",699,0.699,1
9289590,1,56,"English","M10_1.mp3","other","other","Stranger","Stranger","self","Self","Self","Nonmatching",587,0.587,1
9289590,1,57,"English","9214977_2.wav","other","other","Stranger","Stranger","other","Other","Stranger","Matching",579,0.579,1
9289590,1,58,"English","M10_2.mp3","self","self","Self","Self","self","Self","Self","Matching",751,0.751,1
9289590,1,59,"English","M10_2.mp3","self","self","Self","Self","self","Self","Self","Matching",501,0.501,1
9289590,1,60,"English","M5_1.mp3","self","self","Self","Self","friend","Friend","Close","Nonmatching",457,0.457,1
9289590,1,61,"English","M5_2.mp3","self","self","Self","Self","friend","Friend","Close","Nonmatching",902,0.902,1
9289590,1,62,"English","M5_2.mp3","other","other","Stranger","Stranger","friend","Friend","Close","Nonmatching",666,0.666,1
9289590,1,63,"English","M10_1.mp3","self","self","Self","Self","self","Self","Self","Matching",619,0.619,1
9289590,1,64,"English","M5_1.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",646,0.646,1
9289590,1,65,"English","9214977_1.wav","other","other","Stranger","Stranger","other","Other","Stranger","Matching",790,0.79,1
9289590,1,66,"English","M5_2.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",1640,1.64,1
9289590,1,67,"English","9214977_1.wav","other","other","Stranger","Stranger","other","Other","Stranger","Matching",718,0.718,1
9289590,1,68,"English","M10_2.mp3","other","other","Stranger","Stranger","self","Self","Self","Nonmatching",860,0.86,1
9289590,1,69,"English","M5_1.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",721,0.721,1
9289590,1,70,"English","M10_2.mp3","self","self","Self","Self","self","Self","Self","Matching",558,0.558,1
9289590,1,71,"English","M5_1.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",635,0.635,1
9289590,1,72,"English","9214977_2.wav","self","self","Self","Self","other","Other","Stranger","Nonmatching",610,0.61,1
9289590,2,1,"English","M10_2.mp3","other","other","Stranger","Stranger","self","Self","Self","Nonmatching",834,0.834,1
9289590,2,2,"English","M5_1.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",627,0.627,1
9289590,2,3,"English","9214977_1.wav","other","other","Stranger","Stranger","other","Other","Stranger","Matching",408,0.408,1
9289590,2,4,"English","M5_1.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",814,0.814,1
9289590,2,5,"English","9214977_2.wav","other","other","Stranger","Stranger","other","Other","Stranger","Matching",445,0.445,1
9289590,2,6,"English","M10_1.mp3","other","other","Stranger","Stranger","self","Self","Self","Nonmatching",690,0.69,1
9289590,2,7,"English","9214977_1.wav","self","self","Self","Self","other","Other","Stranger","Nonmatching",624,0.624,1
9289590,2,8,"English","M5_1.mp3","other","other","Stranger","Stranger","friend","Friend","Close","Nonmatching",614,0.614,1
9289590,2,9,"English","M10_2.mp3","other","other","Stranger","Stranger","self","Self","Self","Nonmatching",684,0.684,1
9289590,2,10,"English","9214977_2.wav","friend","friend","Friend","Close","other","Other","Stranger","Nonmatching",659,0.659,1
9289590,2,11,"English","M5_2.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",648,0.648,0
9289590,2,12,"English","9214977_2.wav","other","other","Stranger","Stranger","other","Other","Stranger","Matching",637,0.637,1
9289590,2,13,"English","M10_2.mp3","self","self","Self","Self","self","Self","Self","Matching",683,0.683,0
9289590,2,14,"English","M10_1.mp3","self","self","Self","Self","self","Self","Self","Matching",431,0.431,1
9289590,2,15,"English","M10_1.mp3","self","self","Self","Self","self","Self","Self","Matching",398,0.398,1
9289590,2,16,"English","M10_2.mp3","self","self","Self","Self","self","Self","Self","Matching",402,0.402,1
9289590,2,17,"English","9214977_2.wav","self","self","Self","Self","other","Other","Stranger","Nonmatching",835,0.835,1
9289590,2,18,"English","M5_2.mp3","self","self","Self","Self","friend","Friend","Close","Nonmatching",640,0.64,0
9289590,2,19,"English","M5_1.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",691,0.691,1
9289590,2,20,"English","9214977_2.wav","friend","friend","Friend","Close","other","Other","Stranger","Nonmatching",491,0.491,1
9289590,2,21,"English","M5_1.mp3","other","other","Stranger","Stranger","friend","Friend","Close","Nonmatching",626,0.626,1
9289590,2,22,"English","9214977_1.wav","other","other","Stranger","Stranger","other","Other","Stranger","Matching",623,0.623,1
9289590,2,23,"English","M5_2.mp3","other","other","Stranger","Stranger","friend","Friend","Close","Nonmatching",558,0.558,1
9289590,2,24,"English","9214977_2.wav","other","other","Stranger","Stranger","other","Other","Stranger","Matching",666,0.666,1
9289590,2,25,"English","M5_2.mp3","other","other","Stranger","Stranger","friend","Friend","Close","Nonmatching",616,0.616,1
9289590,2,26,"English","M10_2.mp3","friend","friend","Friend","Close","self","Self","Self","Nonmatching",638,0.638,0
9289590,2,27,"English","M5_2.mp3","other","other","Stranger","Stranger","friend","Friend","Close","Nonmatching",622,0.622,1
9289590,2,28,"English","M10_1.mp3","other","other","Stranger","Stranger","self","Self","Self","Nonmatching",746,0.746,1
9289590,2,29,"English","M5_1.mp3","other","other","Stranger","Stranger","friend","Friend","Close","Nonmatching",705,0.705,1
9289590,2,30,"English","M5_1.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",662,0.662,1
9289590,2,31,"English","M10_1.mp3","other","other","Stranger","Stranger","self","Self","Self","Nonmatching",647,0.647,1
9289590,2,32,"English","9214977_1.wav","friend","friend","Friend","Close","other","Other","Stranger","Nonmatching",767,0.767,1
9289590,2,33,"English","9214977_2.wav","self","self","Self","Self","other","Other","Stranger","Nonmatching",827,0.827,1
9289590,2,34,"English","9214977_1.wav","other","other","Stranger","Stranger","other","Other","Stranger","Matching",421,0.421,1
9289590,2,35,"English","M5_2.mp3","self","self","Self","Self","friend","Friend","Close","Nonmatching",687,0.687,0
9289590,2,36,"English","M5_1.mp3","self","self","Self","Self","friend","Friend","Close","Nonmatching",390,0.39,0
9289590,2,37,"English","9214977_2.wav","self","self","Self","Self","other","Other","Stranger","Nonmatching",588,0.588,1
9289590,2,38,"English","9214977_2.wav","other","other","Stranger","Stranger","other","Other","Stranger","Matching",760,0.76,1
9289590,2,39,"English","9214977_1.wav","other","other","Stranger","Stranger","other","Other","Stranger","Matching",474,0.474,1
9289590,2,40,"English","9214977_2.wav","friend","friend","Friend","Close","other","Other","Stranger","Nonmatching",521,0.521,1
9289590,2,41,"English","9214977_1.wav","self","self","Self","Self","other","Other","Stranger","Nonmatching",796,0.796,1
9289590,2,42,"English","M10_1.mp3","self","self","Self","Self","self","Self","Self","Matching",698,0.698,1
9289590,2,43,"English","M5_1.mp3","self","self","Self","Self","friend","Friend","Close","Nonmatching",542,0.542,1
9289590,2,44,"English","9214977_2.wav","other","other","Stranger","Stranger","other","Other","Stranger","Matching",586,0.586,1
9289590,2,45,"English","M10_2.mp3","self","self","Self","Self","self","Self","Self","Matching",969,0.969,1
9289590,2,46,"English","M10_2.mp3","self","self","Self","Self","self","Self","Self","Matching",437,0.437,1
9289590,2,47,"English","M5_2.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",648,0.648,1
9289590,2,48,"English","M10_1.mp3","friend","friend","Friend","Close","self","Self","Self","Nonmatching",554,0.554,1
9289590,2,49,"English","M10_1.mp3","self","self","Self","Self","self","Self","Self","Matching",755,0.755,1
9289590,2,50,"English","M10_2.mp3","self","self","Self","Self","self","Self","Self","Matching",445,0.445,1
9289590,2,51,"English","9214977_2.wav","other","other","Stranger","Stranger","other","Other","Stranger","Matching",550,0.55,1
9289590,2,52,"English","9214977_1.wav","self","self","Self","Self","other","Other","Stranger","Nonmatching",836,0.836,1
9289590,2,53,"English","M10_2.mp3","friend","friend","Friend","Close","self","Self","Self","Nonmatching",830,0.83,0
9289590,2,54,"English","M5_1.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",527,0.527,1
9289590,2,55,"English","M5_1.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",599,0.599,1
9289590,2,56,"English","M5_2.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",422,0.422,1
9289590,2,57,"English","M10_2.mp3","self","self","Self","Self","self","Self","Self","Matching",607,0.607,1
9289590,2,58,"English","M10_2.mp3","other","other","Stranger","Stranger","self","Self","Self","Nonmatching",461,0.461,1
9289590,2,59,"English","M10_1.mp3","friend","friend","Friend","Close","self","Self","Self","Nonmatching",979,0.979,1
9289590,2,60,"English","9214977_1.wav","friend","friend","Friend","Close","other","Other","Stranger","Nonmatching",717,0.717,1
9289590,2,61,"English","M5_2.mp3","self","self","Self","Self","friend","Friend","Close","Nonmatching",613,0.613,0
9289590,2,62,"English","M10_1.mp3","friend","friend","Friend","Close","self","Self","Self","Nonmatching",662,0.662,1
9289590,2,63,"English","9214977_1.wav","other","other","Stranger","Stranger","other","Other","Stranger","Matching",501,0.501,1
9289590,2,64,"English","M5_1.mp3","self","self","Self","Self","friend","Friend","Close","Nonmatching",1190,1.19,0
9289590,2,65,"English","M5_2.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",874,0.874,0
9289590,2,66,"English","9214977_1.wav","friend","friend","Friend","Close","other","Other","Stranger","Nonmatching",642,0.642,1
9289590,2,67,"English","M10_1.mp3","self","self","Self","Self","self","Self","Self","Matching",639,0.639,1
9289590,2,68,"English","M10_1.mp3","self","self","Self","Self","self","Self","Self","Matching",562,0.562,1
9289590,2,69,"English","9214977_1.wav","other","other","Stranger","Stranger","other","Other","Stranger","Matching",732,0.732,1
9289590,2,70,"English","M5_2.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",1020,1.02,1
9289590,2,71,"English","M10_2.mp3","friend","friend","Friend","Close","self","Self","Self","Nonmatching",431,0.431,0
9289590,2,72,"English","M5_2.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",499,0.499,1
9289590,3,1,"English","M5_1.mp3","other","other","Stranger","Stranger","friend","Friend","Close","Nonmatching",596,0.596,1
9289590,3,2,"English","M10_1.mp3","self","self","Self","Self","self","Self","Self","Matching",683,0.683,1
9289590,3,3,"English","M5_2.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",615,0.615,1
9289590,3,4,"English","9214977_2.wav","other","other","Stranger","Stranger","other","Other","Stranger","Matching",437,0.437,1
9289590,3,5,"English","9214977_2.wav","self","self","Self","Self","other","Other","Stranger","Nonmatching",480,0.48,1
9289590,3,6,"English","9214977_2.wav","other","other","Stranger","Stranger","other","Other","Stranger","Matching",592,0.592,1
9289590,3,7,"English","M10_2.mp3","friend","friend","Friend","Close","self","Self","Self","Nonmatching",498,0.498,0
9289590,3,8,"English","M5_2.mp3","other","other","Stranger","Stranger","friend","Friend","Close","Nonmatching",538,0.538,1
9289590,3,9,"English","M5_2.mp3","other","other","Stranger","Stranger","friend","Friend","Close","Nonmatching",677,0.677,1
9289590,3,10,"English","9214977_1.wav","other","other","Stranger","Stranger","other","Other","Stranger","Matching",426,0.426,1
9289590,3,11,"English","M10_2.mp3","friend","friend","Friend","Close","self","Self","Self","Nonmatching",579,0.579,0
9289590,3,12,"English","M5_1.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",390,0.39,1
9289590,3,13,"English","M10_1.mp3","self","self","Self","Self","self","Self","Self","Matching",673,0.673,0
9289590,3,14,"English","M5_2.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",982,0.982,1
9289590,3,15,"English","M10_2.mp3","self","self","Self","Self","self","Self","Self","Matching",446,0.446,1
9289590,3,16,"English","9214977_1.wav","other","other","Stranger","Stranger","other","Other","Stranger","Matching",509,0.509,1
9289590,3,17,"English","M10_1.mp3","friend","friend","Friend","Close","self","Self","Self","Nonmatching",1082,1.082,1
9289590,3,18,"English","M10_2.mp3","friend","friend","Friend","Close","self","Self","Self","Nonmatching",531,0.531,1
9289590,3,19,"English","M5_1.mp3","self","self","Self","Self","friend","Friend","Close","Nonmatching",719,0.719,1
9289590,3,20,"English","M5_2.mp3","self","self","Self","Self","friend","Friend","Close","Nonmatching",682,0.682,1
9289590,3,21,"English","M5_2.mp3","self","self","Self","Self","friend","Friend","Close","Nonmatching",601,0.601,1
9289590,3,22,"English","M10_2.mp3","other","other","Stranger","Stranger","self","Self","Self","Nonmatching",733,0.733,1
9289590,3,23,"English","M5_1.mp3","self","self","Self","Self","friend","Friend","Close","Nonmatching",753,0.753,1
9289590,3,24,"English","M5_1.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",359,0.359,1
9289590,3,25,"English","M10_2.mp3","self","self","Self","Self","self","Self","Self","Matching",979,0.979,0
9289590,3,26,"English","9214977_1.wav","friend","friend","Friend","Close","other","Other","Stranger","Nonmatching",423,0.423,0
9289590,3,27,"English","M5_2.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",555,0.555,1
9289590,3,28,"English","M10_2.mp3","other","other","Stranger","Stranger","self","Self","Self","Nonmatching",604,0.604,1
9289590,3,29,"English","M5_1.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",618,0.618,1
9289590,3,30,"English","M5_2.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",513,0.513,1
9289590,3,31,"English","9214977_1.wav","friend","friend","Friend","Close","other","Other","Stranger","Nonmatching",610,0.61,1
9289590,3,32,"English","9214977_1.wav","self","self","Self","Self","other","Other","Stranger","Nonmatching",608,0.608,1
9289590,3,33,"English","M10_1.mp3","self","self","Self","Self","self","Self","Self","Matching",812,0.812,1
9289590,3,34,"English","M10_1.mp3","friend","friend","Friend","Close","self","Self","Self","Nonmatching",578,0.578,1
9289590,3,35,"English","9214977_2.wav","other","other","Stranger","Stranger","other","Other","Stranger","Matching",509,0.509,1
9289590,3,36,"English","9214977_1.wav","other","other","Stranger","Stranger","other","Other","Stranger","Matching",429,0.429,1
9289590,3,37,"English","M5_1.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",1138,1.138,1
9289590,3,38,"English","M10_1.mp3","other","other","Stranger","Stranger","self","Self","Self","Nonmatching",600,0.6,1
9289590,3,39,"English","M10_1.mp3","other","other","Stranger","Stranger","self","Self","Self","Nonmatching",439,0.439,1
9289590,3,40,"English","M10_2.mp3","other","other","Stranger","Stranger","self","Self","Self","Nonmatching",469,0.469,1
9289590,3,41,"English","9214977_1.wav","friend","friend","Friend","Close","other","Other","Stranger","Nonmatching",569,0.569,1
9289590,3,42,"English","9214977_2.wav","other","other","Stranger","Stranger","other","Other","Stranger","Matching",707,0.707,1
9289590,3,43,"English","9214977_2.wav","other","other","Stranger","Stranger","other","Other","Stranger","Matching",393,0.393,1
9289590,3,44,"English","M5_1.mp3","other","other","Stranger","Stranger","friend","Friend","Close","Nonmatching",553,0.553,1
9289590,3,45,"English","9214977_1.wav","other","other","Stranger","Stranger","other","Other","Stranger","Matching",526,0.526,1
9289590,3,46,"English","9214977_2.wav","friend","friend","Friend","Close","other","Other","Stranger","Nonmatching",528,0.528,1
9289590,3,47,"English","M10_1.mp3","self","self","Self","Self","self","Self","Self","Matching",491,0.491,1
9289590,3,48,"English","9214977_1.wav","other","other","Stranger","Stranger","other","Other","Stranger","Matching",601,0.601,1
9289590,3,49,"English","M10_1.mp3","friend","friend","Friend","Close","self","Self","Self","Nonmatching",1015,1.015,1
9289590,3,50,"English","9214977_2.wav","self","self","Self","Self","other","Other","Stranger","Nonmatching",645,0.645,1
9289590,3,51,"English","M10_2.mp3","self","self","Self","Self","self","Self","Self","Matching",845,0.845,0
9289590,3,52,"English","M10_1.mp3","self","self","Self","Self","self","Self","Self","Matching",397,0.397,1
9289590,3,53,"English","M5_2.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",668,0.668,1
9289590,3,54,"English","9214977_2.wav","friend","friend","Friend","Close","other","Other","Stranger","Nonmatching",597,0.597,1
9289590,3,55,"English","M10_2.mp3","self","self","Self","Self","self","Self","Self","Matching",970,0.97,1
9289590,3,56,"English","9214977_2.wav","other","other","Stranger","Stranger","other","Other","Stranger","Matching",633,0.633,1
9289590,3,57,"English","M5_1.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",670,0.67,1
9289590,3,58,"English","M5_1.mp3","self","self","Self","Self","friend","Friend","Close","Nonmatching",707,0.707,1
9289590,3,59,"English","M5_2.mp3","other","other","Stranger","Stranger","friend","Friend","Close","Nonmatching",648,0.648,1
9289590,3,60,"English","M5_1.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",624,0.624,1
9289590,3,61,"English","9214977_1.wav","other","other","Stranger","Stranger","other","Other","Stranger","Matching",470,0.47,1
9289590,3,62,"English","M10_1.mp3","self","self","Self","Self","self","Self","Self","Matching",991,0.991,1
9289590,3,63,"English","M10_1.mp3","other","other","Stranger","Stranger","self","Self","Self","Nonmatching",554,0.554,1
9289590,3,64,"English","9214977_1.wav","self","self","Self","Self","other","Other","Stranger","Nonmatching",531,0.531,1
9289590,3,65,"English","M5_1.mp3","other","other","Stranger","Stranger","friend","Friend","Close","Nonmatching",717,0.717,1
9289590,3,66,"English","M10_2.mp3","self","self","Self","Self","self","Self","Self","Matching",720,0.72,0
9289590,3,67,"English","M10_2.mp3","self","self","Self","Self","self","Self","Self","Matching",385,0.385,1
9289590,3,68,"English","M5_2.mp3","self","self","Self","Self","friend","Friend","Close","Nonmatching",796,0.796,1
9289590,3,69,"English","M5_2.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",631,0.631,1
9289590,3,70,"English","9214977_2.wav","friend","friend","Friend","Close","other","Other","Stranger","Nonmatching",529,0.529,1
9289590,3,71,"English","9214977_2.wav","self","self","Self","Self","other","Other","Stranger","Nonmatching",637,0.637,1
9289590,3,72,"English","9214977_1.wav","self","self","Self","Self","other","Other","Stranger","Nonmatching",510,0.51,1
9289752,1,1,"English","M5_1.mp3","self","self","Self","Self","friend","Friend","Close","Nonmatching",1477,1.477,0
9289752,1,2,"English","M5_1.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",1122.70000001788,1.12270000001788,1
9289752,1,3,"English","9214916_2.wav","other","other","Stranger","Stranger","other","Other","Stranger","Matching",691.299999982119,0.691299999982119,1
9289752,1,4,"English","9214916_2.wav","other","other","Stranger","Stranger","other","Other","Stranger","Matching",454,0.454,1
9289752,1,5,"English","9214916_2.wav","friend","friend","Friend","Close","other","Other","Stranger","Nonmatching",731.199999988079,0.731199999988079,1
9289752,1,6,"English","M5_2.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",989.40000000596,0.98940000000596,1
9289752,1,7,"English","9214916_1.wav","self","self","Self","Self","other","Other","Stranger","Nonmatching",1031.40000000596,1.03140000000596,1
9289752,1,8,"English","M5_2.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",1888.09999999404,1.88809999999404,0
9289752,1,9,"English","M5_1.mp3","other","other","Stranger","Stranger","friend","Friend","Close","Nonmatching",930.200000017881,0.930200000017881,0
9289752,1,10,"English","M5_2.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",956.300000011921,0.956300000011921,1
9289752,1,11,"English","M5_1.mp3","other","other","Stranger","Stranger","friend","Friend","Close","Nonmatching",674.799999982119,0.674799999982119,1
9289752,1,12,"English","9214916_1.wav","friend","friend","Friend","Close","other","Other","Stranger","Nonmatching",638.90000000596,0.63890000000596,1
9289752,1,13,"English","M5_1.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",860.600000023842,0.860600000023842,0
9289752,1,14,"English","M5_2.mp3","self","self","Self","Self","friend","Friend","Close","Nonmatching",506,0.506,0
9289752,1,15,"English","9214916_1.wav","other","other","Stranger","Stranger","other","Other","Stranger","Matching",616.300000011921,0.616300000011921,1
9289752,1,16,"English","M5_1.mp3","self","self","Self","Self","friend","Friend","Close","Nonmatching",903.800000011921,0.903800000011921,0
9289752,1,17,"English","M10_2.mp3","other","other","Stranger","Stranger","self","Self","Self","Nonmatching",787.40000000596,0.78740000000596,1
9289752,1,18,"English","9214916_2.wav","friend","friend","Friend","Close","other","Other","Stranger","Nonmatching",695.699999988079,0.695699999988079,1
9289752,1,19,"English","9214916_2.wav","other","other","Stranger","Stranger","other","Other","Stranger","Matching",922.699999988079,0.922699999988079,1
9289752,1,20,"English","M10_1.mp3","self","self","Self","Self","self","Self","Self","Matching",1275.80000001192,1.27580000001192,1
9289752,1,21,"English","M10_2.mp3","other","other","Stranger","Stranger","self","Self","Self","Nonmatching",711.899999976158,0.711899999976158,1
9289752,1,22,"English","M10_1.mp3","friend","friend","Friend","Close","self","Self","Self","Nonmatching",1311.20000001788,1.31120000001788,1
9289752,1,23,"English","9214916_1.wav","self","self","Self","Self","other","Other","Stranger","Nonmatching",784.200000017881,0.784200000017881,1
9289752,1,24,"English","9214916_1.wav","friend","friend","Friend","Close","other","Other","Stranger","Nonmatching",743.299999982119,0.743299999982119,1
9289752,1,25,"English","M10_2.mp3","friend","friend","Friend","Close","self","Self","Self","Nonmatching",672.199999988079,0.672199999988079,1
9289752,1,26,"English","9214916_2.wav","self","self","Self","Self","other","Other","Stranger","Nonmatching",786.59999999404,0.78659999999404,0
9289752,1,27,"English","M5_2.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",612.200000017881,0.612200000017881,1
9289752,1,28,"English","M10_1.mp3","friend","friend","Friend","Close","self","Self","Self","Nonmatching",769.90000000596,0.76990000000596,1
9289752,1,29,"English","M10_1.mp3","self","self","Self","Self","self","Self","Self","Matching",563.800000011921,0.563800000011921,1
9289752,1,30,"English","9214916_2.wav","friend","friend","Friend","Close","other","Other","Stranger","Nonmatching",728.40000000596,0.728400000005961,1
9289752,1,31,"English","M10_2.mp3","friend","friend","Friend","Close","self","Self","Self","Nonmatching",629.90000000596,0.62990000000596,0
9289752,1,32,"English","9214916_1.wav","friend","friend","Friend","Close","other","Other","Stranger","Nonmatching",492.799999982119,0.492799999982119,0
9289752,1,33,"English","M10_2.mp3","other","other","Stranger","Stranger","self","Self","Self","Nonmatching",470.700000017881,0.470700000017881,0
9289752,1,34,"English","M10_2.mp3","self","self","Self","Self","self","Self","Self","Matching",702.600000023842,0.702600000023842,0
9289752,1,35,"English","M10_1.mp3","self","self","Self","Self","self","Self","Self","Matching",334.299999982119,0.334299999982119,1
9289752,1,36,"English","M10_2.mp3","friend","friend","Friend","Close","self","Self","Self","Nonmatching",408.300000011921,0.408300000011921,1
9289752,1,37,"English","M5_1.mp3","other","other","Stranger","Stranger","friend","Friend","Close","Nonmatching",931.40000000596,0.93140000000596,1
9289752,1,38,"English","M5_2.mp3","other","other","Stranger","Stranger","friend","Friend","Close","Nonmatching",1315.29999998212,1.31529999998212,1
9289752,1,39,"English","M5_2.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",1365.40000000596,1.36540000000596,1
9289752,1,40,"English","M5_1.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",659.59999999404,0.65959999999404,1
9289752,1,41,"English","9214916_2.wav","other","other","Stranger","Stranger","other","Other","Stranger","Matching",895.40000000596,0.89540000000596,0
9289752,1,42,"English","M10_2.mp3","self","self","Self","Self","self","Self","Self","Matching",438.300000011921,0.438300000011921,0
9289752,1,43,"English","9214916_1.wav","other","other","Stranger","Stranger","other","Other","Stranger","Matching",389.699999988079,0.389699999988079,1
9289752,1,50,"English","9214916_2.wav","self","self","Self","Self","other","Other","Stranger","Nonmatching",1185.59999999404,1.18559999999404,0
9289752,1,51,"English","9214916_1.wav","other","other","Stranger","Stranger","other","Other","Stranger","Matching",835.40000000596,0.83540000000596,1
9289752,1,52,"English","9214916_1.wav","self","self","Self","Self","other","Other","Stranger","Nonmatching",786.300000011921,0.786300000011921,1
9289752,1,53,"English","M5_2.mp3","self","self","Self","Self","friend","Friend","Close","Nonmatching",605.800000011921,0.605800000011921,0
9289752,1,54,"English","M10_1.mp3","other","other","Stranger","Stranger","self","Self","Self","Nonmatching",286.40000000596,0.28640000000596,0
9289752,1,55,"English","M5_2.mp3","other","other","Stranger","Stranger","friend","Friend","Close","Nonmatching",599.799999982119,0.599799999982119,1
9289752,1,56,"English","9214916_1.wav","other","other","Stranger","Stranger","other","Other","Stranger","Matching",449.699999988079,0.449699999988079,1
9289752,1,57,"English","M10_1.mp3","self","self","Self","Self","self","Self","Self","Matching",474.199999988079,0.474199999988079,1
9289752,1,58,"English","9214916_1.wav","other","other","Stranger","Stranger","other","Other","Stranger","Matching",651.699999988079,0.651699999988079,1
9289752,1,59,"English","M5_1.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",704.800000011921,0.704800000011921,1
9289752,1,60,"English","9214916_1.wav","other","other","Stranger","Stranger","other","Other","Stranger","Matching",548.300000011921,0.548300000011921,1
9289752,1,61,"English","M5_2.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",668.90000000596,0.668900000005961,1
9289752,1,62,"English","M10_1.mp3","self","self","Self","Self","self","Self","Self","Matching",854.799999982119,0.854799999982119,1
9289752,1,63,"English","9214916_2.wav","other","other","Stranger","Stranger","other","Other","Stranger","Matching",664.699999988079,0.664699999988079,1
9289752,1,65,"English","9214916_2.wav","other","other","Stranger","Stranger","other","Other","Stranger","Matching",213.700000017881,0.213700000017881,1
9289752,1,66,"English","M10_1.mp3","self","self","Self","Self","self","Self","Self","Matching",1241.30000001192,1.24130000001192,1
9289752,1,67,"English","M10_1.mp3","other","other","Stranger","Stranger","self","Self","Self","Nonmatching",960.40000000596,0.96040000000596,1
9289752,1,68,"English","M5_2.mp3","self","self","Self","Self","friend","Friend","Close","Nonmatching",638.600000023842,0.638600000023842,0
9289752,1,69,"English","9214916_2.wav","self","self","Self","Self","other","Other","Stranger","Nonmatching",637,0.637,1
9289752,1,70,"English","M5_1.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",1382.09999999404,1.38209999999404,0
9289752,1,71,"English","M10_2.mp3","self","self","Self","Self","self","Self","Self","Matching",544.59999999404,0.54459999999404,1
9289752,1,72,"English","M10_1.mp3","friend","friend","Friend","Close","self","Self","Self","Nonmatching",543.699999988079,0.543699999988079,0
9289752,2,2,"English","9214916_2.wav","other","other","Stranger","Stranger","other","Other","Stranger","Matching",940,0.94,1
9289752,2,3,"English","M10_2.mp3","self","self","Self","Self","self","Self","Self","Matching",904.299999982119,0.904299999982119,0
9289752,2,4,"English","M5_1.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",536,0.536,1
9289752,2,5,"English","9214916_1.wav","friend","friend","Friend","Close","other","Other","Stranger","Nonmatching",1296,1.296,1
9289752,2,6,"English","9214916_2.wav","friend","friend","Friend","Close","other","Other","Stranger","Nonmatching",769,0.769,1
9289752,2,9,"English","9214916_1.wav","friend","friend","Friend","Close","other","Other","Stranger","Nonmatching",541.200000017881,0.541200000017881,1
