"Subject","Block","Trial","Accent","Voice","Label","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","Matching","RT_ms","RT_sec","ACC"
9214409,1,1,"English","9197489_1.wav","friend","friend","Friend","Close","friend","Friend","Close","Matching",830,0.83,1
9214409,1,2,"English","9197489_1.wav","other","other","Stranger","Stranger","friend","Friend","Close","Nonmatching",612,0.612,1
9214409,1,3,"English","M10_2.mp3","self","self","Self","Self","self","Self","Self","Matching",863,0.863,1
9214409,1,4,"English","M5_2.mp3","self","self","Self","Self","other","Other","Stranger","Nonmatching",629,0.629,1
9214409,1,5,"English","M10_2.mp3","self","self","Self","Self","self","Self","Self","Matching",649,0.649,1
9214409,1,6,"English","M10_1.mp3","other","other","Stranger","Stranger","self","Self","Self","Nonmatching",555,0.555,1
9214409,1,7,"English","M10_1.mp3","self","self","Self","Self","self","Self","Self","Matching",834,0.834,1
9214409,1,8,"English","M5_2.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",578,0.578,1
9214409,1,9,"English","M5_1.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",634,0.634,1
9214409,1,10,"English","9197489_2.wav","friend","friend","Friend","Close","friend","Friend","Close","Matching",690,0.69,1
9214409,1,11,"English","9197489_2.wav","friend","friend","Friend","Close","friend","Friend","Close","Matching",477,0.477,1
9214409,1,12,"English","M5_2.mp3","self","self","Self","Self","other","Other","Stranger","Nonmatching",691,0.691,1
9214409,1,13,"English","M5_1.mp3","self","self","Self","Self","other","Other","Stranger","Nonmatching",934,0.934,0
9214409,1,14,"English","M10_2.mp3","friend","friend","Friend","Close","self","Self","Self","Nonmatching",728,0.728,1
9214409,1,15,"English","9197489_1.wav","friend","friend","Friend","Close","friend","Friend","Close","Matching",531,0.531,1
9214409,1,16,"English","M5_1.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",978,0.978,0
9214409,1,17,"English","9197489_1.wav","other","other","Stranger","Stranger","friend","Friend","Close","Nonmatching",766,0.766,1
9214409,1,18,"English","M10_2.mp3","friend","friend","Friend","Close","self","Self","Self","Nonmatching",851,0.851,1
9214409,1,19,"English","9197489_1.wav","self","self","Self","Self","friend","Friend","Close","Nonmatching",1091,1.091,0
9214409,1,20,"English","9197489_1.wav","friend","friend","Friend","Close","friend","Friend","Close","Matching",833,0.833,1
9214409,1,21,"English","M5_1.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",752,0.752,1
9214409,1,22,"English","M10_2.mp3","other","other","Stranger","Stranger","self","Self","Self","Nonmatching",1119,1.119,1
9214409,1,23,"English","9197489_2.wav","friend","friend","Friend","Close","friend","Friend","Close","Matching",734,0.734,1
9214409,1,24,"English","9197489_2.wav","other","other","Stranger","Stranger","friend","Friend","Close","Nonmatching",762,0.762,1
9214409,1,25,"English","M10_1.mp3","self","self","Self","Self","self","Self","Self","Matching",731,0.731,1
9214409,1,26,"English","M10_1.mp3","other","other","Stranger","Stranger","self","Self","Self","Nonmatching",687,0.687,1
9214409,1,27,"English","M5_1.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",795,0.795,1
9214409,1,28,"English","M10_1.mp3","self","self","Self","Self","self","Self","Self","Matching",818,0.818,1
9214409,1,29,"English","M10_2.mp3","self","self","Self","Self","self","Self","Self","Matching",517,0.517,1
9214409,1,30,"English","M5_2.mp3","friend","friend","Friend","Close","other","Other","Stranger","Nonmatching",860,0.86,1
9214409,1,31,"English","M5_1.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",799,0.799,0
9214409,1,32,"English","9197489_2.wav","self","self","Self","Self","friend","Friend","Close","Nonmatching",679,0.679,1
9214409,1,33,"English","9197489_2.wav","friend","friend","Friend","Close","friend","Friend","Close","Matching",718,0.718,1
9214409,1,34,"English","9197489_1.wav","friend","friend","Friend","Close","friend","Friend","Close","Matching",647,0.647,1
9214409,1,35,"English","M5_2.mp3","self","self","Self","Self","other","Other","Stranger","Nonmatching",1106,1.106,1
9214409,1,36,"English","M5_1.mp3","friend","friend","Friend","Close","other","Other","Stranger","Nonmatching",972,0.972,0
9214409,1,37,"English","M10_2.mp3","self","self","Self","Self","self","Self","Self","Matching",668,0.668,0
9214409,1,38,"English","M5_2.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",842,0.842,1
9214409,1,39,"English","M10_2.mp3","self","self","Self","Self","self","Self","Self","Matching",582,0.582,1
9214409,1,40,"English","M5_1.mp3","friend","friend","Friend","Close","other","Other","Stranger","Nonmatching",926,0.926,1
9214409,1,41,"English","M5_1.mp3","friend","friend","Friend","Close","other","Other","Stranger","Nonmatching",652,0.652,1
9214409,1,42,"English","M10_1.mp3","friend","friend","Friend","Close","self","Self","Self","Nonmatching",871,0.871,1
9214409,1,43,"English","M5_2.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",917,0.917,1
9214409,1,44,"English","M10_1.mp3","self","self","Self","Self","self","Self","Self","Matching",1066,1.066,1
9214409,1,45,"English","9197489_2.wav","friend","friend","Friend","Close","friend","Friend","Close","Matching",478,0.478,1
9214409,1,46,"English","M10_2.mp3","friend","friend","Friend","Close","self","Self","Self","Nonmatching",688,0.688,1
9214409,1,47,"English","9197489_2.wav","friend","friend","Friend","Close","friend","Friend","Close","Matching",551,0.551,1
9214409,1,48,"English","M5_2.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",623,0.623,1
9214409,1,49,"English","9197489_1.wav","friend","friend","Friend","Close","friend","Friend","Close","Matching",536,0.536,1
9214409,1,50,"English","M10_1.mp3","friend","friend","Friend","Close","self","Self","Self","Nonmatching",616,0.616,1
9214409,1,51,"English","M5_1.mp3","self","self","Self","Self","other","Other","Stranger","Nonmatching",720,0.72,1
9214409,1,52,"English","9197489_1.wav","friend","friend","Friend","Close","friend","Friend","Close","Matching",573,0.573,1
9214409,1,53,"English","M5_1.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",853,0.853,1
9214409,1,54,"English","M10_1.mp3","self","self","Self","Self","self","Self","Self","Matching",499,0.499,1
9214409,1,55,"English","9197489_2.wav","self","self","Self","Self","friend","Friend","Close","Nonmatching",570,0.57,1
9214409,1,56,"English","M5_1.mp3","self","self","Self","Self","other","Other","Stranger","Nonmatching",994,0.994,1
9214409,1,57,"English","M10_1.mp3","friend","friend","Friend","Close","self","Self","Self","Nonmatching",522,0.522,1
9214409,1,58,"English","9197489_2.wav","other","other","Stranger","Stranger","friend","Friend","Close","Nonmatching",571,0.571,1
9214409,1,59,"English","M10_1.mp3","self","self","Self","Self","self","Self","Self","Matching",978,0.978,0
9214409,1,60,"English","9197489_1.wav","self","self","Self","Self","friend","Friend","Close","Nonmatching",1056,1.056,1
9214409,1,61,"English","M10_2.mp3","self","self","Self","Self","self","Self","Self","Matching",934,0.934,1
9214409,1,62,"English","M10_2.mp3","other","other","Stranger","Stranger","self","Self","Self","Nonmatching",496,0.496,1
9214409,1,63,"English","9197489_2.wav","other","other","Stranger","Stranger","friend","Friend","Close","Nonmatching",544,0.544,1
9214409,1,64,"English","M5_2.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",694,0.694,1
9214409,1,65,"English","9197489_2.wav","self","self","Self","Self","friend","Friend","Close","Nonmatching",910,0.91,1
9214409,1,66,"English","M5_2.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",637,0.637,1
9214409,1,67,"English","9197489_1.wav","self","self","Self","Self","friend","Friend","Close","Nonmatching",745,0.745,1
9214409,1,68,"English","M5_2.mp3","friend","friend","Friend","Close","other","Other","Stranger","Nonmatching",891,0.891,1
9214409,1,69,"English","M5_2.mp3","friend","friend","Friend","Close","other","Other","Stranger","Nonmatching",630,0.63,1
9214409,1,70,"English","M10_2.mp3","other","other","Stranger","Stranger","self","Self","Self","Nonmatching",807,0.807,1
9214409,1,71,"English","M10_1.mp3","other","other","Stranger","Stranger","self","Self","Self","Nonmatching",441,0.441,1
9214409,1,72,"English","9197489_1.wav","other","other","Stranger","Stranger","friend","Friend","Close","Nonmatching",488,0.488,1
9214409,2,1,"English","M10_2.mp3","self","self","Self","Self","self","Self","Self","Matching",579,0.579,1
9214409,2,2,"English","M10_1.mp3","other","other","Stranger","Stranger","self","Self","Self","Nonmatching",460,0.46,1
9214409,2,3,"English","9197489_1.wav","friend","friend","Friend","Close","friend","Friend","Close","Matching",543,0.543,1
9214409,2,4,"English","M5_1.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",609,0.609,1
9214409,2,5,"English","M5_1.mp3","friend","friend","Friend","Close","other","Other","Stranger","Nonmatching",505,0.505,1
9214409,2,6,"English","9197489_1.wav","friend","friend","Friend","Close","friend","Friend","Close","Matching",609,0.609,1
9214409,2,7,"English","9197489_2.wav","self","self","Self","Self","friend","Friend","Close","Nonmatching",478,0.478,0
9214409,2,8,"English","M5_1.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",640,0.64,0
9214409,2,9,"English","9197489_1.wav","friend","friend","Friend","Close","friend","Friend","Close","Matching",536,0.536,1
9214409,2,10,"English","M10_1.mp3","friend","friend","Friend","Close","self","Self","Self","Nonmatching",705,0.705,1
9214409,2,11,"English","9197489_2.wav","other","other","Stranger","Stranger","friend","Friend","Close","Nonmatching",622,0.622,1
9214409,2,12,"English","M10_1.mp3","self","self","Self","Self","self","Self","Self","Matching",521,0.521,1
9214409,2,13,"English","9197489_2.wav","friend","friend","Friend","Close","friend","Friend","Close","Matching",668,0.668,1
9214409,2,14,"English","M5_2.mp3","friend","friend","Friend","Close","other","Other","Stranger","Nonmatching",578,0.578,1
9214409,2,15,"English","9197489_2.wav","other","other","Stranger","Stranger","friend","Friend","Close","Nonmatching",656,0.656,1
9214409,2,16,"English","9197489_1.wav","self","self","Self","Self","friend","Friend","Close","Nonmatching",546,0.546,1
9214409,2,17,"English","9197489_1.wav","other","other","Stranger","Stranger","friend","Friend","Close","Nonmatching",555,0.555,1
9214409,2,18,"English","M5_1.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",912,0.912,1
9214409,2,19,"English","M5_1.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",510,0.51,1
9214409,2,20,"English","M10_2.mp3","self","self","Self","Self","self","Self","Self","Matching",584,0.584,1
9214409,2,21,"English","M5_1.mp3","self","self","Self","Self","other","Other","Stranger","Nonmatching",696,0.696,1
9214409,2,22,"English","M5_2.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",514,0.514,1
9214409,2,23,"English","M5_2.mp3","self","self","Self","Self","other","Other","Stranger","Nonmatching",480,0.48,1
9214409,2,24,"English","9197489_2.wav","friend","friend","Friend","Close","friend","Friend","Close","Matching",441,0.441,1
9214409,2,25,"English","M5_2.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",609,0.609,1
9214409,2,26,"English","M10_1.mp3","self","self","Self","Self","self","Self","Self","Matching",361,0.361,1
9214409,2,27,"English","M10_2.mp3","self","self","Self","Self","self","Self","Self","Matching",231,0.231,1
9214409,2,28,"English","M5_1.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",613,0.613,1
9214409,2,29,"English","9197489_2.wav","self","self","Self","Self","friend","Friend","Close","Nonmatching",402,0.402,1
9214409,2,30,"English","M10_1.mp3","other","other","Stranger","Stranger","self","Self","Self","Nonmatching",584,0.584,1
9214409,2,31,"English","M10_2.mp3","self","self","Self","Self","self","Self","Self","Matching",312,0.312,1
9214409,2,32,"English","9197489_1.wav","other","other","Stranger","Stranger","friend","Friend","Close","Nonmatching",688,0.688,1
9214409,2,33,"English","M10_2.mp3","friend","friend","Friend","Close","self","Self","Self","Nonmatching",513,0.513,1
9214409,2,34,"English","M10_2.mp3","self","self","Self","Self","self","Self","Self","Matching",419,0.419,1
9214409,2,35,"English","9197489_1.wav","self","self","Self","Self","friend","Friend","Close","Nonmatching",415,0.415,1
9214409,2,36,"English","9197489_1.wav","other","other","Stranger","Stranger","friend","Friend","Close","Nonmatching",505,0.505,1
9214409,2,37,"English","M5_1.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",532,0.532,1
9214409,2,38,"English","M5_2.mp3","self","self","Self","Self","other","Other","Stranger","Nonmatching",677,0.677,1
9214409,2,39,"English","M10_1.mp3","self","self","Self","Self","self","Self","Self","Matching",388,0.388,1
9214409,2,40,"English","M10_2.mp3","friend","friend","Friend","Close","self","Self","Self","Nonmatching",404,0.404,1
9214409,2,41,"English","M5_1.mp3","self","self","Self","Self","other","Other","Stranger","Nonmatching",606,0.606,1
9214409,2,42,"English","9197489_1.wav","friend","friend","Friend","Close","friend","Friend","Close","Matching",569,0.569,1
9214409,2,43,"English","9197489_1.wav","friend","friend","Friend","Close","friend","Friend","Close","Matching",429,0.429,1
9214409,2,44,"English","M5_1.mp3","self","self","Self","Self","other","Other","Stranger","Nonmatching",744,0.744,1
9214409,2,45,"English","M5_2.mp3","friend","friend","Friend","Close","other","Other","Stranger","Nonmatching",673,0.673,1
9214409,2,46,"English","M5_2.mp3","self","self","Self","Self","other","Other","Stranger","Nonmatching",416,0.416,1
9214409,2,47,"English","M10_1.mp3","self","self","Self","Self","self","Self","Self","Matching",432,0.432,1
9214409,2,48,"English","M10_1.mp3","friend","friend","Friend","Close","self","Self","Self","Nonmatching",419,0.419,1
9214409,2,49,"English","9197489_1.wav","friend","friend","Friend","Close","friend","Friend","Close","Matching",488,0.488,1
9214409,2,50,"English","M5_2.mp3","friend","friend","Friend","Close","other","Other","Stranger","Nonmatching",694,0.694,1
9214409,2,51,"English","9197489_2.wav","other","other","Stranger","Stranger","friend","Friend","Close","Nonmatching",472,0.472,1
9214409,2,52,"English","M5_1.mp3","friend","friend","Friend","Close","other","Other","Stranger","Nonmatching",512,0.512,1
9214409,2,53,"English","M5_1.mp3","friend","friend","Friend","Close","other","Other","Stranger","Nonmatching",498,0.498,1
9214409,2,54,"English","M5_2.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",650,0.65,0
9214409,2,55,"English","M10_2.mp3","other","other","Stranger","Stranger","self","Self","Self","Nonmatching",798,0.798,1
9214409,2,56,"English","M5_2.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",437,0.437,0
9214409,2,57,"English","M5_2.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",372,0.372,1
9214409,2,58,"English","M10_2.mp3","self","self","Self","Self","self","Self","Self","Matching",476,0.476,1
9214409,2,59,"English","M10_1.mp3","other","other","Stranger","Stranger","self","Self","Self","Nonmatching",455,0.455,1
9214409,2,60,"English","M10_1.mp3","self","self","Self","Self","self","Self","Self","Matching",638,0.638,1
9214409,2,61,"English","9197489_2.wav","friend","friend","Friend","Close","friend","Friend","Close","Matching",433,0.433,1
9214409,2,62,"English","M10_2.mp3","other","other","Stranger","Stranger","self","Self","Self","Nonmatching",612,0.612,1
9214409,2,63,"English","M10_2.mp3","other","other","Stranger","Stranger","self","Self","Self","Nonmatching",562,0.562,1
9214409,2,64,"English","M10_1.mp3","friend","friend","Friend","Close","self","Self","Self","Nonmatching",981,0.981,1
9214409,2,65,"English","9197489_2.wav","friend","friend","Friend","Close","friend","Friend","Close","Matching",1147,1.147,1
9214409,2,66,"English","9197489_1.wav","self","self","Self","Self","friend","Friend","Close","Nonmatching",433,0.433,1
9214409,2,67,"English","M10_2.mp3","friend","friend","Friend","Close","self","Self","Self","Nonmatching",543,0.543,1
9214409,2,68,"English","M10_1.mp3","self","self","Self","Self","self","Self","Self","Matching",431,0.431,1
9214409,2,69,"English","9197489_2.wav","friend","friend","Friend","Close","friend","Friend","Close","Matching",382,0.382,1
9214409,2,70,"English","9197489_2.wav","self","self","Self","Self","friend","Friend","Close","Nonmatching",646,0.646,1
9214409,2,71,"English","M5_2.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",587,0.587,1
9214409,2,72,"English","9197489_2.wav","friend","friend","Friend","Close","friend","Friend","Close","Matching",468,0.468,1
9214409,3,1,"English","M10_1.mp3","self","self","Self","Self","self","Self","Self","Matching",779,0.779,1
9214409,3,2,"English","9197489_2.wav","friend","friend","Friend","Close","friend","Friend","Close","Matching",398,0.398,1
9214409,3,3,"English","9197489_1.wav","self","self","Self","Self","friend","Friend","Close","Nonmatching",416,0.416,0
9214409,3,4,"English","9197489_1.wav","friend","friend","Friend","Close","friend","Friend","Close","Matching",343,0.343,1
9214409,3,5,"English","M10_2.mp3","self","self","Self","Self","self","Self","Self","Matching",444,0.444,1
9214409,3,6,"English","9197489_2.wav","self","self","Self","Self","friend","Friend","Close","Nonmatching",490,0.49,1
9214409,3,7,"English","M10_1.mp3","other","other","Stranger","Stranger","self","Self","Self","Nonmatching",767,0.767,1
9214409,3,8,"English","M5_1.mp3","friend","friend","Friend","Close","other","Other","Stranger","Nonmatching",508,0.508,0
9214409,3,9,"English","9197489_1.wav","friend","friend","Friend","Close","friend","Friend","Close","Matching",575,0.575,1
9214409,3,10,"English","9197489_1.wav","friend","friend","Friend","Close","friend","Friend","Close","Matching",728,0.728,1
9214409,3,11,"English","M10_1.mp3","other","other","Stranger","Stranger","self","Self","Self","Nonmatching",780,0.78,1
9214409,3,12,"English","M10_1.mp3","friend","friend","Friend","Close","self","Self","Self","Nonmatching",688,0.688,1
9214409,3,13,"English","9197489_1.wav","other","other","Stranger","Stranger","friend","Friend","Close","Nonmatching",707,0.707,1
9214409,3,14,"English","M10_1.mp3","self","self","Self","Self","self","Self","Self","Matching",1138,1.138,0
9214409,3,15,"English","9197489_2.wav","other","other","Stranger","Stranger","friend","Friend","Close","Nonmatching",732,0.732,1
9214409,3,16,"English","M5_2.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",712,0.712,1
9214409,3,17,"English","9197489_1.wav","self","self","Self","Self","friend","Friend","Close","Nonmatching",610,0.61,1
9214409,3,18,"English","M5_2.mp3","self","self","Self","Self","other","Other","Stranger","Nonmatching",650,0.65,1
9214409,3,19,"English","M10_2.mp3","other","other","Stranger","Stranger","self","Self","Self","Nonmatching",560,0.56,1
9214409,3,20,"English","M10_1.mp3","friend","friend","Friend","Close","self","Self","Self","Nonmatching",1042,1.042,1
9214409,3,21,"English","M10_1.mp3","self","self","Self","Self","self","Self","Self","Matching",471,0.471,1
9214409,3,22,"English","M10_2.mp3","self","self","Self","Self","self","Self","Self","Matching",1004,1.004,1
9214409,3,23,"English","M10_2.mp3","self","self","Self","Self","self","Self","Self","Matching",385,0.385,1
9214409,3,24,"English","9197489_1.wav","friend","friend","Friend","Close","friend","Friend","Close","Matching",618,0.618,1
9214409,3,25,"English","9197489_2.wav","friend","friend","Friend","Close","friend","Friend","Close","Matching",1050,1.05,1
9214409,3,26,"English","M5_2.mp3","self","self","Self","Self","other","Other","Stranger","Nonmatching",794,0.794,1
9214409,3,27,"English","M5_1.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",941,0.941,1
9214409,3,28,"English","M5_1.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",494,0.494,1
9214409,3,29,"English","M10_1.mp3","self","self","Self","Self","self","Self","Self","Matching",686,0.686,1
9214409,3,30,"English","M5_2.mp3","friend","friend","Friend","Close","other","Other","Stranger","Nonmatching",779,0.779,1
9214409,3,31,"English","M10_1.mp3","self","self","Self","Self","self","Self","Self","Matching",904,0.904,1
9214409,3,32,"English","M10_2.mp3","friend","friend","Friend","Close","self","Self","Self","Nonmatching",477,0.477,1
9214409,3,33,"English","9197489_2.wav","friend","friend","Friend","Close","friend","Friend","Close","Matching",605,0.605,1
9214409,3,34,"English","9197489_1.wav","other","other","Stranger","Stranger","friend","Friend","Close","Nonmatching",390,0.39,1
9214409,3,35,"English","9197489_2.wav","friend","friend","Friend","Close","friend","Friend","Close","Matching",356,0.356,1
9214409,3,36,"English","M5_2.mp3","friend","friend","Friend","Close","other","Other","Stranger","Nonmatching",700,0.7,1
9214409,3,37,"English","M5_1.mp3","self","self","Self","Self","other","Other","Stranger","Nonmatching",651,0.651,1
9214409,3,38,"English","M5_1.mp3","self","self","Self","Self","other","Other","Stranger","Nonmatching",498,0.498,1
9214409,3,39,"English","9197489_2.wav","friend","friend","Friend","Close","friend","Friend","Close","Matching",450,0.45,1
9214409,3,40,"English","M5_1.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",1024,1.024,1
9214409,3,41,"English","M5_2.mp3","friend","friend","Friend","Close","other","Other","Stranger","Nonmatching",505,0.505,1
9214409,3,42,"English","M10_2.mp3","friend","friend","Friend","Close","self","Self","Self","Nonmatching",765,0.765,0
9214409,3,43,"English","9197489_2.wav","self","self","Self","Self","friend","Friend","Close","Nonmatching",982,0.982,1
9214409,3,44,"English","M5_2.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",1114,1.114,0
9214409,3,45,"English","M5_2.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",403,0.403,1
9214409,3,46,"English","M5_1.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",876,0.876,1
9214409,3,47,"English","M10_2.mp3","other","other","Stranger","Stranger","self","Self","Self","Nonmatching",606,0.606,1
9214409,3,48,"English","M10_2.mp3","self","self","Self","Self","self","Self","Self","Matching",532,0.532,1
9214409,3,49,"English","M5_1.mp3","friend","friend","Friend","Close","other","Other","Stranger","Nonmatching",855,0.855,1
9214409,3,50,"English","M10_2.mp3","self","self","Self","Self","self","Self","Self","Matching",358,0.358,1
9214409,3,51,"English","M5_1.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",624,0.624,1
9214409,3,52,"English","M5_2.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",409,0.409,1
9214409,3,53,"English","9197489_1.wav","self","self","Self","Self","friend","Friend","Close","Nonmatching",576,0.576,1
9214409,3,54,"English","9197489_1.wav","other","other","Stranger","Stranger","friend","Friend","Close","Nonmatching",796,0.796,1
9214409,3,55,"English","M10_2.mp3","friend","friend","Friend","Close","self","Self","Self","Nonmatching",496,0.496,1
9214409,3,56,"English","M5_1.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",686,0.686,1
9214409,3,57,"English","M10_1.mp3","other","other","Stranger","Stranger","self","Self","Self","Nonmatching",562,0.562,1
9214409,3,58,"English","9197489_1.wav","friend","friend","Friend","Close","friend","Friend","Close","Matching",624,0.624,1
9214409,3,59,"English","M10_1.mp3","self","self","Self","Self","self","Self","Self","Matching",979,0.979,1
9214409,3,60,"English","M5_2.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",421,0.421,1
9214409,3,61,"English","M5_1.mp3","friend","friend","Friend","Close","other","Other","Stranger","Nonmatching",761,0.761,1
9214409,3,62,"English","M10_2.mp3","self","self","Self","Self","self","Self","Self","Matching",383,0.383,1
9214409,3,63,"English","M10_2.mp3","other","other","Stranger","Stranger","self","Self","Self","Nonmatching",670,0.67,1
9214409,3,64,"English","M5_1.mp3","self","self","Self","Self","other","Other","Stranger","Nonmatching",475,0.475,1
9214409,3,65,"English","9197489_2.wav","friend","friend","Friend","Close","friend","Friend","Close","Matching",478,0.478,1
9214409,3,66,"English","9197489_1.wav","friend","friend","Friend","Close","friend","Friend","Close","Matching",448,0.448,1
9214409,3,67,"English","9197489_2.wav","other","other","Stranger","Stranger","friend","Friend","Close","Nonmatching",432,0.432,1
9214409,3,68,"English","9197489_2.wav","other","other","Stranger","Stranger","friend","Friend","Close","Nonmatching",443,0.443,1
9214409,3,69,"English","M5_2.mp3","self","self","Self","Self","other","Other","Stranger","Nonmatching",531,0.531,0
9214409,3,70,"English","M10_1.mp3","friend","friend","Friend","Close","self","Self","Self","Nonmatching",548,0.548,1
9214409,3,71,"English","M5_2.mp3","other","other","Stranger","Stranger","other","Other","Stranger","Matching",681,0.681,1
9214409,3,72,"English","9197489_2.wav","self","self","Self","Self","friend","Friend","Close","Nonmatching",435,0.435,0
9214435,1,1,"English","9197512_1.wav","friend","friend","Friend","Close","other","Other","Stranger","Nonmatching",647.200000017881,0.647200000017881,1
9214435,1,2,"English","M10_2.mp3","self","self","Self","Self","friend","Friend","Close","Nonmatching",521.700000017881,0.521700000017881,0
9214435,1,3,"English","9197512_2.wav","other","other","Stranger","Stranger","other","Other","Stranger","Matching",477.59999999404,0.47759999999404,1
9214435,1,4,"English","M10_1.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",511.800000011921,0.511800000011921,1
9214435,1,5,"English","M10_2.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",468.09999999404,0.46809999999404,1
9214435,1,6,"English","M5_1.mp3","other","other","Stranger","Stranger","self","Self","Self","Nonmatching",519.5,0.5195,0
9214435,1,7,"English","9197512_1.wav","other","other","Stranger","Stranger","other","Other","Stranger","Matching",291.200000017881,0.291200000017881,1
9214435,1,8,"English","9197512_1.wav","other","other","Stranger","Stranger","other","Other","Stranger","Matching",254.700000017881,0.254700000017881,1
9214435,1,9,"English","M5_1.mp3","friend","friend","Friend","Close","self","Self","Self","Nonmatching",560.40000000596,0.56040000000596,1
9214435,1,10,"English","M10_1.mp3","self","self","Self","Self","friend","Friend","Close","Nonmatching",505.199999988079,0.505199999988079,0
9214435,1,11,"English","9197512_1.wav","other","other","Stranger","Stranger","other","Other","Stranger","Matching",330.800000011921,0.330800000011921,1
9214435,1,12,"English","9197512_1.wav","other","other","Stranger","Stranger","other","Other","Stranger","Matching",308.800000011921,0.308800000011921,1
9214435,1,13,"English","M5_2.mp3","friend","friend","Friend","Close","self","Self","Self","Nonmatching",424.90000000596,0.42490000000596,1
9214435,1,14,"English","M5_1.mp3","other","other","Stranger","Stranger","self","Self","Self","Nonmatching",533.40000000596,0.53340000000596,1
9214435,1,15,"English","M5_1.mp3","self","self","Self","Self","self","Self","Self","Matching",470.200000017881,0.470200000017881,1
9214435,1,16,"English","M5_1.mp3","other","other","Stranger","Stranger","self","Self","Self","Nonmatching",496.09999999404,0.49609999999404,1
9214435,1,17,"English","M5_2.mp3","self","self","Self","Self","self","Self","Self","Matching",540,0.54,1
9214435,1,18,"English","M5_2.mp3","self","self","Self","Self","self","Self","Self","Matching",378.299999982119,0.378299999982119,1
9214435,1,19,"English","M10_2.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",443.300000011921,0.443300000011921,1
9214435,1,20,"English","M5_2.mp3","other","other","Stranger","Stranger","self","Self","Self","Nonmatching",540.90000000596,0.540900000005961,1
9214435,1,21,"English","M5_2.mp3","other","other","Stranger","Stranger","self","Self","Self","Nonmatching",419.59999999404,0.41959999999404,1
9214435,1,22,"English","M10_2.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",528.90000000596,0.52890000000596,1
9214435,1,23,"English","9197512_2.wav","self","self","Self","Self","other","Other","Stranger","Nonmatching",533,0.533,0
9214435,1,24,"English","9197512_1.wav","other","other","Stranger","Stranger","other","Other","Stranger","Matching",461.59999999404,0.46159999999404,1
9214435,1,25,"English","M10_1.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",377.40000000596,0.37740000000596,1
9214435,1,26,"English","M5_2.mp3","self","self","Self","Self","self","Self","Self","Matching",512.800000011921,0.512800000011921,1
9214435,1,27,"English","M5_1.mp3","self","self","Self","Self","self","Self","Self","Matching",373.40000000596,0.37340000000596,1
9214435,1,28,"English","M10_1.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",324.40000000596,0.32440000000596,1
9214435,1,29,"English","9197512_2.wav","other","other","Stranger","Stranger","other","Other","Stranger","Matching",372.800000011921,0.372800000011921,1
9214435,1,30,"English","M10_2.mp3","friend","friend","Friend","Close","friend","Friend","Close","Matching",449.299999982119,0.449299999982119,1
9214435,1,31,"English","9197512_1.wav","self","self","Self","Self","other","Other","Stranger","Nonmatching",376.699999988079,0.376699999988079,0
