Subject_ID,Exp_id,Age,Gender,Handedness,Ethnicity,Employment_Status,Country,First_Language,Education
9214409,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9214435,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9214447,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9214545,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9214900,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9217332,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9217909,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9219338,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9224265,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9270918,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9272609,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9283809,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9284810,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9286472,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9286474,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9289590,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9289752,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9289931,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9292960,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9293910,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9294966,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9295140,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9296335,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9296442,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9296504,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9297315,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9297573,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9297616,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9298871,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9299071,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9301663,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9303908,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9305696,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9310177,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9310427,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9311153,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9313090,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9314238,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9314247,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9316120,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9316701,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9317486,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9321337,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9321821,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9321926,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9324473,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9325961,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9327216,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9327226,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9327469,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9327609,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9327764,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9328662,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9328765,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9329656,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9330874,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9340530,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9340561,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9340584,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9340645,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9341160,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9341677,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9342150,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9343687,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9343947,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9346613,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9349372,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9352729,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9352808,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9353146,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9358125,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9360235,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9366581,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9367748,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9367831,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9369309,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
9369455,Kirk_2025_BritJPsy_Exp2,/,/,/,/,/,/,/,/
