"Subject","Block","Trial","Shape","Label","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","Response","RT_ms","RT_sec","ACC"
14,1,1,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",2,914,0.914,1
14,1,2,"D.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",1,882,0.882,0
14,1,3,"D.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",NA,0,0,0
14,1,4,"D.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",2,892,0.892,1
14,1,5,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",2,685,0.685,1
14,1,6,"D.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",2,829,0.829,1
14,1,7,"D.bmp","你","Nonmatching","你","Self","Self","生人","Stranger","Stranger",1,950,0.95,1
14,1,8,"D.bmp","你","Nonmatching","你","Self","Self","生人","Stranger","Stranger",NA,0,0,0
14,1,9,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",2,684,0.684,1
14,1,10,"D.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",2,892,0.892,1
14,1,11,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",2,702,0.702,1
14,1,12,"Tra.bmp","生人","Nonmatching","生人","Stranger","Stranger","你","Self","Self",1,863,0.863,1
14,1,13,"D.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",2,783,0.783,1
14,1,14,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",2,671,0.671,1
14,1,15,"Tra.bmp","生人","Nonmatching","生人","Stranger","Stranger","你","Self","Self",1,959,0.959,1
14,1,16,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",2,583,0.583,1
14,2,17,"D.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",2,887,0.887,1
14,2,18,"D.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",2,721,0.721,1
14,2,19,"D.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",2,706,0.706,1
14,2,20,"D.bmp","你","Nonmatching","你","Self","Self","生人","Stranger","Stranger",1,962,0.962,1
14,2,21,"D.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",2,794,0.794,1
14,2,22,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",2,514,0.514,1
14,2,23,"D.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",2,858,0.858,1
14,2,24,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",2,698,0.698,1
14,2,25,"D.bmp","你","Nonmatching","你","Self","Self","生人","Stranger","Stranger",1,899,0.899,1
14,2,26,"D.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",2,795,0.795,1
14,2,27,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",2,755,0.755,1
14,2,28,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",2,570,0.57,1
14,2,29,"Tra.bmp","生人","Nonmatching","生人","Stranger","Stranger","你","Self","Self",1,882,0.882,1
14,2,30,"Tra.bmp","生人","Nonmatching","生人","Stranger","Stranger","你","Self","Self",1,850,0.85,1
14,2,31,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",2,698,0.698,1
14,2,32,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",2,962,0.962,1
14,3,33,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",2,604,0.604,1
14,3,34,"Tra.bmp","生人","Nonmatching","生人","Stranger","Stranger","你","Self","Self",1,749,0.749,1
14,3,35,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",2,677,0.677,1
14,3,36,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",2,653,0.653,1
14,3,37,"D.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",2,805,0.805,1
14,3,38,"D.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",2,1053,1.053,1
14,3,39,"D.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",2,517,0.517,1
14,3,40,"D.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",2,615,0.615,1
14,3,41,"D.bmp","你","Nonmatching","你","Self","Self","生人","Stranger","Stranger",2,592,0.592,0
14,3,42,"Tra.bmp","生人","Nonmatching","生人","Stranger","Stranger","你","Self","Self",1,848,0.848,1
14,3,43,"D.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",2,808,0.808,1
14,3,44,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",2,712,0.712,1
14,3,45,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",2,496,0.496,1
14,3,46,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",2,559,0.559,1
14,3,47,"D.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",2,832,0.832,1
14,3,48,"D.bmp","你","Nonmatching","你","Self","Self","生人","Stranger","Stranger",2,504,0.504,0
14,4,49,"Tra.bmp","生人","Nonmatching","生人","Stranger","Stranger","你","Self","Self",1,842,0.842,1
14,4,50,"D.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",2,874,0.874,1
14,4,51,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",2,594,0.594,1
14,4,52,"Tra.bmp","生人","Nonmatching","生人","Stranger","Stranger","你","Self","Self",1,740,0.74,1
14,4,53,"D.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",2,685,0.685,1
14,4,54,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",2,789,0.789,1
14,4,55,"D.bmp","你","Nonmatching","你","Self","Self","生人","Stranger","Stranger",1,661,0.661,1
14,4,56,"D.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",2,789,0.789,1
14,4,57,"D.bmp","你","Nonmatching","你","Self","Self","生人","Stranger","Stranger",1,773,0.773,1
14,4,58,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",2,565,0.565,1
14,4,59,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",2,726,0.726,1
14,4,60,"D.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",2,1007,1.007,1
14,4,61,"D.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",2,592,0.592,1
14,4,62,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",2,680,0.68,1
14,4,63,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",2,577,0.577,1
14,4,64,"D.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",2,855,0.855,1
14,5,65,"D.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",2,591,0.591,1
14,5,66,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",2,479,0.479,1
14,5,67,"D.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",2,721,0.721,1
14,5,68,"D.bmp","你","Nonmatching","你","Self","Self","生人","Stranger","Stranger",1,730,0.73,1
14,5,69,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",2,546,0.546,1
14,5,70,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",2,538,0.538,1
14,5,71,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",2,482,0.482,1
14,5,72,"D.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",1,730,0.73,0
14,5,73,"Tra.bmp","生人","Nonmatching","生人","Stranger","Stranger","你","Self","Self",1,946,0.946,1
14,5,74,"Tra.bmp","生人","Nonmatching","生人","Stranger","Stranger","你","Self","Self",1,812,0.812,1
14,5,75,"D.bmp","你","Nonmatching","你","Self","Self","生人","Stranger","Stranger",2,655,0.655,0
14,5,76,"D.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",2,743,0.743,1
14,5,77,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",2,607,0.607,1
14,5,78,"D.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",2,783,0.783,1
14,5,79,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",2,639,0.639,1
14,5,80,"D.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",2,823,0.823,1
14,6,81,"D.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",2,712,0.712,1
14,6,82,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",2,655,0.655,1
14,6,83,"D.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",2,679,0.679,1
14,6,84,"D.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",2,615,0.615,1
14,6,85,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",2,671,0.671,1
14,6,86,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",2,567,0.567,1
14,6,87,"D.bmp","你","Nonmatching","你","Self","Self","生人","Stranger","Stranger",1,775,0.775,1
14,6,88,"D.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",2,888,0.888,1
14,6,89,"D.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",2,737,0.737,1
14,6,90,"D.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",2,570,0.57,1
14,6,91,"D.bmp","你","Nonmatching","你","Self","Self","生人","Stranger","Stranger",1,810,0.81,1
14,6,92,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",2,594,0.594,1
14,6,93,"Tra.bmp","生人","Nonmatching","生人","Stranger","Stranger","你","Self","Self",NA,0,0,0
14,6,94,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",2,530,0.53,1
14,6,95,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",2,482,0.482,1
14,6,96,"Tra.bmp","生人","Nonmatching","生人","Stranger","Stranger","你","Self","Self",1,883,0.883,1
14,NA,NA,"D.bmp","你","Nonmatching","你","Self","Self","生人","Stranger","Stranger",NA,0,0,0
14,NA,NA,"D.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",NA,0,0,0
14,NA,NA,"Tra.bmp","生人","Nonmatching","生人","Stranger","Stranger","你","Self","Self",2,967,0.967,0
14,NA,NA,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",1,930,0.93,0
15,1,1,"Tra.bmp","生人","Nonmatching","生人","Stranger","Stranger","你","Self","Self",2,753,0.753,1
15,1,2,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",1,1089,1.089,1
15,1,3,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",1,601,0.601,1
15,1,4,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",1,779,0.779,1
15,1,5,"P.bmp","你","Nonmatching","你","Self","Self","生人","Stranger","Stranger",NA,0,0,0
15,1,6,"P.bmp","你","Nonmatching","你","Self","Self","生人","Stranger","Stranger",NA,0,0,0
15,1,7,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",1,561,0.561,1
15,1,8,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",1,563,0.563,1
15,1,9,"Tra.bmp","生人","Nonmatching","生人","Stranger","Stranger","你","Self","Self",2,812,0.812,1
15,1,10,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",1,732,0.732,1
15,1,11,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",1,516,0.516,1
15,1,12,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",1,476,0.476,1
15,1,13,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",1,812,0.812,1
15,1,14,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",1,644,0.644,1
15,1,15,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",1,526,0.526,1
15,1,16,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",1,591,0.591,1
15,2,17,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",1,486,0.486,1
15,2,18,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",1,766,0.766,1
15,2,19,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",1,518,0.518,1
15,2,20,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",2,622,0.622,0
15,2,21,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",1,654,0.654,1
15,2,22,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",1,712,0.712,1
15,2,23,"Tra.bmp","生人","Nonmatching","生人","Stranger","Stranger","你","Self","Self",2,961,0.961,1
15,2,24,"Tra.bmp","生人","Nonmatching","生人","Stranger","Stranger","你","Self","Self",2,793,0.793,1
15,2,25,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",1,665,0.665,1
15,2,26,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",1,569,0.569,1
15,2,27,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",1,593,0.593,1
15,2,28,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",1,649,0.649,1
15,2,29,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",1,714,0.714,1
15,2,30,"P.bmp","你","Nonmatching","你","Self","Self","生人","Stranger","Stranger",2,738,0.738,1
15,2,31,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",1,482,0.482,1
15,2,32,"P.bmp","你","Nonmatching","你","Self","Self","生人","Stranger","Stranger",2,714,0.714,1
15,3,33,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",1,586,0.586,1
15,3,34,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",1,602,0.602,1
15,3,35,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",1,921,0.921,1
15,3,36,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",1,649,0.649,1
15,3,37,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",1,660,0.66,1
15,3,38,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",1,684,0.684,1
15,3,39,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",1,508,0.508,1
15,3,40,"P.bmp","你","Nonmatching","你","Self","Self","生人","Stranger","Stranger",2,924,0.924,1
15,3,41,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",1,604,0.604,1
15,3,42,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",1,644,0.644,1
15,3,43,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",1,724,0.724,1
15,3,44,"Tra.bmp","生人","Nonmatching","生人","Stranger","Stranger","你","Self","Self",2,829,0.829,1
15,3,45,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",1,733,0.733,1
15,3,46,"P.bmp","你","Nonmatching","你","Self","Self","生人","Stranger","Stranger",2,709,0.709,1
15,3,47,"Tra.bmp","生人","Nonmatching","生人","Stranger","Stranger","你","Self","Self",2,837,0.837,1
15,3,48,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",1,781,0.781,1
15,4,49,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",1,633,0.633,1
15,4,50,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",1,777,0.777,1
15,4,51,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",1,425,0.425,1
15,4,52,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",1,547,0.547,1
15,4,53,"P.bmp","你","Nonmatching","你","Self","Self","生人","Stranger","Stranger",2,716,0.716,1
15,4,54,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",1,588,0.588,1
15,4,55,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",1,532,0.532,1
15,4,56,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",1,492,0.492,1
15,4,57,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",1,564,0.564,1
15,4,58,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",1,732,0.732,1
15,4,59,"Tra.bmp","生人","Nonmatching","生人","Stranger","Stranger","你","Self","Self",2,526,0.526,1
15,4,60,"P.bmp","你","Nonmatching","你","Self","Self","生人","Stranger","Stranger",1,647,0.647,0
15,4,61,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",1,679,0.679,1
15,4,62,"Tra.bmp","生人","Nonmatching","生人","Stranger","Stranger","你","Self","Self",1,623,0.623,0
15,4,63,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",1,959,0.959,1
15,4,64,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",1,655,0.655,1
15,5,65,"Tra.bmp","生人","Nonmatching","生人","Stranger","Stranger","你","Self","Self",2,783,0.783,1
15,5,66,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",1,489,0.489,1
15,5,67,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",1,539,0.539,1
15,5,68,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",1,675,0.675,1
15,5,69,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",1,547,0.547,1
15,5,70,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",1,755,0.755,1
15,5,71,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",1,483,0.483,1
15,5,72,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",1,763,0.763,1
15,5,73,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",1,572,0.572,1
15,5,74,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",1,589,0.589,1
15,5,75,"Tra.bmp","生人","Nonmatching","生人","Stranger","Stranger","你","Self","Self",1,542,0.542,0
15,5,76,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",1,750,0.75,1
15,5,77,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",1,574,0.574,1
15,5,78,"P.bmp","你","Nonmatching","你","Self","Self","生人","Stranger","Stranger",2,1086,1.086,1
15,5,79,"P.bmp","你","Nonmatching","你","Self","Self","生人","Stranger","Stranger",2,670,0.67,1
15,5,80,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",1,678,0.678,1
15,6,81,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",1,513,0.513,1
15,6,82,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",1,641,0.641,1
15,6,83,"P.bmp","你","Nonmatching","你","Self","Self","生人","Stranger","Stranger",2,793,0.793,1
15,6,84,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",1,465,0.465,1
15,6,85,"Tra.bmp","生人","Nonmatching","生人","Stranger","Stranger","你","Self","Self",1,512,0.512,0
15,6,86,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",1,720,0.72,1
15,6,87,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",1,761,0.761,1
15,6,88,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",1,530,0.53,1
15,6,89,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",1,805,0.805,1
15,6,90,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",1,541,0.541,1
15,6,91,"P.bmp","你","Nonmatching","你","Self","Self","生人","Stranger","Stranger",2,621,0.621,1
15,6,92,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",1,525,0.525,1
15,6,93,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",1,981,0.981,1
15,6,94,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",1,437,0.437,1
15,6,95,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",1,526,0.526,1
15,6,96,"Tra.bmp","生人","Nonmatching","生人","Stranger","Stranger","你","Self","Self",2,582,0.582,1
15,NA,NA,"Tra.bmp","生人","Nonmatching","生人","Stranger","Stranger","你","Self","Self",NA,0,0,0
15,NA,NA,"Tra.bmp","你","Matching","你","Self","Self","你","Self","Self",1,1065,1.065,1
15,NA,NA,"P.bmp","你","Nonmatching","你","Self","Self","生人","Stranger","Stranger",2,818,0.818,1
15,NA,NA,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",1,1010,1.01,1
16,1,1,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",NA,0,0,0
16,1,2,"S.bmp","你","Matching","你","Self","Self","你","Self","Self",2,16,0.016,1
16,1,3,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",NA,0,0,0
16,1,4,"S.bmp","你","Matching","你","Self","Self","你","Self","Self",2,668,0.668,1
16,1,5,"S.bmp","你","Matching","你","Self","Self","你","Self","Self",2,462,0.462,1
16,1,6,"S.bmp","你","Matching","你","Self","Self","你","Self","Self",2,464,0.464,1
16,1,7,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",1,922,0.922,0
16,1,8,"P.bmp","你","Nonmatching","你","Self","Self","生人","Stranger","Stranger",1,916,0.916,1
16,1,9,"S.bmp","生人","Nonmatching","生人","Stranger","Stranger","你","Self","Self",1,830,0.83,1
16,1,10,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",2,1000,1,1
16,1,11,"P.bmp","你","Nonmatching","你","Self","Self","生人","Stranger","Stranger",1,779,0.779,1
16,1,12,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",2,1011,1.011,1
16,1,13,"S.bmp","你","Matching","你","Self","Self","你","Self","Self",2,581,0.581,1
16,1,14,"S.bmp","生人","Nonmatching","生人","Stranger","Stranger","你","Self","Self",1,767,0.767,1
16,1,15,"S.bmp","你","Matching","你","Self","Self","你","Self","Self",2,657,0.657,1
16,1,16,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",2,843,0.843,1
16,2,17,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",2,997,0.997,1
16,2,18,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",2,767,0.767,1
16,2,19,"P.bmp","你","Nonmatching","你","Self","Self","生人","Stranger","Stranger",1,609,0.609,1
16,2,20,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",2,819,0.819,1
16,2,21,"S.bmp","你","Matching","你","Self","Self","你","Self","Self",2,525,0.525,1
16,2,22,"S.bmp","生人","Nonmatching","生人","Stranger","Stranger","你","Self","Self",1,584,0.584,1
16,2,23,"S.bmp","你","Matching","你","Self","Self","你","Self","Self",2,650,0.65,1
16,2,24,"S.bmp","你","Matching","你","Self","Self","你","Self","Self",2,380,0.38,1
16,2,25,"S.bmp","你","Matching","你","Self","Self","你","Self","Self",2,366,0.366,1
16,2,26,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",2,1096,1.096,1
16,2,27,"S.bmp","你","Matching","你","Self","Self","你","Self","Self",2,386,0.386,1
16,2,28,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",2,700,0.7,1
16,2,29,"P.bmp","你","Nonmatching","你","Self","Self","生人","Stranger","Stranger",1,630,0.63,1
16,2,30,"S.bmp","你","Matching","你","Self","Self","你","Self","Self",2,376,0.376,1
16,2,31,"S.bmp","生人","Nonmatching","生人","Stranger","Stranger","你","Self","Self",1,770,0.77,1
16,2,32,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",2,1068,1.068,1
16,3,33,"S.bmp","你","Matching","你","Self","Self","你","Self","Self",2,478,0.478,1
16,3,34,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",2,920,0.92,1
16,3,35,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",2,810,0.81,1
16,3,36,"S.bmp","生人","Nonmatching","生人","Stranger","Stranger","你","Self","Self",1,652,0.652,1
16,3,37,"S.bmp","你","Matching","你","Self","Self","你","Self","Self",2,374,0.374,1
16,3,38,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",2,760,0.76,1
16,3,39,"S.bmp","你","Matching","你","Self","Self","你","Self","Self",2,474,0.474,1
16,3,40,"S.bmp","你","Matching","你","Self","Self","你","Self","Self",2,380,0.38,1
16,3,41,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",2,534,0.534,1
16,3,42,"S.bmp","你","Matching","你","Self","Self","你","Self","Self",2,352,0.352,1
16,3,43,"P.bmp","你","Nonmatching","你","Self","Self","生人","Stranger","Stranger",1,674,0.674,1
16,3,44,"S.bmp","生人","Nonmatching","生人","Stranger","Stranger","你","Self","Self",2,420,0.42,0
16,3,45,"P.bmp","你","Nonmatching","你","Self","Self","生人","Stranger","Stranger",NA,0,0,0
16,3,46,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",NA,0,0,0
16,3,47,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",NA,0,0,0
16,3,48,"S.bmp","你","Matching","你","Self","Self","你","Self","Self",2,939,0.939,1
16,4,49,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",2,908,0.908,1
16,4,50,"S.bmp","生人","Nonmatching","生人","Stranger","Stranger","你","Self","Self",1,630,0.63,1
16,4,51,"S.bmp","你","Matching","你","Self","Self","你","Self","Self",2,448,0.448,1
16,4,52,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",2,714,0.714,1
16,4,53,"P.bmp","你","Nonmatching","你","Self","Self","生人","Stranger","Stranger",1,820,0.82,1
16,4,54,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",2,910,0.91,1
16,4,55,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",2,593,0.593,1
16,4,56,"S.bmp","你","Matching","你","Self","Self","你","Self","Self",2,650,0.65,1
16,4,57,"S.bmp","你","Matching","你","Self","Self","你","Self","Self",2,348,0.348,1
16,4,58,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",2,558,0.558,1
16,4,59,"S.bmp","你","Matching","你","Self","Self","你","Self","Self",2,464,0.464,1
16,4,60,"S.bmp","你","Matching","你","Self","Self","你","Self","Self",2,594,0.594,1
16,4,61,"S.bmp","你","Matching","你","Self","Self","你","Self","Self",2,556,0.556,1
16,4,62,"P.bmp","你","Nonmatching","你","Self","Self","生人","Stranger","Stranger",1,758,0.758,1
16,4,63,"S.bmp","生人","Nonmatching","生人","Stranger","Stranger","你","Self","Self",1,1048,1.048,1
16,4,64,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",2,882,0.882,1
16,5,65,"P.bmp","生人","Matching","生人","Stranger","Stranger","生人","Stranger","Stranger",2,996,0.996,1
16,5,66,"S.bmp","你","Matching","你","Self","Self","你","Self","Self",2,558,0.558,1
