"Subject_ID","Exp_id","Age","Gender","Handedness","Ethnicity","Employment_Status","Country","First_Language","Education"
"201","Kolvoort_2020_HumBrainMap_Exp1","18","/","R","/","/","Iran/Canada","English/Farsi","High School"
"202","Kolvoort_2020_HumBrainMap_Exp1","18","/","R","/","/","Canada","English","High School"
"203","Kolvoort_2020_HumBrainMap_Exp1","17","/","R","/","/","Canada","English/French","High School"
"204","Kolvoort_2020_HumBrainMap_Exp1","20","/","L","/","/","Canada","English","High School"
"205","Kolvoort_2020_HumBrainMap_Exp1","21","/","R","/","/","Canada","English","Bachelors"
"206","Kolvoort_2020_HumBrainMap_Exp1","19","/","R","/","/","Canada","French","High School"
"207","Kolvoort_2020_HumBrainMap_Exp1","18","/","R","/","/","Canada","English","High School"
"208","Kolvoort_2020_HumBrainMap_Exp1","20","/","R","/","/","Bolivia (12yrs)/ Canada (8yrs)","Spanish","High School"
"209","Kolvoort_2020_HumBrainMap_Exp1","19","/","R","/","/","Canada","French","High School"
"210","Kolvoort_2020_HumBrainMap_Exp1","20","/","R","/","/","Canada","English","High School"
"211","Kolvoort_2020_HumBrainMap_Exp1","19","/","R","/","/","Canada","English","High School"
"212","Kolvoort_2020_HumBrainMap_Exp1","21","/","R","/","/","Canada","English","Bachelors"
"213","Kolvoort_2020_HumBrainMap_Exp1","21","/","R","/","/","Canada","English","College"
"215","Kolvoort_2020_HumBrainMap_Exp1","20","/","R","/","/","China and Canada","English","High School"
"216","Kolvoort_2020_HumBrainMap_Exp1","19","/","R","/","/","Canada","English","High School"
"217","Kolvoort_2020_HumBrainMap_Exp1","20","/","R","/","/","Dominican Republic","Spanish","High School"
"218","Kolvoort_2020_HumBrainMap_Exp1","19","/","R","/","/","Canada","English","High School"
"219","Kolvoort_2020_HumBrainMap_Exp1","24","/","R","/","/","Canada","English","Bachelors (music)"
"220","Kolvoort_2020_HumBrainMap_Exp1","23","/","R","/","/","Canada","English","Bachelors"
"221","Kolvoort_2020_HumBrainMap_Exp1","19","/","R","/","/","Canada","English","High School"
"222","Kolvoort_2020_HumBrainMap_Exp1","18","/","R","/","/","Palestine, Canada","Arabic","High School"
"225","Kolvoort_2020_HumBrainMap_Exp1","25","/","R","/","/","Canada","English","Bachelor of science"
"226","Kolvoort_2020_HumBrainMap_Exp1","21","/","R","/","/","Canada","English","3rd year university"
"227","Kolvoort_2020_HumBrainMap_Exp1","30","/","R","/","/","Zimbabwe","English","Master's degree"
"228","Kolvoort_2020_HumBrainMap_Exp1","22","/","R","/","/","Canada","French","3rd year of university"
"229","Kolvoort_2020_HumBrainMap_Exp1","22","/","R","/","/","Canada","English","GED"
"230","Kolvoort_2020_HumBrainMap_Exp1","19","/","R","/","/","Canada","English","High School"
"231","Kolvoort_2020_HumBrainMap_Exp1","19","/","L","/","/","Saudi Arabia","Arabic","2nd year university"
"232","Kolvoort_2020_HumBrainMap_Exp1","20","/","R","/","/","Canada","English","High School"
"233","Kolvoort_2020_HumBrainMap_Exp1","20","/","R","/","/","Canada","French","Cegep"
"234","Kolvoort_2020_HumBrainMap_Exp1","22","/","R","/","/","Hong Kong","English","4th year undergrad"
