"Subject","Trial","Label","Task","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","Response","RT_ms","RT_sec","ACC","Face"
"291","51","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","980","0.98","1","f18"
"291","52","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","2558","2.558","1","f27"
"291","53","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","1265","1.265","1","f27"
"291","54","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","1574","1.574","1","m35"
"291","55","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","816","0.816","1","m38"
"291","56","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","715","0.715","1","m35"
"291","57","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","1287","1.287","1","f27"
"291","58","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","1149","1.149","1","f4"
"291","59","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","1057","1.057","1","m34"
"291","60","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","1282","1.282","1","f27"
"291","61","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1310","1.31","1","m34"
"291","62","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","933","0.933","1","m35"
"291","63","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","729","0.729","1","f18"
"291","64","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","661","0.661","1","m38"
"292","1","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","3644","3.644","1","f15"
"292","2","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","2829.7","2.8297","1","f15"
"292","3","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","4318.4","4.3184","1","m34"
"292","4","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1917.6","1.9176","1","f15"
"292","5","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","1236.2","1.2362","1","m34"
"292","6","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","left","2147.9","2.1479","0","m33"
"292","7","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","right","1812.5","1.8125","0","m33"
"292","8","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","2156.5","2.1565","1","m34"
"292","9","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","2450.7","2.4507","1","f15"
"292","10","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","2378.9","2.3789","1","f18"
"292","11","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","4410.9","4.4109","1","m35"
"292","12","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","right","1610.1","1.6101","0","f27"
"292","13","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","left","2260.7","2.2607","0","f4"
"292","14","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1271","1.271","1","m35"
"292","15","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","2718.6","2.7186","0","f18"
"292","16","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","right","1871.7","1.8717","0","m35"
"292","17","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","1204","1.204","1","m38"
"292","18","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","3652.8","3.6528","0","f15"
"292","19","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1768","1.768","1","m34"
"292","20","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","2144.4","2.1444","1","f4"
"292","21","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","2291.6","2.2916","1","f4"
"292","22","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","2329.2","2.3292","1","m38"
"292","23","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","2089.6","2.0896","1","m34"
"292","24","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","2306.8","2.3068","1","f4"
"292","25","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","1812.7","1.8127","1","f4"
"292","26","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","right","2820.4","2.8204","0","m33"
"292","27","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","right","2863.9","2.8639","0","f18"
"292","28","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","1442.8","1.4428","1","f18"
"292","29","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","3580.4","3.5804","1","m34"
"292","30","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","1219.3","1.2193","1","m34"
"292","31","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","1384.1","1.3841","1","m33"
"292","32","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","1286.7","1.2867","1","f27"
"292","33","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","1432.4","1.4324","1","m38"
"292","34","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","right","1062.2","1.0622","0","f15"
"292","35","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","1093.2","1.0932","1","m38"
"292","36","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","1268.6","1.2686","1","f27"
"292","37","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","1135.9","1.1359","1","m38"
"292","38","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","2294","2.294","0","m35"
"292","39","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1499","1.499","1","m35"
"292","40","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","right","1290.1","1.2901","0","f15"
"292","41","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","1649.7","1.6497","1","m33"
"292","42","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","2987.2","2.9872","1","m35"
"292","43","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","right","1066.6","1.0666","0","f18"
"292","44","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","1404.5","1.4045","1","f4"
"292","45","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","965.5","0.9655","1","f27"
"292","46","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1054.2","1.0542","1","f18"
"292","47","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","1230.1","1.2301","1","m35"
"292","48","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","1142.6","1.1426","1","f4"
"292","49","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","1847.5","1.8475","0","f15"
"292","50","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","872.3","0.8723","1","m38"
"292","51","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1236.6","1.2366","1","f18"
"292","52","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","1081.3","1.0813","1","m33"
"292","53","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","934.7","0.9347","1","f27"
"292","54","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","1101.6","1.1016","1","f27"
"292","55","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","right","1834.4","1.8344","0","f4"
"292","56","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","1056.8","1.0568","1","m38"
"292","57","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","878.5","0.8785","1","f18"
"292","58","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","1607.1","1.6071","1","f27"
"292","59","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","796.7","0.7967","1","m33"
"292","60","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","875","0.875","1","m38"
"292","61","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","960.7","0.9607","1","m35"
"292","62","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","927.5999999","0.9275999999","1","f27"
"292","63","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1067.3","1.0673","1","m34"
"292","64","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","822.3","0.8223","1","m33"
"293","1","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","3091.1","3.0911","0","f15"
"293","2","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","1017.2","1.0172","1","m33"
"293","3","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","1588","1.588","1","m33"
"293","4","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","581.7","0.5817","1","f27"
"293","5","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","1673.1","1.6731","1","m35"
"293","6","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","730.7","0.7307","1","f4"
"293","7","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","792.2","0.7922","1","f15"
"293","8","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","602.1","0.6021","1","f27"
"293","9","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","761.3","0.7613","1","m33"
"293","10","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","633","0.633","1","m33"
"293","11","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","right","1162","1.162","0","f15"
"293","12","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1050.3","1.0503","1","m34"
"293","13","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","758.9","0.7589","1","f15"
"293","14","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","743.4","0.7434","1","m35"
"293","15","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","585.9","0.5859","1","m35"
"293","16","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","589.6","0.5896","1","m38"
"293","17","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","left","902.9","0.9029","0","f27"
"293","18","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","539.1","0.5391","1","f27"
"293","19","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","918.2","0.9182","1","f4"
"293","20","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","614.1","0.6141","0","f18"
"293","21","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","523.4","0.5234","1","m35"
"293","22","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","747.4","0.7474","1","m34"
"293","23","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","404.2","0.4042","1","m38"
"293","24","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","588.2","0.5882","1","m34"
"293","25","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","805","0.805","1","f18"
"293","26","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","621.4","0.6214","1","m34"
"293","27","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","360.4","0.3604","1","m35"
"293","28","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","967.5","0.9675","1","f27"
"293","29","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","613.5","0.6135","1","f27"
"293","30","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","right","1771.3","1.7713","0","f15"
"293","31","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","472.3","0.4723","1","m35"
"293","32","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","777.6","0.7776","1","f27"
"293","33","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","837.3","0.8373","1","m34"
"293","34","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","left","1621.4","1.6214","0","m33"
"293","35","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1096.5","1.0965","1","f15"
"293","36","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","1150.2","1.1502","1","m33"
"293","37","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","775","0.775","1","f27"
"293","38","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","396.6","0.3966","1","m35"
"293","39","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","388.3","0.3883","1","m38"
"293","40","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","422.6","0.4226","1","m38"
"293","41","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","right","1001.3","1.0013","0","f18"
"293","42","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","361.6","0.3616","1","f4"
"293","43","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","328.4","0.3284","1","f4"
"293","44","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","454.7","0.4547","1","f18"
"293","45","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","539.7","0.5397","1","m38"
"293","46","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","487.8","0.4878","1","f4"
"293","47","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","right","693","0.693","0","m34"
"293","48","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","362.4","0.3624","1","f4"
"293","49","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","633.6","0.6336","1","f18"
"293","50","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","731.5","0.7315","1","f15"
"293","51","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","424.8","0.4248","1","m33"
"293","52","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","508.6","0.5086","1","m34"
"293","53","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","645.4","0.6454","1","f18"
"293","54","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","349.6","0.3496","1","f4"
"293","55","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","438.7","0.4387","1","m38"
"293","56","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","823.1","0.8231","1","f18"
"293","57","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","633","0.633","1","m34"
"293","58","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","379.9","0.3799","1","m38"
"293","59","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","1046.3","1.0463","1","f4"
"293","60","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","575","0.575","1","m33"
"293","61","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","747.9","0.7479","1","f15"
"293","62","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","581.5","0.5815","1","m35"
"293","63","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","872.8","0.8728","1","m38"
"293","64","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","1562.8","1.5628","1","f18"
"294","1","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","3727","3.727","1","m34"
"294","2","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","1874","1.874","1","m33"
"294","3","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","2663","2.663","1","m35"
"294","4","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","3040","3.04","1","m38"
"294","5","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1920","1.92","1","m35"
"294","6","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","2788","2.788","1","f18"
"294","7","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","1863","1.863","1","f4"
"294","8","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","1750","1.75","1","m35"
"294","9","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","890","0.89","0","m35"
"294","10","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","4578","4.578","1","f18"
"294","11","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","3773","3.773","1","m33"
"294","12","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","2564","2.564","1","f18"
"294","13","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","2518","2.518","1","m34"
"294","14","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","2437","2.437","1","m33"
"294","15","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","right","1341","1.341","0","m35"
"294","16","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","3241","3.241","1","f18"
"294","17","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","1090","1.09","1","f4"
"294","18","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","1728","1.728","1","m38"
"294","19","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","4069","4.069","1","f27"
"294","20","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","3204","3.204","1","f27"
"294","21","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","2076","2.076","1","f27"
"294","22","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","2683","2.683","1","m34"
"294","23","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","763","0.763","1","f4"
"294","24","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","right","2582","2.582","0","f18"
"294","25","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","4841","4.841","1","m34"
"294","26","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","right","2949","2.949","0","f15"
"294","27","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","1754","1.754","0","f15"
"294","28","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","3554","3.554","0","f18"
"294","29","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","1345","1.345","1","m38"
"294","30","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","789","0.789","1","m33"
"294","31","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","1986","1.986","0","m35"
"294","32","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","1508","1.508","1","f4"
"294","33","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","left","4267","4.267","0","m33"
"294","34","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","3328","3.328","1","f18"
"294","35","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","916","0.916","1","f4"
"294","36","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","right","665","0.665","0","f15"
"294","37","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","826","0.826","1","f15"
"294","38","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","810","0.81","1","m38"
"294","39","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","726","0.726","1","f27"
"294","40","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","1427","1.427","0","f15"
"294","41","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","917","0.917","1","f4"
"294","42","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","1627","1.627","1","m34"
"294","43","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","725","0.725","1","f4"
"294","44","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","right","1393","1.393","0","f27"
"294","45","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","821","0.821","0","m34"
"294","46","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","right","990","0.99","0","f27"
"294","47","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","left","1283","1.283","0","m38"
"294","48","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","601","0.601","1","f27"
"294","49","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","right","1076","1.076","0","m38"
"294","50","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","883","0.883","1","m35"
"294","51","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","1627","1.627","0","f15"
"294","52","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","right","884","0.884","0","m38"
"294","53","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","right","893","0.893","0","m34"
"294","54","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","6435","6.435","1","f27"
"294","55","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","728","0.728","1","m33"
"294","56","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","1527","1.527","1","m33"
"294","57","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","5184","5.184","1","f15"
"294","58","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","3618","3.618","1","f18"
"294","59","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","2106","2.106","1","m38"
"294","60","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","897","0.897","1","f4"
"294","61","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","right","1016","1.016","0","m34"
"294","62","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","3945","3.945","1","f15"
"294","63","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","right","558","0.558","0","m35"
"294","64","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","1442","1.442","1","m33"
"295","1","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","right","8747.2","8.7472","0","f15"
"295","2","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","1748.4","1.7484","1","m38"
"295","3","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","3446.1","3.4461","1","m35"
"295","4","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","2857.3","2.8573","1","f18"
"295","5","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","5059.8","5.0598","1","m34"
"295","6","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","3075.5","3.0755","1","f18"
"295","7","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","left","2376.3","2.3763","0","f4"
"295","8","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","2934","2.934","1","m33"
"295","9","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","2301.3","2.3013","1","m34"
"295","10","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","2111.5","2.1115","1","m38"
"295","11","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","2065","2.065","1","f4"
"295","12","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","2173.9","2.1739","1","m34"
"295","13","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","2086.1","2.0861","1","m38"
"295","14","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","1339.7","1.3397","1","m38"
"295","15","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","2720.5","2.7205","1","m33"
"295","16","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","2110.5","2.1105","1","f15"
"295","17","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","2247.7","2.2477","1","m33"
"295","18","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","right","2573","2.573","0","f27"
"295","19","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","right","2180.5","2.1805","0","f15"
"295","20","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","left","4818.6","4.8186","0","f27"
"295","21","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1446.2","1.4462","1","m34"
"295","22","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","5501.1","5.5011","1","f27"
"295","23","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","left","2036","2.036","0","f4"
"295","24","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","1716.4","1.7164","1","m38"
"295","25","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","2387.5","2.3875","1","f4"
"295","26","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","right","1363.9","1.3639","0","f4"
"295","27","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","2249.2","2.2492","1","f18"
"295","28","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","2984.7","2.9847","1","m35"
"295","29","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","2313.6","2.3136","1","f27"
"295","30","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","right","80869.8","80.8698","0","f4"
"295","31","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","3275.1","3.2751","0","m34"
