"Subject","Block","Trial","Shape","Label","Task","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","RT_ms","ACC"
"1","2","237","circle","you","self-matching","Matching","you","You","Self","you","You","Self","539","1"
"1","2","238","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","666","1"
"1","2","239","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","561","1"
"1","2","240","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","562","1"
"20","1","1","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","392","1"
"20","1","2","circle","you","self-matching","Matching","you","You","Self","you","You","Self","379","0"
"20","1","3","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","399","0"
"20","1","4","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","575","0"
"20","1","5","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","733","0"
"20","1","6","circle","you","self-matching","Matching","you","You","Self","you","You","Self","697","0"
"20","1","7","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","407","0"
"20","1","8","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","457","0"
"20","1","9","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","425","0"
"20","1","10","circle","you","self-matching","Matching","you","You","Self","you","You","Self","228","1"
"20","1","11","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","NA","NA"
"20","1","12","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","921","0"
"20","1","13","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","741","1"
"20","1","14","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","908","0"
"20","1","15","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","NA","NA"
"20","1","16","circle","you","self-matching","Matching","you","You","Self","you","You","Self","NA","NA"
"20","1","17","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","720","0"
"20","1","18","circle","you","self-matching","Matching","you","You","Self","you","You","Self","202","1"
"20","1","19","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","465","0"
"20","1","20","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","NA","NA"
"20","1","21","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","455","0"
"20","1","22","circle","you","self-matching","Matching","you","You","Self","you","You","Self","720","1"
"20","1","23","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","401","0"
"20","1","24","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","404","0"
"20","1","25","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","707","1"
"20","1","26","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","644","1"
"20","1","27","circle","you","self-matching","Matching","you","You","Self","you","You","Self","534","1"
"20","1","28","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","NA","NA"
"20","1","29","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","599","0"
"20","1","30","circle","you","self-matching","Matching","you","You","Self","you","You","Self","412","1"
"20","1","31","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","644","0"
"20","1","32","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","NA","NA"
"20","1","33","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","744","0"
"20","1","34","circle","you","self-matching","Matching","you","You","Self","you","You","Self","678","1"
"20","1","35","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","403","0"
"20","1","36","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","430","0"
"20","1","37","circle","you","self-matching","Matching","you","You","Self","you","You","Self","NA","NA"
"20","1","38","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","742","0"
"20","1","39","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","836","1"
"20","1","40","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","439","0"
"20","1","41","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","896","0"
"20","1","42","circle","you","self-matching","Matching","you","You","Self","you","You","Self","474","1"
"20","1","43","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","441","0"
"20","1","44","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","900","0"
"20","1","45","circle","you","self-matching","Matching","you","You","Self","you","You","Self","NA","NA"
"20","1","46","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","775","1"
"20","1","47","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","750","1"
"20","1","48","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","560","0"
"20","1","49","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","837","1"
"20","1","50","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","603","0"
"20","1","51","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","474","1"
"20","1","52","circle","you","self-matching","Matching","you","You","Self","you","You","Self","908","0"
"20","1","53","circle","you","self-matching","Matching","you","You","Self","you","You","Self","785","1"
"20","1","54","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","580","1"
"20","1","55","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","808","0"
"20","1","56","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","987","1"
"20","1","57","circle","you","self-matching","Matching","you","You","Self","you","You","Self","616","1"
"20","1","58","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","624","1"
"20","1","59","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","607","0"
"20","1","60","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","750","0"
"20","1","61","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","667","0"
"20","1","62","circle","you","self-matching","Matching","you","You","Self","you","You","Self","NA","NA"
"20","1","63","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","606","0"
"20","1","64","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","NA","NA"
"20","1","65","circle","you","self-matching","Matching","you","You","Self","you","You","Self","577","1"
"20","1","66","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","463","0"
"20","1","67","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","NA","NA"
"20","1","68","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","578","0"
"20","1","69","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","821","1"
"20","1","70","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","610","0"
"20","1","71","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","NA","NA"
"20","1","72","circle","you","self-matching","Matching","you","You","Self","you","You","Self","628","0"
"20","1","73","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","750","1"
"20","1","74","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","345","0"
"20","1","75","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","673","1"
"20","1","76","circle","you","self-matching","Matching","you","You","Self","you","You","Self","813","1"
"20","1","77","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","857","1"
"20","1","78","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","409","0"
"20","1","79","circle","you","self-matching","Matching","you","You","Self","you","You","Self","651","1"
"20","1","80","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","895","0"
"20","1","81","circle","you","self-matching","Matching","you","You","Self","you","You","Self","598","1"
"20","1","82","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","552","0"
"20","1","83","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","588","0"
"20","1","84","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","595","0"
"20","1","85","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","887","1"
"20","1","86","circle","you","self-matching","Matching","you","You","Self","you","You","Self","758","1"
"20","1","87","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","625","1"
"20","1","88","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","476","0"
"20","1","89","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","763","1"
"20","1","90","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","417","0"
"20","1","91","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","NA","NA"
"20","1","92","circle","you","self-matching","Matching","you","You","Self","you","You","Self","431","1"
"20","1","93","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","622","0"
"20","1","94","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","885","1"
"20","1","95","circle","you","self-matching","Matching","you","You","Self","you","You","Self","801","1"
"20","1","96","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","709","1"
"20","1","97","circle","you","self-matching","Matching","you","You","Self","you","You","Self","561","1"
"20","1","98","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","700","0"
"20","1","99","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","862","0"
"20","1","100","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","635","0"
"20","1","101","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","724","0"
"20","1","102","circle","you","self-matching","Matching","you","You","Self","you","You","Self","868","1"
"20","1","103","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","661","0"
"20","1","104","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","687","0"
"20","1","105","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","879","1"
"20","1","106","circle","you","self-matching","Matching","you","You","Self","you","You","Self","460","1"
"20","1","107","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","617","0"
"20","1","108","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","511","0"
"20","1","109","circle","you","self-matching","Matching","you","You","Self","you","You","Self","514","1"
"20","1","110","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","706","1"
"20","1","111","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","694","0"
"20","1","112","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","1034","1"
"20","1","113","circle","you","self-matching","Matching","you","You","Self","you","You","Self","723","1"
"20","1","114","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","540","1"
"20","1","115","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","1011","1"
"20","1","116","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","457","0"
"20","1","117","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","904","0"
"20","1","118","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","468","0"
"20","1","119","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","454","0"
"20","1","120","circle","you","self-matching","Matching","you","You","Self","you","You","Self","590","1"
"20","2","121","circle","you","self-matching","Matching","you","You","Self","you","You","Self","572","1"
"20","2","122","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","277","1"
"20","2","123","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","704","0"
"20","2","124","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","538","0"
"20","2","125","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","688","1"
"20","2","126","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","905","0"
"20","2","127","circle","you","self-matching","Matching","you","You","Self","you","You","Self","689","1"
"20","2","128","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","573","0"
"20","2","129","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","755","1"
"20","2","130","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","831","1"
"20","2","131","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","648","1"
"20","2","132","circle","you","self-matching","Matching","you","You","Self","you","You","Self","524","1"
"20","2","133","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","778","1"
"20","2","134","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","977","1"
"20","2","135","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","874","1"
"20","2","136","circle","you","self-matching","Matching","you","You","Self","you","You","Self","593","1"
"20","2","137","circle","you","self-matching","Matching","you","You","Self","you","You","Self","704","1"
"20","2","138","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","643","1"
"20","2","139","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","913","1"
"20","2","140","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","680","1"
"20","2","141","circle","you","self-matching","Matching","you","You","Self","you","You","Self","686","0"
"20","2","142","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","797","1"
"20","2","143","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","461","0"
"20","2","144","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","633","1"
"20","2","145","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","NA","NA"
"20","2","146","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","859","1"
"20","2","147","circle","you","self-matching","Matching","you","You","Self","you","You","Self","399","1"
"20","2","148","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","492","0"
"20","2","149","circle","you","self-matching","Matching","you","You","Self","you","You","Self","823","1"
"20","2","150","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","550","1"
"20","2","151","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","599","1"
"20","2","152","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","498","1"
"20","2","153","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","801","1"
"20","2","154","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","657","1"
"20","2","155","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","446","1"
"20","2","156","circle","you","self-matching","Matching","you","You","Self","you","You","Self","380","1"
"20","2","157","circle","you","self-matching","Matching","you","You","Self","you","You","Self","522","1"
"20","2","158","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","576","1"
"20","2","159","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","750","1"
"20","2","160","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","630","1"
"20","2","161","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","578","1"
"20","2","162","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","973","1"
"20","2","163","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","637","1"
"20","2","164","circle","you","self-matching","Matching","you","You","Self","you","You","Self","734","1"
"20","2","165","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","419","0"
"20","2","166","circle","you","self-matching","Matching","you","You","Self","you","You","Self","467","1"
"20","2","167","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","751","1"
"20","2","168","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","577","0"
"20","2","169","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","634","0"
"20","2","170","circle","you","self-matching","Matching","you","You","Self","you","You","Self","490","1"
"20","2","171","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","550","0"
"20","2","172","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","702","1"
"20","2","173","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","612","0"
"20","2","174","circle","you","self-matching","Matching","you","You","Self","you","You","Self","587","1"
"20","2","175","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","640","0"
"20","2","176","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","826","1"
"20","2","177","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","633","1"
"20","2","178","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","697","0"
"20","2","179","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","628","1"
"20","2","180","circle","you","self-matching","Matching","you","You","Self","you","You","Self","896","1"
"20","2","181","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","598","1"
"20","2","182","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","377","0"
"20","2","183","circle","you","self-matching","Matching","you","You","Self","you","You","Self","567","1"
"20","2","184","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","546","0"
"20","2","185","circle","you","self-matching","Matching","you","You","Self","you","You","Self","441","1"
"20","2","186","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","692","1"
"20","2","187","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","542","0"
"20","2","188","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","841","0"
"20","2","189","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","574","0"
"20","2","190","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","593","0"
"20","2","191","circle","you","self-matching","Matching","you","You","Self","you","You","Self","743","1"
"20","2","192","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","827","1"
"20","2","193","circle","you","self-matching","Matching","you","You","Self","you","You","Self","569","1"
"20","2","194","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","470","0"
"20","2","195","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","623","1"
"20","2","196","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","630","1"
"20","2","197","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","539","1"
"20","2","198","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","750","1"
"20","2","199","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","650","1"
"20","2","200","circle","you","self-matching","Matching","you","You","Self","you","You","Self","467","1"
"20","2","201","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","561","0"
"20","2","202","circle","you","self-matching","Matching","you","You","Self","you","You","Self","517","1"
"20","2","203","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","568","1"
"20","2","204","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","412","0"
"20","2","205","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","456","0"
"20","2","206","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","657","1"
"20","2","207","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","854","1"
"20","2","208","circle","you","self-matching","Matching","you","You","Self","you","You","Self","587","1"
"20","2","209","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","569","0"
"20","2","210","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","843","1"
"20","2","211","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","692","1"
"20","2","212","circle","you","self-matching","Matching","you","You","Self","you","You","Self","558","1"
"20","2","213","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","645","1"
"20","2","214","circle","you","self-matching","Matching","you","You","Self","you","You","Self","720","1"
"20","2","215","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","673","0"
"20","2","216","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","769","0"
"20","2","217","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","954","1"
"20","2","218","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","547","0"
"20","2","219","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","750","1"
"20","2","220","circle","you","self-matching","Matching","you","You","Self","you","You","Self","711","1"
"20","2","221","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","734","1"
"20","2","222","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","637","0"
"20","2","223","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","628","1"
"20","2","224","circle","you","self-matching","Matching","you","You","Self","you","You","Self","816","1"
"20","2","225","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","619","1"
"20","2","226","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","1066","1"
"20","2","227","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","650","1"
"20","2","228","circle","you","self-matching","Matching","you","You","Self","you","You","Self","475","1"
"20","2","229","circle","you","self-matching","Matching","you","You","Self","you","You","Self","923","1"
"20","2","230","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","629","1"
"20","2","231","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","602","0"
"20","2","232","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","688","1"
"20","2","233","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","857","1"
"20","2","234","circle","you","self-matching","Matching","you","You","Self","you","You","Self","674","1"
"20","2","235","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","875","1"
"20","2","236","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","816","1"
"20","2","237","square","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","1012","1"
"20","2","238","circle","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","589","0"
"20","2","239","square","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","614","1"
"20","2","240","circle","you","self-matching","Matching","you","You","Self","you","You","Self","662","1"
"21","1","1","square","you","self-matching","Matching","you","You","Self","you","You","Self","766","0"
"21","1","2","circle","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","539","1"
"21","1","3","circle","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","291","1"
"21","1","4","square","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","502","1"
"21","1","5","circle","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","722","1"
"21","1","6","circle","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","561","1"
"21","1","7","square","you","self-matching","Matching","you","You","Self","you","You","Self","510","1"
"21","1","8","square","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","621","1"
"21","1","9","circle","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","743","1"
"21","1","10","circle","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","563","0"
"21","1","11","square","you","self-matching","Matching","you","You","Self","you","You","Self","504","1"
"21","1","12","square","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","555","1"
"21","1","13","circle","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","714","0"
"21","1","14","square","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","767","1"
"21","1","15","square","you","self-matching","Matching","you","You","Self","you","You","Self","425","1"
"21","1","16","circle","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","729","1"
"21","1","17","square","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","699","0"
"21","1","18","circle","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","693","0"
"21","1","19","circle","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","882","1"
"21","1","20","square","you","self-matching","Matching","you","You","Self","you","You","Self","557","1"
"21","1","21","square","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","680","1"
"21","1","22","square","you","self-matching","Matching","you","You","Self","you","You","Self","663","1"
"21","1","23","circle","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","748","1"
"21","1","24","circle","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","662","1"
"21","1","25","square","you","self-matching","Matching","you","You","Self","you","You","Self","666","1"
"21","1","26","circle","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","550","1"
"21","1","27","circle","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","797","1"
"21","1","28","square","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","654","1"
"21","1","29","circle","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","1009","1"
"21","1","30","circle","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","563","1"
"21","1","31","square","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","911","1"
"21","1","32","square","you","self-matching","Matching","you","You","Self","you","You","Self","497","1"
"21","1","33","circle","stranger","self-matching","Matching","stranger","Stranger","Stranger","stranger","Stranger","Stranger","559","0"
"21","1","34","square","you","self-matching","Matching","you","You","Self","you","You","Self","538","1"
"21","1","35","square","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","628","1"
"21","1","36","circle","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","723","1"
"21","1","37","square","you","self-matching","Matching","you","You","Self","you","You","Self","680","1"
"21","1","38","circle","you","self-matching","Nonmatching","you","You","Self","stranger","Stranger","Stranger","669","1"
"21","1","39","square","stranger","self-matching","Nonmatching","stranger","Stranger","Stranger","you","You","Self","768","1"
