"Subject","phase","condition","label","shape","correct","match","label_identity","shape_identity","group","key_resp.keys","key_resp.corr","key_resp.rt","key_resp_formal.keys","key_resp_formal.corr","key_resp_formal.rt","ID","age","sex","date","expName","psychopyVersion","frameRate"
"126","formal","2A","self","rectangle.png","m",0,1,3,3,NA,NA,NA,"m",1,0.5966684,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","friend","rectangle.png","m",0,2,3,3,NA,NA,NA,"m",1,0.5822137,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","other","rectangle.png","z",1,3,3,3,NA,NA,NA,"z",1,0.5360048,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","other","triangle.png","m",0,3,2,3,NA,NA,NA,"m",1,0.5720472,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","self","triangle.png","m",0,1,2,3,NA,NA,NA,"m",1,0.5904015,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","self","rectangle.png","m",0,1,3,3,NA,NA,NA,"m",1,0.6094601,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","other","circle.png","m",0,3,1,3,NA,NA,NA,"m",1,0.5471143,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","self","circle.png","z",1,1,1,3,NA,NA,NA,"m",0,0.534013,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","other","circle.png","m",0,3,1,3,NA,NA,NA,"m",1,0.5472586,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","other","triangle.png","m",0,3,2,3,NA,NA,NA,"m",1,0.8075076,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","friend","triangle.png","z",1,2,2,3,NA,NA,NA,"z",1,0.584904,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","friend","triangle.png","z",1,2,2,3,NA,NA,NA,"z",1,0.4263373,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","friend","triangle.png","z",1,2,2,3,NA,NA,NA,"z",1,0.4996485,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","other","rectangle.png","z",1,3,3,3,NA,NA,NA,"z",1,0.6105093,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","self","circle.png","z",1,1,1,3,NA,NA,NA,"z",1,0.451627,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","friend","rectangle.png","m",0,2,3,3,NA,NA,NA,"m",1,0.5142073,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","self","circle.png","z",1,1,1,3,NA,NA,NA,"z",1,0.5194969,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","friend","circle.png","m",0,2,1,3,NA,NA,NA,"m",1,0.6929415,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","friend","rectangle.png","m",0,2,3,3,NA,NA,NA,"z",0,0.7719123,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","other","circle.png","m",0,3,1,3,NA,NA,NA,"m",1,0.6946038,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","self","circle.png","z",1,1,1,3,NA,NA,NA,"z",1,0.6996608,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","friend","triangle.png","z",1,2,2,3,NA,NA,NA,"z",1,0.529289,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","friend","triangle.png","z",1,2,2,3,NA,NA,NA,"z",1,0.501864,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","friend","circle.png","m",0,2,1,3,NA,NA,NA,"z",0,0.6192109,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","self","circle.png","z",1,1,1,3,NA,NA,NA,"z",1,0.4758705,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","friend","triangle.png","z",1,2,2,3,NA,NA,NA,"z",1,0.5705457,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","other","triangle.png","m",0,3,2,3,NA,NA,NA,"m",1,0.6931275,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","other","triangle.png","m",0,3,2,3,NA,NA,NA,"m",1,0.8182845,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","friend","circle.png","m",0,2,1,3,NA,NA,NA,"m",1,0.70795,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","self","circle.png","z",1,1,1,3,NA,NA,NA,"z",1,0.4576838,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","other","circle.png","m",0,3,1,3,NA,NA,NA,"m",1,0.5520918,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","self","circle.png","z",1,1,1,3,NA,NA,NA,"z",1,0.5807401,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","other","circle.png","m",0,3,1,3,NA,NA,NA,"m",1,0.5663256,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","friend","rectangle.png","m",0,2,3,3,NA,NA,NA,"m",1,0.5150551,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","self","circle.png","z",1,1,1,3,NA,NA,NA,"z",1,0.5429416,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","friend","rectangle.png","m",0,2,3,3,NA,NA,NA,"m",1,0.5636917,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","friend","circle.png","m",0,2,1,3,NA,NA,NA,"m",1,0.7984677,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","other","triangle.png","m",0,3,2,3,NA,NA,NA,"m",1,0.5931129,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","friend","triangle.png","z",1,2,2,3,NA,NA,NA,"z",1,0.5067633,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","other","rectangle.png","z",1,3,3,3,NA,NA,NA,"z",1,0.5433923,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","other","rectangle.png","z",1,3,3,3,NA,NA,NA,"z",1,0.8765905,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","other","rectangle.png","z",1,3,3,3,NA,NA,NA,"z",1,0.602579,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","other","rectangle.png","z",1,3,3,3,NA,NA,NA,"z",1,0.6042081,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","self","circle.png","z",1,1,1,3,NA,NA,NA,"z",1,0.5425644,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","other","circle.png","m",0,3,1,3,NA,NA,NA,"m",1,0.5150656,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","self","circle.png","z",1,1,1,3,NA,NA,NA,"z",1,0.4559793,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","self","rectangle.png","m",0,1,3,3,NA,NA,NA,"m",1,0.5180818,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","friend","triangle.png","z",1,2,2,3,NA,NA,NA,"z",1,0.5238392,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","self","rectangle.png","m",0,1,3,3,NA,NA,NA,"m",1,0.5536497,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","other","triangle.png","m",0,3,2,3,NA,NA,NA,"m",1,0.7248995,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","friend","rectangle.png","m",0,2,3,3,NA,NA,NA,"m",1,0.6735964,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","friend","rectangle.png","m",0,2,3,3,NA,NA,NA,"z",0,0.7281541,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","friend","circle.png","m",0,2,1,3,NA,NA,NA,"m",1,0.5821173,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","friend","circle.png","m",0,2,1,3,NA,NA,NA,"m",1,0.6885063,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","friend","triangle.png","z",1,2,2,3,NA,NA,NA,"z",1,0.5499242,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","self","circle.png","z",1,1,1,3,NA,NA,NA,"z",1,0.5376743,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","friend","circle.png","m",0,2,1,3,NA,NA,NA,"m",1,0.6061595,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","self","circle.png","z",1,1,1,3,NA,NA,NA,"z",1,0.5427404,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","self","rectangle.png","m",0,1,3,3,NA,NA,NA,"m",1,0.4917348,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","friend","triangle.png","z",1,2,2,3,NA,NA,NA,"z",1,0.4959191,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","other","circle.png","m",0,3,1,3,NA,NA,NA,"m",1,0.5007516,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","other","circle.png","m",0,3,1,3,NA,NA,NA,"m",1,0.4835434,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","other","rectangle.png","z",1,3,3,3,NA,NA,NA,"z",1,0.6258872,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","other","rectangle.png","z",1,3,3,3,NA,NA,NA,"z",1,0.6595895,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","self","circle.png","z",1,1,1,3,NA,NA,NA,"z",1,0.4838328,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","self","circle.png","z",1,1,1,3,NA,NA,NA,"z",1,0.4912735,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","self","triangle.png","m",0,1,2,3,NA,NA,NA,"m",1,0.5353566,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","other","triangle.png","m",0,3,2,3,NA,NA,NA,"m",1,0.5722392,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","self","triangle.png","m",0,1,2,3,NA,NA,NA,"m",1,0.7977985,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","self","triangle.png","m",0,1,2,3,NA,NA,NA,"z",0,0.4471375,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","self","circle.png","z",1,1,1,3,NA,NA,NA,"z",1,0.4550605,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","friend","triangle.png","z",1,2,2,3,NA,NA,NA,"z",1,0.6393128,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","self","triangle.png","m",0,1,2,3,NA,NA,NA,"m",1,0.4380164,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","self","circle.png","z",1,1,1,3,NA,NA,NA,"z",1,0.4777877,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","friend","triangle.png","z",1,2,2,3,NA,NA,NA,"m",0,0.6124785,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","self","rectangle.png","m",0,1,3,3,NA,NA,NA,"m",1,0.5652745,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","self","rectangle.png","m",0,1,3,3,NA,NA,NA,"m",1,0.601168,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","friend","rectangle.png","m",0,2,3,3,NA,NA,NA,"m",1,0.6594286,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","friend","circle.png","m",0,2,1,3,NA,NA,NA,"m",1,0.6355153,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","other","rectangle.png","z",1,3,3,3,NA,NA,NA,"z",1,0.8103306,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","friend","circle.png","m",0,2,1,3,NA,NA,NA,"m",1,0.5948013,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","other","rectangle.png","z",1,3,3,3,NA,NA,NA,"z",1,0.6454677,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","other","rectangle.png","z",1,3,3,3,NA,NA,NA,"z",1,0.5973404,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","other","circle.png","m",0,3,1,3,NA,NA,NA,"m",1,0.4795233,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","other","rectangle.png","z",1,3,3,3,NA,NA,NA,"z",1,0.5186683,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","friend","circle.png","m",0,2,1,3,NA,NA,NA,"m",1,0.6353696,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","other","circle.png","m",0,3,1,3,NA,NA,NA,"m",1,0.5318991,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","friend","circle.png","m",0,2,1,3,NA,NA,NA,"m",1,0.6320738,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","self","circle.png","z",1,1,1,3,NA,NA,NA,"z",1,0.5352275,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","other","rectangle.png","z",1,3,3,3,NA,NA,NA,"z",1,0.555397,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","friend","circle.png","m",0,2,1,3,NA,NA,NA,"m",1,0.6560315,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","self","circle.png","z",1,1,1,3,NA,NA,NA,"m",0,0.5196262,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","self","triangle.png","m",0,1,2,3,NA,NA,NA,"m",1,0.5392622,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","friend","triangle.png","z",1,2,2,3,NA,NA,NA,"z",1,0.4805467,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","friend","triangle.png","z",1,2,2,3,NA,NA,NA,"m",0,0.525543,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","self","rectangle.png","m",0,1,3,3,NA,NA,NA,"m",1,0.5058499,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","friend","rectangle.png","m",0,2,3,3,NA,NA,NA,"m",1,0.5039919,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","friend","triangle.png","z",1,2,2,3,NA,NA,NA,"z",1,0.4466048,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","self","triangle.png","m",0,1,2,3,NA,NA,NA,"m",1,0.6681209,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","friend","triangle.png","z",1,2,2,3,NA,NA,NA,"z",1,0.51502,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","other","triangle.png","m",0,3,2,3,NA,NA,NA,"m",1,0.465802,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","friend","triangle.png","z",1,2,2,3,NA,NA,NA,"m",0,0.5366211,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","other","rectangle.png","z",1,3,3,3,NA,NA,NA,"z",1,0.565337,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","friend","triangle.png","z",1,2,2,3,NA,NA,NA,"z",1,0.5297082,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","self","circle.png","z",1,1,1,3,NA,NA,NA,"z",1,0.5890828,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","self","circle.png","z",1,1,1,3,NA,NA,NA,"z",1,0.7110508,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","other","triangle.png","m",0,3,2,3,NA,NA,NA,"m",1,0.4844369,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","friend","triangle.png","z",1,2,2,3,NA,NA,NA,"z",1,0.5239623,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","other","triangle.png","m",0,3,2,3,NA,NA,NA,"m",1,0.6326637,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","other","rectangle.png","z",1,3,3,3,NA,NA,NA,"z",1,0.6012742,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","friend","rectangle.png","m",0,2,3,3,NA,NA,NA,"m",1,0.6591042,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","other","rectangle.png","z",1,3,3,3,NA,NA,NA,"z",1,0.6902501,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","other","circle.png","m",0,3,1,3,NA,NA,NA,"m",1,0.5306962,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","self","circle.png","z",1,1,1,3,NA,NA,NA,"z",1,0.5738135,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","other","rectangle.png","z",1,3,3,3,NA,NA,NA,"m",0,0.5444898,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","self","circle.png","z",1,1,1,3,NA,NA,NA,"z",1,0.868795,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","self","triangle.png","m",0,1,2,3,NA,NA,NA,"z",0,0.5056537,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","other","rectangle.png","z",1,3,3,3,NA,NA,NA,"z",1,0.5586237,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","other","circle.png","m",0,3,1,3,NA,NA,NA,"m",1,0.5613223,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","other","circle.png","m",0,3,1,3,NA,NA,NA,"m",1,0.6236316,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","friend","triangle.png","z",1,2,2,3,NA,NA,NA,"z",1,0.4649789,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","other","triangle.png","m",0,3,2,3,NA,NA,NA,"m",1,0.4396958,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","other","circle.png","m",0,3,1,3,NA,NA,NA,"m",1,0.6890562,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","other","rectangle.png","z",1,3,3,3,NA,NA,NA,"z",1,0.5913466,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","other","triangle.png","m",0,3,2,3,NA,NA,NA,"m",1,0.4970049,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","friend","rectangle.png","m",0,2,3,3,NA,NA,NA,"m",1,0.541812,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","self","circle.png","z",1,1,1,3,NA,NA,NA,"z",1,0.4015649,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","other","rectangle.png","z",1,3,3,3,NA,NA,NA,"z",1,0.51594,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","friend","triangle.png","z",1,2,2,3,NA,NA,NA,"z",1,0.5300091,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","other","rectangle.png","z",1,3,3,3,NA,NA,NA,"z",1,0.4772998,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","self","rectangle.png","m",0,1,3,3,NA,NA,NA,"m",1,0.4924271,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","self","circle.png","z",1,1,1,3,NA,NA,NA,"z",1,0.3695345,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","other","rectangle.png","z",1,3,3,3,NA,NA,NA,"z",1,0.5317387,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","other","circle.png","m",0,3,1,3,NA,NA,NA,"m",1,0.5445225,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","friend","triangle.png","z",1,2,2,3,NA,NA,NA,"z",1,0.5965407,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","self","circle.png","z",1,1,1,3,NA,NA,NA,"m",0,0.5586449,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","friend","triangle.png","z",1,2,2,3,NA,NA,NA,"z",1,0.4983973,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","other","triangle.png","m",0,3,2,3,NA,NA,NA,"z",0,0.5039521,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","friend","triangle.png","z",1,2,2,3,NA,NA,NA,"z",1,0.4693476,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","friend","triangle.png","z",1,2,2,3,NA,NA,NA,"z",1,0.5410897,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","friend","rectangle.png","m",0,2,3,3,NA,NA,NA,"m",1,0.7446235,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","self","circle.png","z",1,1,1,3,NA,NA,NA,"z",1,0.4928562,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","self","rectangle.png","m",0,1,3,3,NA,NA,NA,"m",1,0.4833512,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","friend","triangle.png","z",1,2,2,3,NA,NA,NA,"z",1,0.4647174,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","friend","triangle.png","z",1,2,2,3,NA,NA,NA,"z",1,0.4812807,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","other","rectangle.png","z",1,3,3,3,NA,NA,NA,"z",1,0.5276125,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","other","circle.png","m",0,3,1,3,NA,NA,NA,"m",1,0.5407678,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","other","circle.png","m",0,3,1,3,NA,NA,NA,"m",1,0.5046521,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","other","triangle.png","m",0,3,2,3,NA,NA,NA,"m",1,0.5654202,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","self","rectangle.png","m",0,1,3,3,NA,NA,NA,"m",1,0.5372192,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","self","triangle.png","m",0,1,2,3,NA,NA,NA,"m",1,0.5256065,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","friend","triangle.png","z",1,2,2,3,NA,NA,NA,"z",1,0.5616137,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","other","rectangle.png","z",1,3,3,3,NA,NA,NA,"z",1,0.6375023,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","other","triangle.png","m",0,3,2,3,NA,NA,NA,"m",1,0.4691315,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","other","circle.png","m",0,3,1,3,NA,NA,NA,"m",1,0.5313609,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","self","circle.png","z",1,1,1,3,NA,NA,NA,"z",1,0.5761139,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","self","circle.png","z",1,1,1,3,NA,NA,NA,"z",1,0.731004,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","other","triangle.png","m",0,3,2,3,NA,NA,NA,"m",1,0.5361808,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","friend","triangle.png","z",1,2,2,3,NA,NA,NA,"z",1,0.5330041,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","other","circle.png","m",0,3,1,3,NA,NA,NA,"m",1,0.6016469,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
"126","formal","2A","friend","rectangle.png","m",0,2,3,3,NA,NA,NA,"z",0,0.5633388,126,19,"1","2023-08-30_13h32.41.938","SLM","2022.2.4",59.89566174
