"Subject","Block","Trial","Matching","Shape","Shape_Subtype","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","Label","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","RT_ms","RT_sec","ACC"
2102,8,14,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","You","Self","Self","Self",591,0.591,1
2102,8,15,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self",684,0.684,1
2102,8,16,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close",435,0.435,1
2102,8,17,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self",559,0.559,1
2102,8,18,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close",382,0.382,1
2102,8,19,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close",470,0.47,1
2102,8,20,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",346,0.346,1
2102,8,21,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self",625,0.625,1
2102,8,22,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger",588,0.588,1
2102,8,23,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","You","Self","Self","Self",515,0.515,1
2102,8,24,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","You","Self","Self","Self",455,0.455,1
2102,8,25,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close",425,0.425,1
2102,8,26,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self",604,0.604,1
2102,8,27,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self",487,0.487,1
2102,8,28,"Nonmatching","shape1.jpg","M","Self","Self","Self","Stranger","Stranger","Stranger","Stranger",707,0.707,0
2102,8,29,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",717,0.717,1
2102,8,30,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","You","Self","Self","Self",436,0.436,1
2102,8,31,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","You","Self","Self","Self",666,0.666,1
2102,8,32,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close",625,0.625,0
2102,8,33,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close",563,0.563,1
2102,8,34,"Nonmatching","shape1.jpg","M","Self","Self","Self","Friend","Friend","Friend","Close",619,0.619,1
2102,8,35,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger",882,0.882,1
2102,8,36,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self",447,0.447,1
2102,8,37,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self",522,0.522,1
2102,8,38,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",381,0.381,1
2102,8,39,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close",858,0.858,1
2102,8,40,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close",751,0.751,1
2102,8,41,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger",459,0.459,1
2102,8,42,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",402,0.402,1
2102,8,43,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close",511,0.511,1
2102,8,44,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self",411,0.411,1
2102,8,45,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","You","Self","Self","Self",422,0.422,1
2102,8,46,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close",567,0.567,1
2102,8,47,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close",373,0.373,1
2102,8,48,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self",389,0.389,1
2102,8,49,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close",505,0.505,1
2102,8,50,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",346,0.346,1
2102,8,51,"Nonmatching","shape1.jpg","M","Self","Self","Self","Friend","Friend","Friend","Close",833,0.833,1
2102,8,52,"Nonmatching","shape1.jpg","M","Self","Self","Self","Stranger","Stranger","Stranger","Stranger",453,0.453,1
2102,8,53,"Nonmatching","shape1.jpg","M","Self","Self","Self","Stranger","Stranger","Stranger","Stranger",419,0.419,1
2102,8,54,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",367,0.367,1
2102,8,55,"Nonmatching","shape1.jpg","M","Self","Self","Self","Stranger","Stranger","Stranger","Stranger",419,0.419,1
2102,8,56,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",479,0.479,1
2102,8,57,"Nonmatching","shape1.jpg","M","Self","Self","Self","Friend","Friend","Friend","Close",336,0.336,1
2102,8,58,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",497,0.497,1
2102,8,59,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","You","Self","Self","Self",442,0.442,1
2102,8,60,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",408,0.408,1
2102,8,61,"Nonmatching","shape1.jpg","M","Self","Self","Self","Friend","Friend","Friend","Close",507,0.507,1
2102,8,62,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self",536,0.536,1
2102,8,63,"Nonmatching","shape1.jpg","M","Self","Self","Self","Stranger","Stranger","Stranger","Stranger",399,0.399,1
2102,8,64,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self",417,0.417,1
2102,8,65,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","You","Self","Self","Self",449,0.449,1
2102,8,66,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger",467,0.467,1
2102,8,67,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close",444,0.444,1
2102,8,68,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",404,0.404,1
2102,8,69,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close",348,0.348,1
2102,8,70,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","You","Self","Self","Self",520,0.52,1
2102,8,71,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close",449,0.449,1
2102,8,72,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close",533,0.533,1
2102,8,73,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger",405,0.405,1
2102,8,74,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","You","Self","Self","Self",487,0.487,1
2102,8,75,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self",593,0.593,1
2102,8,76,"Nonmatching","shape1.jpg","M","Self","Self","Self","Stranger","Stranger","Stranger","Stranger",429,0.429,1
2102,8,77,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",503,0.503,1
2102,8,78,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",473,0.473,1
2102,8,79,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","You","Self","Self","Self",485,0.485,1
2102,8,80,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger",458,0.458,1
2102,8,81,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self",460,0.46,1
2102,8,82,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger",615,0.615,1
2102,8,83,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close",466,0.466,1
2102,8,84,"Nonmatching","shape1.jpg","M","Self","Self","Self","Stranger","Stranger","Stranger","Stranger",446,0.446,1
2103,1,1,"Nonmatching","shape1.jpg","F","Self","Self","Self","Friend","Friend","Friend","Close",2004,2.004,1
2103,1,2,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",614,0.614,1
2103,1,3,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",809,0.809,0
2103,1,4,"Nonmatching","shape1.jpg","F","Self","Self","Self","Friend","Friend","Friend","Close",1157,1.157,1
2103,1,5,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",777,0.777,1
2103,1,6,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","You","Self","Self","Self",961,0.961,1
2103,1,7,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close",646,0.646,1
2103,1,8,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1586,1.586,1
2103,1,9,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1052,1.052,1
2103,1,10,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",857,0.857,1
2103,1,11,"Nonmatching","shape1.jpg","F","Self","Self","Self","Friend","Friend","Friend","Close",919,0.919,1
2103,1,12,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger",1174,1.174,1
2103,1,13,"Nonmatching","shape1.jpg","F","Self","Self","Self","Stranger","Stranger","Stranger","Stranger",819,0.819,1
2103,1,14,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",553,0.553,1
2103,1,15,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",1530,1.53,1
2103,1,16,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close",1521,1.521,1
2103,1,17,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close",881,0.881,1
2103,1,18,"Nonmatching","shape1.jpg","F","Self","Self","Self","Friend","Friend","Friend","Close",1245,1.245,1
2103,1,19,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close",1138,1.138,1
2103,1,20,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",879,0.879,1
2103,1,21,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",914,0.914,1
2103,1,22,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger",939,0.939,1
2103,1,23,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close",728,0.728,1
2103,1,24,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1179,1.179,1
2103,1,25,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",819,0.819,1
2103,1,26,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","You","Self","Self","Self",651,0.651,1
2103,1,27,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","You","Self","Self","Self",626,0.626,1
2103,1,28,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",795,0.795,1
2103,1,29,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1223,1.223,1
2103,1,30,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","You","Self","Self","Self",712,0.712,1
2103,1,31,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",707,0.707,1
2103,1,32,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close",750,0.75,1
2103,1,33,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",675,0.675,1
2103,1,34,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",731,0.731,1
2103,1,35,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","You","Self","Self","Self",683,0.683,1
2103,1,36,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",519,0.519,1
2103,1,37,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",712,0.712,1
2103,1,38,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1044,1.044,1
2103,1,39,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",606,0.606,1
2103,1,40,"Nonmatching","shape1.jpg","F","Self","Self","Self","Friend","Friend","Friend","Close",645,0.645,1
2103,1,41,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger",602,0.602,1
2103,1,42,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",585,0.585,1
2103,1,43,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1070,1.07,1
2103,1,44,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",733,0.733,1
2103,1,45,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close",650,0.65,1
2103,1,46,"Nonmatching","shape1.jpg","F","Self","Self","Self","Stranger","Stranger","Stranger","Stranger",911,0.911,1
2103,1,47,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",893,0.893,1
2103,1,48,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",630,0.63,1
2103,1,49,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",1183,1.183,1
2103,1,50,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","You","Self","Self","Self",999,0.999,1
2103,1,51,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","You","Self","Self","Self",603,0.603,1
2103,1,52,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",787,0.787,1
2103,1,53,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",727,0.727,1
2103,1,54,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","You","Self","Self","Self",1102,1.102,1
2103,1,55,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","You","Self","Self","Self",530,0.53,1
2103,1,56,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",1060,1.06,1
2103,1,57,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",631,0.631,1
2103,1,58,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger",791,0.791,1
2103,1,59,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","You","Self","Self","Self",1136,1.136,1
2103,1,60,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",680,0.68,1
2103,1,61,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",929,0.929,1
2103,1,62,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",584,0.584,1
2103,1,63,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",581,0.581,1
2103,1,64,"Nonmatching","shape1.jpg","F","Self","Self","Self","Stranger","Stranger","Stranger","Stranger",758,0.758,1
2103,1,65,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger",1055,1.055,1
2103,1,66,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger",570,0.57,1
2103,1,67,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",525,0.525,1
2103,1,68,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","You","Self","Self","Self",579,0.579,1
2103,1,69,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","You","Self","Self","Self",559,0.559,1
2103,1,70,"Nonmatching","shape1.jpg","F","Self","Self","Self","Friend","Friend","Friend","Close",863,0.863,1
2103,1,71,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",956,0.956,1
2103,1,72,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","You","Self","Self","Self",568,0.568,1
2103,1,73,"Nonmatching","shape1.jpg","F","Self","Self","Self","Stranger","Stranger","Stranger","Stranger",785,0.785,1
2103,1,74,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",903,0.903,1
2103,1,75,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger",523,0.523,1
2103,1,76,"Nonmatching","shape1.jpg","F","Self","Self","Self","Stranger","Stranger","Stranger","Stranger",655,0.655,1
2103,1,77,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","You","Self","Self","Self",946,0.946,1
2103,1,78,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",844,0.844,1
2103,1,79,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",772,0.772,1
2103,1,80,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",798,0.798,1
2103,1,81,"Nonmatching","shape1.jpg","F","Self","Self","Self","Stranger","Stranger","Stranger","Stranger",733,0.733,1
2103,1,82,"Nonmatching","shape1.jpg","F","Self","Self","Self","Stranger","Stranger","Stranger","Stranger",596,0.596,1
2103,1,83,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",788,0.788,1
2103,1,84,"Nonmatching","shape1.jpg","F","Self","Self","Self","Friend","Friend","Friend","Close",1037,1.037,1
2103,2,1,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close",1573,1.573,0
2103,2,2,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","You","Self","Self","Self",1457,1.457,1
2103,2,3,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1026,1.026,1
2103,2,4,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close",1309,1.309,1
2103,2,5,"Nonmatching","shape1.jpg","F","Self","Self","Self","Friend","Friend","Friend","Close",1165,1.165,1
2103,2,6,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1020,1.02,1
2103,2,7,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close",1177,1.177,1
2103,2,8,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger",862,0.862,1
2103,2,9,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",857,0.857,1
2103,2,10,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",1096,1.096,1
2103,2,11,"Nonmatching","shape1.jpg","F","Self","Self","Self","Stranger","Stranger","Stranger","Stranger",943,0.943,1
2103,2,12,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","You","Self","Self","Self",853,0.853,1
2103,2,13,"Nonmatching","shape1.jpg","F","Self","Self","Self","Stranger","Stranger","Stranger","Stranger",608,0.608,1
2103,2,14,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",939,0.939,1
2103,2,15,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",582,0.582,1
2103,2,16,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",507,0.507,1
2103,2,17,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","You","Self","Self","Self",558,0.558,1
2103,2,18,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",906,0.906,1
2103,2,19,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger",571,0.571,1
2103,2,20,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close",1153,1.153,1
2103,2,21,"Nonmatching","shape1.jpg","F","Self","Self","Self","Friend","Friend","Friend","Close",1010,1.01,1
2103,2,22,"Nonmatching","shape1.jpg","F","Self","Self","Self","Friend","Friend","Friend","Close",864,0.864,1
2103,2,23,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",701,0.701,1
2103,2,24,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",912,0.912,1
2103,2,25,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",484,0.484,1
2103,2,26,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close",640,0.64,1
2103,2,27,"Nonmatching","shape1.jpg","F","Self","Self","Self","Friend","Friend","Friend","Close",970,0.97,1
2103,2,28,"Nonmatching","shape1.jpg","F","Self","Self","Self","Stranger","Stranger","Stranger","Stranger",683,0.683,1
2103,2,29,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","You","Self","Self","Self",1159,1.159,1
2103,2,30,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",939,0.939,1
2103,2,31,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger",1049,1.049,1
2103,2,32,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",782,0.782,1
2103,2,33,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1522,1.522,1
2103,2,34,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",507,0.507,1
2103,2,35,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","You","Self","Self","Self",1065,1.065,0
2103,2,36,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",543,0.543,1
2103,2,37,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger",820,0.82,1
2103,2,38,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","You","Self","Self","Self",639,0.639,1
2103,2,39,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",815,0.815,1
2103,2,40,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",561,0.561,1
2103,2,41,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger",782,0.782,1
2103,2,42,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger",565,0.565,1
2103,2,43,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",763,0.763,1
2103,2,44,"Nonmatching","shape1.jpg","F","Self","Self","Self","Friend","Friend","Friend","Close",617,0.617,1
2103,2,45,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","You","Self","Self","Self",1240,1.24,1
2103,2,46,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close",954,0.954,1
2103,2,47,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","You","Self","Self","Self",603,0.603,1
2103,2,48,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",1069,1.069,1
2103,2,49,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",571,0.571,1
2103,2,50,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",469,0.469,1
2103,2,51,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",741,0.741,1
2103,2,52,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",565,0.565,1
2103,2,53,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","You","Self","Self","Self",997,0.997,1
2103,2,54,"Nonmatching","shape1.jpg","F","Self","Self","Self","Stranger","Stranger","Stranger","Stranger",1536,1.536,1
2103,2,55,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",751,0.751,1
2103,2,56,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",946,0.946,1
2103,2,57,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","You","Self","Self","Self",642,0.642,1
2103,2,58,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",796,0.796,1
2103,2,59,"Nonmatching","shape1.jpg","F","Self","Self","Self","Stranger","Stranger","Stranger","Stranger",856,0.856,1
2103,2,60,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",540,0.54,1
2103,2,61,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",1209,1.209,1
2103,2,62,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","You","Self","Self","Self",1038,1.038,1
2103,2,63,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",462,0.462,1
2103,2,64,"Nonmatching","shape1.jpg","F","Self","Self","Self","Stranger","Stranger","Stranger","Stranger",678,0.678,1
2103,2,65,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",473,0.473,1
2103,2,66,"Matching","shape3.jpg","F","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger",467,0.467,1
2103,2,67,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",566,0.566,1
2103,2,68,"Nonmatching","shape1.jpg","F","Self","Self","Self","Friend","Friend","Friend","Close",583,0.583,1
2103,2,69,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",643,0.643,1
2103,2,70,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",403,0.403,1
2103,2,71,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",562,0.562,1
2103,2,72,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",392,0.392,1
2103,2,73,"Nonmatching","shape1.jpg","F","Self","Self","Self","Friend","Friend","Friend","Close",602,0.602,0
2103,2,74,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","You","Self","Self","Self",553,0.553,1
2103,2,75,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",542,0.542,1
2103,2,76,"Matching","shape1.jpg","F","Self","Self","Self","You","Self","Self","Self",406,0.406,1
2103,2,77,"Nonmatching","shape1.jpg","F","Self","Self","Self","Stranger","Stranger","Stranger","Stranger",773,0.773,1
2103,2,78,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close",900,0.9,1
2103,2,79,"Nonmatching","shape3.jpg","F","Stranger","Stranger","Stranger","You","Self","Self","Self",507,0.507,1
2103,2,80,"Matching","shape2.jpg","F","Friend","Friend","Close","Friend","Friend","Friend","Close",789,0.789,1
2103,2,81,"Nonmatching","shape2.jpg","F","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger",664,0.664,1
