"Subject","Block","Trial","Matching","Shape","Shape_Subtype","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","Label","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Response","RT_ms","RT_sec","ACC"
1102,1,22,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","z",949,0.949,1
1102,1,23,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","You","Self","Self","Self","z",913,0.913,1
1102,1,24,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",401,0.401,1
1102,1,25,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","You","Self","Self","Self","z",659,0.659,1
1102,1,26,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","You","Self","Self","Self","z",768,0.768,1
1102,1,27,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",563,0.563,1
1102,1,28,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",441,0.441,1
1102,1,29,"Nonmatching","shape1.jpg","M","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","z",1055,1.055,1
1102,1,30,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",809,0.809,1
1102,1,31,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",453,0.453,1
1102,1,32,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",569,0.569,1
1102,1,33,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",706,0.706,1
1102,1,34,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","You","Self","Self","Self","z",828,0.828,1
1102,1,35,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",918,0.918,1
1102,1,36,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",489,0.489,1
1102,1,37,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","z",773,0.773,1
1102,1,38,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",393,0.393,1
1102,1,39,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","z",666,0.666,1
1102,1,40,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","You","Self","Self","Self","z",557,0.557,1
1102,1,41,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",671,0.671,1
1102,1,42,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",470,0.47,1
1102,1,43,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",335,0.335,1
1102,1,44,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",855,0.855,1
1102,1,45,"Nonmatching","shape1.jpg","M","Self","Self","Self","Friend","Friend","Friend","Close","z",587,0.587,1
1102,1,46,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",414,0.414,1
1102,1,47,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",403,0.403,1
1102,1,48,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","z",730,0.73,1
1102,1,49,"Nonmatching","shape1.jpg","M","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","z",439,0.439,1
1102,1,50,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","z",568,0.568,1
1102,1,51,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","z",622,0.622,1
1102,1,52,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",710,0.71,1
1102,1,53,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",713,0.713,1
1102,1,54,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","z",473,0.473,1
1102,1,55,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",613,0.613,1
1102,1,56,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",397,0.397,1
1102,1,57,"Nonmatching","shape1.jpg","M","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","z",719,0.719,1
1102,1,58,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","You","Self","Self","Self","z",629,0.629,1
1102,1,59,"Nonmatching","shape1.jpg","M","Self","Self","Self","Friend","Friend","Friend","Close","z",608,0.608,1
1102,1,60,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",428,0.428,1
1102,1,61,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","You","Self","Self","Self","z",565,0.565,1
1102,1,62,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",366,0.366,1
1102,1,63,"Nonmatching","shape1.jpg","M","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","z",367,0.367,1
1102,1,64,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",491,0.491,1
1102,1,65,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","You","Self","Self","Self","z",415,0.415,1
1102,1,66,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",387,0.387,1
1102,1,67,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","z",973,0.973,1
1102,1,68,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",578,0.578,1
1102,1,69,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","z",853,0.853,1
1102,1,70,"Nonmatching","shape1.jpg","M","Self","Self","Self","Friend","Friend","Friend","Close","z",685,0.685,1
1102,1,71,"Nonmatching","shape1.jpg","M","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","z",539,0.539,1
1102,1,72,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",387,0.387,1
1102,1,73,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","You","Self","Self","Self","z",659,0.659,1
1102,1,74,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",656,0.656,1
1102,1,75,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",720,0.72,1
1102,1,76,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","z",571,0.571,1
1102,1,77,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",875,0.875,1
1102,1,78,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","z",522,0.522,1
1102,1,79,"Nonmatching","shape1.jpg","M","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","z",486,0.486,1
1102,1,80,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","z",618,0.618,1
1102,1,81,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",491,0.491,1
1102,1,82,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",644,0.644,1
1102,1,83,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","You","Self","Self","Self","z",569,0.569,1
1102,1,84,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",399,0.399,1
1102,2,1,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","You","Self","Self","Self","z",709,0.709,1
1102,2,2,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",525,0.525,1
1102,2,3,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","You","Self","Self","Self","z",690,0.69,1
1102,2,4,"Nonmatching","shape1.jpg","M","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","z",449,0.449,1
1102,2,5,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","You","Self","Self","Self","z",626,0.626,1
1102,2,6,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",445,0.445,1
1102,2,7,"Nonmatching","shape1.jpg","M","Self","Self","Self","Friend","Friend","Friend","Close","z",701,0.701,1
1102,2,8,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",350,0.35,1
1102,2,9,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",400,0.4,1
1102,2,10,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","z",1088,1.088,1
1102,2,11,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",497,0.497,1
1102,2,12,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",417,0.417,1
1102,2,13,"Nonmatching","shape1.jpg","M","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","z",764,0.764,1
1102,2,14,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",511,0.511,1
1102,2,15,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",1017,1.017,1
1102,2,16,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","z",839,0.839,1
1102,2,17,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",443,0.443,1
1102,2,18,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",527,0.527,1
1102,2,19,"Nonmatching","shape1.jpg","M","Self","Self","Self","Friend","Friend","Friend","Close","z",616,0.616,1
1102,2,20,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",839,0.839,1
1102,2,21,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",447,0.447,1
1102,2,22,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","You","Self","Self","Self","z",685,0.685,1
1102,2,23,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",441,0.441,1
1102,2,24,"Nonmatching","shape1.jpg","M","Self","Self","Self","Friend","Friend","Friend","Close","z",543,0.543,1
1102,2,25,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",436,0.436,1
1102,2,26,"Nonmatching","shape1.jpg","M","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","z",615,0.615,1
1102,2,27,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","z",692,0.692,1
1102,2,28,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",520,0.52,1
1102,2,29,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",516,0.516,1
1102,2,30,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",529,0.529,1
1102,2,31,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",377,0.377,1
1102,2,32,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",499,0.499,1
1102,2,33,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",567,0.567,1
1102,2,34,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",352,0.352,1
1102,2,35,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",370,0.37,1
1102,2,36,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",596,0.596,1
1102,2,37,"Nonmatching","shape1.jpg","M","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","z",668,0.668,1
1102,2,38,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","z",648,0.648,1
1102,2,39,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",743,0.743,1
1102,2,40,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","z",447,0.447,1
1102,2,41,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","z",524,0.524,1
1102,2,42,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","z",586,0.586,1
1102,2,43,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","You","Self","Self","Self","z",602,0.602,1
1102,2,44,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","You","Self","Self","Self","z",651,0.651,1
1102,2,45,"Nonmatching","shape1.jpg","M","Self","Self","Self","Friend","Friend","Friend","Close","z",630,0.63,1
1102,2,46,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","You","Self","Self","Self","z",415,0.415,1
1102,2,47,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","z",558,0.558,1
1102,2,48,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","You","Self","Self","Self","z",687,0.687,1
1102,2,49,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","z",555,0.555,1
1102,2,50,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",454,0.454,1
1102,2,51,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","z",713,0.713,0
1102,2,52,"Nonmatching","shape1.jpg","M","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","z",813,0.813,1
1102,2,53,"Nonmatching","shape1.jpg","M","Self","Self","Self","Friend","Friend","Friend","Close","z",909,0.909,1
1102,2,54,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",458,0.458,1
1102,2,55,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",649,0.649,1
1102,2,56,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","You","Self","Self","Self","z",1130,1.13,1
1102,2,57,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",473,0.473,1
1102,2,58,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","You","Self","Self","Self","z",566,0.566,1
1102,2,59,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","z",804,0.804,1
1102,2,60,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",716,0.716,1
1102,2,61,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","z",541,0.541,1
1102,2,62,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","z",972,0.972,1
1102,2,63,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",642,0.642,1
1102,2,64,"Nonmatching","shape1.jpg","M","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","z",659,0.659,1
1102,2,65,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",523,0.523,1
1102,2,66,"Nonmatching","shape1.jpg","M","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","z",645,0.645,1
1102,2,67,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",440,0.44,1
1102,2,68,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","z",645,0.645,1
1102,2,69,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",451,0.451,1
1102,2,70,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","You","Self","Self","Self","z",383,0.383,1
1102,2,71,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",503,0.503,1
1102,2,72,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","You","Self","Self","Self","z",371,0.371,1
1102,2,73,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",1230,1.23,1
1102,2,74,"Nonmatching","shape1.jpg","M","Self","Self","Self","Friend","Friend","Friend","Close","z",641,0.641,1
1102,2,75,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",604,0.604,1
1102,2,76,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",620,0.62,1
1102,2,77,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",367,0.367,1
1102,2,78,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","You","Self","Self","Self","z",667,0.667,1
1102,2,79,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","You","Self","Self","Self","z",895,0.895,1
1102,2,80,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","z",513,0.513,1
1102,2,81,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",529,0.529,1
1102,2,82,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",490,0.49,1
1102,2,83,"Nonmatching","shape1.jpg","M","Self","Self","Self","Friend","Friend","Friend","Close","z",619,0.619,1
1102,2,84,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",407,0.407,1
1102,3,1,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",879,0.879,1
1102,3,2,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",577,0.577,1
1102,3,3,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",459,0.459,1
1102,3,4,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",649,0.649,1
1102,3,5,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",463,0.463,1
1102,3,6,"Nonmatching","shape1.jpg","M","Self","Self","Self","Friend","Friend","Friend","Close","z",554,0.554,1
1102,3,7,"Nonmatching","shape1.jpg","M","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","z",767,0.767,1
1102,3,8,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",583,0.583,1
1102,3,9,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",475,0.475,1
1102,3,10,"Nonmatching","shape1.jpg","M","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","z",596,0.596,1
1102,3,11,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",441,0.441,1
1102,3,12,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",394,0.394,1
1102,3,13,"Nonmatching","shape1.jpg","M","Self","Self","Self","Friend","Friend","Friend","Close","z",751,0.751,1
1102,3,14,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","z",713,0.713,1
1102,3,15,"Nonmatching","shape1.jpg","M","Self","Self","Self","Friend","Friend","Friend","Close","z",625,0.625,1
1102,3,16,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","z",432,0.432,1
1102,3,17,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",723,0.723,1
1102,3,18,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","z",664,0.664,1
1102,3,19,"Nonmatching","shape1.jpg","M","Self","Self","Self","Friend","Friend","Friend","Close","z",738,0.738,1
1102,3,20,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",391,0.391,1
1102,3,21,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","z",441,0.441,1
1102,3,22,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",461,0.461,1
1102,3,23,"Nonmatching","shape1.jpg","M","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","z",640,0.64,1
1102,3,24,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","z",453,0.453,1
1102,3,25,"Nonmatching","shape1.jpg","M","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","z",553,0.553,1
1102,3,26,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","You","Self","Self","Self","z",509,0.509,1
1102,3,27,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",413,0.413,1
1102,3,28,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",425,0.425,1
1102,3,29,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","You","Self","Self","Self","z",388,0.388,1
1102,3,30,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",875,0.875,1
1102,3,31,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",993,0.993,1
1102,3,32,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","You","Self","Self","Self","z",667,0.667,1
1102,3,33,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",699,0.699,1
1102,3,34,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","You","Self","Self","Self","z",651,0.651,1
1102,3,35,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",400,0.4,1
1102,3,36,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","z",551,0.551,1
1102,3,37,"Nonmatching","shape1.jpg","M","Self","Self","Self","Friend","Friend","Friend","Close","m",580,0.58,0
1102,3,38,"Nonmatching","shape1.jpg","M","Self","Self","Self","Friend","Friend","Friend","Close","z",814,0.814,1
1102,3,39,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","z",683,0.683,1
1102,3,40,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","z",464,0.464,1
1102,3,41,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","You","Self","Self","Self","z",975,0.975,1
1102,3,42,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",743,0.743,1
1102,3,43,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",473,0.473,1
1102,3,44,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",458,0.458,1
1102,3,45,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",488,0.488,1
1102,3,46,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",438,0.438,1
1102,3,47,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",536,0.536,1
1102,3,48,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",599,0.599,1
1102,3,49,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","z",645,0.645,1
1102,3,50,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",554,0.554,1
1102,3,51,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",448,0.448,1
1102,3,52,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","You","Self","Self","Self","z",557,0.557,1
1102,3,53,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",997,0.997,1
1102,3,54,"Nonmatching","shape1.jpg","M","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","z",669,0.669,1
1102,3,55,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",553,0.553,1
1102,3,56,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",482,0.482,1
1102,3,57,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","You","Self","Self","Self","z",514,0.514,1
1102,3,58,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",489,0.489,1
1102,3,59,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",469,0.469,1
1102,3,60,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",404,0.404,1
1102,3,61,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","You","Self","Self","Self","z",537,0.537,1
1102,3,62,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",768,0.768,1
1102,3,63,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","You","Self","Self","Self","z",930,0.93,1
1102,3,64,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","You","Self","Self","Self","z",531,0.531,1
1102,3,65,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","You","Self","Self","Self","z",674,0.674,1
1102,3,66,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","z",711,0.711,1
1102,3,67,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",565,0.565,1
1102,3,68,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",562,0.562,1
1102,3,69,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","You","Self","Self","Self","z",693,0.693,1
1102,3,70,"Matching","shape3.jpg","M","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m",589,0.589,1
1102,3,71,"Nonmatching","shape1.jpg","M","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","z",441,0.441,1
1102,3,72,"Nonmatching","shape1.jpg","M","Self","Self","Self","Stranger","Stranger","Stranger","Stranger","z",555,0.555,1
1102,3,73,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","You","Self","Self","Self","z",619,0.619,1
1102,3,74,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",491,0.491,1
1102,3,75,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","Friend","Friend","Friend","Close","z",659,0.659,1
1102,3,76,"Matching","shape1.jpg","M","Self","Self","Self","You","Self","Self","Self","m",512,0.512,1
1102,3,77,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",464,0.464,1
1102,3,78,"Matching","shape2.jpg","M","Friend","Friend","Close","Friend","Friend","Friend","Close","m",439,0.439,1
1102,3,79,"Nonmatching","shape1.jpg","M","Self","Self","Self","Friend","Friend","Friend","Close","z",401,0.401,1
1102,3,80,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","z",773,0.773,1
1102,3,81,"Nonmatching","shape3.jpg","M","Stranger","Stranger","Stranger","You","Self","Self","Self","m",1010,1.01,0
1102,3,82,"Nonmatching","shape2.jpg","M","Friend","Friend","Close","Stranger","Stranger","Stranger","Stranger","z",659,0.659,1
