Subject,Session,Age,Handedness,Sex,BlockList.Sample,PracList.Sample,SubTrial,Label,Target,Shape,morality,identity,YesNoResp,CorrectAnswer,Targetprac.RESP,Targetprac.ACC,Targetprac.RT,Target.RESP,Target.ACC,Target.RT,,
6207,1,21,right,male,,1,117,BadOther.bmp,T.bmp,Badother,immoral,other,Yes,m,m,1,604,,,,,
6207,1,21,right,male,,1,118,GoodOther.bmp,P.bmp,Goodother,moral,other,Yes,m,m,1,569,,,,,
6207,1,21,right,male,,1,119,BadSelf.bmp,C.bmp,Goodself,immoral,self,No,k,k,1,532,,,,,
6207,1,21,right,male,,1,120,BadOther.bmp,C.bmp,Goodself,immoral,other,No,k,k,1,568,,,,,
6207,1,21,right,male,1,,1,NormalOther.bmp,P.bmp,Goodother,normal,other,No,k,,,,m,0,633,,
6207,1,21,right,male,1,,2,BadOther.bmp,T.bmp,Badother,bad,other,Yes,m,,,,m,1,741,,
6207,1,21,right,male,1,,3,GoodOther.bmp,P.bmp,Goodother,good,other,Yes,m,,,,m,1,513,,
6207,1,21,right,male,1,,4,NormalSelf.bmp,D.bmp,Badself,normal,self,No,k,,,,k,1,510,,
6207,1,21,right,male,1,,5,NormalSelf.bmp,C.bmp,Goodself,normal,self,No,k,,,,m,0,498,,
6207,1,21,right,male,1,,6,NormalOther.bmp,Tra.bmp,Normalself,normal,other,No,k,,,,k,1,862,,
6207,1,21,right,male,1,,7,BadOther.bmp,C.bmp,Goodself,bad,other,No,k,,,,k,1,586,,
6207,1,21,right,male,1,,8,BadSelf.bmp,C.bmp,Goodself,bad,self,No,k,,,,k,1,637,,
6207,1,21,right,male,1,,9,BadSelf.bmp,D.bmp,Badself,bad,self,Yes,m,,,,m,1,498,,
6207,1,21,right,male,1,,10,GoodOther.bmp,S.bmp,Normalother,good,other,No,k,,,,k,1,766,,
6207,1,21,right,male,1,,11,BadOther.bmp,T.bmp,Badother,bad,other,Yes,m,,,,m,1,930,,
6207,1,21,right,male,1,,12,NormalSelf.bmp,S.bmp,Normalother,normal,self,No,k,,,,k,1,662,,
6207,1,21,right,male,1,,13,BadOther.bmp,T.bmp,Badother,bad,other,Yes,m,,,,m,1,546,,
6207,1,21,right,male,1,,14,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,,,,m,1,583,,
6207,1,21,right,male,1,,15,BadSelf.bmp,T.bmp,Badother,bad,self,No,k,,,,k,1,659,,
6207,1,21,right,male,1,,16,GoodSelf.bmp,C.bmp,Goodself,good,self,Yes,m,,,,m,1,431,,
6207,1,21,right,male,1,,17,GoodSelf.bmp,C.bmp,Goodself,good,self,Yes,m,,,,m,1,419,,
6207,1,21,right,male,1,,18,BadSelf.bmp,P.bmp,Goodother,bad,self,No,k,,,,k,1,887,,
6207,1,21,right,male,1,,19,GoodSelf.bmp,T.bmp,Badother,good,self,No,k,,,,k,1,612,,
6207,1,21,right,male,1,,20,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,,,,m,1,560,,
6207,1,21,right,male,1,,21,GoodOther.bmp,P.bmp,Goodother,good,other,Yes,m,,,,m,1,931,,
6207,1,21,right,male,1,,22,BadSelf.bmp,Tra.bmp,Normalself,bad,self,No,k,,,,k,1,751,,
6207,1,21,right,male,1,,23,GoodSelf.bmp,P.bmp,Goodother,good,self,No,k,,,,m,0,627,,
6207,1,21,right,male,1,,24,BadSelf.bmp,D.bmp,Badself,bad,self,Yes,m,,,,k,0,768,,
6207,1,21,right,male,1,,25,BadSelf.bmp,D.bmp,Badself,bad,self,Yes,m,,,,m,1,596,,
6207,1,21,right,male,1,,26,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,,,,m,1,808,,
6207,1,21,right,male,1,,27,BadSelf.bmp,S.bmp,Normalother,bad,self,No,k,,,,k,1,900,,
6207,1,21,right,male,1,,28,BadOther.bmp,T.bmp,Badother,bad,other,Yes,m,,,,m,1,688,,
6207,1,21,right,male,1,,29,BadSelf.bmp,D.bmp,Badself,bad,self,Yes,m,,,,m,1,645,,
6207,1,21,right,male,1,,30,GoodOther.bmp,Tra.bmp,Normalself,good,other,No,k,,,,m,0,913,,
6207,1,21,right,male,1,,31,GoodSelf.bmp,Tra.bmp,Normalself,good,self,No,k,,,,m,0,485,,
6207,1,21,right,male,1,,32,BadOther.bmp,T.bmp,Badother,bad,other,Yes,m,,,,k,0,745,,
6207,1,21,right,male,1,,33,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,,,,k,0,837,,
6207,1,21,right,male,1,,34,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,,,,m,1,841,,
6207,1,21,right,male,1,,35,NormalOther.bmp,T.bmp,Badother,normal,other,No,k,,,,k,1,701,,
6207,1,21,right,male,1,,36,GoodSelf.bmp,C.bmp,Goodself,good,self,Yes,m,,,,m,1,969,,
6207,1,21,right,male,1,,37,GoodOther.bmp,D.bmp,Badself,good,other,No,k,,,,k,1,797,,
6207,1,21,right,male,1,,38,GoodOther.bmp,P.bmp,Goodother,good,other,Yes,m,,,,m,1,817,,
6207,1,21,right,male,1,,39,BadOther.bmp,P.bmp,Goodother,bad,other,No,k,,,,k,1,638,,
6207,1,21,right,male,1,,40,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,,,,m,1,602,,
6207,1,21,right,male,1,,41,NormalOther.bmp,D.bmp,Badself,normal,other,No,k,,,,k,1,822,,
6207,1,21,right,male,1,,42,GoodSelf.bmp,D.bmp,Badself,good,self,No,k,,,,k,1,858,,
6207,1,21,right,male,1,,43,BadOther.bmp,S.bmp,Normalother,bad,other,No,k,,,,k,1,830,,
6207,1,21,right,male,1,,44,GoodOther.bmp,P.bmp,Goodother,good,other,Yes,m,,,,m,1,523,,
6207,1,21,right,male,1,,45,GoodOther.bmp,P.bmp,Goodother,good,other,Yes,m,,,,m,1,487,,
6207,1,21,right,male,1,,46,BadSelf.bmp,D.bmp,Badself,bad,self,Yes,m,,,,k,0,898,,
6207,1,21,right,male,1,,47,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,,,,m,1,774,,
6207,1,21,right,male,1,,48,NormalOther.bmp,C.bmp,Goodself,normal,other,No,k,,,,k,1,618,,
6207,1,21,right,male,1,,49,NormalSelf.bmp,T.bmp,Badother,normal,self,No,k,,,,m,0,767,,
6207,1,21,right,male,1,,50,BadOther.bmp,Tra.bmp,Normalself,bad,other,No,k,,,,k,1,931,,
6207,1,21,right,male,1,,51,NormalSelf.bmp,P.bmp,Goodother,normal,self,No,k,,,,m,0,711,,
6207,1,21,right,male,1,,52,GoodOther.bmp,C.bmp,Goodself,good,other,No,k,,,,k,1,723,,
6207,1,21,right,male,1,,53,BadOther.bmp,D.bmp,Badself,bad,other,No,k,,,,m,0,847,,
6207,1,21,right,male,1,,54,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,,,,m,1,964,,
6207,1,21,right,male,1,,55,GoodSelf.bmp,C.bmp,Goodself,good,self,Yes,m,,,,m,1,712,,
6207,1,21,right,male,1,,56,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,,,,m,1,876,,
6207,1,21,right,male,1,,57,GoodSelf.bmp,S.bmp,Normalother,good,self,No,k,,,,k,1,488,,
6207,1,21,right,male,1,,58,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,,,,m,1,620,,
6207,1,21,right,male,1,,59,GoodSelf.bmp,C.bmp,Goodself,good,self,Yes,m,,,,m,1,552,,
6207,1,21,right,male,1,,60,GoodOther.bmp,T.bmp,Badother,good,other,No,k,,,,k,1,628,,
6207,1,21,right,male,1,,61,BadOther.bmp,P.bmp,Goodother,bad,other,No,k,,,,m,0,561,,
6207,1,21,right,male,1,,62,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,,,,m,1,733,,
6207,1,21,right,male,1,,63,GoodOther.bmp,D.bmp,Badself,good,other,No,k,,,,k,1,593,,
6207,1,21,right,male,1,,64,BadSelf.bmp,C.bmp,Goodself,bad,self,No,k,,,,k,1,590,,
6207,1,21,right,male,1,,65,BadSelf.bmp,D.bmp,Badself,bad,self,Yes,m,,,,m,1,706,,
6207,1,21,right,male,1,,66,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,,,,m,1,670,,
6207,1,21,right,male,1,,67,BadOther.bmp,T.bmp,Badother,bad,other,Yes,m,,,,m,1,753,,
6207,1,21,right,male,1,,68,BadSelf.bmp,D.bmp,Badself,bad,self,Yes,m,,,,m,1,813,,
6207,1,21,right,male,1,,69,NormalSelf.bmp,C.bmp,Goodself,normal,self,No,k,,,,k,1,586,,
6207,1,21,right,male,1,,70,GoodOther.bmp,S.bmp,Normalother,good,other,No,k,,,,k,1,774,,
6207,1,21,right,male,1,,71,GoodOther.bmp,P.bmp,Goodother,good,other,Yes,m,,,,m,1,666,,
6207,1,21,right,male,1,,72,BadOther.bmp,T.bmp,Badother,bad,other,Yes,m,,,,m,1,742,,
6207,1,21,right,male,1,,73,GoodSelf.bmp,C.bmp,Goodself,good,self,Yes,m,,,,m,1,434,,
6207,1,21,right,male,1,,74,BadSelf.bmp,S.bmp,Normalother,bad,self,No,k,,,,m,0,783,,
6207,1,21,right,male,1,,75,GoodSelf.bmp,T.bmp,Badother,good,self,No,k,,,,k,1,523,,
6207,1,21,right,male,1,,76,BadOther.bmp,C.bmp,Goodself,bad,other,No,k,,,,k,1,703,,
6207,1,21,right,male,1,,77,BadSelf.bmp,D.bmp,Badself,bad,self,Yes,m,,,,m,1,595,,
6207,1,21,right,male,1,,78,GoodOther.bmp,P.bmp,Goodother,good,other,Yes,m,,,,m,1,471,,
6207,1,21,right,male,1,,79,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,,,,m,1,907,,
6207,1,21,right,male,1,,80,BadOther.bmp,D.bmp,Badself,bad,other,No,k,,,,m,0,839,,
6207,1,21,right,male,1,,81,BadSelf.bmp,Tra.bmp,Normalself,bad,self,No,k,,,,k,1,731,,
6207,1,21,right,male,1,,82,BadSelf.bmp,D.bmp,Badself,bad,self,Yes,m,,,,m,1,527,,
6207,1,21,right,male,1,,83,NormalSelf.bmp,T.bmp,Badother,normal,self,No,k,,,,k,1,627,,
6207,1,21,right,male,1,,84,BadOther.bmp,T.bmp,Badother,bad,other,Yes,m,,,,m,1,728,,
6207,1,21,right,male,1,,85,GoodSelf.bmp,C.bmp,Goodself,good,self,Yes,m,,,,m,1,484,,
6207,1,21,right,male,1,,86,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,,,,k,0,520,,
6207,1,21,right,male,1,,87,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,,,,k,0,692,,
6207,1,21,right,male,1,,88,NormalOther.bmp,Tra.bmp,Normalself,normal,other,No,k,,,,k,1,1024,,
6207,1,21,right,male,1,,89,BadOther.bmp,Tra.bmp,Normalself,bad,other,No,k,,,,m,0,629,,
6207,1,21,right,male,1,,90,GoodSelf.bmp,D.bmp,Badself,good,self,No,k,,,,k,1,1049,,
6207,1,21,right,male,1,,91,NormalSelf.bmp,D.bmp,Badself,normal,self,No,k,,,,k,1,773,,
6207,1,21,right,male,1,,92,BadSelf.bmp,T.bmp,Badother,bad,self,No,k,,,,m,0,1024,,
6207,1,21,right,male,1,,93,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,,,,m,1,756,,
6207,1,21,right,male,1,,94,NormalSelf.bmp,S.bmp,Normalother,normal,self,No,k,,,,k,1,553,,
6207,1,21,right,male,1,,95,BadOther.bmp,S.bmp,Normalother,bad,other,No,k,,,,m,0,1053,,
6207,1,21,right,male,1,,96,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,,,,k,0,1097,,
6207,1,21,right,male,1,,97,NormalOther.bmp,P.bmp,Goodother,normal,other,No,k,,,,m,0,669,,
6207,1,21,right,male,1,,98,GoodOther.bmp,C.bmp,Goodself,good,other,No,k,,,,k,1,657,,
6207,1,21,right,male,1,,99,NormalSelf.bmp,P.bmp,Goodother,normal,self,No,k,,,,k,1,982,,
6207,1,21,right,male,1,,100,GoodSelf.bmp,P.bmp,Goodother,good,self,No,k,,,,k,1,874,,
6207,1,21,right,male,1,,101,GoodOther.bmp,P.bmp,Goodother,good,other,Yes,m,,,,m,1,758,,
6207,1,21,right,male,1,,102,GoodSelf.bmp,C.bmp,Goodself,good,self,Yes,m,,,,m,1,626,,
6207,1,21,right,male,1,,103,BadSelf.bmp,P.bmp,Goodother,bad,self,No,k,,,,k,1,726,,
6207,1,21,right,male,1,,104,NormalOther.bmp,C.bmp,Goodself,normal,other,No,k,,,,k,1,659,,
6207,1,21,right,male,1,,105,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,,,,m,1,950,,
6207,1,21,right,male,1,,106,GoodOther.bmp,P.bmp,Goodother,good,other,Yes,m,,,,m,1,1018,,
6207,1,21,right,male,1,,107,GoodSelf.bmp,Tra.bmp,Normalself,good,self,No,k,,,,k,1,638,,
6207,1,21,right,male,1,,108,NormalOther.bmp,D.bmp,Badself,normal,other,No,k,,,,k,1,866,,
6207,1,21,right,male,1,,109,GoodSelf.bmp,C.bmp,Goodself,good,self,Yes,m,,,,m,1,599,,
6207,1,21,right,male,1,,110,GoodSelf.bmp,C.bmp,Goodself,good,self,Yes,m,,,,m,1,395,,
6207,1,21,right,male,1,,111,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,,,,m,1,647,,
6207,1,21,right,male,1,,112,BadSelf.bmp,D.bmp,Badself,bad,self,Yes,m,,,,m,1,587,,
6207,1,21,right,male,1,,113,NormalOther.bmp,T.bmp,Badother,normal,other,No,k,,,,k,1,567,,
6207,1,21,right,male,1,,114,GoodSelf.bmp,S.bmp,Normalother,good,self,No,k,,,,k,1,700,,
6207,1,21,right,male,1,,115,GoodOther.bmp,Tra.bmp,Normalself,good,other,No,k,,,,m,0,664,,
6207,1,21,right,male,1,,116,BadOther.bmp,T.bmp,Badother,bad,other,Yes,m,,,,m,1,884,,
6207,1,21,right,male,1,,117,BadOther.bmp,T.bmp,Badother,bad,other,Yes,m,,,,m,1,456,,
6207,1,21,right,male,1,,118,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,,,,m,1,931,,
6207,1,21,right,male,1,,119,GoodOther.bmp,T.bmp,Badother,good,other,No,k,,,,k,1,600,,
6207,1,21,right,male,1,,120,GoodOther.bmp,P.bmp,Goodother,good,other,Yes,m,,,,m,1,748,,
6207,1,21,right,male,2,,1,BadSelf.bmp,C.bmp,Goodself,bad,self,No,k,,,,k,1,857,,
6207,1,21,right,male,2,,2,NormalOther.bmp,D.bmp,Badself,normal,other,No,k,,,,k,1,629,,
6207,1,21,right,male,2,,3,GoodSelf.bmp,D.bmp,Badself,good,self,No,k,,,,k,1,514,,
6207,1,21,right,male,2,,4,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,,,,m,1,726,,
6207,1,21,right,male,2,,5,GoodSelf.bmp,S.bmp,Normalother,good,self,No,k,,,,k,1,586,,
6207,1,21,right,male,2,,6,GoodSelf.bmp,C.bmp,Goodself,good,self,Yes,m,,,,m,1,414,,
6207,1,21,right,male,2,,7,GoodOther.bmp,T.bmp,Badother,good,other,No,k,,,,k,1,490,,
6207,1,21,right,male,2,,8,BadOther.bmp,T.bmp,Badother,bad,other,Yes,m,,,,m,1,719,,
6207,1,21,right,male,2,,9,GoodSelf.bmp,C.bmp,Goodself,good,self,Yes,m,,,,m,1,530,,
6207,1,21,right,male,2,,10,GoodOther.bmp,P.bmp,Goodother,good,other,Yes,m,,,,m,1,566,,
6207,1,21,right,male,2,,11,GoodOther.bmp,D.bmp,Badself,good,other,No,k,,,,k,1,498,,
6207,1,21,right,male,2,,12,BadOther.bmp,S.bmp,Normalother,bad,other,No,k,,,,k,1,694,,
6207,1,21,right,male,2,,13,BadOther.bmp,T.bmp,Badother,bad,other,Yes,m,,,,m,1,435,,
6207,1,21,right,male,2,,14,GoodSelf.bmp,C.bmp,Goodself,good,self,Yes,m,,,,m,1,551,,
6207,1,21,right,male,2,,15,BadOther.bmp,D.bmp,Badself,bad,other,No,k,,,,k,1,667,,
6207,1,21,right,male,2,,16,NormalOther.bmp,P.bmp,Goodother,normal,other,No,k,,,,m,0,751,,
6207,1,21,right,male,2,,17,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,,,,m,1,587,,
6207,1,21,right,male,2,,18,NormalSelf.bmp,P.bmp,Goodother,normal,self,No,k,,,,m,0,1016,,
6207,1,21,right,male,2,,19,BadOther.bmp,C.bmp,Goodself,bad,other,No,k,,,,k,1,660,,
6207,1,21,right,male,2,,20,BadSelf.bmp,D.bmp,Badself,bad,self,Yes,m,,,,m,1,976,,
6207,1,21,right,male,2,,21,BadSelf.bmp,D.bmp,Badself,bad,self,Yes,m,,,,m,1,564,,
6207,1,21,right,male,2,,22,NormalOther.bmp,T.bmp,Badother,normal,other,No,k,,,,k,1,679,,
6207,1,21,right,male,2,,23,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,,,,m,1,492,,
6207,1,21,right,male,2,,24,BadSelf.bmp,D.bmp,Badself,bad,self,Yes,m,,,,,0,0,,
6207,1,21,right,male,2,,25,BadOther.bmp,T.bmp,Badother,bad,other,Yes,m,,,,m,1,772,,
6207,1,21,right,male,2,,26,BadOther.bmp,Tra.bmp,Normalself,bad,other,No,k,,,,k,1,600,,
6207,1,21,right,male,2,,27,NormalOther.bmp,C.bmp,Goodself,normal,other,No,k,,,,k,1,708,,
6207,1,21,right,male,2,,28,GoodOther.bmp,P.bmp,Goodother,good,other,Yes,m,,,,m,1,489,,
6207,1,21,right,male,2,,29,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,,,,k,0,893,,
6207,1,21,right,male,2,,30,NormalSelf.bmp,D.bmp,Badself,normal,self,No,k,,,,k,1,705,,
6207,1,21,right,male,2,,31,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,,,,m,1,493,,
6207,1,21,right,male,2,,32,GoodOther.bmp,Tra.bmp,Normalself,good,other,No,k,,,,k,1,649,,
6207,1,21,right,male,2,,33,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,,,,m,1,726,,
6207,1,21,right,male,2,,34,NormalSelf.bmp,T.bmp,Badother,normal,self,No,k,,,,k,1,546,,
6207,1,21,right,male,2,,35,GoodSelf.bmp,C.bmp,Goodself,good,self,Yes,m,,,,m,1,445,,
6207,1,21,right,male,2,,36,NormalSelf.bmp,C.bmp,Goodself,normal,self,No,k,,,,k,1,593,,
6207,1,21,right,male,2,,37,BadSelf.bmp,D.bmp,Badself,bad,self,Yes,m,,,,m,1,773,,
6207,1,21,right,male,2,,38,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,,,,m,1,602,,
6207,1,21,right,male,2,,39,BadSelf.bmp,P.bmp,Goodother,bad,self,No,k,,,,k,1,518,,
6207,1,21,right,male,2,,40,GoodOther.bmp,P.bmp,Goodother,good,other,Yes,m,,,,m,1,426,,
6207,1,21,right,male,2,,41,GoodSelf.bmp,P.bmp,Goodother,good,self,No,k,,,,k,1,486,,
6207,1,21,right,male,2,,42,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,,,,m,1,698,,
6207,1,21,right,male,2,,43,GoodSelf.bmp,T.bmp,Badother,good,self,No,k,,,,k,1,543,,
6207,1,21,right,male,2,,44,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,,,,m,1,611,,
6207,1,21,right,male,2,,45,GoodOther.bmp,C.bmp,Goodself,good,other,No,k,,,,k,1,695,,
6207,1,21,right,male,2,,46,GoodSelf.bmp,Tra.bmp,Normalself,good,self,No,k,,,,k,1,691,,
6207,1,21,right,male,2,,47,BadOther.bmp,T.bmp,Badother,bad,other,Yes,m,,,,m,1,686,,
6207,1,21,right,male,2,,48,BadOther.bmp,P.bmp,Goodother,bad,other,No,k,,,,k,1,611,,
6207,1,21,right,male,2,,49,GoodOther.bmp,P.bmp,Goodother,good,other,Yes,m,,,,m,1,687,,
6207,1,21,right,male,2,,50,GoodOther.bmp,S.bmp,Normalother,good,other,No,k,,,,k,1,467,,
6207,1,21,right,male,2,,51,NormalOther.bmp,Tra.bmp,Normalself,normal,other,No,k,,,,k,1,631,,
6207,1,21,right,male,2,,52,BadOther.bmp,T.bmp,Badother,bad,other,Yes,m,,,,m,1,555,,
6207,1,21,right,male,2,,53,GoodSelf.bmp,C.bmp,Goodself,good,self,Yes,m,,,,m,1,504,,
6207,1,21,right,male,2,,54,BadSelf.bmp,Tra.bmp,Normalself,bad,self,No,k,,,,k,1,572,,
6207,1,21,right,male,2,,55,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,,,,m,1,784,,
6207,1,21,right,male,2,,56,BadSelf.bmp,D.bmp,Badself,bad,self,Yes,m,,,,m,1,556,,
6207,1,21,right,male,2,,57,NormalSelf.bmp,S.bmp,Normalother,normal,self,No,k,,,,k,1,464,,
6207,1,21,right,male,2,,58,GoodOther.bmp,P.bmp,Goodother,good,other,Yes,m,,,,m,1,565,,
6207,1,21,right,male,2,,59,BadSelf.bmp,S.bmp,Normalother,bad,self,No,k,,,,k,1,649,,
6207,1,21,right,male,2,,60,BadSelf.bmp,T.bmp,Badother,bad,self,No,k,,,,k,1,772,,
6207,1,21,right,male,2,,61,BadOther.bmp,T.bmp,Badother,bad,other,Yes,m,,,,m,1,624,,
6207,1,21,right,male,2,,62,GoodOther.bmp,P.bmp,Goodother,good,other,Yes,m,,,,m,1,692,,
6207,1,21,right,male,2,,63,BadSelf.bmp,Tra.bmp,Normalself,bad,self,No,k,,,,k,1,649,,
6207,1,21,right,male,2,,64,GoodOther.bmp,P.bmp,Goodother,good,other,Yes,m,,,,m,1,757,,
6207,1,21,right,male,2,,65,GoodSelf.bmp,T.bmp,Badother,good,self,No,k,,,,k,1,497,,
6207,1,21,right,male,2,,66,GoodOther.bmp,P.bmp,Goodother,good,other,Yes,m,,,,m,1,493,,
6207,1,21,right,male,2,,67,GoodOther.bmp,P.bmp,Goodother,good,other,Yes,m,,,,m,1,497,,
6207,1,21,right,male,2,,68,NormalSelf.bmp,D.bmp,Badself,normal,self,No,k,,,,k,1,622,,
6207,1,21,right,male,2,,69,BadOther.bmp,T.bmp,Badother,bad,other,Yes,m,,,,m,1,482,,
6207,1,21,right,male,2,,70,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,,,,m,1,534,,
6207,1,21,right,male,2,,71,GoodSelf.bmp,C.bmp,Goodself,good,self,Yes,m,,,,m,1,378,,
6207,1,21,right,male,2,,72,BadSelf.bmp,D.bmp,Badself,bad,self,Yes,m,,,,m,1,669,,
6207,1,21,right,male,2,,73,GoodOther.bmp,Tra.bmp,Normalself,good,other,No,k,,,,m,0,618,,
6207,1,21,right,male,2,,74,NormalOther.bmp,Tra.bmp,Normalself,normal,other,No,k,,,,m,0,526,,
6207,1,21,right,male,2,,75,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,,,,m,1,418,,
6207,1,21,right,male,2,,76,NormalOther.bmp,C.bmp,Goodself,normal,other,No,k,,,,k,1,486,,
6207,1,21,right,male,2,,77,BadOther.bmp,Tra.bmp,Normalself,bad,other,No,k,,,,k,1,770,,
6207,1,21,right,male,2,,78,NormalOther.bmp,T.bmp,Badother,normal,other,No,k,,,,k,1,615,,
6207,1,21,right,male,2,,79,NormalSelf.bmp,T.bmp,Badother,normal,self,No,k,,,,k,1,659,,
6207,1,21,right,male,2,,80,BadSelf.bmp,P.bmp,Goodother,bad,self,No,k,,,,k,1,951,,
6207,1,21,right,male,2,,81,BadOther.bmp,T.bmp,Badother,bad,other,Yes,m,,,,m,1,699,,
6207,1,21,right,male,2,,82,GoodSelf.bmp,P.bmp,Goodother,good,self,No,k,,,,m,0,551,,
6207,1,21,right,male,2,,83,BadSelf.bmp,D.bmp,Badself,bad,self,Yes,m,,,,m,1,668,,
6207,1,21,right,male,2,,84,GoodSelf.bmp,C.bmp,Goodself,good,self,Yes,m,,,,m,1,416,,
6207,1,21,right,male,2,,85,NormalSelf.bmp,P.bmp,Goodother,normal,self,No,k,,,,k,1,723,,
6207,1,21,right,male,2,,86,GoodOther.bmp,D.bmp,Badself,good,other,No,k,,,,k,1,615,,
6207,1,21,right,male,2,,87,GoodSelf.bmp,C.bmp,Goodself,good,self,Yes,m,,,,m,1,403,,
6207,1,21,right,male,2,,88,NormalSelf.bmp,C.bmp,Goodself,normal,self,No,k,,,,k,1,608,,
6207,1,21,right,male,2,,89,GoodSelf.bmp,S.bmp,Normalother,good,self,No,k,,,,k,1,516,,
6207,1,21,right,male,2,,90,BadSelf.bmp,D.bmp,Badself,bad,self,Yes,m,,,,m,1,528,,
6207,1,21,right,male,2,,91,NormalOther.bmp,D.bmp,Badself,normal,other,No,k,,,,k,1,556,,
6207,1,21,right,male,2,,92,BadOther.bmp,S.bmp,Normalother,bad,other,No,k,,,,k,1,552,,
6207,1,21,right,male,2,,93,GoodOther.bmp,C.bmp,Goodself,good,other,No,k,,,,k,1,653,,
6207,1,21,right,male,2,,94,GoodSelf.bmp,D.bmp,Badself,good,self,No,k,,,,k,1,513,,
6207,1,21,right,male,2,,95,GoodOther.bmp,P.bmp,Goodother,good,other,Yes,m,,,,m,1,541,,
6207,1,21,right,male,2,,96,BadSelf.bmp,D.bmp,Badself,bad,self,Yes,m,,,,m,1,497,,
6207,1,21,right,male,2,,97,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,,,,m,1,484,,
6207,1,21,right,male,2,,98,NormalSelf.bmp,S.bmp,Normalother,normal,self,No,k,,,,k,1,489,,
6207,1,21,right,male,2,,99,BadSelf.bmp,C.bmp,Goodself,bad,self,No,k,,,,k,1,549,,
6207,1,21,right,male,2,,100,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,,,,m,1,529,,
6207,1,21,right,male,2,,101,BadOther.bmp,T.bmp,Badother,bad,other,Yes,m,,,,m,1,501,,
6207,1,21,right,male,2,,102,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,,,,m,1,641,,
6207,1,21,right,male,2,,103,GoodSelf.bmp,C.bmp,Goodself,good,self,Yes,m,,,,m,1,430,,
6207,1,21,right,male,2,,104,BadSelf.bmp,T.bmp,Badother,bad,self,No,k,,,,k,1,602,,
6207,1,21,right,male,2,,105,BadOther.bmp,C.bmp,Goodself,bad,other,No,k,,,,m,0,454,,
6207,1,21,right,male,2,,106,BadOther.bmp,P.bmp,Goodother,bad,other,No,k,,,,k,1,658,,
6207,1,21,right,male,2,,107,BadOther.bmp,T.bmp,Badother,bad,other,Yes,m,,,,m,1,542,,
6207,1,21,right,male,2,,108,GoodSelf.bmp,C.bmp,Goodself,good,self,Yes,m,,,,m,1,443,,
6207,1,21,right,male,2,,109,BadOther.bmp,D.bmp,Badself,bad,other,No,k,,,,k,1,487,,
6207,1,21,right,male,2,,110,NormalSelf.bmp,Tra.bmp,Normalself,normal,self,Yes,m,,,,m,1,507,,
6207,1,21,right,male,2,,111,BadSelf.bmp,D.bmp,Badself,bad,self,Yes,m,,,,m,1,438,,
6207,1,21,right,male,2,,112,GoodOther.bmp,T.bmp,Badother,good,other,No,k,,,,k,1,498,,
6207,1,21,right,male,2,,113,NormalOther.bmp,S.bmp,Normalother,normal,other,Yes,m,,,,m,1,447,,
6207,1,21,right,male,2,,114,BadSelf.bmp,S.bmp,Normalother,bad,self,No,k,,,,k,1,627,,
6207,1,21,right,male,2,,115,GoodSelf.bmp,Tra.bmp,Normalself,good,self,No,k,,,,m,0,543,,
