"Subject_ID","Exp_id","Age","Gender","Handedness","Ethnicity","Employment_Status","Country","First_Language","Education"
"1","Schaefer_2019_JCogPsych_Exp3","19","Female","/","/","/","/","/","/"
"10","Schaefer_2019_JCogPsych_Exp3","19","Female","/","/","/","/","/","/"
"11","Schaefer_2019_JCogPsych_Exp3","20","Female","/","/","/","/","/","/"
"12","Schaefer_2019_JCogPsych_Exp3","23","Female","/","/","/","/","/","/"
"13","Schaefer_2019_JCogPsych_Exp3","20","Female","/","/","/","/","/","/"
"14","Schaefer_2019_JCogPsych_Exp3","19","Female","/","/","/","/","/","/"
"15","Schaefer_2019_JCogPsych_Exp3","20","Female","/","/","/","/","/","/"
"16","Schaefer_2019_JCogPsych_Exp3","21","Female","/","/","/","/","/","/"
"17","Schaefer_2019_JCogPsych_Exp3","19","Female","/","/","/","/","/","/"
"18","Schaefer_2019_JCogPsych_Exp3","24","Female","/","/","/","/","/","/"
"19","Schaefer_2019_JCogPsych_Exp3","21","Female","/","/","/","/","/","/"
"2","Schaefer_2019_JCogPsych_Exp3","20","Female","/","/","/","/","/","/"
"20","Schaefer_2019_JCogPsych_Exp3","21","Female","/","/","/","/","/","/"
"21","Schaefer_2019_JCogPsych_Exp3","20","Female","/","/","/","/","/","/"
"22","Schaefer_2019_JCogPsych_Exp3","19","Female","/","/","/","/","/","/"
"23","Schaefer_2019_JCogPsych_Exp3","19","Female","/","/","/","/","/","/"
"24","Schaefer_2019_JCogPsych_Exp3","18","Male","/","/","/","/","/","/"
"25","Schaefer_2019_JCogPsych_Exp3","21","Female","/","/","/","/","/","/"
"26","Schaefer_2019_JCogPsych_Exp3","20","Female","/","/","/","/","/","/"
"27","Schaefer_2019_JCogPsych_Exp3","19","Female","/","/","/","/","/","/"
"28","Schaefer_2019_JCogPsych_Exp3","21","Female","/","/","/","/","/","/"
"29","Schaefer_2019_JCogPsych_Exp3","19","Female","/","/","/","/","/","/"
"3","Schaefer_2019_JCogPsych_Exp3","20","Female","/","/","/","/","/","/"
"30","Schaefer_2019_JCogPsych_Exp3","21","Female","/","/","/","/","/","/"
"31","Schaefer_2019_JCogPsych_Exp3","20","Male","/","/","/","/","/","/"
"32","Schaefer_2019_JCogPsych_Exp3","20","Female","/","/","/","/","/","/"
"33","Schaefer_2019_JCogPsych_Exp3","19","Female","/","/","/","/","/","/"
"34","Schaefer_2019_JCogPsych_Exp3","20","Female","/","/","/","/","/","/"
"36","Schaefer_2019_JCogPsych_Exp3","19","Female","/","/","/","/","/","/"
"4","Schaefer_2019_JCogPsych_Exp3","18","Female","/","/","/","/","/","/"
"5","Schaefer_2019_JCogPsych_Exp3","21","Female","/","/","/","/","/","/"
"6","Schaefer_2019_JCogPsych_Exp3","19","Female","/","/","/","/","/","/"
"7","Schaefer_2019_JCogPsych_Exp3","19","Female","/","/","/","/","/","/"
"8","Schaefer_2019_JCogPsych_Exp3","19","Female","/","/","/","/","/","/"
"9","Schaefer_2019_JCogPsych_Exp3","20","Female","/","/","/","/","/","/"
