"Subject","Block","Trial","Label","Task","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","Response","RT_ms","RT_sec","ACC"
"p152","1","114","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","653.40240000296","0.65340240000296","0"
"p152","1","115","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","863.661300001695","0.863661300001695","1"
"p152","1","116","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","m","1097.150900001","1.097150900001","1"
"p152","1","117","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","m","905.569899998227","0.905569899998227","1"
"p152","1","118","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","1281.24020000178","1.28124020000178","1"
"p152","1","119","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","698.005999998713","0.698005999998713","1"
"p152","1","120","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","1002.73539999762","1.00273539999762","1"
"p152","2","1","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","807.908400001907","0.807908400001907","1"
"p152","2","2","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","835.68860000014","0.83568860000014","1"
"p152","2","3","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","m","686.787300001015","0.686787300001015","1"
"p152","2","4","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","783.286400001089","0.783286400001089","1"
"p152","2","5","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","m","860.839000000851","0.860839000000851","1"
"p152","2","6","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","m","822.412999998051","0.822412999998051","1"
"p152","2","7","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","c","945.557899998676","0.945557899998676","0"
"p152","2","8","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","631.938299997273","0.631938299997273","1"
"p152","2","9","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","651.096800000232","0.651096800000232","1"
"p152","2","10","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","1165.69159999926","1.16569159999926","0"
"p152","2","11","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","988.269800000126","0.988269800000126","0"
"p152","2","12","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","c","640.612600000168","0.640612600000168","0"
"p152","2","13","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","m","866.596699997899","0.866596699997899","1"
"p152","2","14","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","812.728900000366","0.812728900000366","1"
"p152","2","15","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","936.134100000345","0.936134100000345","0"
"p152","2","16","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","734.468999999081","0.734468999999081","1"
"p152","2","17","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","750.417600000219","0.750417600000219","1"
"p152","2","18","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","1133.59999999739","1.13359999999739","1"
"p152","2","19","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","c","716.576399998303","0.716576399998303","0"
"p152","2","20","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","m","1180.11330000081","1.18011330000081","1"
"p152","2","21","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","1000.72089999958","1.00072089999958","1"
"p152","2","22","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","m","1085.15009999974","1.08515009999974","1"
"p152","2","23","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","1086.04609999747","1.08604609999747","0"
"p152","2","24","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","590.31849999883","0.59031849999883","1"
"p152","2","25","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","546.874100000423","0.546874100000423","1"
"p152","2","26","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","442.348299999139","0.442348299999139","1"
"p152","2","27","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","1012.91889999993","1.01291889999993","1"
"p152","2","28","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","m","808.481399999437","0.808481399999437","1"
"p152","2","29","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","m","996.137099999032","0.996137099999032","1"
"p152","2","30","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","680.370000001858","0.680370000001858","1"
"p152","2","31","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","c","809.00180000026","0.80900180000026","0"
"p152","2","32","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","948.656399999891","0.948656399999891","1"
"p152","2","33","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","858.526500000153","0.858526500000153","1"
"p152","2","34","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","1124.12229999973","1.12412229999973","1"
"p152","2","35","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","c","787.100599998666","0.787100599998666","0"
"p152","2","36","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","767.813000002207","0.767813000002207","1"
"p152","2","37","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","652.513000000909","0.652513000000909","1"
"p152","2","38","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","703.077699999994","0.703077699999994","1"
"p152","2","39","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","c","718.088499997975","0.718088499997975","0"
"p152","2","40","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","m","925.229500000569","0.925229500000569","1"
"p152","2","41","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","m","804.353899999114","0.804353899999114","1"
"p152","2","42","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","880.384899999626","0.880384899999626","0"
"p152","2","43","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","m","889.593500000046","0.889593500000046","1"
"p152","2","44","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","833.533900000475","0.833533900000475","1"
"p152","2","45","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","796.977899997728","0.796977899997728","0"
"p152","2","46","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","873.74009999985","0.87374009999985","1"
"p152","2","47","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","738.655199998902","0.738655199998902","1"
"p152","2","48","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","m","1248.4183000015","1.2484183000015","1"
"p152","2","49","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","647.806299999502","0.647806299999502","1"
"p152","2","50","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","c","730.594299999211","0.730594299999211","0"
"p152","2","51","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","778.433899999072","0.778433899999072","1"
"p152","2","52","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","m","855.465799999365","0.855465799999365","1"
"p152","2","53","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","c","705.232200001774","0.705232200001774","0"
"p152","2","54","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","c","865.300500001467","0.865300500001467","0"
"p152","2","55","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","1083.22389999739","1.08322389999739","0"
"p152","2","56","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","748.094300000957","0.748094300000957","1"
"p152","2","57","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","762.756000000081","0.762756000000081","1"
"p152","2","58","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","1160.52169999966","1.16052169999966","1"
"p152","2","59","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","m","965.861199998471","0.965861199998471","1"
"p152","2","60","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","1019.83760000076","1.01983760000076","1"
"p152","2","61","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","798.829600000317","0.798829600000317","1"
"p152","2","62","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","m","763.390200001595","0.763390200001595","1"
"p152","2","63","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","c","953.250800001115","0.953250800001115","0"
"p152","2","64","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","1103.74500000034","1.10374500000034","1"
"p152","2","65","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","863.288500000635","0.863288500000635","1"
"p152","2","66","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","585.162499999569","0.585162499999569","1"
"p152","2","67","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","734.356999997544","0.734356999997544","1"
"p152","2","68","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","541.535899999872","0.541535899999872","1"
"p152","2","69","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","836.331200000132","0.836331200000132","0"
"p152","2","70","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","None","NA","NA","0"
"p152","2","71","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","872.16019999687","0.87216019999687","1"
"p152","2","72","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","m","961.193200000707","0.961193200000707","1"
"p152","2","73","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","c","614.747499999794","0.614747499999794","0"
"p152","2","74","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","m","1050.41239999991","1.05041239999991","1"
"p152","2","75","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","m","700.50160000028","0.70050160000028","1"
"p152","2","76","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","909.230799999932","0.909230799999932","1"
"p152","2","77","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","932.878900002834","0.932878900002834","1"
"p152","2","78","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","699.86340000105","0.69986340000105","1"
"p152","2","79","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","636.562499999854","0.636562499999854","1"
"p152","2","80","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","m","879.198399998131","0.879198399998131","1"
"p152","2","81","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","807.73649999901","0.80773649999901","1"
"p152","2","82","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","453.049699997791","0.453049699997791","1"
"p152","2","83","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","702.85259999946","0.70285259999946","1"
"p152","2","84","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","m","670.854099997086","0.670854099997086","1"
"p152","2","85","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","736.228300000221","0.736228300000221","1"
"p152","2","86","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","638.461299997289","0.638461299997289","1"
"p152","2","87","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","672.824599998421","0.672824599998421","1"
"p152","2","88","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","c","721.698800000013","0.721698800000013","0"
"p152","2","89","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","c","769.71340000091","0.76971340000091","0"
"p152","2","90","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","m","1310.91700000252","1.31091700000252","1"
"p152","2","91","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","m","790.429900000163","0.790429900000163","0"
"p152","2","92","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","m","1026.55070000037","1.02655070000037","1"
"p152","2","93","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","965.94670000195","0.96594670000195","0"
"p152","2","94","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","636.332800000673","0.636332800000673","1"
"p152","2","95","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","798.880999998801","0.798880999998801","1"
"p152","2","96","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","635.417099998449","0.635417099998449","1"
"p152","2","97","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","798.001700000896","0.798001700000896","1"
"p152","2","98","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","c","874.559399999271","0.874559399999271","0"
"p152","2","99","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","m","643.712699999014","0.643712699999014","1"
"p152","2","100","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","m","853.94499999893","0.85394499999893","1"
"p152","2","101","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","960.125999998127","0.960125999998127","1"
"p152","2","102","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","662.540599998465","0.662540599998465","1"
"p152","2","103","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","647.730199998477","0.647730199998477","1"
"p152","2","104","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","714.431500000501","0.714431500000501","1"
"p152","2","105","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","650.196599999617","0.650196599999617","1"
"p152","2","106","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","c","604.794300001231","0.604794300001231","0"
"p152","2","107","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","m","944.865299999947","0.944865299999947","0"
"p152","2","108","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","m","1175.33209999965","1.17533209999965","1"
"p152","2","109","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","884.617700001399","0.884617700001399","1"
"p152","2","110","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","m","749.936000000162","0.749936000000162","1"
"p152","2","111","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","733.140099997399","0.733140099997399","1"
"p152","2","112","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","c","956.430599999294","0.956430599999294","0"
"p152","2","113","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","785.524599999917","0.785524599999917","0"
"p152","2","114","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","m","733.737499998824","0.733737499998824","0"
"p152","2","115","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","669.265199998335","0.669265199998335","1"
"p152","2","116","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","813.829499998974","0.813829499998974","1"
"p152","2","117","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","m","713.662999998633","0.713662999998633","1"
"p152","2","118","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","586.246900002152","0.586246900002152","1"
"p152","2","119","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","m","687.5618999984","0.6875618999984","1"
"p152","2","120","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","976.211000001058","0.976211000001058","1"
"p152","3","1","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","699.328700000478","0.699328700000478","1"
"p152","3","2","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","603.829499999847","0.603829499999847","1"
"p152","3","3","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","495.913700000528","0.495913700000528","1"
"p152","3","4","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","632.531500003097","0.632531500003097","1"
"p152","3","5","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","652.051299999584","0.652051299999584","1"
"p152","3","6","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","c","622.798500000499","0.622798500000499","0"
"p152","3","7","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","c","753.846899999189","0.753846899999189","0"
"p152","3","8","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","m","687.662799999089","0.687662799999089","1"
"p152","3","9","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","848.162099999172","0.848162099999172","1"
"p152","3","10","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","683.530300000712","0.683530300000712","1"
"p152","3","11","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","c","556.839699998818","0.556839699998818","0"
"p152","3","12","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","898.676599997998","0.898676599997998","1"
"p152","3","13","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","811.16540000221","0.81116540000221","1"
"p152","3","14","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","m","982.900300001347","0.982900300001347","1"
"p152","3","15","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","715.931599999749","0.715931599999749","1"
"p152","3","16","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","c","683.257900000172","0.683257900000172","0"
"p152","3","17","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","571.732199998223","0.571732199998223","1"
"p152","3","18","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","m","737.141599998722","0.737141599998722","0"
"p152","3","19","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","527.752999998484","0.527752999998484","1"
"p152","3","20","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","m","823.353499999939","0.823353499999939","1"
"p152","3","21","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","626.285300000745","0.626285300000745","1"
"p152","3","22","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","c","1094.32849999939","1.09432849999939","0"
"p152","3","23","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","855.149300001358","0.855149300001358","1"
"p152","3","24","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","768.924800002424","0.768924800002424","1"
"p152","3","25","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","798.070599998027","0.798070599998027","1"
"p152","3","26","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","378.626099998655","0.378626099998655","1"
"p152","3","27","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","m","952.100400001655","0.952100400001655","1"
"p152","3","28","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","686.625500002265","0.686625500002265","1"
"p152","3","29","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","c","1039.13209999882","1.03913209999882","0"
"p152","3","30","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","1104.80330000064","1.10480330000064","1"
"p152","3","31","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","848.320799999783","0.848320799999783","1"
"p152","3","32","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","778.921100001753","0.778921100001753","0"
"p152","3","33","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","856.827799998428","0.856827799998428","1"
"p152","3","34","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","c","851.243799999793","0.851243799999793","0"
"p152","3","35","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","m","813.781900000322","0.813781900000322","1"
"p152","3","36","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","1064.6106000022","1.0646106000022","1"
"p152","3","37","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","826.511300001584","0.826511300001584","1"
"p152","3","38","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","805.71449999843","0.80571449999843","1"
"p152","3","39","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","m","1281.36970000196","1.28136970000196","0"
"p152","3","40","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","746.32869999914","0.74632869999914","1"
"p152","3","41","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","727.76900000099","0.72776900000099","1"
"p152","3","42","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","774.772999997367","0.774772999997367","1"
"p152","3","43","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","1155.84680000029","1.15584680000029","1"
"p152","3","44","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","m","657.56269999838","0.65756269999838","1"
"p152","3","45","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","c","1186.66369999846","1.18666369999846","0"
"p152","3","46","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","m","671.060199998465","0.671060199998465","1"
"p152","3","47","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","c","1120.2626000013","1.1202626000013","0"
"p152","3","48","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","831.136900000274","0.831136900000274","1"
"p152","3","49","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","586.400899999717","0.586400899999717","1"
"p152","3","50","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","c","767.264300000534","0.767264300000534","0"
"p152","3","51","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","700.992199999746","0.700992199999746","1"
"p152","3","52","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","m","589.680400000361","0.589680400000361","1"
"p152","3","53","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","722.164899998461","0.722164899998461","1"
"p152","3","54","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","753.475900000922","0.753475900000922","1"
"p152","3","55","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","462.94829999897","0.46294829999897","1"
"p152","3","56","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","m","905.132300002151","0.905132300002151","1"
"p152","3","57","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","c","737.070200000744","0.737070200000744","0"
"p152","3","58","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","783.537200000865","0.783537200000865","1"
"p152","3","59","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","m","556.758299997455","0.556758299997455","0"
"p152","3","60","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","m","706.866199998331","0.706866199998331","1"
"p152","3","61","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","705.94759999949","0.70594759999949","0"
"p152","3","62","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","c","931.255899999087","0.931255899999087","0"
"p152","3","63","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","586.371000001236","0.586371000001236","1"
"p152","3","64","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","m","879.798300000402","0.879798300000402","1"
"p152","3","65","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","c","1048.82010000074","1.04882010000074","0"
"p152","3","66","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","m","1147.20189999935","1.14720189999935","0"
"p152","3","67","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","m","1257.41600000038","1.25741600000038","1"
"p152","3","68","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","546.310100002302","0.546310100002302","1"
"p152","3","69","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","473.017699998309","0.473017699998309","1"
"p152","3","70","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","609.592299999349","0.609592299999349","1"
"p152","3","71","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","693.719099999726","0.693719099999726","1"
"p152","3","72","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","m","582.282700001088","0.582282700001088","1"
"p152","3","73","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","c","635.690699997213","0.635690699997213","0"
"p152","3","74","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","m","574.889499999699","0.574889499999699","0"
"p152","3","75","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","m","740.270800000872","0.740270800000872","1"
"p152","3","76","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","m","707.487499999843","0.707487499999843","1"
"p152","3","77","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","c","563.40099999943","0.56340099999943","0"
"p152","3","78","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","650.058300001547","0.650058300001547","0"
"p152","3","79","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","c","956.781199998659","0.956781199998659","0"
"p152","3","80","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","562.277000000904","0.562277000000904","1"
"p152","3","81","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","536.566499999026","0.536566499999026","1"
"p152","3","82","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","783.153500000481","0.783153500000481","1"
"p152","3","83","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","893.00639999783","0.89300639999783","1"
"p152","3","84","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","m","581.015499999921","0.581015499999921","1"
