"Subject","Block","Trial","Label","Task","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","Response","RT_ms","RT_sec","ACC"
"pp","2","46","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","1080.83069999702","1.08083069999702","1"
"pp","2","47","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","m","1033.66629988886","1.03366629988886","1"
"pp","2","48","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","1228.69989997707","1.22869989997707","1"
"pp","2","49","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","m","1335.6753999833","1.3356753999833","1"
"pp","2","50","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","m","829.627800034359","0.829627800034359","1"
"pp","2","51","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","c","1016.11960004084","1.01611960004084","0"
"pp","2","52","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","891.877299873158","0.891877299873158","1"
"pp","2","53","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","980.379699962214","0.980379699962214","1"
"pp","2","54","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","793.292100075632","0.793292100075632","1"
"pp","2","55","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","None","NA","NA","0"
"pp","2","56","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","765.771399950609","0.765771399950609","1"
"pp","2","57","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","939.876300049946","0.939876300049946","1"
"pp","2","58","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","850.608299952","0.850608299952","1"
"pp","2","59","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","m","924.869900103658","0.924869900103658","1"
"pp","2","60","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","m","1235.64450000413","1.23564450000413","1"
"pp","2","61","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","1485.27339985594","1.48527339985594","1"
"pp","2","62","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","m","990.042600082234","0.990042600082234","1"
"pp","2","63","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","1090.24980012327","1.09024980012327","1"
"pp","2","64","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","m","850.482200039551","0.850482200039551","0"
"pp","2","65","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","1084.78370006196","1.08478370006196","1"
"pp","2","66","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","749.879200011492","0.749879200011492","1"
"pp","2","67","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","m","1340.52340011112","1.34052340011112","1"
"pp","2","68","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","1154.54969997518","1.15454969997518","1"
"pp","2","69","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","768.424999900162","0.768424999900162","1"
"pp","2","70","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","m","893.985900096595","0.893985900096595","1"
"pp","2","71","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","694.309600163251","0.694309600163251","1"
"pp","2","72","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","m","1014.8906998802","1.0148906998802","1"
"pp","2","73","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","m","890.71790012531","0.89071790012531","1"
"pp","2","74","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","931.097000138834","0.931097000138834","1"
"pp","2","75","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","m","890.043300110847","0.890043300110847","0"
"pp","2","76","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","866.735199932009","0.866735199932009","1"
"pp","2","77","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","924.537499900907","0.924537499900907","1"
"pp","2","78","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","m","866.773799993098","0.866773799993098","1"
"pp","2","79","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","m","1548.57339989394","1.54857339989394","1"
"pp","2","80","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","m","1354.83240010217","1.35483240010217","1"
"pp","2","81","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","976.012000115588","0.976012000115588","1"
"pp","2","82","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","1076.43430004828","1.07643430004828","1"
"pp","2","83","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","708.009799942374","0.708009799942374","1"
"pp","2","84","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","835.878999903798","0.835878999903798","1"
"pp","2","85","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","959.182899910957","0.959182899910957","1"
"pp","2","86","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","m","900.942899985239","0.900942899985239","1"
"pp","2","87","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","m","765.204000053927","0.765204000053927","1"
"pp","2","88","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","m","1147.32669992372","1.14732669992372","1"
"pp","2","89","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","m","937.332399887964","0.937332399887964","1"
"pp","2","90","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","1440.11530000716","1.44011530000716","1"
"pp","2","91","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","817.838799906895","0.817838799906895","1"
"pp","2","92","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","None","NA","NA","0"
"pp","2","93","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","910.719700157642","0.910719700157642","1"
"pp","2","94","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","None","NA","NA","0"
"pp","2","95","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","856.795799918473","0.856795799918473","1"
"pp","2","96","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","914.707999909297","0.914707999909297","1"
"pp","2","97","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","777.636000188068","0.777636000188068","1"
"pp","2","98","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","887.0357000269","0.8870357000269","1"
"pp","2","99","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","799.134200206026","0.799134200206026","1"
"pp","2","100","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","939.118999987841","0.939118999987841","1"
"pp","2","101","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","m","785.568699939176","0.785568699939176","1"
"pp","2","102","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","m","1070.08489989676","1.07008489989676","1"
"pp","2","103","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","974.939600098878","0.974939600098878","1"
"pp","2","104","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","884.21000004746","0.88421000004746","1"
"pp","2","105","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","845.166200073436","0.845166200073436","1"
"pp","2","106","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","m","871.702799806371","0.871702799806371","1"
"pp","2","107","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","m","1024.87660013139","1.02487660013139","1"
"pp","2","108","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","1315.74160000309","1.31574160000309","1"
"pp","2","109","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","827.37289997749","0.82737289997749","1"
"pp","2","110","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","950.531000038609","0.950531000038609","1"
"pp","2","111","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","m","1068.91239993274","1.06891239993274","1"
"pp","2","112","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","878.453799989074","0.878453799989074","1"
"pp","2","113","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","822.997600072995","0.822997600072995","1"
"pp","2","114","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","1122.1495999489","1.1221495999489","1"
"pp","2","115","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","m","817.016900051385","0.817016900051385","1"
"pp","2","116","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","764.914199942723","0.764914199942723","1"
"pp","2","117","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","None","NA","NA","0"
"pp","2","118","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","None","NA","NA","0"
"pp","2","119","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","m","998.602900188416","0.998602900188416","1"
"pp","2","120","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","890.695800073445","0.890695800073445","1"
"pp","3","1","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","None","NA","NA","0"
"pp","3","2","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","670.171200064942","0.670171200064942","1"
"pp","3","3","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","c","1151.50360018015","1.15150360018015","0"
"pp","3","4","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","1645.81539994106","1.64581539994106","1"
"pp","3","5","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","m","823.61469999887","0.82361469999887","1"
"pp","3","6","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","850.858599878848","0.850858599878848","1"
"pp","3","7","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","717.423100024462","0.717423100024462","1"
"pp","3","8","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","733.937200158834","0.733937200158834","1"
"pp","3","9","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","m","1357.00730001554","1.35700730001554","1"
"pp","3","10","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","898.440900025889","0.898440900025889","1"
"pp","3","11","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","1146.37360000052","1.14637360000052","1"
"pp","3","12","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","760.603100061417","0.760603100061417","1"
"pp","3","13","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","790.72879999876","0.79072879999876","1"
"pp","3","14","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","1555.07369991392","1.55507369991392","1"
"pp","3","15","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","m","1136.18690008298","1.13618690008298","1"
"pp","3","16","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","1086.59500000067","1.08659500000067","1"
"pp","3","17","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","942.745799897239","0.942745799897239","1"
"pp","3","18","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","m","1477.19569993205","1.47719569993205","1"
"pp","3","19","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","m","805.552900070325","0.805552900070325","1"
"pp","3","20","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","None","NA","NA","0"
"pp","3","21","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","774.0009999834","0.7740009999834","1"
"pp","3","22","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","706.965800141916","0.706965800141916","1"
"pp","3","23","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","754.83649992384","0.75483649992384","1"
"pp","3","24","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","768.707600189373","0.768707600189373","1"
"pp","3","25","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","686.450900044292","0.686450900044292","1"
"pp","3","26","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","895.245200023055","0.895245200023055","1"
"pp","3","27","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","1191.6924000252","1.1916924000252","1"
"pp","3","28","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","None","NA","NA","0"
"pp","3","29","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","m","982.52489999868","0.98252489999868","1"
"pp","3","30","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","m","843.556100036949","0.843556100036949","1"
"pp","3","31","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","901.390000013635","0.901390000013635","1"
"pp","3","32","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","1357.85349993967","1.35785349993967","1"
"pp","3","33","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","m","947.414400056005","0.947414400056005","1"
"pp","3","34","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","1081.61110011861","1.08161110011861","1"
"pp","3","35","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","m","858.019000152126","0.858019000152126","1"
"pp","3","36","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","642.423100071028","0.642423100071028","1"
"pp","3","37","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","m","1252.93449987657","1.25293449987657","1"
"pp","3","38","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","782.382099889219","0.782382099889219","1"
"pp","3","39","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","1019.71250004135","1.01971250004135","1"
"pp","3","40","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","654.638699954376","0.654638699954376","1"
"pp","3","41","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","895.219699945301","0.895219699945301","1"
"pp","3","42","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","903.071099892259","0.903071099892259","1"
"pp","3","43","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","1118.76489990391","1.11876489990391","1"
"pp","3","44","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","750.503099989146","0.750503099989146","1"
"pp","3","45","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","m","956.462000031024","0.956462000031024","1"
"pp","3","46","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","m","817.445500055328","0.817445500055328","1"
"pp","3","47","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","589.447699952871","0.589447699952871","1"
"pp","3","48","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","m","994.531799806282","0.994531799806282","1"
"pp","3","49","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","758.894100086764","0.758894100086764","1"
"pp","3","50","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","821.439600083977","0.821439600083977","1"
"pp","3","51","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","960.668000159785","0.960668000159785","1"
"pp","3","52","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","774.390799924731","0.774390799924731","1"
"pp","3","53","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","m","691.468399949372","0.691468399949372","1"
"pp","3","54","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","m","948.041100054979","0.948041100054979","1"
"pp","3","55","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","m","1034.48399994522","1.03448399994522","1"
"pp","3","56","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","1101.57649987377","1.10157649987377","1"
"pp","3","57","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","1101.79840005003","1.10179840005003","0"
"pp","3","58","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","m","910.12019990012","0.91012019990012","1"
"pp","3","59","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","773.951899958774","0.773951899958774","1"
"pp","3","60","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","1441.53800001368","1.44153800001368","1"
"pp","3","61","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","803.557500010356","0.803557500010356","1"
"pp","3","62","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","879.602500004694","0.879602500004694","1"
"pp","3","63","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","m","1016.56350004487","1.01656350004487","1"
"pp","3","64","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","1132.33669986948","1.13233669986948","1"
"pp","3","65","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","619.350300170481","0.619350300170481","1"
"pp","3","66","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","c","766.148099908605","0.766148099908605","0"
"pp","3","67","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","m","1084.44270002656","1.08444270002656","1"
"pp","3","68","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","m","1069.48640011251","1.06948640011251","1"
"pp","3","69","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","942.471199901775","0.942471199901775","1"
"pp","3","70","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","932.77269997634","0.93277269997634","1"
"pp","3","71","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","m","811.918099876493","0.811918099876493","1"
"pp","3","72","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","631.730900146067","0.631730900146067","1"
"pp","3","73","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","843.01929990761","0.84301929990761","1"
"pp","3","74","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","630.170200020075","0.630170200020075","1"
"pp","3","75","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","633.496399968863","0.633496399968863","1"
"pp","3","76","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","1084.8383998964","1.0848383998964","1"
"pp","3","77","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","m","1053.74150001444","1.05374150001444","1"
"pp","3","78","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","750.790599966422","0.750790599966422","1"
"pp","3","79","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","m","845.324099995196","0.845324099995196","1"
"pp","3","80","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","663.832799997181","0.663832799997181","1"
"pp","3","81","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","None","NA","NA","0"
"pp","3","82","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","m","1084.32129980065","1.08432129980065","1"
"pp","3","83","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","733.333300100639","0.733333300100639","1"
"pp","3","84","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","956.531699979678","0.956531699979678","1"
"pp","3","85","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","786.42229991965","0.78642229991965","1"
"pp","3","86","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","m","1390.90580004267","1.39090580004267","1"
"pp","3","87","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","1250.89699984528","1.25089699984528","1"
"pp","3","88","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","733.078900026157","0.733078900026157","1"
"pp","3","89","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","636.375100119039","0.636375100119039","1"
"pp","3","90","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","m","894.959799945354","0.894959799945354","1"
"pp","3","91","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","919.715800089762","0.919715800089762","1"
"pp","3","92","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","1294.59820012562","1.29459820012562","1"
"pp","3","93","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","None","NA","NA","0"
"pp","3","94","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","m","1067.08389986306","1.06708389986306","1"
"pp","3","95","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","1564.8822998628","1.5648822998628","1"
"pp","3","96","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","m","1225.97379982471","1.22597379982471","1"
"pp","3","97","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","916.759900050238","0.916759900050238","1"
"pp","3","98","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","None","NA","NA","0"
"pp","3","99","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","m","751.438499893993","0.751438499893993","1"
"pp","3","100","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","653.900400036946","0.653900400036946","1"
"pp","3","101","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","895.942700095475","0.895942700095475","1"
"pp","3","102","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","m","1592.40299998783","1.59240299998783","1"
"pp","3","103","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","m","980.258300201967","0.980258300201967","1"
"pp","3","104","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","825.286600040272","0.825286600040272","1"
"pp","3","105","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","772.458899999037","0.772458899999037","1"
"pp","3","106","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","m","1233.59900014475","1.23359900014475","1"
"pp","3","107","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","716.49089991115","0.71649089991115","1"
"pp","3","108","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","940.53680007346","0.94053680007346","1"
"pp","3","109","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","m","626.781000057235","0.626781000057235","1"
"pp","3","110","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","1110.17229990102","1.11017229990102","1"
"pp","3","111","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","m","917.39339986816","0.91739339986816","1"
"pp","3","112","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","973.789199953899","0.973789199953899","1"
"pp","3","113","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","1090.61640012078","1.09061640012078","1"
"pp","3","114","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","578.996900003403","0.578996900003403","1"
"pp","3","115","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","712.13599992916","0.71213599992916","1"
"pp","3","116","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","m","1112.16749995947","1.11216749995947","1"
"pp","3","117","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","616.336300037801","0.616336300037801","1"
"pp","3","118","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","1580.32740000635","1.58032740000635","1"
"pp","3","119","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","m","1368.87679994106","1.36887679994106","1"
"pp","3","120","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","845.216599991545","0.845216599991545","1"
"ppaa","1","1","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","c","268.306399695575","0.268306399695575","0"
"ppaa","1","2","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","173.936499748379","0.173936499748379","1"
"ppaa","1","3","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","195.343399886042","0.195343399886042","1"
"ppaa","1","4","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","m","151.664900127798","0.151664900127798","0"
"ppaa","1","5","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","126.157599966973","0.126157599966973","1"
"ppaa","1","6","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","c","133.765600156039","0.133765600156039","0"
"ppaa","1","7","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","m","1261.41679985449","1.26141679985449","1"
"ppaa","1","8","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","m","134.889199864119","0.134889199864119","0"
"ppaa","1","9","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","109.906800091267","0.109906800091267","1"
"ppaa","1","10","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","m","22.2143996506929","0.0222143996506929","1"
"ppaa","1","11","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","129.922399763018","0.129922399763018","1"
"ppaa","1","12","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","121.596300043166","0.121596300043166","1"
"ppaa","1","13","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","113.242099992931","0.113242099992931","1"
"ppaa","1","14","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","c","121.541499625891","0.121541499625891","0"
"ppaa","1","15","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","None","NA","NA","0"
"ppaa","1","16","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","c","1194.82630025595","1.19482630025595","0"
"ppaa","1","17","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","m","246.782199945301","0.246782199945301","1"
