Subject_ID,Exp_id,Age,Gender,Handedness,Ethnicity,Employment_Status,Country,First_Language,Education
P24,Smith_2024_Cortex_Exp1,40,/,/,/,/,/,/,/
P30B,Smith_2024_Cortex_Exp1,/,/,/,/,/,/,/,/
p1,Smith_2024_Cortex_Exp1,/,/,/,/,/,/,/,/
p10,Smith_2024_Cortex_Exp1,24,m,/,/,/,/,/,/
p11,Smith_2024_Cortex_Exp1,49,m,/,/,/,/,/,/
p12,Smith_2024_Cortex_Exp1,/,/,/,/,/,/,/,/
p132,Smith_2024_Cortex_Exp1,/,/,/,/,/,/,/,/
p152,Smith_2024_Cortex_Exp1,/,/,/,/,/,/,/,/
p162,Smith_2024_Cortex_Exp1,/,/,/,/,/,/,/,/
p17,Smith_2024_Cortex_Exp1,/,/,/,/,/,/,/,/
p182,Smith_2024_Cortex_Exp1,/,/,/,/,/,/,/,/
p19,Smith_2024_Cortex_Exp1,33,/,/,/,/,/,/,/
p2,Smith_2024_Cortex_Exp1,/,f,/,/,/,/,/,/
p20,Smith_2024_Cortex_Exp1,/,/,/,/,/,/,/,/
p21,Smith_2024_Cortex_Exp1,/,/,/,/,/,/,/,/
p22,Smith_2024_Cortex_Exp1,35,/,/,/,/,/,/,/
p26,Smith_2024_Cortex_Exp1,44,/,/,/,/,/,/,/
p27,Smith_2024_Cortex_Exp1,/,/,/,/,/,/,/,/
p29b,Smith_2024_Cortex_Exp1,/,/,/,/,/,/,/,/
p3,Smith_2024_Cortex_Exp1,/,f,/,/,/,/,/,/
p4,Smith_2024_Cortex_Exp1,/,/,/,/,/,/,/,/
p5,Smith_2024_Cortex_Exp1,/,m,/,/,/,/,/,/
p6,Smith_2024_Cortex_Exp1,/,m,/,/,/,/,/,/
p7,Smith_2024_Cortex_Exp1,/,m,/,/,/,/,/,/
p9,Smith_2024_Cortex_Exp1,/,m,/,/,/,/,/,/
pE,Smith_2024_Cortex_Exp1,/,M,/,/,/,/,/,/
pd,Smith_2024_Cortex_Exp1,/,/,/,/,/,/,/,/
ph,Smith_2024_Cortex_Exp1,/,/,/,/,/,/,/,/
pi,Smith_2024_Cortex_Exp1,/,m,/,/,/,/,/,/
pk,Smith_2024_Cortex_Exp1,/,m,/,/,/,/,/,/
pl2,Smith_2024_Cortex_Exp1,/,/,/,/,/,/,/,/
pm2,Smith_2024_Cortex_Exp1,/,/,/,/,/,/,/,/
po2,Smith_2024_Cortex_Exp1,/,/,/,/,/,/,/,/
pp,Smith_2024_Cortex_Exp1,/,/,/,/,/,/,/,/
ppaa,Smith_2024_Cortex_Exp1,/,/,/,/,/,/,/,/
ppbb,Smith_2024_Cortex_Exp1,/,/,/,/,/,/,/,/
ppcc,Smith_2024_Cortex_Exp1,22,f,/,/,/,/,/,/
ppdd2,Smith_2024_Cortex_Exp1,20,f,/,/,/,/,/,/
ppee2,Smith_2024_Cortex_Exp1,/,/,/,/,/,/,/,/
pphh2,Smith_2024_Cortex_Exp1,/,/,/,/,/,/,/,/
ppxx2,Smith_2024_Cortex_Exp1,/,/,/,/,/,/,/,/
pq3,Smith_2024_Cortex_Exp1,/,/,/,/,/,/,/,/
ps,Smith_2024_Cortex_Exp1,/,f,/,/,/,/,/,/
ptt,Smith_2024_Cortex_Exp1,/,m,/,/,/,/,/,/
pu,Smith_2024_Cortex_Exp1,/,m,/,/,/,/,/,/
pw,Smith_2024_Cortex_Exp1,/,/,/,/,/,/,/,/
py,Smith_2024_Cortex_Exp1,/,/,/,/,/,/,/,/
pz2,Smith_2024_Cortex_Exp1,/,/,/,/,/,/,/,/
