"Image","Name","Face","CorrAns","Match","Face_onset","CResponse_onset","IResponse_onset","Match.thisRepN","Match.thisTrialN","Match.thisN","Match.thisIndex","Blocks.thisRepN","Blocks.thisTrialN","Blocks.thisN","Blocks.thisIndex","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","trials_2.thisRepN","trials_2.thisTrialN","trials_2.thisN","trials_2.thisIndex","text.started","text.stopped","p1.started","p1.stopped","MatchInstructions.started","MatchInstructions.stopped","Name1.started","Name1.stopped","Face_Relevance.started","Face_Relevance.stopped","MismatchInstructions.started","MismatchInstructions.stopped","Rest_trainingInstruct.started","Rest_trainingInstruct.stopped","next8.keys","next8.rt","next8.started","next8.stopped","Ready.started","Ready.stopped","delay_one_picked","delay_two_picked","blank0.started","blank0.stopped","FixationCross1.started","FixationCross1.stopped","Name3.started","Name3.stopped","Face_Relevance3.started","Face_Relevance3.stopped","responseTime.started","responseTime.stopped","resp.keys","resp.corr","resp.rt","resp.started","resp.stopped","Accuracy.started","Accuracy.stopped","questions.started","questions.stopped","p2.started","p2.stopped","FixationCross3.started","FixationCross3.stopped","port_Face_onset.started","port_Face_onset.stopped","Name4.started","Name4.stopped","Face_Relevance4.started","Face_Relevance4.stopped","responseTime2.started","responseTime2.stopped","Response.keys","Response.corr","Response.rt","Response.started","Response.stopped","p3.started","p3.stopped","Finish.started","Finish.stopped","gender","age","participant","date","expName","psychopyVersion","frameRate","X"
"Self.png","You","Self ","c",1,11,21,91,NA,NA,NA,NA,0,0,0,0,0,7,7,0,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"","",NA,NA,"",NA,"",1.441,1.596,100.418466199655,"None",100.959426899906,101.468647100031,101.45194910001,101.551982199773,101.45194910001,101.551982199773,101.551982199773,"None","m",0,0.630529299844056,101.551982199773,"None",102.202584099956,"None",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,NA,"p1","2022_May_12_1320","training+cueing","2021.1.4",59.9965321600666,NA
"Stranger.png","Stranger","Stranger","c",3,13,23,93,NA,NA,NA,NA,0,0,0,0,0,8,8,8,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"","",NA,NA,"",NA,"",1.424,1.799,102.602983099874,"None",103.137424899731,103.636856299825,103.636856299825,103.736932899803,103.636856299825,103.736932899803,103.736932899803,"None","c",1,0.701463900040835,103.736932899803,"None",104.452973699663,"None",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,NA,"p1","2022_May_12_1320","training+cueing","2021.1.4",59.9965321600666,NA
"Self.png","You","Self ","c",1,11,21,91,NA,NA,NA,NA,0,0,0,0,0,9,9,9,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"","",NA,NA,"",NA,"",1.594,1.743,104.854399600066,"None",105.387093999889,105.88848809991,105.871847299859,105.971865899861,105.871847299859,105.971865899861,105.971865899861,"None","m",0,0.498521099798381,105.971865899861,"None",106.488237199839,"None",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,NA,"p1","2022_May_12_1320","training+cueing","2021.1.4",59.9965321600666,NA
"Friend.png","Stranger","Friend","m",3.2,19,29,99,NA,NA,NA,NA,0,0,0,0,0,10,10,5,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"","",NA,NA,"",NA,"",1.423,2.356,106.889350799844,"None",107.426711800043,107.939993499778,107.923366399948,108.040049099829,107.923366399948,108.040049099829,108.02336889971,"None","m",1,0.639281800016761,108.02336889971,"None",108.689578799997,"None",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,NA,"p1","2022_May_12_1320","training+cueing","2021.1.4",59.9965321600666,NA
"Self.png","Stranger","Self ","m",3.1,18,28,98,NA,NA,NA,NA,0,0,0,0,0,11,11,2,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"","",NA,NA,"",NA,"",1.554,2.417,109.090834300034,"None",109.631243299693,110.141578800045,110.124988399912,110.241598399822,110.124988399912,110.241598399822,110.241598399822,"None","m",1,0.660869600251317,110.241598399822,"None",110.925476499833,"None",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,NA,"p1","2022_May_12_1320","training+cueing","2021.1.4",59.9965321600666,NA
"Stranger.png","You","Stranger","m",1.3,15,25,95,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,6,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"","",NA,NA,"",147.001656299923,"None",1.569,2.316,150.534233499784,"None",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"",NA,"",111.325790999923,"None",0.0143551994115114,"0.512838499620557",151.150512400083,151.655075099785,0.508202000986785,"1.008036500774324",151.638567099813,"151.738311199937",151.638567099813,"151.738311199937",151.738311199937,"None","m",1,0.620017200242728,151.738311199937,"None",NA,"",NA,"",NA,NA,"p1","2022_May_12_1320","training+cueing","2021.1.4",59.9965321600666,NA
"Friend.png","Friend","Friend","c",2,12,22,92,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,1,1,4,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"","",NA,NA,"",NA,"",1.699,1.75,152.496139700059,"None",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,NA,153.03687259974,153.539787800051,0.505930799990892,"1.0069526000879705",153.522932499647,"153.639646799769",153.522932499647,"153.639646799769",153.622963299975,"None","c",1,0.623639400117099,153.622963299975,"None",NA,"",NA,"",NA,NA,"p1","2022_May_12_1320","training+cueing","2021.1.4",59.9965321600666,NA
"Self.png","You","Self ","c",1,11,21,91,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,2,2,9,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"","",NA,NA,"",NA,"",1.582,1.814,154.381625100039,"None",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,NA,154.921626300085,155.424639499746,0.505318100098521,"1.0055786999873817",155.40776439989,"155.50776699977",155.40776439989,"155.50776699977",155.50776699977,"None","m",0,0.466877800412476,155.50776699977,"None",NA,"",NA,"",NA,NA,"p1","2022_May_12_1320","training+cueing","2021.1.4",59.9965321600666,NA
"Self.png","Stranger","Self ","m",3.1,18,28,98,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,3,3,2,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"","",NA,NA,"",NA,"",1.57,2.078,156.098586999811,"None",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,NA,156.638481599744,157.142253099941,0.505105199757963,"1.0053750001825392",157.125538500026,"157.242279099766",157.125538500026,"157.242279099766",157.225530299824,"None","m",1,0.684879600070417,157.225530299824,"None",NA,"",NA,"",NA,NA,"p1","2022_May_12_1320","training+cueing","2021.1.4",59.9965321600666,NA
"Stranger.png","Friend","Stranger","m",2.3,17,27,97,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,4,4,7,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"","",NA,NA,"",NA,"",1.402,2.474,158.03207820002,"None",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,NA,158.572366199922,159.07700629998,0.508099999744445,"1.008420899976045",159.060245600063,"159.176975999959",159.060245600063,"159.176975999959",159.160279899836,"None","c",0,0.574197100009769,159.160279899836,"None",NA,"",NA,"",NA,NA,"p1","2022_May_12_1320","training+cueing","2021.1.4",59.9965321600666,NA
"Self.png","Friend","Self ","m",2.1,16,26,96,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,5,5,1,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"","",NA,NA,"",NA,"",1.774,2.039,159.866859799717,"None",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,NA,160.40536359977,160.911597699858,0.512047799769789,"1.012319799978286",160.894974499941,"161.011621600017",160.894974499941,"161.011621600017",160.994932400063,"None","m",1,0.57942369999364,160.994932400063,"None",NA,"",NA,"",NA,NA,"p1","2022_May_12_1320","training+cueing","2021.1.4",59.9965321600666,NA
"Friend.png","Stranger","Friend","m",3.2,19,29,99,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,6,6,5,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"","",NA,NA,"",NA,"",1.657,2.425,161.701918799896,"None",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,NA,162.240861400031,162.746225100011,0.508976800367236,"1.0092556001618505",162.72955199983,"162.846317099873",162.72955199983,"162.846317099873",162.829607699998,"None","c",0,0.648786200210452,162.829607699998,"None",NA,"",NA,"",NA,NA,"p1","2022_May_12_1320","training+cueing","2021.1.4",59.9965321600666,NA
"Stranger.png","Stranger","Stranger","c",3,13,23,93,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,7,7,11,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"","",NA,NA,"",NA,"",1.543,2.029,163.603271800093,"None",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,NA,164.147793199867,164.647596399765,0.50030229985714,"1.0007020998746157",164.630934699904,"164.747691199649",164.630934699904,"164.747691199649",164.747691199649,"None","c",1,0.746965299826115,164.747691199649,"None",NA,"",NA,"",NA,NA,"p1","2022_May_12_1320","training+cueing","2021.1.4",59.9965321600666,NA
"Friend.png","You","Friend","m",1.2,14,24,94,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,8,8,3,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"","",NA,NA,"",NA,"",1.51,2.41,165.624502199702,"None",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,NA,166.16143189976,166.665724500082,0.506055699661374,"1.0063538998365402",166.649060599972,"166.749334299937",166.649060599972,"166.749334299937",166.749334299937,"None","m",1,0.776994599960744,166.749334299937,"None",NA,"",NA,"",NA,NA,"p1","2022_May_12_1320","training+cueing","2021.1.4",59.9965321600666,NA
"Friend.png","Friend","Friend","c",2,12,22,92,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,9,9,10,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"","",NA,NA,"",NA,"",1.61,1.656,167.655876900069,"None",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,NA,168.197781399824,168.700571999885,0.507003500126302,"1.0072760004550219",168.683905600104,"168.800620900001",168.683905600104,"168.800620900001",168.783915400039,"None","m",0,0.726445399690419,168.783915400039,"None",NA,"",NA,"",NA,NA,"p1","2022_May_12_1320","training+cueing","2021.1.4",59.9965321600666,NA
"Self.png","You","Self ","c",1,11,21,91,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,10,10,0,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"","",NA,NA,"",NA,"",1.655,2.098,169.64022359997,"None",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,NA,170.183718599845,170.685370499734,0.503451100084931,"1.003734600264579",170.668653999921,"170.768700500019",170.668653999921,"170.768700500019",170.768700500019,"None","c",1,0.917627000249922,170.768700500019,"None",NA,"",NA,"",NA,NA,"p1","2022_May_12_1320","training+cueing","2021.1.4",59.9965321600666,NA
"Stranger.png","Stranger","Stranger","c",3,13,23,93,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,11,11,8,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"","",NA,NA,"",NA,"",1.452,1.753,171.809011899866,"None",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,NA,172.348027199972,172.85359669989,0.508790699765086,"1.00907939998433",172.836884699762,"172.953614299651",172.836884699762,"172.953614299651",172.936913999729,"None","c",1,0.829522999934852,172.936913999729,"None",NA,"",NA,"",NA,NA,"p1","2022_May_12_1320","training+cueing","2021.1.4",59.9965321600666,NA
"Self.png","Stranger","Self ","m",3.1,18,28,98,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1,0,12,2,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"","",NA,NA,"",NA,"",1.463,1.214,173.893537699711,"None",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,NA,174.432664999738,174.938402599655,0.511704199947417,"1.0119791999459267",174.921725699678,"175.038655099925",174.921725699678,"175.038655099925",175.02175699966,"None","m",1,0.536644000094384,175.02175699966,"None",NA,"",NA,"",NA,NA,"p1","2022_May_12_1320","training+cueing","2021.1.4",59.9965321600666,NA
"Friend.png","Stranger","Friend","m",3.2,19,29,99,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1,1,13,5,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"","",NA,NA,"",NA,"",1.556,1.379,175.694639199879,"None",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,NA,176.243045900017,176.75666619977,0.509386100340635,"1.0096508003771305",176.739894500002,"176.856611399911",176.739894500002,"176.856611399911",176.839893099852,"None","m",1,0.670600700192153,176.839893099852,"None",NA,"",NA,"",NA,NA,"p1","2022_May_12_1320","training+cueing","2021.1.4",59.9965321600666,NA
"Stranger.png","Friend","Stranger","m",2.3,17,27,97,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1,2,14,7,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"","",NA,NA,"",NA,"",1.7,1.915,177.647927399725,"None",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,NA,178.191407999955,178.691157399677,0.51459029968828,"1.0148175996728241",178.691157399677,"178.791138099972",178.691157399677,"178.791138099972",178.791138099972,"None","c",0,0.527288099750876,178.791138099972,"None",NA,"",NA,"",NA,NA,"p1","2022_May_12_1320","training+cueing","2021.1.4",59.9965321600666,NA
"Self.png","You","Self ","c",1,11,21,91,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1,3,15,0,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"","",NA,NA,"",NA,"",1.42,1.626,179.447503999807,"None",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,NA,179.986517299898,180.492407099809,0.511399399954826,"1.0116980001330376",180.475732699968,"180.57581249997",180.475732699968,"180.57581249997",180.57581249997,"None","c",1,0.534556400030851,180.57581249997,"None",NA,"",NA,"",NA,NA,"p1","2022_May_12_1320","training+cueing","2021.1.4",59.9965321600666,NA
"Friend.png","Friend","Friend","c",2,12,22,92,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1,4,16,4,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"","",NA,NA,"",NA,"",1.759,2.407,181.233042499982,"None",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,NA,181.7729003001,182.277043600101,0.506934400182217,"1.007181300316006",182.26040680008,"182.377108799759",182.26040680008,"182.377108799759",182.360389099922,"None","m",0,0.525976200122386,182.360389099922,"None",NA,"",NA,"",NA,NA,"p1","2022_May_12_1320","training+cueing","2021.1.4",59.9965321600666,NA
"Friend.png","You","Friend","m",1.2,14,24,94,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1,5,17,3,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"","",NA,NA,"",NA,"",1.498,2.441,183.016915000044,"None",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,NA,183.558274299838,184.061673899647,0.507397000212222,"None",184.04500370007,"184.14500929974",184.04500370007,"184.14500929974",184.14500929974,"None","c",0,0.245471999980509,184.14500929974,"None",NA,"",NA,"",NA,NA,"p1","2022_May_12_1320","training+cueing","2021.1.4",59.9965321600666,NA
"Stranger.png","Stranger","Stranger","c",3,13,23,93,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1,6,18,8,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"","",NA,NA,"",NA,"",1.407,1.423,184.519788799807,"None",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,NA,185.061517999973,185.562763799913,0.503009399864823,"1.0032966998405755",185.546066799667,"185.662833199836",185.546066799667,"185.662833199836",185.646252899896,"None","m",0,0.824103600345552,185.646252899896,"None",NA,"",NA,"",NA,NA,"p1","2022_May_12_1320","training+cueing","2021.1.4",59.9965321600666,NA
"Stranger.png","Stranger","Stranger","c",3,13,23,93,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1,7,19,11,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"","",NA,NA,"",NA,"",1.707,1.765,186.602964200079,"None",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,NA,187.149449599907,187.664302399848,0.510925699956715,"None",187.647613599896,"187.764325199649",187.647613599896,"187.764325199649",187.747606799938,"None","c",1,0.243262900039554,187.747606799938,"None",NA,"",NA,"",NA,NA,"p1","2022_May_12_1320","training+cueing","2021.1.4",59.9965321600666,NA
"Self.png","Friend","Self ","m",2.1,16,26,96,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1,8,20,1,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"","",NA,NA,"",NA,"",1.438,1.498,188.121879099868,"None",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,NA,188.679699399974,189.182283999864,0.506556000094861,"1.006869500502944",189.165624599904,"189.282313399948",189.165624599904,"189.282313399948",189.265690399799,"None","m",1,0.660675999708474,189.265690399799,"None",NA,"",NA,"",NA,NA,"p1","2022_May_12_1320","training+cueing","2021.1.4",59.9965321600666,NA
"Self.png","You","Self ","c",1,11,21,91,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1,9,21,9,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"","",NA,NA,"",NA,"",1.48,1.303,190.056276699994,"None",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,NA,190.596487999894,191.100071500055,0.506018899846822,"1.0063331997953355",191.083406900056,"191.183459399734",191.083406900056,"191.183459399734",191.183459399734,"None","c",1,0.694883800111711,191.183459399734,"None",NA,"",NA,"",NA,NA,"p1","2022_May_12_1320","training+cueing","2021.1.4",59.9965321600666,NA
"Friend.png","Friend","Friend","c",2,12,22,92,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1,10,22,10,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"","",NA,NA,"",NA,"",1.779,2.428,192.007411399856,"None",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,NA,192.547715999652,193.051614899654,0.505514899734408,"1.0057669999077916",193.034934700001,"193.151554299984",193.034934700001,"193.151554299984",193.134860799648,"None","m",0,0.647800100035965,193.134860799648,"None",NA,"",NA,"",NA,NA,"p1","2022_May_12_1320","training+cueing","2021.1.4",59.9965321600666,NA
