Subject,Task,Block,Trial,Matching,Shape,Shape_Origin_Identity,Shape_English_Identity,Shape_Standardized_Identity,Label,Label_Origin_Identity,Label_English_Identity,Label_Standardized_Identity,extraIV1,RT_ms,ACC
18124,self-matching,1,19,Matching,pentagon,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,sad,786,1
18124,self-matching,1,20,Nonmatching,triangle,friend,friend,Close,stranger,stranger,stranger,Stranger,sad,870,1
18124,self-matching,1,21,Nonmatching,diamond,self,self,Self,friend,friend,friend,Close,sad,931,1
18124,self-matching,1,22,Nonmatching,triangle,friend,friend,Close,self,self,self,Self,sad,437,0
18124,self-matching,1,23,Nonmatching,pentagon,stranger,stranger,Stranger,friend,friend,friend,Close,sad,853,1
18124,self-matching,1,24,Nonmatching,diamond,self,self,Self,friend,friend,friend,Close,neutral,692,1
18124,self-matching,1,25,Nonmatching,pentagon,stranger,stranger,Stranger,self,self,self,Self,sad,646,0
18124,self-matching,1,26,Matching,triangle,friend,friend,Close,friend,friend,friend,Close,sad,468,0
18124,self-matching,1,27,Matching,pentagon,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,sad,1194,1
18124,self-matching,1,28,Matching,diamond,self,self,Self,self,self,self,Self,sad,906,1
18124,self-matching,1,29,Nonmatching,diamond,self,self,Self,stranger,stranger,stranger,Stranger,sad,806,1
18124,self-matching,1,30,Nonmatching,triangle,friend,friend,Close,self,self,self,Self,neutral,888,1
18124,self-matching,1,31,Matching,diamond,self,self,Self,self,self,self,Self,sad,631,1
18124,self-matching,1,32,Matching,diamond,self,self,Self,self,self,self,Self,sad,582,1
18124,self-matching,1,33,Matching,diamond,self,self,Self,self,self,self,Self,neutral,543,1
18124,self-matching,1,34,Matching,diamond,self,self,Self,self,self,self,Self,neutral,554,1
18124,self-matching,1,35,Matching,diamond,self,self,Self,self,self,self,Self,sad,728,1
18124,self-matching,1,36,Nonmatching,triangle,friend,friend,Close,stranger,stranger,stranger,Stranger,neutral,880,1
18124,self-matching,1,37,Nonmatching,pentagon,stranger,stranger,Stranger,friend,friend,friend,Close,sad,944,1
18124,self-matching,1,38,Nonmatching,diamond,self,self,Self,friend,friend,friend,Close,sad,772,1
18124,self-matching,1,39,Nonmatching,pentagon,stranger,stranger,Stranger,friend,friend,friend,Close,neutral,857,1
18124,self-matching,1,40,Matching,triangle,friend,friend,Close,friend,friend,friend,Close,sad,697,0
18124,self-matching,1,41,Matching,triangle,friend,friend,Close,friend,friend,friend,Close,sad,859,1
18124,self-matching,1,42,Matching,triangle,friend,friend,Close,friend,friend,friend,Close,neutral,455,1
18124,self-matching,1,43,Matching,pentagon,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,sad,648,0
18124,self-matching,1,44,Matching,diamond,self,self,Self,self,self,self,Self,neutral,1247,1
18124,self-matching,1,45,Matching,pentagon,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,neutral,815,0
18124,self-matching,1,46,Matching,diamond,self,self,Self,self,self,self,Self,sad,549,1
18124,self-matching,1,47,Nonmatching,diamond,self,self,Self,stranger,stranger,stranger,Stranger,sad,801,1
18124,self-matching,1,48,Matching,pentagon,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,neutral,646,0
18124,self-matching,1,49,Nonmatching,pentagon,stranger,stranger,Stranger,friend,friend,friend,Close,sad,816,1
18124,self-matching,1,50,Nonmatching,triangle,friend,friend,Close,self,self,self,Self,neutral,422,0
18124,self-matching,1,51,Nonmatching,triangle,friend,friend,Close,self,self,self,Self,sad,882,1
18124,self-matching,1,52,Matching,triangle,friend,friend,Close,friend,friend,friend,Close,neutral,670,0
18124,self-matching,1,53,Nonmatching,triangle,friend,friend,Close,self,self,self,Self,neutral,784,0
18124,self-matching,1,54,Matching,triangle,friend,friend,Close,friend,friend,friend,Close,neutral,964,0
18124,self-matching,1,55,Nonmatching,triangle,friend,friend,Close,stranger,stranger,stranger,Stranger,neutral,651,1
18124,self-matching,1,56,Matching,triangle,friend,friend,Close,friend,friend,friend,Close,neutral,751,1
18124,self-matching,1,57,Nonmatching,pentagon,stranger,stranger,Stranger,self,self,self,Self,sad,1066,1
18124,self-matching,1,58,Nonmatching,pentagon,stranger,stranger,Stranger,friend,friend,friend,Close,neutral,624,1
18124,self-matching,1,59,Matching,triangle,friend,friend,Close,friend,friend,friend,Close,neutral,820,1
18124,self-matching,1,60,Nonmatching,pentagon,stranger,stranger,Stranger,self,self,self,Self,neutral,824,0
18124,self-matching,1,61,Matching,diamond,self,self,Self,self,self,self,Self,neutral,581,1
18124,self-matching,1,62,Nonmatching,pentagon,stranger,stranger,Stranger,self,self,self,Self,sad,598,1
18124,self-matching,1,63,Nonmatching,diamond,self,self,Self,friend,friend,friend,Close,neutral,835,1
18124,self-matching,1,64,Matching,pentagon,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,sad,823,0
18124,self-matching,1,65,Matching,pentagon,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,sad,702,1
18124,self-matching,1,66,Nonmatching,diamond,self,self,Self,stranger,stranger,stranger,Stranger,neutral,640,1
18124,self-matching,1,67,Matching,diamond,self,self,Self,self,self,self,Self,neutral,608,1
18124,self-matching,1,68,Nonmatching,diamond,self,self,Self,stranger,stranger,stranger,Stranger,neutral,588,1
18124,self-matching,1,69,Nonmatching,triangle,friend,friend,Close,stranger,stranger,stranger,Stranger,sad,564,1
18124,self-matching,1,70,Matching,pentagon,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,neutral,464,0
18124,self-matching,1,71,Matching,triangle,friend,friend,Close,friend,friend,friend,Close,sad,617,1
18124,self-matching,1,72,Nonmatching,triangle,friend,friend,Close,stranger,stranger,stranger,Stranger,sad,991,1
18124,self-matching,2,1,Nonmatching,triangle,friend,friend,Close,stranger,stranger,stranger,Stranger,sad,761,1
18124,self-matching,2,2,Nonmatching,pentagon,stranger,stranger,Stranger,self,self,self,Self,neutral,496,0
18124,self-matching,2,3,Matching,triangle,friend,friend,Close,friend,friend,friend,Close,neutral,841,1
18124,self-matching,2,4,Nonmatching,triangle,friend,friend,Close,stranger,stranger,stranger,Stranger,neutral,634,1
18124,self-matching,2,5,Nonmatching,triangle,friend,friend,Close,self,self,self,Self,sad,644,1
18124,self-matching,2,6,Matching,diamond,self,self,Self,self,self,self,Self,neutral,591,1
18124,self-matching,2,7,Matching,triangle,friend,friend,Close,friend,friend,friend,Close,neutral,527,0
18124,self-matching,2,8,Matching,pentagon,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,neutral,806,0
18124,self-matching,2,9,Matching,pentagon,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,neutral,840,1
18124,self-matching,2,10,Nonmatching,triangle,friend,friend,Close,stranger,stranger,stranger,Stranger,neutral,594,1
18124,self-matching,2,11,Nonmatching,pentagon,stranger,stranger,Stranger,self,self,self,Self,neutral,835,0
18124,self-matching,2,12,Matching,diamond,self,self,Self,self,self,self,Self,neutral,624,1
18124,self-matching,2,13,Nonmatching,diamond,self,self,Self,friend,friend,friend,Close,neutral,546,1
18124,self-matching,2,14,Nonmatching,pentagon,stranger,stranger,Stranger,friend,friend,friend,Close,sad,628,1
18124,self-matching,2,15,Nonmatching,diamond,self,self,Self,friend,friend,friend,Close,sad,1006,0
18124,self-matching,2,16,Matching,pentagon,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,neutral,645,0
18124,self-matching,2,17,Nonmatching,pentagon,stranger,stranger,Stranger,self,self,self,Self,sad,595,0
18124,self-matching,2,18,Nonmatching,triangle,friend,friend,Close,self,self,self,Self,neutral,560,1
18124,self-matching,2,19,Nonmatching,pentagon,stranger,stranger,Stranger,friend,friend,friend,Close,neutral,1290,1
18124,self-matching,2,20,Nonmatching,triangle,friend,friend,Close,stranger,stranger,stranger,Stranger,sad,668,1
18124,self-matching,2,21,Matching,pentagon,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,neutral,795,0
18124,self-matching,2,22,Nonmatching,pentagon,stranger,stranger,Stranger,self,self,self,Self,sad,560,0
18124,self-matching,2,23,Matching,pentagon,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,sad,531,0
18124,self-matching,2,24,Matching,pentagon,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,neutral,556,0
18124,self-matching,2,25,Nonmatching,diamond,self,self,Self,friend,friend,friend,Close,neutral,1002,1
18124,self-matching,2,26,Matching,diamond,self,self,Self,self,self,self,Self,neutral,522,1
18124,self-matching,2,27,Matching,diamond,self,self,Self,self,self,self,Self,neutral,542,1
18124,self-matching,2,28,Matching,diamond,self,self,Self,self,self,self,Self,sad,462,1
18124,self-matching,2,29,Matching,diamond,self,self,Self,self,self,self,Self,sad,499,1
18124,self-matching,2,30,Nonmatching,triangle,friend,friend,Close,self,self,self,Self,neutral,569,1
18124,self-matching,2,31,Matching,triangle,friend,friend,Close,friend,friend,friend,Close,sad,614,0
18124,self-matching,2,32,Matching,triangle,friend,friend,Close,friend,friend,friend,Close,neutral,766,1
18124,self-matching,2,33,Nonmatching,diamond,self,self,Self,stranger,stranger,stranger,Stranger,sad,1117,1
18124,self-matching,2,34,Nonmatching,diamond,self,self,Self,stranger,stranger,stranger,Stranger,neutral,588,1
18124,self-matching,2,35,Nonmatching,diamond,self,self,Self,friend,friend,friend,Close,sad,632,1
18124,self-matching,2,36,Nonmatching,pentagon,stranger,stranger,Stranger,friend,friend,friend,Close,sad,760,1
18124,self-matching,2,37,Nonmatching,pentagon,stranger,stranger,Stranger,self,self,self,Self,sad,648,0
18124,self-matching,2,38,Matching,diamond,self,self,Self,self,self,self,Self,neutral,555,1
18124,self-matching,2,39,Matching,triangle,friend,friend,Close,friend,friend,friend,Close,neutral,770,0
18124,self-matching,2,40,Matching,diamond,self,self,Self,self,self,self,Self,neutral,560,1
18124,self-matching,2,41,Matching,triangle,friend,friend,Close,friend,friend,friend,Close,sad,977,0
18124,self-matching,2,42,Nonmatching,pentagon,stranger,stranger,Stranger,self,self,self,Self,neutral,910,1
18124,self-matching,2,43,Matching,diamond,self,self,Self,self,self,self,Self,sad,599,1
18124,self-matching,2,44,Matching,diamond,self,self,Self,self,self,self,Self,sad,398,1
18124,self-matching,2,45,Nonmatching,diamond,self,self,Self,friend,friend,friend,Close,neutral,572,1
18124,self-matching,2,46,Matching,triangle,friend,friend,Close,friend,friend,friend,Close,neutral,474,0
18124,self-matching,2,47,Nonmatching,triangle,friend,friend,Close,self,self,self,Self,sad,488,0
18124,self-matching,2,48,Nonmatching,diamond,self,self,Self,stranger,stranger,stranger,Stranger,sad,916,1
18124,self-matching,2,49,Nonmatching,diamond,self,self,Self,stranger,stranger,stranger,Stranger,neutral,673,1
18124,self-matching,2,50,Matching,diamond,self,self,Self,self,self,self,Self,sad,565,1
18124,self-matching,2,51,Nonmatching,triangle,friend,friend,Close,stranger,stranger,stranger,Stranger,neutral,483,1
18124,self-matching,2,52,Matching,triangle,friend,friend,Close,friend,friend,friend,Close,sad,568,0
18124,self-matching,2,53,Nonmatching,triangle,friend,friend,Close,self,self,self,Self,sad,695,1
18124,self-matching,2,54,Nonmatching,pentagon,stranger,stranger,Stranger,friend,friend,friend,Close,sad,842,1
18124,self-matching,2,55,Matching,triangle,friend,friend,Close,friend,friend,friend,Close,sad,603,0
18124,self-matching,2,56,Nonmatching,triangle,friend,friend,Close,stranger,stranger,stranger,Stranger,sad,840,1
18124,self-matching,2,57,Nonmatching,diamond,self,self,Self,friend,friend,friend,Close,sad,942,1
18124,self-matching,2,58,Matching,pentagon,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,sad,836,1
18124,self-matching,2,59,Matching,diamond,self,self,Self,self,self,self,Self,sad,559,1
18124,self-matching,2,60,Matching,pentagon,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,sad,595,0
18124,self-matching,2,61,Matching,pentagon,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,sad,712,1
18124,self-matching,2,62,Matching,triangle,friend,friend,Close,friend,friend,friend,Close,sad,617,0
18124,self-matching,2,63,Nonmatching,diamond,self,self,Self,stranger,stranger,stranger,Stranger,neutral,533,0
18124,self-matching,2,64,Matching,triangle,friend,friend,Close,friend,friend,friend,Close,sad,761,1
18124,self-matching,2,65,Matching,pentagon,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,neutral,643,0
18124,self-matching,2,66,Nonmatching,triangle,friend,friend,Close,self,self,self,Self,neutral,838,0
18124,self-matching,2,67,Matching,pentagon,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,sad,514,0
18124,self-matching,2,68,Nonmatching,pentagon,stranger,stranger,Stranger,friend,friend,friend,Close,neutral,589,0
18124,self-matching,2,69,Nonmatching,diamond,self,self,Self,stranger,stranger,stranger,Stranger,sad,606,1
18124,self-matching,2,70,Matching,pentagon,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,sad,1436,1
18124,self-matching,2,71,Matching,triangle,friend,friend,Close,friend,friend,friend,Close,neutral,811,1
18124,self-matching,2,72,Nonmatching,pentagon,stranger,stranger,Stranger,friend,friend,friend,Close,neutral,694,0
18124,self-matching,3,1,Nonmatching,pentagon,stranger,stranger,Stranger,self,self,self,Self,neutral,579,0
18124,self-matching,3,2,Matching,diamond,self,self,Self,self,self,self,Self,sad,398,1
18124,self-matching,3,3,Matching,triangle,friend,friend,Close,friend,friend,friend,Close,sad,579,0
18124,self-matching,3,4,Matching,triangle,friend,friend,Close,friend,friend,friend,Close,sad,597,1
18124,self-matching,3,5,Nonmatching,diamond,self,self,Self,friend,friend,friend,Close,neutral,786,1
18124,self-matching,3,6,Matching,diamond,self,self,Self,self,self,self,Self,neutral,637,1
18124,self-matching,3,7,Nonmatching,diamond,self,self,Self,friend,friend,friend,Close,sad,712,1
18124,self-matching,3,8,Nonmatching,pentagon,stranger,stranger,Stranger,friend,friend,friend,Close,neutral,524,0
18124,self-matching,3,9,Matching,diamond,self,self,Self,self,self,self,Self,neutral,623,1
18124,self-matching,3,10,Matching,pentagon,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,neutral,668,1
18124,self-matching,3,11,Nonmatching,pentagon,stranger,stranger,Stranger,friend,friend,friend,Close,neutral,769,1
18124,self-matching,3,12,Nonmatching,pentagon,stranger,stranger,Stranger,self,self,self,Self,sad,662,1
18124,self-matching,3,13,Nonmatching,diamond,self,self,Self,stranger,stranger,stranger,Stranger,sad,1210,1
18124,self-matching,3,14,Matching,pentagon,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,neutral,626,0
18124,self-matching,3,15,Matching,triangle,friend,friend,Close,friend,friend,friend,Close,neutral,1014,1
18124,self-matching,3,16,Matching,triangle,friend,friend,Close,friend,friend,friend,Close,neutral,732,1
18124,self-matching,3,17,Nonmatching,pentagon,stranger,stranger,Stranger,self,self,self,Self,neutral,969,1
18124,self-matching,3,18,Matching,pentagon,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,neutral,626,0
18124,self-matching,3,19,Nonmatching,triangle,friend,friend,Close,stranger,stranger,stranger,Stranger,neutral,664,1
18124,self-matching,3,20,Nonmatching,diamond,self,self,Self,stranger,stranger,stranger,Stranger,neutral,1171,1
18124,self-matching,3,21,Matching,diamond,self,self,Self,self,self,self,Self,neutral,743,1
18124,self-matching,3,22,Matching,diamond,self,self,Self,self,self,self,Self,sad,872,0
18124,self-matching,3,23,Matching,pentagon,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,sad,592,0
18124,self-matching,3,24,Matching,pentagon,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,sad,522,0
18124,self-matching,3,25,Matching,triangle,friend,friend,Close,friend,friend,friend,Close,neutral,743,0
18124,self-matching,3,26,Nonmatching,triangle,friend,friend,Close,self,self,self,Self,neutral,804,1
18124,self-matching,3,27,Nonmatching,triangle,friend,friend,Close,stranger,stranger,stranger,Stranger,sad,508,1
18124,self-matching,3,28,Matching,diamond,self,self,Self,self,self,self,Self,sad,655,1
18124,self-matching,3,29,Nonmatching,triangle,friend,friend,Close,stranger,stranger,stranger,Stranger,neutral,585,1
18124,self-matching,3,30,Nonmatching,triangle,friend,friend,Close,self,self,self,Self,sad,583,1
18124,self-matching,3,31,Nonmatching,diamond,self,self,Self,friend,friend,friend,Close,sad,889,1
18124,self-matching,3,32,Matching,pentagon,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,sad,607,0
18124,self-matching,3,33,Nonmatching,pentagon,stranger,stranger,Stranger,friend,friend,friend,Close,sad,748,1
18124,self-matching,3,34,Nonmatching,triangle,friend,friend,Close,stranger,stranger,stranger,Stranger,neutral,982,1
18124,self-matching,3,35,Matching,triangle,friend,friend,Close,friend,friend,friend,Close,neutral,777,0
18124,self-matching,3,36,Matching,triangle,friend,friend,Close,friend,friend,friend,Close,sad,596,0
18124,self-matching,3,37,Nonmatching,diamond,self,self,Self,stranger,stranger,stranger,Stranger,neutral,659,0
18124,self-matching,3,38,Matching,triangle,friend,friend,Close,friend,friend,friend,Close,neutral,565,0
18124,self-matching,3,39,Nonmatching,diamond,self,self,Self,stranger,stranger,stranger,Stranger,sad,968,0
18124,self-matching,3,40,Nonmatching,diamond,self,self,Self,stranger,stranger,stranger,Stranger,sad,511,1
18124,self-matching,3,41,Nonmatching,pentagon,stranger,stranger,Stranger,self,self,self,Self,sad,595,1
18124,self-matching,3,42,Nonmatching,diamond,self,self,Self,friend,friend,friend,Close,sad,496,1
18124,self-matching,3,43,Nonmatching,triangle,friend,friend,Close,self,self,self,Self,sad,1027,1
18124,self-matching,3,44,Nonmatching,triangle,friend,friend,Close,stranger,stranger,stranger,Stranger,sad,566,1
18124,self-matching,3,45,Nonmatching,pentagon,stranger,stranger,Stranger,friend,friend,friend,Close,neutral,1500,
18124,self-matching,3,46,Matching,pentagon,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,sad,960,0
18124,self-matching,3,47,Nonmatching,triangle,friend,friend,Close,self,self,self,Self,sad,668,0
18124,self-matching,3,48,Nonmatching,diamond,self,self,Self,friend,friend,friend,Close,neutral,416,1
18124,self-matching,3,49,Nonmatching,triangle,friend,friend,Close,stranger,stranger,stranger,Stranger,sad,451,1
18124,self-matching,3,50,Matching,diamond,self,self,Self,self,self,self,Self,sad,785,1
18124,self-matching,3,51,Matching,diamond,self,self,Self,self,self,self,Self,neutral,482,1
18124,self-matching,3,52,Matching,triangle,friend,friend,Close,friend,friend,friend,Close,sad,672,0
18124,self-matching,3,53,Matching,diamond,self,self,Self,self,self,self,Self,neutral,486,1
18124,self-matching,3,54,Matching,triangle,friend,friend,Close,friend,friend,friend,Close,sad,678,1
18124,self-matching,3,55,Nonmatching,pentagon,stranger,stranger,Stranger,friend,friend,friend,Close,sad,652,1
18124,self-matching,3,56,Matching,triangle,friend,friend,Close,friend,friend,friend,Close,neutral,682,1
18124,self-matching,3,57,Matching,pentagon,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,neutral,558,0
18124,self-matching,3,58,Nonmatching,diamond,self,self,Self,stranger,stranger,stranger,Stranger,neutral,577,0
18124,self-matching,3,59,Nonmatching,pentagon,stranger,stranger,Stranger,self,self,self,Self,sad,755,0
18124,self-matching,3,60,Matching,triangle,friend,friend,Close,friend,friend,friend,Close,sad,667,1
18124,self-matching,3,61,Matching,diamond,self,self,Self,self,self,self,Self,neutral,953,1
18124,self-matching,3,62,Matching,diamond,self,self,Self,self,self,self,Self,sad,604,1
18124,self-matching,3,63,Nonmatching,pentagon,stranger,stranger,Stranger,self,self,self,Self,neutral,616,1
18124,self-matching,3,64,Matching,diamond,self,self,Self,self,self,self,Self,sad,689,1
18124,self-matching,3,65,Nonmatching,triangle,friend,friend,Close,self,self,self,Self,neutral,750,0
18124,self-matching,3,66,Matching,pentagon,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,sad,567,0
18124,self-matching,3,67,Matching,pentagon,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,neutral,660,0
18124,self-matching,3,68,Nonmatching,triangle,friend,friend,Close,self,self,self,Self,neutral,828,1
18124,self-matching,3,69,Nonmatching,diamond,self,self,Self,friend,friend,friend,Close,neutral,1026,1
18124,self-matching,3,70,Matching,pentagon,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,neutral,499,0
18124,self-matching,3,71,Matching,pentagon,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,sad,658,0
18124,self-matching,3,72,Nonmatching,pentagon,stranger,stranger,Stranger,friend,friend,friend,Close,sad,680,1
18124,self-matching,4,1,Matching,pentagon,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,sad,536,0
18124,self-matching,4,2,Matching,diamond,self,self,Self,self,self,self,Self,neutral,460,1
18124,self-matching,4,3,Nonmatching,pentagon,stranger,stranger,Stranger,friend,friend,friend,Close,neutral,783,1
18124,self-matching,4,4,Nonmatching,triangle,friend,friend,Close,stranger,stranger,stranger,Stranger,neutral,497,1
18124,self-matching,4,5,Nonmatching,diamond,self,self,Self,friend,friend,friend,Close,neutral,715,1
18124,self-matching,4,6,Matching,triangle,friend,friend,Close,friend,friend,friend,Close,neutral,755,0
18124,self-matching,4,7,Matching,triangle,friend,friend,Close,friend,friend,friend,Close,neutral,610,1
18124,self-matching,4,8,Matching,triangle,friend,friend,Close,friend,friend,friend,Close,sad,483,1
18124,self-matching,4,9,Matching,triangle,friend,friend,Close,friend,friend,friend,Close,sad,534,1
18124,self-matching,4,10,Nonmatching,pentagon,stranger,stranger,Stranger,self,self,self,Self,neutral,665,1
18124,self-matching,4,11,Matching,triangle,friend,friend,Close,friend,friend,friend,Close,neutral,757,1
18124,self-matching,4,12,Nonmatching,pentagon,stranger,stranger,Stranger,friend,friend,friend,Close,neutral,759,1
18124,self-matching,4,13,Nonmatching,triangle,friend,friend,Close,stranger,stranger,stranger,Stranger,sad,739,1
18124,self-matching,4,14,Nonmatching,triangle,friend,friend,Close,self,self,self,Self,sad,682,1
18124,self-matching,4,15,Matching,diamond,self,self,Self,self,self,self,Self,neutral,712,1
18124,self-matching,4,16,Nonmatching,pentagon,stranger,stranger,Stranger,friend,friend,friend,Close,sad,497,1
18124,self-matching,4,17,Nonmatching,pentagon,stranger,stranger,Stranger,friend,friend,friend,Close,neutral,516,1
18124,self-matching,4,18,Matching,triangle,friend,friend,Close,friend,friend,friend,Close,sad,576,0
18124,self-matching,4,19,Matching,pentagon,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,sad,739,0
18124,self-matching,4,20,Matching,pentagon,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,neutral,713,0
18124,self-matching,4,21,Nonmatching,triangle,friend,friend,Close,self,self,self,Self,neutral,828,1
18124,self-matching,4,22,Matching,pentagon,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,sad,798,1
18124,self-matching,4,23,Matching,diamond,self,self,Self,self,self,self,Self,sad,405,1
18124,self-matching,4,24,Matching,pentagon,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,neutral,657,1
18124,self-matching,4,25,Matching,diamond,self,self,Self,self,self,self,Self,sad,796,1
18124,self-matching,4,26,Nonmatching,pentagon,stranger,stranger,Stranger,self,self,self,Self,sad,680,1
18124,self-matching,4,27,Matching,diamond,self,self,Self,self,self,self,Self,sad,724,1
18124,self-matching,4,28,Matching,triangle,friend,friend,Close,friend,friend,friend,Close,neutral,798,1
18124,self-matching,4,29,Matching,pentagon,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,sad,882,1
18124,self-matching,4,30,Nonmatching,pentagon,stranger,stranger,Stranger,self,self,self,Self,neutral,672,1
18124,self-matching,4,31,Nonmatching,triangle,friend,friend,Close,stranger,stranger,stranger,Stranger,neutral,520,0
18124,self-matching,4,32,Matching,pentagon,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,neutral,635,0
18124,self-matching,4,33,Nonmatching,pentagon,stranger,stranger,Stranger,friend,friend,friend,Close,sad,1006,1
18124,self-matching,4,34,Matching,triangle,friend,friend,Close,friend,friend,friend,Close,sad,825,1
18124,self-matching,4,35,Nonmatching,pentagon,stranger,stranger,Stranger,self,self,self,Self,sad,640,1
18124,self-matching,4,36,Nonmatching,triangle,friend,friend,Close,stranger,stranger,stranger,Stranger,sad,641,0
18124,self-matching,4,37,Nonmatching,triangle,friend,friend,Close,self,self,self,Self,neutral,813,1
18124,self-matching,4,38,Nonmatching,diamond,self,self,Self,stranger,stranger,stranger,Stranger,sad,888,1
18124,self-matching,4,39,Nonmatching,triangle,friend,friend,Close,stranger,stranger,stranger,Stranger,sad,608,1
18124,self-matching,4,40,Matching,diamond,self,self,Self,self,self,self,Self,sad,644,1
18124,self-matching,4,41,Nonmatching,diamond,self,self,Self,stranger,stranger,stranger,Stranger,sad,592,1
18124,self-matching,4,42,Nonmatching,triangle,friend,friend,Close,self,self,self,Self,neutral,708,0
18124,self-matching,4,43,Nonmatching,diamond,self,self,Self,stranger,stranger,stranger,Stranger,neutral,567,1
18124,self-matching,4,44,Matching,diamond,self,self,Self,self,self,self,Self,sad,818,1
18124,self-matching,4,45,Matching,pentagon,stranger,stranger,Stranger,stranger,stranger,stranger,Stranger,neutral,558,0
18124,self-matching,4,46,Nonmatching,diamond,self,self,Self,friend,friend,friend,Close,sad,633,0
18124,self-matching,4,47,Nonmatching,diamond,self,self,Self,friend,friend,friend,Close,neutral,1349,1
18124,self-matching,4,48,Matching,diamond,self,self,Self,self,self,self,Self,sad,681,1
18124,self-matching,4,49,Nonmatching,triangle,friend,friend,Close,self,self,self,Self,sad,601,0
18124,self-matching,4,50,Nonmatching,triangle,friend,friend,Close,self,self,self,Self,sad,709,1
