"Subject","Block","Trial","Shape","Label","Task","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","Response","RT_ms","ACC"
"14","1","27","triangle","you","self-matching","Matching","1","You","Self","1","You","Self","2","732","1"
"14","1","28","square","friend","self-matching","Matching","2","Friend","Close","2","Friend","Close","2","787","0"
"14","1","29","circle","you","self-matching","Nonmatching","1","You","Self","3","Stranger","Stranger","1","813","1"
"14","1","30","circle","stranger","self-matching","Matching","3","Stranger","Stranger","3","Stranger","Stranger","1","927","1"
"14","1","31","square","you","self-matching","Nonmatching","1","You","Self","2","Friend","Close","1","848","1"
"14","1","32","triangle","you","self-matching","Matching","1","You","Self","1","You","Self","2","633","1"
"14","1","33","square","stranger","self-matching","Nonmatching","3","Stranger","Stranger","2","Friend","Close","2","897","1"
"14","1","34","circle","friend","self-matching","Nonmatching","2","Friend","Close","3","Stranger","Stranger","2","997","1"
"14","1","35","circle","stranger","self-matching","Matching","3","Stranger","Stranger","3","Stranger","Stranger","1","673","1"
"14","1","36","square","friend","self-matching","Matching","2","Friend","Close","2","Friend","Close","2","1094","0"
"14","1","37","triangle","friend","self-matching","Nonmatching","2","Friend","Close","1","You","Self","1","719","1"
"14","1","38","circle","you","self-matching","Nonmatching","1","You","Self","3","Stranger","Stranger","1","1025","1"
"14","1","39","square","friend","self-matching","Matching","2","Friend","Close","2","Friend","Close","1","880","1"
"14","1","40","triangle","you","self-matching","Matching","1","You","Self","1","You","Self","2","684","1"
"14","1","41","square","friend","self-matching","Matching","2","Friend","Close","2","Friend","Close","1","724","1"
"14","1","42","circle","stranger","self-matching","Matching","3","Stranger","Stranger","3","Stranger","Stranger","1","707","1"
"14","1","43","triangle","you","self-matching","Matching","1","You","Self","1","You","Self","2","603","1"
"14","1","44","square","you","self-matching","Nonmatching","1","You","Self","2","Friend","Close","1","1356","1"
"14","1","45","square","stranger","self-matching","Nonmatching","3","Stranger","Stranger","2","Friend","Close","2","1138","1"
"14","1","46","circle","friend","self-matching","Nonmatching","2","Friend","Close","3","Stranger","Stranger","2","956","1"
"14","1","47","triangle","stranger","self-matching","Nonmatching","3","Stranger","Stranger","1","You","Self","1","1143","1"
"14","1","48","circle","stranger","self-matching","Matching","3","Stranger","Stranger","3","Stranger","Stranger","1","1122","1"
"14","1","49","circle","you","self-matching","Nonmatching","1","You","Self","3","Stranger","Stranger","1","1000","1"
"14","1","50","square","friend","self-matching","Matching","2","Friend","Close","2","Friend","Close","1","1132","1"
"14","1","51","square","friend","self-matching","Matching","2","Friend","Close","2","Friend","Close","1","898","1"
"14","1","52","triangle","you","self-matching","Matching","1","You","Self","1","You","Self","2","662","1"
"14","1","53","circle","friend","self-matching","Nonmatching","2","Friend","Close","3","Stranger","Stranger","2","1104","1"
"14","1","54","circle","stranger","self-matching","Matching","3","Stranger","Stranger","3","Stranger","Stranger","1","770","1"
"14","1","55","square","you","self-matching","Nonmatching","1","You","Self","2","Friend","Close","1","805","1"
"14","1","56","circle","stranger","self-matching","Matching","3","Stranger","Stranger","3","Stranger","Stranger","1","885","1"
"14","1","57","triangle","stranger","self-matching","Nonmatching","3","Stranger","Stranger","1","You","Self","1","667","1"
"14","1","58","square","stranger","self-matching","Nonmatching","3","Stranger","Stranger","2","Friend","Close","2","790","1"
"14","1","59","triangle","you","self-matching","Matching","1","You","Self","1","You","Self","2","645","1"
"14","1","60","triangle","friend","self-matching","Nonmatching","2","Friend","Close","1","You","Self","1","719","1"
"14","1","61","circle","friend","self-matching","Nonmatching","2","Friend","Close","3","Stranger","Stranger","2","936","1"
"14","1","62","circle","stranger","self-matching","Matching","3","Stranger","Stranger","3","Stranger","Stranger","1","1123","1"
"14","1","63","triangle","you","self-matching","Matching","1","You","Self","1","You","Self","2","621","1"
"14","1","64","square","you","self-matching","Nonmatching","1","You","Self","2","Friend","Close","1","981","1"
"14","1","65","circle","you","self-matching","Nonmatching","1","You","Self","3","Stranger","Stranger","1","811","1"
"14","1","66","triangle","friend","self-matching","Nonmatching","2","Friend","Close","1","You","Self","1","868","1"
"14","1","67","triangle","stranger","self-matching","Nonmatching","3","Stranger","Stranger","1","You","Self","1","850","1"
"14","1","68","circle","stranger","self-matching","Matching","3","Stranger","Stranger","3","Stranger","Stranger","1","662","1"
"14","1","69","square","friend","self-matching","Matching","2","Friend","Close","2","Friend","Close","1","1270","1"
"14","1","70","square","stranger","self-matching","Nonmatching","3","Stranger","Stranger","2","Friend","Close","2","1212","1"
"14","1","71","triangle","you","self-matching","Matching","1","You","Self","1","You","Self","2","665","1"
"14","1","72","square","friend","self-matching","Matching","2","Friend","Close","2","Friend","Close","1","900","1"
"14","1","73","square","friend","self-matching","Matching","2","Friend","Close","2","Friend","Close","1","962","1"
"14","1","74","square","you","self-matching","Nonmatching","1","You","Self","2","Friend","Close","1","805","1"
"14","1","75","square","stranger","self-matching","Nonmatching","3","Stranger","Stranger","2","Friend","Close","2","1117","1"
"14","1","76","circle","stranger","self-matching","Matching","3","Stranger","Stranger","3","Stranger","Stranger","1","686","1"
"14","1","77","triangle","you","self-matching","Matching","1","You","Self","1","You","Self","2","704","1"
"14","1","78","circle","you","self-matching","Nonmatching","1","You","Self","3","Stranger","Stranger","1","744","1"
"14","1","79","circle","friend","self-matching","Nonmatching","2","Friend","Close","3","Stranger","Stranger","2","868","1"
"14","1","80","triangle","you","self-matching","Matching","1","You","Self","1","You","Self","2","587","1"
"14","1","81","circle","stranger","self-matching","Matching","3","Stranger","Stranger","3","Stranger","Stranger","1","1007","1"
"14","1","82","square","friend","self-matching","Matching","2","Friend","Close","2","Friend","Close","1","1084","1"
"14","1","83","triangle","friend","self-matching","Nonmatching","2","Friend","Close","1","You","Self","1","681","1"
"14","1","84","triangle","stranger","self-matching","Nonmatching","3","Stranger","Stranger","1","You","Self","1","771","1"
"14","1","85","triangle","friend","self-matching","Nonmatching","2","Friend","Close","1","You","Self","1","686","1"
"14","1","86","circle","stranger","self-matching","Matching","3","Stranger","Stranger","3","Stranger","Stranger","1","1063","1"
"14","1","87","circle","stranger","self-matching","Matching","3","Stranger","Stranger","3","Stranger","Stranger","1","668","1"
"14","1","88","square","friend","self-matching","Matching","2","Friend","Close","2","Friend","Close","1","1249","1"
"14","1","89","square","stranger","self-matching","Nonmatching","3","Stranger","Stranger","2","Friend","Close","2","880","1"
"14","1","90","triangle","stranger","self-matching","Nonmatching","3","Stranger","Stranger","1","You","Self","1","983","1"
"14","1","91","circle","you","self-matching","Nonmatching","1","You","Self","3","Stranger","Stranger","0","NA","NA"
"14","1","92","square","you","self-matching","Nonmatching","1","You","Self","2","Friend","Close","1","918","1"
"14","1","93","circle","friend","self-matching","Nonmatching","2","Friend","Close","3","Stranger","Stranger","2","951","1"
"14","1","94","triangle","you","self-matching","Matching","1","You","Self","1","You","Self","2","937","1"
"14","1","95","square","friend","self-matching","Matching","2","Friend","Close","2","Friend","Close","1","1014","1"
"14","1","96","triangle","you","self-matching","Matching","1","You","Self","1","You","Self","2","729","1"
"14","1","97","square","stranger","self-matching","Nonmatching","3","Stranger","Stranger","2","Friend","Close","2","1058","1"
"14","1","98","circle","stranger","self-matching","Matching","3","Stranger","Stranger","3","Stranger","Stranger","1","860","1"
"14","1","99","triangle","stranger","self-matching","Nonmatching","3","Stranger","Stranger","1","You","Self","1","778","1"
"14","1","100","circle","you","self-matching","Nonmatching","1","You","Self","3","Stranger","Stranger","1","752","1"
"14","1","101","square","you","self-matching","Nonmatching","1","You","Self","2","Friend","Close","1","722","1"
"14","1","102","square","friend","self-matching","Matching","2","Friend","Close","2","Friend","Close","1","1009","1"
"14","1","103","triangle","you","self-matching","Matching","1","You","Self","1","You","Self","2","644","1"
"14","1","104","triangle","you","self-matching","Matching","1","You","Self","1","You","Self","2","648","1"
"14","1","105","triangle","friend","self-matching","Nonmatching","2","Friend","Close","1","You","Self","1","655","1"
"14","1","106","circle","friend","self-matching","Nonmatching","2","Friend","Close","3","Stranger","Stranger","2","839","1"
"14","1","107","circle","stranger","self-matching","Matching","3","Stranger","Stranger","3","Stranger","Stranger","1","619","1"
"14","1","108","square","friend","self-matching","Matching","2","Friend","Close","2","Friend","Close","1","920","1"
"14","2","109","triangle","stranger","self-matching","Nonmatching","3","Stranger","Stranger","1","You","Self","1","911","1"
"14","2","110","circle","friend","self-matching","Nonmatching","2","Friend","Close","3","Stranger","Stranger","2","610","1"
"14","2","111","triangle","friend","self-matching","Nonmatching","2","Friend","Close","1","You","Self","1","1017","1"
"14","2","112","square","you","self-matching","Nonmatching","1","You","Self","2","Friend","Close","1","856","1"
"14","2","113","square","stranger","self-matching","Nonmatching","3","Stranger","Stranger","2","Friend","Close","2","993","1"
"14","2","114","triangle","you","self-matching","Matching","1","You","Self","1","You","Self","2","560","1"
"14","2","115","circle","you","self-matching","Nonmatching","1","You","Self","3","Stranger","Stranger","1","847","1"
"14","2","116","circle","stranger","self-matching","Matching","3","Stranger","Stranger","3","Stranger","Stranger","1","813","1"
"14","2","117","triangle","you","self-matching","Matching","1","You","Self","1","You","Self","2","696","1"
"14","2","118","square","friend","self-matching","Matching","2","Friend","Close","2","Friend","Close","1","976","1"
"14","2","119","square","friend","self-matching","Matching","2","Friend","Close","2","Friend","Close","1","1066","1"
"14","2","120","circle","stranger","self-matching","Matching","3","Stranger","Stranger","3","Stranger","Stranger","1","808","1"
"14","2","121","circle","stranger","self-matching","Matching","3","Stranger","Stranger","3","Stranger","Stranger","1","769","1"
"14","2","122","triangle","you","self-matching","Matching","1","You","Self","1","You","Self","2","681","1"
"14","2","123","circle","you","self-matching","Nonmatching","1","You","Self","3","Stranger","Stranger","1","667","1"
"14","2","124","square","you","self-matching","Nonmatching","1","You","Self","2","Friend","Close","1","701","1"
"14","2","125","circle","stranger","self-matching","Matching","3","Stranger","Stranger","3","Stranger","Stranger","1","804","1"
"14","2","126","circle","friend","self-matching","Nonmatching","2","Friend","Close","3","Stranger","Stranger","1","1024","0"
"14","2","127","square","friend","self-matching","Matching","2","Friend","Close","2","Friend","Close","1","872","1"
"14","2","128","square","friend","self-matching","Matching","2","Friend","Close","2","Friend","Close","1","1033","1"
"14","2","129","triangle","stranger","self-matching","Nonmatching","3","Stranger","Stranger","1","You","Self","1","878","1"
"14","2","130","triangle","you","self-matching","Matching","1","You","Self","1","You","Self","2","802","1"
"14","2","131","square","stranger","self-matching","Nonmatching","3","Stranger","Stranger","2","Friend","Close","2","910","1"
"14","2","132","triangle","friend","self-matching","Nonmatching","2","Friend","Close","1","You","Self","1","667","1"
"14","2","133","triangle","stranger","self-matching","Nonmatching","3","Stranger","Stranger","1","You","Self","1","1039","1"
"14","2","134","triangle","friend","self-matching","Nonmatching","2","Friend","Close","1","You","Self","1","793","1"
"14","2","135","triangle","you","self-matching","Matching","1","You","Self","1","You","Self","2","640","1"
"14","2","136","square","friend","self-matching","Matching","2","Friend","Close","2","Friend","Close","1","938","1"
"14","2","137","circle","you","self-matching","Nonmatching","1","You","Self","3","Stranger","Stranger","1","707","1"
"14","2","138","circle","stranger","self-matching","Matching","3","Stranger","Stranger","3","Stranger","Stranger","1","808","1"
"14","2","139","square","you","self-matching","Nonmatching","1","You","Self","2","Friend","Close","1","758","1"
"14","2","140","triangle","you","self-matching","Matching","1","You","Self","1","You","Self","2","692","1"
"14","2","141","square","stranger","self-matching","Nonmatching","3","Stranger","Stranger","2","Friend","Close","2","803","1"
"14","2","142","circle","friend","self-matching","Nonmatching","2","Friend","Close","3","Stranger","Stranger","2","965","1"
"14","2","143","circle","stranger","self-matching","Matching","3","Stranger","Stranger","3","Stranger","Stranger","1","682","1"
"14","2","144","square","friend","self-matching","Matching","2","Friend","Close","2","Friend","Close","1","815","1"
"14","2","145","triangle","friend","self-matching","Nonmatching","2","Friend","Close","1","You","Self","1","729","1"
"14","2","146","circle","you","self-matching","Nonmatching","1","You","Self","3","Stranger","Stranger","1","780","1"
"14","2","147","square","friend","self-matching","Matching","2","Friend","Close","2","Friend","Close","1","968","1"
"14","2","148","triangle","you","self-matching","Matching","1","You","Self","1","You","Self","2","695","1"
"14","2","149","square","friend","self-matching","Matching","2","Friend","Close","2","Friend","Close","1","905","1"
"14","2","150","circle","stranger","self-matching","Matching","3","Stranger","Stranger","3","Stranger","Stranger","1","803","1"
"14","2","151","triangle","you","self-matching","Matching","1","You","Self","1","You","Self","2","723","1"
"14","2","152","square","you","self-matching","Nonmatching","1","You","Self","2","Friend","Close","1","689","1"
"14","2","153","square","stranger","self-matching","Nonmatching","3","Stranger","Stranger","2","Friend","Close","1","656","0"
"14","2","154","circle","friend","self-matching","Nonmatching","2","Friend","Close","3","Stranger","Stranger","2","770","1"
"14","2","155","triangle","stranger","self-matching","Nonmatching","3","Stranger","Stranger","1","You","Self","1","692","1"
"14","2","156","circle","stranger","self-matching","Matching","3","Stranger","Stranger","3","Stranger","Stranger","1","724","1"
"14","2","157","circle","you","self-matching","Nonmatching","1","You","Self","3","Stranger","Stranger","1","672","1"
"14","2","158","square","friend","self-matching","Matching","2","Friend","Close","2","Friend","Close","1","1170","1"
"14","2","159","square","friend","self-matching","Matching","2","Friend","Close","2","Friend","Close","1","1197","1"
"14","2","160","triangle","you","self-matching","Matching","1","You","Self","1","You","Self","2","746","1"
"14","2","161","circle","friend","self-matching","Nonmatching","2","Friend","Close","3","Stranger","Stranger","2","796","1"
"14","2","162","circle","stranger","self-matching","Matching","3","Stranger","Stranger","3","Stranger","Stranger","1","761","1"
"14","2","163","square","you","self-matching","Nonmatching","1","You","Self","2","Friend","Close","1","789","1"
"14","2","164","circle","stranger","self-matching","Matching","3","Stranger","Stranger","3","Stranger","Stranger","1","932","1"
"14","2","165","triangle","stranger","self-matching","Nonmatching","3","Stranger","Stranger","1","You","Self","1","811","1"
"14","2","166","square","stranger","self-matching","Nonmatching","3","Stranger","Stranger","2","Friend","Close","2","892","1"
"14","2","167","triangle","you","self-matching","Matching","1","You","Self","1","You","Self","2","683","1"
"14","2","168","triangle","friend","self-matching","Nonmatching","2","Friend","Close","1","You","Self","1","774","1"
"14","2","169","circle","friend","self-matching","Nonmatching","2","Friend","Close","3","Stranger","Stranger","2","1108","1"
"14","2","170","circle","stranger","self-matching","Matching","3","Stranger","Stranger","3","Stranger","Stranger","1","624","1"
"14","2","171","triangle","you","self-matching","Matching","1","You","Self","1","You","Self","2","611","1"
"14","2","172","square","you","self-matching","Nonmatching","1","You","Self","2","Friend","Close","1","650","1"
"14","2","173","circle","you","self-matching","Nonmatching","1","You","Self","3","Stranger","Stranger","1","818","1"
"14","2","174","triangle","friend","self-matching","Nonmatching","2","Friend","Close","1","You","Self","1","640","1"
"14","2","175","triangle","stranger","self-matching","Nonmatching","3","Stranger","Stranger","1","You","Self","1","803","1"
"14","2","176","circle","stranger","self-matching","Matching","3","Stranger","Stranger","3","Stranger","Stranger","1","654","1"
"14","2","177","square","friend","self-matching","Matching","2","Friend","Close","2","Friend","Close","1","1324","1"
"14","2","178","square","stranger","self-matching","Nonmatching","3","Stranger","Stranger","2","Friend","Close","2","967","1"
"14","2","179","triangle","you","self-matching","Matching","1","You","Self","1","You","Self","2","675","1"
"14","2","180","square","friend","self-matching","Matching","2","Friend","Close","2","Friend","Close","1","745","1"
"14","2","181","square","friend","self-matching","Matching","2","Friend","Close","2","Friend","Close","1","1220","1"
"14","2","182","square","you","self-matching","Nonmatching","1","You","Self","2","Friend","Close","1","958","1"
"14","2","183","square","stranger","self-matching","Nonmatching","3","Stranger","Stranger","2","Friend","Close","2","926","1"
"14","2","184","circle","stranger","self-matching","Matching","3","Stranger","Stranger","3","Stranger","Stranger","1","895","1"
"14","2","185","triangle","you","self-matching","Matching","1","You","Self","1","You","Self","2","693","1"
"14","2","186","circle","you","self-matching","Nonmatching","1","You","Self","3","Stranger","Stranger","1","786","1"
"14","2","187","circle","friend","self-matching","Nonmatching","2","Friend","Close","3","Stranger","Stranger","2","769","1"
"14","2","188","triangle","you","self-matching","Matching","1","You","Self","1","You","Self","2","652","1"
"14","2","189","circle","stranger","self-matching","Matching","3","Stranger","Stranger","3","Stranger","Stranger","1","803","1"
"14","2","190","square","friend","self-matching","Matching","2","Friend","Close","2","Friend","Close","1","798","1"
"14","2","191","triangle","friend","self-matching","Nonmatching","2","Friend","Close","1","You","Self","1","667","1"
"14","2","192","triangle","stranger","self-matching","Nonmatching","3","Stranger","Stranger","1","You","Self","1","812","1"
"14","2","193","triangle","friend","self-matching","Nonmatching","2","Friend","Close","1","You","Self","1","725","1"
"14","2","194","circle","stranger","self-matching","Matching","3","Stranger","Stranger","3","Stranger","Stranger","1","665","1"
"14","2","195","circle","stranger","self-matching","Matching","3","Stranger","Stranger","3","Stranger","Stranger","1","945","1"
"14","2","196","square","friend","self-matching","Matching","2","Friend","Close","2","Friend","Close","1","764","1"
"14","2","197","square","stranger","self-matching","Nonmatching","3","Stranger","Stranger","2","Friend","Close","2","892","1"
"14","2","198","triangle","stranger","self-matching","Nonmatching","3","Stranger","Stranger","1","You","Self","1","612","1"
"14","2","199","circle","you","self-matching","Nonmatching","1","You","Self","3","Stranger","Stranger","1","757","1"
"14","2","200","square","you","self-matching","Nonmatching","1","You","Self","2","Friend","Close","1","896","1"
"14","2","201","circle","friend","self-matching","Nonmatching","2","Friend","Close","3","Stranger","Stranger","2","1136","1"
"14","2","202","triangle","you","self-matching","Matching","1","You","Self","1","You","Self","2","695","1"
"14","2","203","square","friend","self-matching","Matching","2","Friend","Close","2","Friend","Close","1","876","1"
"14","2","204","triangle","you","self-matching","Matching","1","You","Self","1","You","Self","2","643","1"
"14","2","205","square","stranger","self-matching","Nonmatching","3","Stranger","Stranger","2","Friend","Close","2","1050","1"
"14","2","206","circle","stranger","self-matching","Matching","3","Stranger","Stranger","3","Stranger","Stranger","1","794","1"
"14","2","207","triangle","stranger","self-matching","Nonmatching","3","Stranger","Stranger","1","You","Self","1","1015","1"
"14","2","208","circle","you","self-matching","Nonmatching","1","You","Self","3","Stranger","Stranger","1","686","1"
"14","2","209","square","you","self-matching","Nonmatching","1","You","Self","2","Friend","Close","1","799","1"
"14","2","210","square","friend","self-matching","Matching","2","Friend","Close","2","Friend","Close","1","1011","1"
"14","2","211","triangle","you","self-matching","Matching","1","You","Self","1","You","Self","2","836","1"
"14","2","212","triangle","you","self-matching","Matching","1","You","Self","1","You","Self","2","656","1"
"14","2","213","triangle","friend","self-matching","Nonmatching","2","Friend","Close","1","You","Self","1","636","1"
"14","2","214","circle","friend","self-matching","Nonmatching","2","Friend","Close","3","Stranger","Stranger","2","688","1"
"14","2","215","circle","stranger","self-matching","Matching","3","Stranger","Stranger","3","Stranger","Stranger","1","658","1"
"14","2","216","square","friend","self-matching","Matching","2","Friend","Close","2","Friend","Close","1","926","1"
"15","1","1","circle","stranger","self-matching","Matching","3","Stranger","Stranger","3","Stranger","Stranger","1","1298","1"
"15","1","2","square","friend","self-matching","Matching","2","Friend","Close","2","Friend","Close","1","1305","1"
"15","1","3","square","stranger","self-matching","Nonmatching","3","Stranger","Stranger","2","Friend","Close","0","NA","NA"
"15","1","4","triangle","friend","self-matching","Nonmatching","2","Friend","Close","1","You","Self","1","733","1"
"15","1","5","square","you","self-matching","Nonmatching","1","You","Self","2","Friend","Close","1","928","1"
"15","1","6","square","friend","self-matching","Matching","2","Friend","Close","2","Friend","Close","1","1064","1"
"15","1","7","circle","you","self-matching","Nonmatching","1","You","Self","3","Stranger","Stranger","1","1179","1"
"15","1","8","circle","friend","self-matching","Nonmatching","2","Friend","Close","3","Stranger","Stranger","2","1116","1"
"15","1","9","triangle","you","self-matching","Matching","1","You","Self","1","You","Self","2","646","1"
"15","1","10","triangle","you","self-matching","Matching","1","You","Self","1","You","Self","2","678","1"
"15","1","11","circle","stranger","self-matching","Matching","3","Stranger","Stranger","3","Stranger","Stranger","2","1143","0"
"15","1","12","triangle","stranger","self-matching","Nonmatching","3","Stranger","Stranger","1","You","Self","1","771","1"
"15","1","13","triangle","you","self-matching","Matching","1","You","Self","1","You","Self","2","817","1"
"15","1","14","circle","friend","self-matching","Nonmatching","2","Friend","Close","3","Stranger","Stranger","2","1078","1"
"15","1","15","circle","stranger","self-matching","Matching","3","Stranger","Stranger","3","Stranger","Stranger","1","1096","1"
"15","1","16","square","stranger","self-matching","Nonmatching","3","Stranger","Stranger","2","Friend","Close","2","1382","1"
"15","1","17","circle","you","self-matching","Nonmatching","1","You","Self","3","Stranger","Stranger","0","NA","NA"
"15","1","18","square","friend","self-matching","Matching","2","Friend","Close","2","Friend","Close","1","1198","1"
"15","1","19","triangle","friend","self-matching","Nonmatching","2","Friend","Close","1","You","Self","1","768","1"
"15","1","20","square","you","self-matching","Nonmatching","1","You","Self","2","Friend","Close","1","651","1"
"15","1","21","triangle","stranger","self-matching","Nonmatching","3","Stranger","Stranger","1","You","Self","1","675","1"
"15","1","22","circle","stranger","self-matching","Matching","3","Stranger","Stranger","3","Stranger","Stranger","1","711","1"
"15","1","23","square","friend","self-matching","Matching","2","Friend","Close","2","Friend","Close","1","771","1"
"15","1","24","triangle","you","self-matching","Matching","1","You","Self","1","You","Self","2","669","1"
"15","1","25","triangle","stranger","self-matching","Nonmatching","3","Stranger","Stranger","1","You","Self","1","837","1"
"15","1","26","circle","friend","self-matching","Nonmatching","2","Friend","Close","3","Stranger","Stranger","2","863","1"
"15","1","27","square","friend","self-matching","Matching","2","Friend","Close","2","Friend","Close","1","1209","1"
"15","1","28","square","stranger","self-matching","Nonmatching","3","Stranger","Stranger","2","Friend","Close","2","1115","1"
"15","1","29","circle","stranger","self-matching","Matching","3","Stranger","Stranger","3","Stranger","Stranger","1","703","1"
"15","1","30","triangle","you","self-matching","Matching","1","You","Self","1","You","Self","2","667","1"
"15","1","31","circle","you","self-matching","Nonmatching","1","You","Self","3","Stranger","Stranger","1","1052","1"
"15","1","32","square","you","self-matching","Nonmatching","1","You","Self","2","Friend","Close","1","845","1"
"15","1","33","circle","stranger","self-matching","Matching","3","Stranger","Stranger","3","Stranger","Stranger","1","736","1"
"15","1","34","square","friend","self-matching","Matching","2","Friend","Close","2","Friend","Close","1","847","1"
"15","1","35","triangle","you","self-matching","Matching","1","You","Self","1","You","Self","2","730","1"
"15","1","36","triangle","friend","self-matching","Nonmatching","2","Friend","Close","1","You","Self","1","726","1"
"15","1","37","triangle","stranger","self-matching","Nonmatching","3","Stranger","Stranger","1","You","Self","1","622","1"
"15","1","38","square","stranger","self-matching","Nonmatching","3","Stranger","Stranger","2","Friend","Close","1","946","0"
"15","1","39","circle","you","self-matching","Nonmatching","1","You","Self","3","Stranger","Stranger","1","652","1"
"15","1","40","triangle","friend","self-matching","Nonmatching","2","Friend","Close","1","You","Self","1","697","1"
"15","1","41","triangle","you","self-matching","Matching","1","You","Self","1","You","Self","2","806","1"
"15","1","42","square","friend","self-matching","Matching","2","Friend","Close","2","Friend","Close","1","1284","1"
"15","1","43","circle","friend","self-matching","Nonmatching","2","Friend","Close","3","Stranger","Stranger","1","805","0"
"15","1","44","square","friend","self-matching","Matching","2","Friend","Close","2","Friend","Close","1","798","1"
"15","1","45","circle","stranger","self-matching","Matching","3","Stranger","Stranger","3","Stranger","Stranger","2","1342","0"
"15","1","46","circle","stranger","self-matching","Matching","3","Stranger","Stranger","3","Stranger","Stranger","1","1565","1"
"15","1","47","square","you","self-matching","Nonmatching","1","You","Self","2","Friend","Close","1","1004","1"
"15","1","48","triangle","you","self-matching","Matching","1","You","Self","1","You","Self","2","543","1"
"15","1","49","triangle","you","self-matching","Matching","1","You","Self","1","You","Self","2","527","1"
"15","1","50","triangle","you","self-matching","Matching","1","You","Self","1","You","Self","2","459","1"
"15","1","51","circle","stranger","self-matching","Matching","3","Stranger","Stranger","3","Stranger","Stranger","1","1465","1"
"15","1","52","square","friend","self-matching","Matching","2","Friend","Close","2","Friend","Close","1","1421","1"
"15","1","53","square","you","self-matching","Nonmatching","1","You","Self","2","Friend","Close","1","885","1"
"15","1","54","circle","you","self-matching","Nonmatching","1","You","Self","3","Stranger","Stranger","1","1249","1"
"15","1","55","circle","stranger","self-matching","Matching","3","Stranger","Stranger","3","Stranger","Stranger","1","1448","1"
"15","1","56","circle","friend","self-matching","Nonmatching","2","Friend","Close","3","Stranger","Stranger","2","1345","1"
"15","1","57","square","friend","self-matching","Matching","2","Friend","Close","2","Friend","Close","1","745","1"
"15","1","58","triangle","friend","self-matching","Nonmatching","2","Friend","Close","1","You","Self","1","1204","1"
"15","1","59","triangle","stranger","self-matching","Nonmatching","3","Stranger","Stranger","1","You","Self","1","1271","1"
"15","1","60","square","stranger","self-matching","Nonmatching","3","Stranger","Stranger","2","Friend","Close","2","1178","1"
"15","1","61","square","you","self-matching","Nonmatching","1","You","Self","2","Friend","Close","1","1039","1"
"15","1","62","circle","stranger","self-matching","Matching","3","Stranger","Stranger","3","Stranger","Stranger","1","985","1"
"15","1","63","triangle","stranger","self-matching","Nonmatching","3","Stranger","Stranger","1","You","Self","1","1086","1"
"15","1","64","circle","you","self-matching","Nonmatching","1","You","Self","3","Stranger","Stranger","1","800","1"
"15","1","65","circle","friend","self-matching","Nonmatching","2","Friend","Close","3","Stranger","Stranger","2","951","1"
"15","1","66","triangle","you","self-matching","Matching","1","You","Self","1","You","Self","2","910","1"
"15","1","67","square","friend","self-matching","Matching","2","Friend","Close","2","Friend","Close","1","1204","1"
"15","1","68","square","stranger","self-matching","Nonmatching","3","Stranger","Stranger","2","Friend","Close","2","928","1"
"15","1","69","square","friend","self-matching","Matching","2","Friend","Close","2","Friend","Close","1","979","1"
"15","1","70","circle","stranger","self-matching","Matching","3","Stranger","Stranger","3","Stranger","Stranger","1","1290","1"
"15","1","71","triangle","friend","self-matching","Nonmatching","2","Friend","Close","1","You","Self","1","876","1"
"15","1","72","triangle","you","self-matching","Matching","1","You","Self","1","You","Self","2","817","1"
"15","1","73","circle","friend","self-matching","Nonmatching","2","Friend","Close","3","Stranger","Stranger","1","1098","0"
"15","1","74","triangle","friend","self-matching","Nonmatching","2","Friend","Close","1","You","Self","1","833","1"
"15","1","75","square","you","self-matching","Nonmatching","1","You","Self","2","Friend","Close","1","1299","1"
"15","1","76","square","friend","self-matching","Matching","2","Friend","Close","2","Friend","Close","1","930","1"
"15","1","77","circle","you","self-matching","Nonmatching","1","You","Self","3","Stranger","Stranger","1","928","1"
"15","1","78","circle","stranger","self-matching","Matching","3","Stranger","Stranger","3","Stranger","Stranger","1","801","1"
"15","1","79","square","stranger","self-matching","Nonmatching","3","Stranger","Stranger","2","Friend","Close","2","1093","1"
"15","1","80","circle","stranger","self-matching","Matching","3","Stranger","Stranger","3","Stranger","Stranger","1","895","1"
"15","1","81","triangle","stranger","self-matching","Nonmatching","3","Stranger","Stranger","1","You","Self","1","815","1"
"15","1","82","triangle","you","self-matching","Matching","1","You","Self","1","You","Self","2","608","1"
"15","1","83","square","friend","self-matching","Matching","2","Friend","Close","2","Friend","Close","1","1196","1"
"15","1","84","triangle","you","self-matching","Matching","1","You","Self","1","You","Self","2","533","1"
"15","1","85","triangle","you","self-matching","Matching","1","You","Self","1","You","Self","2","575","1"
"15","1","86","circle","stranger","self-matching","Matching","3","Stranger","Stranger","3","Stranger","Stranger","1","843","1"
"15","1","87","circle","friend","self-matching","Nonmatching","2","Friend","Close","3","Stranger","Stranger","2","1295","1"
"15","1","88","circle","you","self-matching","Nonmatching","1","You","Self","3","Stranger","Stranger","1","901","1"
"15","1","89","square","you","self-matching","Nonmatching","1","You","Self","2","Friend","Close","1","1055","1"
"15","1","90","triangle","friend","self-matching","Nonmatching","2","Friend","Close","1","You","Self","1","1005","1"
"15","1","91","circle","stranger","self-matching","Matching","3","Stranger","Stranger","3","Stranger","Stranger","1","864","1"
