"Subject","Trial","Block","Shape","Label","Matching","ACC","RT_ms","Resp","Cresp","bed","Condition"
1,26,7,"Dreieck.png","Fremder","Matching",1,795,"d","d","L1m","Ass2"
1,27,7,"Kreis.png","Ich","Matching",1,684,"d","d","L2m","Ass2"
1,28,7,"Kreis.png","Fremder","Nonmatching",1,869,"k","k","L1n","Ass2"
1,29,8,"Kreis.png","Fremder","Nonmatching",0,876,"d","k","L1n","Ass2"
1,30,8,"Dreieck.png","Ich","Nonmatching",1,1187,"k","k","L2n","Ass2"
1,31,8,"Kreis.png","Ich","Matching",1,1090,"d","d","L2m","Ass2"
1,32,8,"Dreieck.png","Fremder","Matching",1,1184,"d","d","L1m","Ass2"
1,33,9,"Kreis.png","Fremder","Nonmatching",1,830,"k","k","L1n","Ass2"
1,34,9,"Kreis.png","Ich","Matching",1,556,"d","d","L2m","Ass2"
1,35,9,"Dreieck.png","Fremder","Matching",1,812,"d","d","L1m","Ass2"
1,36,9,"Dreieck.png","Ich","Nonmatching",1,924,"k","k","L2n","Ass2"
1,37,10,"Dreieck.png","Ich","Nonmatching",1,896,"k","k","L2n","Ass2"
1,38,10,"Dreieck.png","Fremder","Matching",1,792,"d","d","L1m","Ass2"
1,39,10,"Kreis.png","Fremder","Nonmatching",1,675,"k","k","L1n","Ass2"
1,40,10,"Kreis.png","Ich","Matching",1,841,"d","d","L2m","Ass2"
1,41,11,"Dreieck.png","Ich","Nonmatching",1,2468,"k","k","L2n","Ass2"
1,42,11,"Kreis.png","Fremder","Nonmatching",1,713,"k","k","L1n","Ass2"
1,43,11,"Dreieck.png","Fremder","Matching",1,1404,"d","d","L1m","Ass2"
1,44,11,"Kreis.png","Ich","Matching",1,812,"d","d","L2m","Ass2"
1,45,12,"Kreis.png","Fremder","Nonmatching",1,540,"k","k","L1n","Ass2"
1,46,12,"Dreieck.png","Ich","Nonmatching",0,561,"d","k","L2n","Ass2"
1,47,12,"Kreis.png","Ich","Matching",1,1055,"d","d","L2m","Ass2"
1,48,12,"Dreieck.png","Fremder","Matching",0,1381,"k","d","L1m","Ass2"
1,49,13,"Dreieck.png","Fremder","Matching",1,1213,"d","d","L1m","Ass2"
1,50,13,"Kreis.png","Fremder","Nonmatching",1,682,"k","k","L1n","Ass2"
1,51,13,"Dreieck.png","Ich","Nonmatching",1,671,"k","k","L2n","Ass2"
1,52,13,"Kreis.png","Ich","Matching",1,547,"d","d","L2m","Ass2"
1,53,14,"Kreis.png","Ich","Matching",1,399,"d","d","L2m","Ass2"
1,54,14,"Kreis.png","Fremder","Nonmatching",1,543,"k","k","L1n","Ass2"
1,55,14,"Dreieck.png","Fremder","Matching",1,690,"d","d","L1m","Ass2"
1,56,14,"Dreieck.png","Ich","Nonmatching",1,639,"k","k","L2n","Ass2"
1,57,15,"Kreis.png","Ich","Matching",1,705,"d","d","L2m","Ass2"
1,58,15,"Dreieck.png","Ich","Nonmatching",1,630,"k","k","L2n","Ass2"
1,59,15,"Kreis.png","Fremder","Nonmatching",1,620,"k","k","L1n","Ass2"
1,60,15,"Dreieck.png","Fremder","Matching",1,784,"d","d","L1m","Ass2"
1,61,16,"Kreis.png","Ich","Matching",1,582,"d","d","L2m","Ass2"
1,62,16,"Dreieck.png","Fremder","Matching",0,496,"k","d","L1m","Ass2"
1,63,16,"Dreieck.png","Ich","Nonmatching",1,1185,"k","k","L2n","Ass2"
1,64,16,"Kreis.png","Fremder","Nonmatching",1,837,"k","k","L1n","Ass2"
1,65,17,"Dreieck.png","Fremder","Matching",1,907,"d","d","L1m","Ass2"
1,66,17,"Kreis.png","Ich","Matching",1,680,"d","d","L2m","Ass2"
1,67,17,"Dreieck.png","Ich","Nonmatching",1,835,"k","k","L2n","Ass2"
1,68,17,"Kreis.png","Fremder","Nonmatching",0,637,"d","k","L1n","Ass2"
1,69,18,"Dreieck.png","Fremder","Matching",1,919,"d","d","L1m","Ass2"
1,70,18,"Kreis.png","Ich","Matching",1,594,"d","d","L2m","Ass2"
1,71,18,"Dreieck.png","Ich","Nonmatching",1,733,"k","k","L2n","Ass2"
1,72,18,"Kreis.png","Fremder","Nonmatching",1,904,"k","k","L1n","Ass2"
1,73,19,"Kreis.png","Fremder","Nonmatching",1,766,"k","k","L1n","Ass2"
1,74,19,"Dreieck.png","Ich","Nonmatching",1,670,"k","k","L2n","Ass2"
1,75,19,"Kreis.png","Ich","Matching",1,639,"d","d","L2m","Ass2"
1,76,19,"Dreieck.png","Fremder","Matching",0,483,"k","d","L1m","Ass2"
1,77,20,"Kreis.png","Ich","Matching",1,682,"d","d","L2m","Ass2"
1,78,20,"Kreis.png","Fremder","Nonmatching",1,647,"k","k","L1n","Ass2"
1,79,20,"Dreieck.png","Fremder","Matching",0,512,"k","d","L1m","Ass2"
1,80,20,"Dreieck.png","Ich","Nonmatching",1,685,"k","k","L2n","Ass2"
1,81,21,"Kreis.png","Fremder","Nonmatching",1,673,"k","k","L1n","Ass2"
1,82,21,"Kreis.png","Ich","Matching",1,530,"d","d","L2m","Ass2"
1,83,21,"Dreieck.png","Ich","Nonmatching",1,697,"k","k","L2n","Ass2"
1,84,21,"Dreieck.png","Fremder","Matching",0,749,"k","d","L1m","Ass2"
1,85,22,"Kreis.png","Fremder","Nonmatching",1,1010,"k","k","L1n","Ass2"
1,86,22,"Dreieck.png","Ich","Nonmatching",1,997,"k","k","L2n","Ass2"
1,87,22,"Dreieck.png","Fremder","Matching",1,2292,"d","d","L1m","Ass2"
1,88,22,"Kreis.png","Ich","Matching",1,704,"d","d","L2m","Ass2"
1,89,23,"Kreis.png","Ich","Matching",1,1293,"d","d","L2m","Ass2"
1,90,23,"Kreis.png","Fremder","Nonmatching",1,1038,"k","k","L1n","Ass2"
1,91,23,"Dreieck.png","Fremder","Matching",1,1301,"d","d","L1m","Ass2"
1,92,23,"Dreieck.png","Ich","Nonmatching",1,700,"k","k","L2n","Ass2"
1,93,24,"Dreieck.png","Ich","Nonmatching",1,1008,"k","k","L2n","Ass2"
1,94,24,"Kreis.png","Ich","Matching",1,657,"d","d","L2m","Ass2"
1,95,24,"Kreis.png","Fremder","Nonmatching",1,638,"k","k","L1n","Ass2"
1,96,24,"Dreieck.png","Fremder","Matching",1,847,"d","d","L1m","Ass2"
1,97,25,"Kreis.png","Ich","Matching",1,584,"d","d","L2m","Ass2"
1,98,25,"Dreieck.png","Ich","Nonmatching",1,617,"k","k","L2n","Ass2"
1,99,25,"Kreis.png","Fremder","Nonmatching",1,606,"k","k","L1n","Ass2"
1,100,25,"Dreieck.png","Fremder","Matching",1,660,"d","d","L1m","Ass2"
1,101,26,"Dreieck.png","Fremder","Matching",1,678,"d","d","L1m","Ass2"
1,102,26,"Kreis.png","Fremder","Nonmatching",1,743,"k","k","L1n","Ass2"
1,103,26,"Kreis.png","Ich","Matching",1,978,"d","d","L2m","Ass2"
1,104,26,"Dreieck.png","Ich","Nonmatching",1,1021,"k","k","L2n","Ass2"
1,105,27,"Dreieck.png","Ich","Nonmatching",1,784,"k","k","L2n","Ass2"
1,106,27,"Kreis.png","Fremder","Nonmatching",1,1096,"k","k","L1n","Ass2"
1,107,27,"Dreieck.png","Fremder","Matching",1,748,"d","d","L1m","Ass2"
1,108,27,"Kreis.png","Ich","Matching",1,653,"d","d","L2m","Ass2"
1,109,28,"Dreieck.png","Fremder","Matching",1,728,"d","d","L1m","Ass2"
1,110,28,"Kreis.png","Fremder","Nonmatching",1,1142,"k","k","L1n","Ass2"
1,111,28,"Dreieck.png","Ich","Nonmatching",1,1036,"k","k","L2n","Ass2"
1,112,28,"Kreis.png","Ich","Matching",1,697,"d","d","L2m","Ass2"
1,113,29,"Dreieck.png","Fremder","Matching",1,1251,"d","d","L1m","Ass2"
1,114,29,"Kreis.png","Ich","Matching",1,525,"d","d","L2m","Ass2"
1,115,29,"Kreis.png","Fremder","Nonmatching",1,720,"k","k","L1n","Ass2"
1,116,29,"Dreieck.png","Ich","Nonmatching",1,642,"k","k","L2n","Ass2"
1,117,30,"Dreieck.png","Ich","Nonmatching",1,538,"k","k","L2n","Ass2"
1,118,30,"Dreieck.png","Fremder","Matching",1,759,"d","d","L1m","Ass2"
1,119,30,"Kreis.png","Fremder","Nonmatching",1,946,"k","k","L1n","Ass2"
1,120,30,"Kreis.png","Ich","Matching",1,589,"d","d","L2m","Ass2"
1,121,31,"Dreieck.png","Ich","Nonmatching",1,697,"k","k","L2n","Ass2"
1,122,31,"Dreieck.png","Fremder","Matching",1,703,"d","d","L1m","Ass2"
1,123,31,"Kreis.png","Fremder","Nonmatching",1,591,"k","k","L1n","Ass2"
1,124,31,"Kreis.png","Ich","Matching",1,758,"d","d","L2m","Ass2"
1,125,32,"Dreieck.png","Fremder","Matching",1,684,"d","d","L1m","Ass2"
1,126,32,"Dreieck.png","Ich","Nonmatching",1,645,"k","k","L2n","Ass2"
1,127,32,"Kreis.png","Fremder","Nonmatching",1,578,"k","k","L1n","Ass2"
1,128,32,"Kreis.png","Ich","Matching",1,605,"d","d","L2m","Ass2"
2,1,1,"Kreis.png","Ich","Matching",1,503,"d","d","L2m","Ass2"
2,2,1,"Kreis.png","Fremder","Nonmatching",1,928,"k","k","L1n","Ass2"
2,3,1,"Dreieck.png","Ich","Nonmatching",1,509,"k","k","L2n","Ass2"
2,4,1,"Dreieck.png","Fremder","Matching",1,685,"d","d","L1m","Ass2"
2,5,2,"Kreis.png","Ich","Matching",1,941,"d","d","L2m","Ass2"
2,6,2,"Dreieck.png","Fremder","Matching",1,831,"d","d","L1m","Ass2"
2,7,2,"Kreis.png","Fremder","Nonmatching",0,650,"d","k","L1n","Ass2"
2,8,2,"Dreieck.png","Ich","Nonmatching",1,952,"k","k","L2n","Ass2"
2,9,3,"Kreis.png","Fremder","Nonmatching",0,835,"d","k","L1n","Ass2"
2,10,3,"Kreis.png","Ich","Matching",1,866,"d","d","L2m","Ass2"
2,11,3,"Dreieck.png","Fremder","Matching",0,627,"k","d","L1m","Ass2"
2,12,3,"Dreieck.png","Ich","Nonmatching",1,672,"k","k","L2n","Ass2"
2,13,4,"Kreis.png","Ich","Matching",1,564,"d","d","L2m","Ass2"
2,14,4,"Dreieck.png","Fremder","Matching",0,242,"k","d","L1m","Ass2"
2,15,4,"Kreis.png","Fremder","Nonmatching",0,413,"d","k","L1n","Ass2"
2,16,4,"Dreieck.png","Ich","Nonmatching",0,509,"d","k","L2n","Ass2"
2,17,5,"Dreieck.png","Fremder","Matching",1,804,"d","d","L1m","Ass2"
2,18,5,"Dreieck.png","Ich","Nonmatching",1,968,"k","k","L2n","Ass2"
2,19,5,"Kreis.png","Fremder","Nonmatching",1,873,"k","k","L1n","Ass2"
2,20,5,"Kreis.png","Ich","Matching",1,632,"d","d","L2m","Ass2"
2,21,6,"Kreis.png","Fremder","Nonmatching",1,1084,"k","k","L1n","Ass2"
2,22,6,"Dreieck.png","Fremder","Matching",0,702,"k","d","L1m","Ass2"
2,23,6,"Dreieck.png","Ich","Nonmatching",1,533,"k","k","L2n","Ass2"
2,24,6,"Kreis.png","Ich","Matching",1,431,"d","d","L2m","Ass2"
2,25,7,"Dreieck.png","Ich","Nonmatching",1,398,"k","k","L2n","Ass2"
2,26,7,"Kreis.png","Fremder","Nonmatching",1,513,"k","k","L1n","Ass2"
2,27,7,"Kreis.png","Ich","Matching",1,441,"d","d","L2m","Ass2"
2,28,7,"Dreieck.png","Fremder","Matching",0,390,"k","d","L1m","Ass2"
2,29,8,"Dreieck.png","Fremder","Matching",0,369,"k","d","L1m","Ass2"
2,30,8,"Dreieck.png","Ich","Nonmatching",0,396,"d","k","L2n","Ass2"
2,31,8,"Kreis.png","Ich","Matching",1,431,"d","d","L2m","Ass2"
2,32,8,"Kreis.png","Fremder","Nonmatching",0,331,"d","k","L1n","Ass2"
2,33,9,"Dreieck.png","Fremder","Matching",0,502,"k","d","L1m","Ass2"
2,34,9,"Dreieck.png","Ich","Nonmatching",1,534,"k","k","L2n","Ass2"
2,35,9,"Kreis.png","Ich","Matching",1,600,"d","d","L2m","Ass2"
2,36,9,"Kreis.png","Fremder","Nonmatching",0,523,"d","k","L1n","Ass2"
2,37,10,"Kreis.png","Ich","Matching",1,368,"d","d","L2m","Ass2"
2,38,10,"Dreieck.png","Ich","Nonmatching",1,454,"k","k","L2n","Ass2"
2,39,10,"Kreis.png","Fremder","Nonmatching",1,642,"k","k","L1n","Ass2"
2,40,10,"Dreieck.png","Fremder","Matching",1,681,"d","d","L1m","Ass2"
2,41,11,"Dreieck.png","Ich","Nonmatching",1,654,"k","k","L2n","Ass2"
2,42,11,"Kreis.png","Ich","Matching",1,405,"d","d","L2m","Ass2"
2,43,11,"Kreis.png","Fremder","Nonmatching",1,616,"k","k","L1n","Ass2"
2,44,11,"Dreieck.png","Fremder","Matching",0,606,"k","d","L1m","Ass2"
2,45,12,"Dreieck.png","Fremder","Matching",0,661,"k","d","L1m","Ass2"
2,46,12,"Kreis.png","Ich","Matching",1,422,"d","d","L2m","Ass2"
2,47,12,"Dreieck.png","Ich","Nonmatching",1,385,"k","k","L2n","Ass2"
2,48,12,"Kreis.png","Fremder","Nonmatching",0,291,"d","k","L1n","Ass2"
2,49,13,"Kreis.png","Fremder","Nonmatching",0,456,"d","k","L1n","Ass2"
2,50,13,"Dreieck.png","Ich","Nonmatching",1,449,"k","k","L2n","Ass2"
2,51,13,"Dreieck.png","Fremder","Matching",0,437,"k","d","L1m","Ass2"
2,52,13,"Kreis.png","Ich","Matching",1,406,"d","d","L2m","Ass2"
2,53,14,"Dreieck.png","Fremder","Matching",0,869,"k","d","L1m","Ass2"
2,54,14,"Dreieck.png","Ich","Nonmatching",0,799,"d","k","L2n","Ass2"
2,55,14,"Kreis.png","Fremder","Nonmatching",1,12,"k","k","L1n","Ass2"
2,56,14,"Kreis.png","Ich","Matching",1,340,"d","d","L2m","Ass2"
2,57,15,"Kreis.png","Ich","Matching",1,326,"d","d","L2m","Ass2"
2,58,15,"Dreieck.png","Fremder","Matching",0,403,"k","d","L1m","Ass2"
2,59,15,"Dreieck.png","Ich","Nonmatching",1,677,"k","k","L2n","Ass2"
2,60,15,"Kreis.png","Fremder","Nonmatching",1,423,"k","k","L1n","Ass2"
2,61,16,"Dreieck.png","Ich","Nonmatching",1,440,"k","k","L2n","Ass2"
2,62,16,"Kreis.png","Ich","Matching",1,318,"d","d","L2m","Ass2"
2,63,16,"Kreis.png","Fremder","Nonmatching",1,447,"k","k","L1n","Ass2"
2,64,16,"Dreieck.png","Fremder","Matching",0,413,"k","d","L1m","Ass2"
2,65,17,"Kreis.png","Ich","Matching",1,352,"d","d","L2m","Ass2"
2,66,17,"Dreieck.png","Ich","Nonmatching",1,346,"k","k","L2n","Ass2"
2,67,17,"Kreis.png","Fremder","Nonmatching",1,510,"k","k","L1n","Ass2"
2,68,17,"Dreieck.png","Fremder","Matching",0,306,"k","d","L1m","Ass2"
2,69,18,"Dreieck.png","Fremder","Matching",0,399,"k","d","L1m","Ass2"
2,70,18,"Kreis.png","Fremder","Nonmatching",0,52,"d","k","L1n","Ass2"
2,71,18,"Kreis.png","Ich","Matching",1,184,"d","d","L2m","Ass2"
2,72,18,"Dreieck.png","Ich","Nonmatching",1,382,"k","k","L2n","Ass2"
2,73,19,"Kreis.png","Ich","Matching",1,232,"d","d","L2m","Ass2"
2,74,19,"Dreieck.png","Ich","Nonmatching",1,269,"k","k","L2n","Ass2"
2,75,19,"Dreieck.png","Fremder","Matching",0,312,"k","d","L1m","Ass2"
2,76,19,"Kreis.png","Fremder","Nonmatching",0,293,"d","k","L1n","Ass2"
2,77,20,"Kreis.png","Ich","Matching",1,278,"d","d","L2m","Ass2"
2,78,20,"Kreis.png","Fremder","Nonmatching",1,398,"k","k","L1n","Ass2"
2,79,20,"Dreieck.png","Fremder","Matching",1,329,"d","d","L1m","Ass2"
2,80,20,"Dreieck.png","Ich","Nonmatching",0,331,"d","k","L2n","Ass2"
2,81,21,"Dreieck.png","Ich","Nonmatching",1,447,"k","k","L2n","Ass2"
2,82,21,"Kreis.png","Fremder","Nonmatching",0,419,"d","k","L1n","Ass2"
2,83,21,"Dreieck.png","Fremder","Matching",0,381,"k","d","L1m","Ass2"
2,84,21,"Kreis.png","Ich","Matching",1,380,"d","d","L2m","Ass2"
2,85,22,"Kreis.png","Fremder","Nonmatching",1,474,"k","k","L1n","Ass2"
2,86,22,"Kreis.png","Ich","Matching",1,335,"d","d","L2m","Ass2"
2,87,22,"Dreieck.png","Ich","Nonmatching",1,458,"k","k","L2n","Ass2"
2,88,22,"Dreieck.png","Fremder","Matching",0,476,"k","d","L1m","Ass2"
2,89,23,"Kreis.png","Fremder","Nonmatching",1,507,"k","k","L1n","Ass2"
2,90,23,"Dreieck.png","Ich","Nonmatching",1,539,"k","k","L2n","Ass2"
2,91,23,"Dreieck.png","Fremder","Matching",0,425,"k","d","L1m","Ass2"
2,92,23,"Kreis.png","Ich","Matching",1,414,"d","d","L2m","Ass2"
2,93,24,"Dreieck.png","Fremder","Matching",0,355,"k","d","L1m","Ass2"
2,94,24,"Kreis.png","Ich","Matching",1,304,"d","d","L2m","Ass2"
2,95,24,"Dreieck.png","Ich","Nonmatching",1,334,"k","k","L2n","Ass2"
2,96,24,"Kreis.png","Fremder","Nonmatching",0,310,"d","k","L1n","Ass2"
2,97,25,"Kreis.png","Fremder","Nonmatching",1,239,"k","k","L1n","Ass2"
2,98,25,"Kreis.png","Ich","Matching",1,280,"d","d","L2m","Ass2"
2,99,25,"Dreieck.png","Fremder","Matching",0,323,"k","d","L1m","Ass2"
2,100,25,"Dreieck.png","Ich","Nonmatching",0,287,"d","k","L2n","Ass2"
2,101,26,"Dreieck.png","Fremder","Matching",0,439,"k","d","L1m","Ass2"
2,102,26,"Kreis.png","Fremder","Nonmatching",1,581,"k","k","L1n","Ass2"
2,103,26,"Kreis.png","Ich","Matching",1,337,"d","d","L2m","Ass2"
2,104,26,"Dreieck.png","Ich","Nonmatching",1,468,"k","k","L2n","Ass2"
2,105,27,"Dreieck.png","Fremder","Matching",1,617,"d","d","L1m","Ass2"
2,106,27,"Kreis.png","Ich","Matching",1,492,"d","d","L2m","Ass2"
2,107,27,"Dreieck.png","Ich","Nonmatching",0,715,"d","k","L2n","Ass2"
2,108,27,"Kreis.png","Fremder","Nonmatching",0,254,"d","k","L1n","Ass2"
2,109,28,"Dreieck.png","Ich","Nonmatching",1,656,"k","k","L2n","Ass2"
2,110,28,"Kreis.png","Fremder","Nonmatching",1,467,"k","k","L1n","Ass2"
2,111,28,"Dreieck.png","Fremder","Matching",0,408,"k","d","L1m","Ass2"
2,112,28,"Kreis.png","Ich","Matching",1,362,"d","d","L2m","Ass2"
2,113,29,"Dreieck.png","Fremder","Matching",0,394,"k","d","L1m","Ass2"
2,114,29,"Dreieck.png","Ich","Nonmatching",1,1024,"k","k","L2n","Ass2"
2,115,29,"Kreis.png","Fremder","Nonmatching",1,441,"k","k","L1n","Ass2"
2,116,29,"Kreis.png","Ich","Matching",1,329,"d","d","L2m","Ass2"
2,117,30,"Kreis.png","Ich","Matching",0,457,"k","d","L2m","Ass2"
2,118,30,"Dreieck.png","Ich","Nonmatching",1,589,"k","k","L2n","Ass2"
2,119,30,"Kreis.png","Fremder","Nonmatching",0,340,"d","k","L1n","Ass2"
2,120,30,"Dreieck.png","Fremder","Matching",1,489,"d","d","L1m","Ass2"
2,121,31,"Kreis.png","Fremder","Nonmatching",0,254,"d","k","L1n","Ass2"
2,122,31,"Dreieck.png","Fremder","Matching",1,509,"d","d","L1m","Ass2"
2,123,31,"Kreis.png","Ich","Matching",1,488,"d","d","L2m","Ass2"
2,124,31,"Dreieck.png","Ich","Nonmatching",1,536,"k","k","L2n","Ass2"
2,125,32,"Dreieck.png","Fremder","Matching",1,475,"d","d","L1m","Ass2"
2,126,32,"Kreis.png","Ich","Matching",0,547,"k","d","L2m","Ass2"
2,127,32,"Kreis.png","Fremder","Nonmatching",1,587,"k","k","L1n","Ass2"
2,128,32,"Dreieck.png","Ich","Nonmatching",0,316,"d","k","L2n","Ass2"
3,1,1,"Dreieck.png","Ich","Matching",1,1918,"d","d","L1m","Ass1"
3,2,1,"Kreis.png","Ich","Nonmatching",0,1157,"d","k","L1n","Ass1"
3,3,1,"Kreis.png","Fremder","Matching",1,1377,"d","d","L2m","Ass1"
3,4,1,"Dreieck.png","Fremder","Nonmatching",1,2303,"k","k","L2n","Ass1"
3,5,2,"Kreis.png","Fremder","Matching",0,3189,"k","d","L2m","Ass1"
3,6,2,"Kreis.png","Ich","Nonmatching",1,932,"k","k","L1n","Ass1"
3,7,2,"Dreieck.png","Fremder","Nonmatching",1,1342,"k","k","L2n","Ass1"
3,8,2,"Dreieck.png","Ich","Matching",1,899,"d","d","L1m","Ass1"
3,9,3,"Dreieck.png","Ich","Matching",1,680,"d","d","L1m","Ass1"
3,10,3,"Dreieck.png","Fremder","Nonmatching",1,1608,"k","k","L2n","Ass1"
3,11,3,"Kreis.png","Ich","Nonmatching",1,895,"k","k","L1n","Ass1"
3,12,3,"Kreis.png","Fremder","Matching",0,1221,"k","d","L2m","Ass1"
3,13,4,"Kreis.png","Fremder","Matching",1,615,"d","d","L2m","Ass1"
3,14,4,"Kreis.png","Ich","Nonmatching",1,1393,"k","k","L1n","Ass1"
3,15,4,"Dreieck.png","Ich","Matching",1,509,"d","d","L1m","Ass1"
3,16,4,"Dreieck.png","Fremder","Nonmatching",1,1111,"k","k","L2n","Ass1"
3,17,5,"Dreieck.png","Fremder","Nonmatching",1,1246,"k","k","L2n","Ass1"
3,18,5,"Dreieck.png","Ich","Matching",1,631,"d","d","L1m","Ass1"
3,19,5,"Kreis.png","Ich","Nonmatching",1,1172,"k","k","L1n","Ass1"
3,20,5,"Kreis.png","Fremder","Matching",1,1046,"d","d","L2m","Ass1"
3,21,6,"Dreieck.png","Ich","Matching",1,619,"d","d","L1m","Ass1"
3,22,6,"Kreis.png","Fremder","Matching",1,488,"d","d","L2m","Ass1"
3,23,6,"Dreieck.png","Fremder","Nonmatching",1,568,"k","k","L2n","Ass1"
3,24,6,"Kreis.png","Ich","Nonmatching",1,842,"k","k","L1n","Ass1"
3,25,7,"Kreis.png","Ich","Nonmatching",1,972,"k","k","L1n","Ass1"
3,26,7,"Dreieck.png","Ich","Matching",1,607,"d","d","L1m","Ass1"
3,27,7,"Kreis.png","Fremder","Matching",1,495,"d","d","L2m","Ass1"
3,28,7,"Dreieck.png","Fremder","Nonmatching",1,703,"k","k","L2n","Ass1"
3,29,8,"Kreis.png","Fremder","Matching",0,653,"k","d","L2m","Ass1"
3,30,8,"Dreieck.png","Ich","Matching",1,457,"d","d","L1m","Ass1"
3,31,8,"Kreis.png","Ich","Nonmatching",1,723,"k","k","L1n","Ass1"
3,32,8,"Dreieck.png","Fremder","Nonmatching",1,485,"k","k","L2n","Ass1"
3,33,9,"Kreis.png","Ich","Nonmatching",1,829,"k","k","L1n","Ass1"
3,34,9,"Dreieck.png","Ich","Matching",1,721,"d","d","L1m","Ass1"
3,35,9,"Dreieck.png","Fremder","Nonmatching",0,490,"d","k","L2n","Ass1"
3,36,9,"Kreis.png","Fremder","Matching",1,580,"d","d","L2m","Ass1"
3,37,10,"Kreis.png","Ich","Nonmatching",1,857,"k","k","L1n","Ass1"
3,38,10,"Dreieck.png","Ich","Matching",1,1389,"d","d","L1m","Ass1"
3,39,10,"Dreieck.png","Fremder","Nonmatching",1,749,"k","k","L2n","Ass1"
3,40,10,"Kreis.png","Fremder","Matching",1,688,"d","d","L2m","Ass1"
3,41,11,"Kreis.png","Ich","Nonmatching",1,612,"k","k","L1n","Ass1"
3,42,11,"Dreieck.png","Fremder","Nonmatching",1,696,"k","k","L2n","Ass1"
3,43,11,"Dreieck.png","Ich","Matching",1,623,"d","d","L1m","Ass1"
3,44,11,"Kreis.png","Fremder","Matching",1,892,"d","d","L2m","Ass1"
3,45,12,"Dreieck.png","Ich","Matching",1,626,"d","d","L1m","Ass1"
3,46,12,"Kreis.png","Fremder","Matching",1,730,"d","d","L2m","Ass1"
3,47,12,"Dreieck.png","Fremder","Nonmatching",1,731,"k","k","L2n","Ass1"
3,48,12,"Kreis.png","Ich","Nonmatching",0,664,"d","k","L1n","Ass1"
3,49,13,"Kreis.png","Ich","Nonmatching",1,840,"k","k","L1n","Ass1"
3,50,13,"Dreieck.png","Ich","Matching",1,688,"d","d","L1m","Ass1"
3,51,13,"Dreieck.png","Fremder","Nonmatching",1,724,"k","k","L2n","Ass1"
3,52,13,"Kreis.png","Fremder","Matching",1,718,"d","d","L2m","Ass1"
3,53,14,"Dreieck.png","Fremder","Nonmatching",1,642,"k","k","L2n","Ass1"
3,54,14,"Dreieck.png","Ich","Matching",1,648,"d","d","L1m","Ass1"
3,55,14,"Kreis.png","Ich","Nonmatching",1,916,"k","k","L1n","Ass1"
3,56,14,"Kreis.png","Fremder","Matching",1,677,"d","d","L2m","Ass1"
3,57,15,"Dreieck.png","Fremder","Nonmatching",1,965,"k","k","L2n","Ass1"
3,58,15,"Kreis.png","Fremder","Matching",1,795,"d","d","L2m","Ass1"
3,59,15,"Dreieck.png","Ich","Matching",1,1266,"d","d","L1m","Ass1"
3,60,15,"Kreis.png","Ich","Nonmatching",1,763,"k","k","L1n","Ass1"
3,61,16,"Dreieck.png","Fremder","Nonmatching",1,685,"k","k","L2n","Ass1"
3,62,16,"Dreieck.png","Ich","Matching",1,650,"d","d","L1m","Ass1"
