Subject,Task,Matching,Shape,Shape_Origin_Identity,Shape_English_Identity,Shape_Standardized_Identity,CorrResponse,Response,RT_ms,RT_sec,ACC
5821,self-matching,Matching,triangle.bmp,Father,Father,Close,z,z,546,0.546,1
5821,self-matching,Matching,circle.bmp,Close,Close,Close,m,z,805,0.805,1
5821,self-matching,Nonmatching,circle.bmp,Close,Close,Close,m,m,846,0.846,1
5821,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,z,z,873,0.873,1
5821,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,m,m,1055,1.055,1
5821,self-matching,Nonmatching,circle.bmp,Close,Close,Close,z,m,1022,1.022,1
5821,self-matching,Matching,circle.bmp,Close,Close,Close,m,z,846,0.846,1
5821,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,z,z,869,0.869,1
5821,self-matching,Nonmatching,circle.bmp,Close,Close,Close,m,z,763,0.763,0
5821,self-matching,Nonmatching,circle.bmp,Close,Close,Close,m,m,941,0.941,1
5821,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,m,m,1039,1.039,1
5821,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,z,m,847,0.847,1
5821,self-matching,Matching,circle.bmp,Close,Close,Close,m,z,726,0.726,1
5821,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,z,z,770,0.77,1
5821,self-matching,Matching,triangle.bmp,Father,Father,Close,z,z,1020,1.02,1
5821,self-matching,Nonmatching,circle.bmp,Close,Close,Close,m,m,1372,1.372,1
5821,self-matching,Matching,circle.bmp,Close,Close,Close,z,z,766,0.766,1
5821,self-matching,Nonmatching,circle.bmp,Close,Close,Close,z,m,919,0.919,1
5821,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,m,z,715,0.715,1
5821,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,m,m,1016,1.016,0
5821,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,m,m,1903,1.903,1
5821,self-matching,Matching,triangle.bmp,Father,Father,Close,m,z,699,0.699,1
5821,self-matching,Matching,triangle.bmp,Father,Father,Close,m,z,920,0.92,1
5821,self-matching,Matching,circle.bmp,Close,Close,Close,z,z,700,0.7,1
5821,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,z,m,665,0.665,0
5821,self-matching,Nonmatching,circle.bmp,Close,Close,Close,z,z,751,0.751,0
5821,self-matching,Matching,triangle.bmp,Father,Father,Close,m,z,882,0.882,1
5821,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,z,m,1527,1.527,1
5821,self-matching,Nonmatching,circle.bmp,Close,Close,Close,z,m,1410,1.41,1
5821,self-matching,Matching,circle.bmp,Close,Close,Close,z,z,818,0.818,1
5821,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,m,m,1402,1.402,1
5821,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,m,z,1082,1.082,1
5821,self-matching,Nonmatching,circle.bmp,Close,Close,Close,z,m,872,0.872,1
5821,self-matching,Matching,triangle.bmp,Father,Father,Close,z,z,766,0.766,1
5821,self-matching,Matching,circle.bmp,Close,Close,Close,m,z,712,0.712,1
5821,self-matching,Matching,circle.bmp,Close,Close,Close,z,z,821,0.821,1
5821,self-matching,Matching,triangle.bmp,Father,Father,Close,m,z,461,0.461,1
5821,self-matching,Matching,circle.bmp,Close,Close,Close,z,z,660,0.66,1
5821,self-matching,Matching,circle.bmp,Close,Close,Close,m,z,866,0.866,1
5821,self-matching,Matching,circle.bmp,Close,Close,Close,z,z,615,0.615,1
5821,self-matching,Nonmatching,circle.bmp,Close,Close,Close,z,m,904,0.904,1
5821,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,m,m,1117,1.117,1
5821,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,m,m,953,0.953,1
5821,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,m,m,684,0.684,1
5821,self-matching,Matching,circle.bmp,Close,Close,Close,m,z,873,0.873,1
5821,self-matching,Nonmatching,circle.bmp,Close,Close,Close,m,m,719,0.719,1
5821,self-matching,Nonmatching,circle.bmp,Close,Close,Close,z,m,651,0.651,1
5821,self-matching,Nonmatching,circle.bmp,Close,Close,Close,z,m,842,0.842,1
5821,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,m,m,1265,1.265,1
5821,self-matching,Matching,triangle.bmp,Father,Father,Close,m,z,823,0.823,1
5821,self-matching,Nonmatching,circle.bmp,Close,Close,Close,m,m,863,0.863,1
5821,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,m,m,1078,1.078,1
5821,self-matching,Matching,triangle.bmp,Father,Father,Close,z,z,979,0.979,1
5821,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,z,z,1028,1.028,1
5821,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,z,m,932,0.932,1
5821,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,z,m,1031,1.031,1
5821,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,z,m,1239,1.239,1
5821,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,m,m,846,0.846,1
5821,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,m,z,1013,1.013,1
5821,self-matching,Nonmatching,circle.bmp,Close,Close,Close,m,m,1077,1.077,1
5821,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,m,m,962,0.962,1
5821,self-matching,Matching,triangle.bmp,Father,Father,Close,z,z,1125,1.125,1
5821,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,m,z,751,0.751,1
5821,self-matching,Nonmatching,circle.bmp,Close,Close,Close,m,m,1114,1.114,1
5821,self-matching,Matching,triangle.bmp,Father,Father,Close,m,z,742,0.742,1
5821,self-matching,Nonmatching,circle.bmp,Close,Close,Close,m,m,753,0.753,1
5821,self-matching,Nonmatching,circle.bmp,Close,Close,Close,z,m,860,0.86,1
5821,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,z,m,994,0.994,1
5821,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,m,m,659,0.659,1
5821,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,z,m,513,0.513,1
5821,self-matching,Matching,circle.bmp,Close,Close,Close,z,z,646,0.646,1
5821,self-matching,Matching,triangle.bmp,Father,Father,Close,z,z,581,0.581,1
5821,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,z,m,871,0.871,1
5821,self-matching,Matching,circle.bmp,Close,Close,Close,m,z,701,0.701,1
5821,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,z,z,842,0.842,1
5821,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,m,m,801,0.801,1
5821,self-matching,Matching,triangle.bmp,Father,Father,Close,z,z,650,0.65,1
5821,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,m,m,1353,1.353,1
5821,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,m,m,764,0.764,1
5821,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,z,z,822,0.822,1
5821,self-matching,Matching,circle.bmp,Close,Close,Close,z,z,1422,1.422,1
5821,self-matching,Nonmatching,circle.bmp,Close,Close,Close,z,m,894,0.894,1
5821,self-matching,Matching,triangle.bmp,Father,Father,Close,m,z,755,0.755,1
5821,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,m,m,782,0.782,1
5821,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,m,m,1176,1.176,1
5821,self-matching,Matching,triangle.bmp,Father,Father,Close,m,z,657,0.657,1
5821,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,z,z,798,0.798,1
5821,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,z,m,999,0.999,1
5821,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,m,z,1193,1.193,1
5821,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,m,z,945,0.945,1
5821,self-matching,Matching,circle.bmp,Close,Close,Close,m,z,756,0.756,1
5821,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,m,m,831,0.831,1
5821,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,z,m,759,0.759,1
5821,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,m,m,577,0.577,1
5821,self-matching,Nonmatching,circle.bmp,Close,Close,Close,m,m,1139,1.139,1
5821,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,m,m,974,0.974,1
5821,self-matching,Matching,triangle.bmp,Father,Father,Close,z,z,752,0.752,1
5821,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,z,m,859,0.859,1
5821,self-matching,Matching,triangle.bmp,Father,Father,Close,m,z,737,0.737,1
5821,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,z,m,749,0.749,1
5821,self-matching,Matching,triangle.bmp,Father,Father,Close,z,z,744,0.744,1
5821,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,m,m,755,0.755,1
5821,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,z,z,1518,1.518,1
5821,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,z,m,793,0.793,1
5821,self-matching,Matching,circle.bmp,Close,Close,Close,z,z,754,0.754,1
5821,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,z,m,701,0.701,1
5821,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,z,z,1354,1.354,1
5821,self-matching,Matching,circle.bmp,Close,Close,Close,z,z,669,0.669,1
5821,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,z,m,811,0.811,1
5821,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,z,z,724,0.724,1
5821,self-matching,Matching,circle.bmp,Close,Close,Close,z,z,687,0.687,1
5821,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,m,m,845,0.845,1
5821,self-matching,Matching,circle.bmp,Close,Close,Close,z,z,948,0.948,1
5821,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,z,m,1030,1.03,1
5821,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,m,m,1126,1.126,1
5821,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,m,z,785,0.785,1
5821,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,m,m,763,0.763,1
5821,self-matching,Matching,triangle.bmp,Father,Father,Close,z,z,677,0.677,1
5821,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,z,z,979,0.979,1
5821,self-matching,Nonmatching,circle.bmp,Close,Close,Close,m,m,900,0.9,1
5821,self-matching,Matching,circle.bmp,Close,Close,Close,m,z,873,0.873,1
5821,self-matching,Matching,triangle.bmp,Father,Father,Close,m,z,623,0.623,1
5821,self-matching,Matching,triangle.bmp,Father,Father,Close,z,z,639,0.639,1
5821,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,m,m,975,0.975,1
5821,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,m,m,800,0.8,1
5821,self-matching,Nonmatching,circle.bmp,Close,Close,Close,m,m,1161,1.161,1
5821,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,z,m,835,0.835,1
5821,self-matching,Matching,circle.bmp,Close,Close,Close,z,z,987,0.987,1
5821,self-matching,Matching,triangle.bmp,Father,Father,Close,z,z,700,0.7,1
5821,self-matching,Nonmatching,circle.bmp,Close,Close,Close,z,m,793,0.793,1
5821,self-matching,Nonmatching,circle.bmp,Close,Close,Close,m,m,770,0.77,1
5821,self-matching,Nonmatching,circle.bmp,Close,Close,Close,m,m,747,0.747,1
5821,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,z,z,758,0.758,1
5821,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,m,m,865,0.865,1
5821,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,z,m,983,0.983,1
5821,self-matching,Matching,triangle.bmp,Father,Father,Close,m,z,649,0.649,1
5821,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,z,z,728,0.728,1
5821,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,z,m,723,0.723,1
5821,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,z,m,703,0.703,1
5821,self-matching,Matching,circle.bmp,Close,Close,Close,m,z,588,0.588,1
5821,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,z,z,1006,1.006,1
5821,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,z,m,703,0.703,1
5821,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,m,z,732,0.732,1
5821,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,z,m,712,0.712,1
5821,self-matching,Nonmatching,circle.bmp,Close,Close,Close,m,m,852,0.852,1
5821,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,m,z,763,0.763,1
5821,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,z,m,869,0.869,1
5821,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,m,m,731,0.731,1
5821,self-matching,Matching,triangle.bmp,Father,Father,Close,z,z,631,0.631,1
5821,self-matching,Matching,triangle.bmp,Father,Father,Close,m,z,647,0.647,1
5821,self-matching,Nonmatching,circle.bmp,Close,Close,Close,m,m,982,0.982,1
5821,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,m,z,903,0.903,1
5821,self-matching,Matching,circle.bmp,Close,Close,Close,z,z,956,0.956,1
5821,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,z,m,751,0.751,1
5821,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,m,m,906,0.906,1
5821,self-matching,Matching,circle.bmp,Close,Close,Close,m,z,975,0.975,1
5821,self-matching,Nonmatching,circle.bmp,Close,Close,Close,m,m,688,0.688,1
5821,self-matching,Nonmatching,circle.bmp,Close,Close,Close,m,m,797,0.797,1
5821,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,z,m,886,0.886,1
5821,self-matching,Matching,circle.bmp,Close,Close,Close,m,z,860,0.86,1
5821,self-matching,Nonmatching,circle.bmp,Close,Close,Close,m,m,658,0.658,1
5821,self-matching,Matching,triangle.bmp,Father,Father,Close,z,z,592,0.592,1
5821,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,z,z,770,0.77,1
5821,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,z,m,956,0.956,1
5821,self-matching,Nonmatching,circle.bmp,Close,Close,Close,z,m,831,0.831,1
5821,self-matching,Matching,circle.bmp,Close,Close,Close,m,z,902,0.902,1
5821,self-matching,Matching,triangle.bmp,Father,Father,Close,z,z,603,0.603,1
5821,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,m,m,684,0.684,1
5821,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,z,m,810,0.81,1
5821,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,z,m,787,0.787,1
5821,self-matching,Matching,triangle.bmp,Father,Father,Close,m,z,668,0.668,1
5821,self-matching,Nonmatching,circle.bmp,Close,Close,Close,z,m,635,0.635,1
5821,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,m,m,1466,1.466,0
5821,self-matching,Matching,triangle.bmp,Father,Father,Close,m,z,672,0.672,1
5821,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,z,m,799,0.799,1
5821,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,z,m,968,0.968,1
5821,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,z,m,954,0.954,1
5821,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,m,m,909,0.909,1
5821,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,z,m,929,0.929,1
5821,self-matching,Matching,circle.bmp,Close,Close,Close,m,z,788,0.788,1
5821,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,m,z,941,0.941,1
5821,self-matching,Matching,triangle.bmp,Father,Father,Close,m,z,656,0.656,1
5821,self-matching,Matching,triangle.bmp,Father,Father,Close,m,z,783,0.783,1
5821,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,z,m,712,0.712,1
5821,self-matching,Matching,circle.bmp,Close,Close,Close,m,z,677,0.677,1
5821,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,m,z,739,0.739,1
5821,self-matching,Nonmatching,circle.bmp,Close,Close,Close,z,m,846,0.846,1
5821,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,z,m,997,0.997,1
5821,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,z,z,1030,1.03,1
5821,self-matching,Matching,circle.bmp,Close,Close,Close,m,z,645,0.645,1
5821,self-matching,Nonmatching,circle.bmp,Close,Close,Close,m,m,709,0.709,1
5821,self-matching,Matching,circle.bmp,Close,Close,Close,z,z,865,0.865,1
5821,self-matching,Matching,triangle.bmp,Father,Father,Close,m,z,679,0.679,1
5821,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,z,m,821,0.821,1
5821,self-matching,Matching,triangle.bmp,Father,Father,Close,m,z,685,0.685,1
5821,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,m,m,779,0.779,0
5821,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,z,m,1132,1.132,1
5821,self-matching,Matching,circle.bmp,Close,Close,Close,z,z,919,0.919,1
5821,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,z,z,844,0.844,1
5821,self-matching,Matching,triangle.bmp,Father,Father,Close,z,z,594,0.594,1
5821,self-matching,Nonmatching,circle.bmp,Close,Close,Close,m,m,740,0.74,1
5821,self-matching,Matching,circle.bmp,Close,Close,Close,z,z,831,0.831,1
5821,self-matching,Matching,circle.bmp,Close,Close,Close,z,z,615,0.615,1
5821,self-matching,Matching,triangle.bmp,Father,Father,Close,m,z,775,0.775,1
5821,self-matching,Nonmatching,circle.bmp,Close,Close,Close,z,m,945,0.945,1
5821,self-matching,Matching,circle.bmp,Close,Close,Close,z,z,1107,1.107,1
5821,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,m,m,944,0.944,1
5821,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,m,z,690,0.69,0
5821,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,m,m,871,0.871,1
5821,self-matching,Matching,triangle.bmp,Father,Father,Close,z,z,797,0.797,1
5821,self-matching,Matching,triangle.bmp,Father,Father,Close,m,z,1686,1.686,1
5821,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,m,m,1131,1.131,1
5821,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,z,z,1078,1.078,1
5821,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,z,m,836,0.836,1
5821,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,z,m,811,0.811,1
5821,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,m,m,1315,1.315,1
5821,self-matching,Nonmatching,circle.bmp,Close,Close,Close,m,m,1319,1.319,1
5821,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,m,m,891,0.891,1
5821,self-matching,Matching,triangle.bmp,Father,Father,Close,m,z,752,0.752,1
5821,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,z,z,939,0.939,1
5821,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,z,m,974,0.974,1
5821,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,m,z,896,0.896,1
5821,self-matching,Matching,circle.bmp,Close,Close,Close,z,z,741,0.741,1
5821,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,m,z,896,0.896,1
5821,self-matching,Nonmatching,circle.bmp,Close,Close,Close,m,m,773,0.773,1
5821,self-matching,Matching,triangle.bmp,Father,Father,Close,m,z,671,0.671,1
5821,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,z,m,797,0.797,1
5821,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,z,z,869,0.869,1
5821,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,m,z,684,0.684,1
5821,self-matching,Matching,circle.bmp,Close,Close,Close,z,z,617,0.617,1
5821,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,z,m,826,0.826,1
5821,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,z,z,785,0.785,1
5821,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,z,m,1131,1.131,1
5821,self-matching,Nonmatching,circle.bmp,Close,Close,Close,z,m,646,0.646,1
5821,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,z,m,614,0.614,1
5821,self-matching,Matching,triangle.bmp,Father,Father,Close,m,z,614,0.614,1
5821,self-matching,Nonmatching,circle.bmp,Close,Close,Close,m,m,807,0.807,1
5821,self-matching,Matching,circle.bmp,Close,Close,Close,m,z,784,0.784,1
5821,self-matching,Matching,circle.bmp,Close,Close,Close,m,z,649,0.649,1
5821,self-matching,Nonmatching,circle.bmp,Close,Close,Close,z,m,712,0.712,1
5821,self-matching,Matching,triangle.bmp,Father,Father,Close,m,z,597,0.597,1
5821,self-matching,Matching,circle.bmp,Close,Close,Close,z,z,790,0.79,1
5821,self-matching,Matching,circle.bmp,Close,Close,Close,m,z,639,0.639,1
6003,self-matching,Nonmatching,square.bmp,Father,Father,Close,z,m,4340,4.34,1
6003,self-matching,Nonmatching,square.bmp,Father,Father,Close,z,m,1452,1.452,1
6003,self-matching,Nonmatching,square.bmp,Father,Father,Close,m,z,1083,1.083,0
6003,self-matching,Matching,triangle.bmp,Close,Close,Close,m,z,1616,1.616,1
6003,self-matching,Nonmatching,circle.bmp,Stranger,Stranger,Stranger,z,m,1448,1.448,1
6003,self-matching,Nonmatching,circle.bmp,Stranger,Stranger,Stranger,z,m,1766,1.766,1
6003,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,m,m,1430,1.43,1
6003,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,z,z,1061,1.061,1
6003,self-matching,Nonmatching,circle.bmp,Stranger,Stranger,Stranger,m,m,1299,1.299,1
6003,self-matching,Nonmatching,circle.bmp,Stranger,Stranger,Stranger,z,m,1480,1.48,1
6003,self-matching,Nonmatching,circle.bmp,Stranger,Stranger,Stranger,z,m,1205,1.205,1
6003,self-matching,Matching,triangle.bmp,Close,Close,Close,z,z,1133,1.133,1
6003,self-matching,Nonmatching,circle.bmp,Stranger,Stranger,Stranger,z,m,1657,1.657,1
6003,self-matching,Matching,triangle.bmp,Close,Close,Close,m,z,2351,2.351,1
6003,self-matching,Matching,square.bmp,Father,Father,Close,m,z,872,0.872,1
6003,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,m,m,974,0.974,1
6003,self-matching,Matching,triangle.bmp,Close,Close,Close,m,m,1392,1.392,0
6003,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,m,z,3032,3.032,1
6003,self-matching,Nonmatching,square.bmp,Father,Father,Close,z,z,1014,1.014,0
6003,self-matching,Nonmatching,circle.bmp,Stranger,Stranger,Stranger,m,m,2222,2.222,1
6003,self-matching,Nonmatching,square.bmp,Father,Father,Close,m,z,1949,1.949,0
6003,self-matching,Matching,square.bmp,Father,Father,Close,m,z,1070,1.07,1
6003,self-matching,Matching,triangle.bmp,Close,Close,Close,z,m,973,0.973,0
6003,self-matching,Nonmatching,square.bmp,Father,Father,Close,z,m,1414,1.414,1
6003,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,m,z,1191,1.191,1
6003,self-matching,Nonmatching,circle.bmp,Stranger,Stranger,Stranger,m,z,1615,1.615,0
6003,self-matching,Matching,triangle.bmp,Close,Close,Close,m,m,1007,1.007,0
6003,self-matching,Matching,triangle.bmp,Close,Close,Close,m,z,1191,1.191,1
6003,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,z,z,1711,1.711,1
6003,self-matching,Matching,triangle.bmp,Close,Close,Close,z,z,2691,2.691,1
6003,self-matching,Matching,square.bmp,Father,Father,Close,z,z,719,0.719,1
6003,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,z,z,923,0.923,0
6003,self-matching,Matching,square.bmp,Father,Father,Close,z,m,807,0.807,0
6003,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,z,m,1079,1.079,1
6003,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,z,z,1316,1.316,0
6003,self-matching,Matching,square.bmp,Father,Father,Close,m,z,960,0.96,1
6003,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,m,m,1570,1.57,1
6003,self-matching,Nonmatching,square.bmp,Father,Father,Close,m,z,1244,1.244,0
6003,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,m,m,779,0.779,1
6003,self-matching,Nonmatching,square.bmp,Father,Father,Close,m,z,1957,1.957,0
6003,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,m,z,1990,1.99,1
6003,self-matching,Nonmatching,square.bmp,Father,Father,Close,m,m,1391,1.391,1
6003,self-matching,Nonmatching,square.bmp,Father,Father,Close,m,z,3424,3.424,0
6003,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,z,m,2484,2.484,1
6003,self-matching,Nonmatching,square.bmp,Father,Father,Close,z,m,1224,1.224,1
6003,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,z,z,1295,1.295,1
6003,self-matching,Matching,square.bmp,Father,Father,Close,z,z,900,0.9,1
6003,self-matching,Nonmatching,square.bmp,Father,Father,Close,m,m,1832,1.832,1
6003,self-matching,Matching,square.bmp,Father,Father,Close,z,z,856,0.856,1
6003,self-matching,Matching,triangle.bmp,Close,Close,Close,z,z,1295,1.295,1
6003,self-matching,Nonmatching,square.bmp,Father,Father,Close,z,m,1555,1.555,1
6003,self-matching,Matching,square.bmp,Father,Father,Close,z,z,957,0.957,1
6003,self-matching,Matching,square.bmp,Father,Father,Close,z,z,671,0.671,1
6003,self-matching,Matching,square.bmp,Father,Father,Close,z,z,606,0.606,1
6003,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,z,z,1199,1.199,1
6003,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,m,z,744,0.744,1
6003,self-matching,Nonmatching,square.bmp,Father,Father,Close,m,m,1523,1.523,1
6003,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,z,m,1054,1.054,1
6003,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,z,m,2061,2.061,1
6003,self-matching,Matching,triangle.bmp,Close,Close,Close,m,z,835,0.835,1
6003,self-matching,Nonmatching,circle.bmp,Stranger,Stranger,Stranger,z,m,1226,1.226,1
6003,self-matching,Matching,square.bmp,Father,Father,Close,m,z,769,0.769,1
6003,self-matching,Matching,triangle.bmp,Close,Close,Close,z,m,412,0.412,0
6003,self-matching,Matching,square.bmp,Father,Father,Close,z,z,1260,1.26,1
6003,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,z,m,1186,1.186,0
6003,self-matching,Nonmatching,triangle.bmp,Close,Close,Close,m,z,947,0.947,0
6003,self-matching,Nonmatching,square.bmp,Father,Father,Close,z,z,3325,3.325,0
6003,self-matching,Matching,triangle.bmp,Close,Close,Close,m,m,1494,1.494,0
6003,self-matching,Nonmatching,square.bmp,Father,Father,Close,z,z,2106,2.106,0
6003,self-matching,Matching,triangle.bmp,Close,Close,Close,m,z,1093,1.093,1
6003,self-matching,Matching,square.bmp,Father,Father,Close,m,z,1266,1.266,1
6003,self-matching,Matching,square.bmp,Father,Father,Close,m,z,616,0.616,1
6003,self-matching,Nonmatching,circle.bmp,Stranger,Stranger,Stranger,m,z,1833,1.833,0
6003,self-matching,Matching,circle.bmp,Stranger,Stranger,Stranger,m,z,1023,1.023,1
6003,self-matching,Matching,square.bmp,Father,Father,Close,z,z,752,0.752,1
