Subject,Task,Matching,Shape,Shape_Origin_Identity,Shape_English_Identity,Shape_Standardized_Identity,CorrResponse,Response,RT_ms,RT_sec,ACC
1,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,m,z,790,0.79,0
1,self-matching,Nonmatching,circle.bmp,Close,Close,Close,z,m,2026,2.026,1
1,self-matching,Matching,circle.bmp,Close,Close,Close,z,z,1476,1.476,1
1,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,m,m,1204,1.204,1
1,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,m,z,1320,1.32,1
1,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,m,z,663,0.663,1
1,self-matching,Matching,triangle.bmp,Father,Father,Close,m,z,623,0.623,1
1,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,z,m,746,0.746,1
1,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,z,z,872,0.872,1
1,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,m,m,1048,1.048,1
1,self-matching,Matching,triangle.bmp,Father,Father,Close,z,z,801,0.801,1
1,self-matching,Matching,triangle.bmp,Father,Father,Close,m,z,533,0.533,1
1,self-matching,Nonmatching,circle.bmp,Close,Close,Close,m,m,699,0.699,1
1,self-matching,Nonmatching,circle.bmp,Close,Close,Close,m,m,914,0.914,1
1,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,z,m,1466,1.466,1
1,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,m,m,1058,1.058,1
1,self-matching,Nonmatching,circle.bmp,Close,Close,Close,m,m,883,0.883,1
1,self-matching,Nonmatching,circle.bmp,Close,Close,Close,z,m,675,0.675,1
1,self-matching,Matching,circle.bmp,Close,Close,Close,m,z,964,0.964,1
1,self-matching,Nonmatching,circle.bmp,Close,Close,Close,z,m,857,0.857,1
1,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,z,m,962,0.962,1
1,self-matching,Matching,triangle.bmp,Father,Father,Close,z,z,1175,1.175,1
1,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,z,m,819,0.819,1
1,self-matching,Matching,triangle.bmp,Father,Father,Close,z,z,566,0.566,1
1,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,m,m,891,0.891,1
1,self-matching,Matching,circle.bmp,Close,Close,Close,m,z,1139,1.139,1
1,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,z,m,873,0.873,1
1,self-matching,Matching,triangle.bmp,Father,Father,Close,m,z,618,0.618,1
1,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,z,m,917,0.917,1
1,self-matching,Matching,circle.bmp,Close,Close,Close,z,z,1060,1.06,1
1,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,m,m,757,0.757,1
1,self-matching,Matching,circle.bmp,Close,Close,Close,m,z,730,0.73,1
1,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,m,z,920,0.92,1
1,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,m,m,695,0.695,1
1,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,z,z,663,0.663,1
1,self-matching,Matching,triangle.bmp,Father,Father,Close,m,z,712,0.712,1
1,self-matching,Nonmatching,circle.bmp,Close,Close,Close,z,m,983,0.983,1
1,self-matching,Matching,triangle.bmp,Father,Father,Close,m,z,675,0.675,1
1,self-matching,Matching,triangle.bmp,Father,Father,Close,z,z,868,0.868,1
1,self-matching,Nonmatching,circle.bmp,Close,Close,Close,m,m,876,0.876,1
1,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,m,z,693,0.693,0
1,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,z,m,1468,1.468,1
1,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,m,m,885,0.885,1
1,self-matching,Matching,circle.bmp,Close,Close,Close,z,z,1077,1.077,1
1,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,m,m,1606,1.606,1
1,self-matching,Nonmatching,circle.bmp,Close,Close,Close,z,m,697,0.697,1
1,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,z,z,856,0.856,1
1,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,m,m,729,0.729,1
1,self-matching,Matching,circle.bmp,Close,Close,Close,z,z,712,0.712,1
1,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,z,z,1447,1.447,1
1,self-matching,Matching,circle.bmp,Close,Close,Close,z,z,1048,1.048,1
1,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,m,m,802,0.802,1
1,self-matching,Matching,circle.bmp,Close,Close,Close,z,z,677,0.677,1
1,self-matching,Matching,circle.bmp,Close,Close,Close,z,z,550,0.55,1
1,self-matching,Nonmatching,circle.bmp,Close,Close,Close,m,m,723,0.723,1
1,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,m,m,922,0.922,1
1,self-matching,Matching,triangle.bmp,Father,Father,Close,m,z,809,0.809,1
1,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,z,z,1700,1.7,1
1,self-matching,Matching,circle.bmp,Close,Close,Close,z,z,947,0.947,1
1,self-matching,Matching,circle.bmp,Close,Close,Close,m,z,937,0.937,1
1,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,m,m,583,0.583,1
1,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,m,m,1363,1.363,1
1,self-matching,Matching,circle.bmp,Close,Close,Close,z,z,1375,1.375,1
1,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,m,m,865,0.865,1
1,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,z,z,1561,1.561,1
1,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,m,m,878,0.878,1
1,self-matching,Matching,triangle.bmp,Father,Father,Close,z,z,526,0.526,1
1,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,z,m,1268,1.268,1
1,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,m,z,716,0.716,1
1,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,z,m,1107,1.107,1
1,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,z,z,626,0.626,1
1,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,m,m,836,0.836,1
1,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,m,m,663,0.663,1
1,self-matching,Nonmatching,circle.bmp,Close,Close,Close,z,m,776,0.776,1
1,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,z,z,1012,1.012,1
1,self-matching,Matching,triangle.bmp,Father,Father,Close,z,z,791,0.791,1
1,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,z,m,779,0.779,1
1,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,m,m,1224,1.224,1
1,self-matching,Matching,circle.bmp,Close,Close,Close,m,z,818,0.818,1
1,self-matching,Matching,triangle.bmp,Father,Father,Close,m,z,997,0.997,1
1,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,z,m,784,0.784,1
1,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,m,m,820,0.82,1
1,self-matching,Matching,triangle.bmp,Father,Father,Close,m,z,799,0.799,1
1,self-matching,Matching,circle.bmp,Close,Close,Close,z,z,713,0.713,1
1,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,z,m,696,0.696,1
1,self-matching,Matching,circle.bmp,Close,Close,Close,z,z,840,0.84,1
1,self-matching,Nonmatching,circle.bmp,Close,Close,Close,m,m,842,0.842,1
1,self-matching,Matching,circle.bmp,Close,Close,Close,m,z,1188,1.188,1
1,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,z,m,792,0.792,1
1,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,m,m,1012,1.012,1
1,self-matching,Nonmatching,circle.bmp,Close,Close,Close,z,m,695,0.695,1
1,self-matching,Nonmatching,circle.bmp,Close,Close,Close,z,m,758,0.758,1
1,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,z,m,1444,1.444,1
1,self-matching,Matching,circle.bmp,Close,Close,Close,m,z,885,0.885,1
1,self-matching,Matching,triangle.bmp,Father,Father,Close,m,z,613,0.613,1
1,self-matching,Nonmatching,circle.bmp,Close,Close,Close,m,m,568,0.568,1
1,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,m,z,701,0.701,1
1,self-matching,Nonmatching,circle.bmp,Close,Close,Close,z,m,1540,1.54,1
1,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,z,m,826,0.826,1
1,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,z,m,613,0.613,1
1,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,z,z,728,0.728,1
1,self-matching,Matching,triangle.bmp,Father,Father,Close,m,z,662,0.662,1
1,self-matching,Matching,circle.bmp,Close,Close,Close,z,z,1079,1.079,1
1,self-matching,Matching,circle.bmp,Close,Close,Close,z,z,696,0.696,1
1,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,z,z,728,0.728,1
1,self-matching,Nonmatching,circle.bmp,Close,Close,Close,z,m,886,0.886,1
1,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,m,m,870,0.87,1
1,self-matching,Matching,triangle.bmp,Father,Father,Close,z,z,631,0.631,1
1,self-matching,Matching,triangle.bmp,Father,Father,Close,m,z,473,0.473,1
1,self-matching,Nonmatching,circle.bmp,Close,Close,Close,m,m,594,0.594,1
1,self-matching,Nonmatching,circle.bmp,Close,Close,Close,z,m,774,0.774,1
1,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,m,m,770,0.77,1
1,self-matching,Matching,triangle.bmp,Father,Father,Close,z,z,647,0.647,1
1,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,m,z,1081,1.081,1
1,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,m,z,793,0.793,1
1,self-matching,Nonmatching,circle.bmp,Close,Close,Close,m,m,2565,2.565,1
1,self-matching,Matching,triangle.bmp,Father,Father,Close,z,z,538,0.538,1
1,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,z,z,856,0.856,1
1,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,m,z,561,0.561,1
1,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,m,z,486,0.486,1
1,self-matching,Nonmatching,circle.bmp,Close,Close,Close,z,m,1481,1.481,1
1,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,m,m,1225,1.225,1
1,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,m,m,867,0.867,1
1,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,z,m,788,0.788,1
1,self-matching,Nonmatching,circle.bmp,Close,Close,Close,z,m,1032,1.032,1
1,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,m,m,818,0.818,1
1,self-matching,Matching,circle.bmp,Close,Close,Close,z,z,997,0.997,1
1,self-matching,Matching,circle.bmp,Close,Close,Close,m,z,601,0.601,1
1,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,m,z,708,0.708,1
1,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,z,m,883,0.883,1
1,self-matching,Matching,circle.bmp,Close,Close,Close,m,z,707,0.707,1
1,self-matching,Matching,circle.bmp,Close,Close,Close,m,z,2411,2.411,1
1,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,m,m,966,0.966,1
1,self-matching,Nonmatching,circle.bmp,Close,Close,Close,m,m,739,0.739,1
1,self-matching,Nonmatching,circle.bmp,Close,Close,Close,m,m,496,0.496,1
1,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,m,z,648,0.648,1
1,self-matching,Nonmatching,circle.bmp,Close,Close,Close,z,m,634,0.634,1
1,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,z,z,804,0.804,1
1,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,m,z,871,0.871,1
1,self-matching,Matching,triangle.bmp,Father,Father,Close,z,z,664,0.664,1
1,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,z,m,569,0.569,1
1,self-matching,Matching,circle.bmp,Close,Close,Close,m,z,710,0.71,1
1,self-matching,Matching,circle.bmp,Close,Close,Close,m,z,645,0.645,1
1,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,m,m,599,0.599,1
1,self-matching,Matching,circle.bmp,Close,Close,Close,z,z,522,0.522,1
1,self-matching,Nonmatching,circle.bmp,Close,Close,Close,m,m,697,0.697,1
1,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,z,z,624,0.624,1
1,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,z,m,707,0.707,1
1,self-matching,Nonmatching,circle.bmp,Close,Close,Close,z,m,634,0.634,1
1,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,m,z,516,0.516,1
1,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,z,z,787,0.787,1
1,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,z,z,599,0.599,1
1,self-matching,Matching,triangle.bmp,Father,Father,Close,m,z,667,0.667,1
1,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,m,m,651,0.651,1
1,self-matching,Nonmatching,circle.bmp,Close,Close,Close,z,m,709,0.709,1
1,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,z,z,1092,1.092,1
1,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,z,m,1092,1.092,1
1,self-matching,Nonmatching,circle.bmp,Close,Close,Close,z,m,723,0.723,1
1,self-matching,Matching,circle.bmp,Close,Close,Close,m,z,762,0.762,1
1,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,z,m,1239,1.239,1
1,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,z,m,657,0.657,1
1,self-matching,Matching,circle.bmp,Close,Close,Close,m,z,594,0.594,1
1,self-matching,Nonmatching,circle.bmp,Close,Close,Close,z,m,774,0.774,1
1,self-matching,Matching,triangle.bmp,Father,Father,Close,m,z,642,0.642,1
1,self-matching,Matching,triangle.bmp,Father,Father,Close,m,z,644,0.644,1
1,self-matching,Matching,triangle.bmp,Father,Father,Close,z,z,446,0.446,1
1,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,z,z,599,0.599,1
1,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,z,m,643,0.643,1
1,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,z,m,997,0.997,1
1,self-matching,Nonmatching,circle.bmp,Close,Close,Close,z,m,952,0.952,1
1,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,m,z,614,0.614,1
1,self-matching,Matching,triangle.bmp,Father,Father,Close,z,z,825,0.825,1
1,self-matching,Matching,circle.bmp,Close,Close,Close,m,z,835,0.835,1
1,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,m,m,1190,1.19,1
1,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,z,m,1889,1.889,1
1,self-matching,Matching,triangle.bmp,Father,Father,Close,m,z,753,0.753,1
1,self-matching,Matching,circle.bmp,Close,Close,Close,m,z,1014,1.014,1
1,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,z,z,657,0.657,1
1,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,z,m,642,0.642,1
1,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,z,z,1268,1.268,1
1,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,m,m,741,0.741,1
1,self-matching,Nonmatching,circle.bmp,Close,Close,Close,z,m,722,0.722,1
1,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,m,m,1176,1.176,1
1,self-matching,Nonmatching,circle.bmp,Close,Close,Close,m,m,2069,2.069,1
1,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,z,m,677,0.677,1
1,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,z,m,605,0.605,1
1,self-matching,Matching,circle.bmp,Close,Close,Close,z,z,1081,1.081,1
1,self-matching,Matching,circle.bmp,Close,Close,Close,z,z,713,0.713,1
1,self-matching,Nonmatching,circle.bmp,Close,Close,Close,m,m,648,0.648,1
1,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,m,m,594,0.594,1
1,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,m,z,726,0.726,0
1,self-matching,Matching,triangle.bmp,Father,Father,Close,m,z,1084,1.084,1
1,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,z,m,996,0.996,1
1,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,z,m,984,0.984,1
1,self-matching,Nonmatching,circle.bmp,Close,Close,Close,m,m,644,0.644,1
1,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,z,m,918,0.918,1
1,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,m,z,516,0.516,1
1,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,m,z,707,0.707,1
1,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,z,m,722,0.722,1
1,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,z,m,921,0.921,1
1,self-matching,Matching,triangle.bmp,Father,Father,Close,m,z,712,0.712,1
1,self-matching,Matching,triangle.bmp,Father,Father,Close,m,z,775,0.775,1
1,self-matching,Matching,triangle.bmp,Father,Father,Close,z,z,780,0.78,1
1,self-matching,Matching,circle.bmp,Close,Close,Close,m,z,696,0.696,1
1,self-matching,Matching,triangle.bmp,Father,Father,Close,z,z,808,0.808,1
1,self-matching,Matching,circle.bmp,Close,Close,Close,z,z,643,0.643,1
1,self-matching,Matching,circle.bmp,Close,Close,Close,m,z,565,0.565,1
1,self-matching,Matching,circle.bmp,Close,Close,Close,m,z,602,0.602,1
1,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,z,m,645,0.645,1
1,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,z,z,839,0.839,1
1,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,m,z,417,0.417,1
1,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,z,z,340,0.34,0
1,self-matching,Nonmatching,circle.bmp,Close,Close,Close,m,m,714,0.714,1
1,self-matching,Nonmatching,circle.bmp,Close,Close,Close,z,m,777,0.777,1
1,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,z,z,949,0.949,1
1,self-matching,Matching,circle.bmp,Close,Close,Close,z,z,1083,1.083,1
1,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,z,m,763,0.763,1
1,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,z,z,760,0.76,1
1,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,m,m,822,0.822,1
1,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,m,m,664,0.664,1
1,self-matching,Matching,triangle.bmp,Father,Father,Close,m,z,665,0.665,1
1,self-matching,Matching,triangle.bmp,Father,Father,Close,m,z,698,0.698,1
1,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,m,m,705,0.705,1
1,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,m,m,1120,1.12,1
1,self-matching,Matching,triangle.bmp,Father,Father,Close,z,z,647,0.647,1
1,self-matching,Nonmatching,circle.bmp,Close,Close,Close,m,m,1049,1.049,1
1,self-matching,Matching,triangle.bmp,Father,Father,Close,z,z,610,0.61,1
1,self-matching,Matching,triangle.bmp,Father,Father,Close,m,z,565,0.565,1
1,self-matching,Nonmatching,circle.bmp,Close,Close,Close,m,m,658,0.658,1
1,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,z,m,915,0.915,1
1,self-matching,Matching,circle.bmp,Close,Close,Close,z,z,762,0.762,1
1,self-matching,Matching,triangle.bmp,Father,Father,Close,m,z,679,0.679,1
1,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,z,m,712,0.712,1
1,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,m,m,663,0.663,1
1,self-matching,Matching,triangle.bmp,Father,Father,Close,m,z,840,0.84,1
1,self-matching,Matching,circle.bmp,Close,Close,Close,z,z,1242,1.242,1
1,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,m,m,1220,1.22,1
1,self-matching,Matching,triangle.bmp,Father,Father,Close,m,z,615,0.615,1
1,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,z,z,817,0.817,1
1,self-matching,Nonmatching,circle.bmp,Close,Close,Close,m,m,676,0.676,1
1,self-matching,Matching,circle.bmp,Close,Close,Close,z,z,1471,1.471,1
1,self-matching,Nonmatching,circle.bmp,Close,Close,Close,m,m,776,0.776,1
1,self-matching,Nonmatching,circle.bmp,Close,Close,Close,z,m,1036,1.036,1
1,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,z,z,630,0.63,1
1,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,m,m,688,0.688,1
1,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,m,z,744,0.744,1
1,self-matching,Matching,triangle.bmp,Father,Father,Close,m,z,822,0.822,1
1,self-matching,Nonmatching,circle.bmp,Close,Close,Close,z,m,1513,1.513,1
1,self-matching,Nonmatching,circle.bmp,Close,Close,Close,z,m,1176,1.176,1
1,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,m,m,628,0.628,1
1,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,m,m,774,0.774,1
1,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,z,m,579,0.579,1
1,self-matching,Matching,triangle.bmp,Father,Father,Close,m,z,487,0.487,1
1,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,m,m,783,0.783,1
1,self-matching,Matching,triangle.bmp,Father,Father,Close,z,z,835,0.835,1
1,self-matching,Matching,triangle.bmp,Father,Father,Close,m,z,709,0.709,1
1,self-matching,Matching,triangle.bmp,Father,Father,Close,z,z,580,0.58,1
1,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,z,z,728,0.728,1
1,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,m,z,534,0.534,1
1,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,m,m,565,0.565,1
1,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,z,m,833,0.833,1
1,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,m,z,835,0.835,1
1,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,z,m,630,0.63,1
1,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,z,m,952,0.952,1
1,self-matching,Nonmatching,circle.bmp,Close,Close,Close,m,m,645,0.645,1
1,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,z,m,679,0.679,1
1,self-matching,Matching,triangle.bmp,Father,Father,Close,z,z,792,0.792,1
1,self-matching,Matching,circle.bmp,Close,Close,Close,m,z,899,0.899,1
1,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,m,m,619,0.619,1
1,self-matching,Nonmatching,circle.bmp,Close,Close,Close,z,m,998,0.998,1
1,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,m,m,666,0.666,1
1,self-matching,Matching,circle.bmp,Close,Close,Close,z,z,619,0.619,1
1,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,z,m,854,0.854,1
1,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,z,z,615,0.615,1
1,self-matching,Matching,circle.bmp,Close,Close,Close,z,z,762,0.762,1
1,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,m,m,623,0.623,1
1,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,z,z,602,0.602,1
1,self-matching,Matching,triangle.bmp,Father,Father,Close,z,z,629,0.629,1
1,self-matching,Matching,triangle.bmp,Father,Father,Close,m,z,552,0.552,1
1,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,m,m,885,0.885,1
1,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,z,z,613,0.613,1
1,self-matching,Matching,circle.bmp,Close,Close,Close,z,z,696,0.696,1
1,self-matching,Nonmatching,circle.bmp,Close,Close,Close,z,m,680,0.68,1
1,self-matching,Matching,circle.bmp,Close,Close,Close,z,z,1273,1.273,1
1,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,z,z,905,0.905,1
1,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,z,z,585,0.585,1
1,self-matching,Matching,triangle.bmp,Father,Father,Close,m,z,629,0.629,1
1,self-matching,Matching,circle.bmp,Close,Close,Close,m,z,711,0.711,1
1,self-matching,Nonmatching,circle.bmp,Close,Close,Close,m,m,742,0.742,1
1,self-matching,Nonmatching,circle.bmp,Close,Close,Close,m,m,932,0.932,1
1,self-matching,Matching,circle.bmp,Close,Close,Close,m,z,738,0.738,1
1,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,m,m,1224,1.224,1
1,self-matching,Matching,circle.bmp,Close,Close,Close,z,z,859,0.859,1
1,self-matching,Matching,circle.bmp,Close,Close,Close,m,z,596,0.596,1
1,self-matching,Matching,circle.bmp,Close,Close,Close,m,z,568,0.568,1
1,self-matching,Nonmatching,circle.bmp,Close,Close,Close,m,m,757,0.757,1
1,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,m,z,730,0.73,1
1,self-matching,Matching,triangle.bmp,Father,Father,Close,m,z,584,0.584,1
1,self-matching,Matching,circle.bmp,Close,Close,Close,m,z,676,0.676,1
1,self-matching,Nonmatching,circle.bmp,Close,Close,Close,z,m,804,0.804,1
1,self-matching,Matching,triangle.bmp,Father,Father,Close,z,z,776,0.776,1
1,self-matching,Matching,triangle.bmp,Father,Father,Close,m,z,652,0.652,1
1,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,m,m,965,0.965,1
1,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,m,z,962,0.962,1
1,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,z,m,823,0.823,1
1,self-matching,Matching,triangle.bmp,Father,Father,Close,z,z,778,0.778,1
1,self-matching,Nonmatching,circle.bmp,Close,Close,Close,m,m,870,0.87,1
1,self-matching,Nonmatching,circle.bmp,Close,Close,Close,z,m,1351,1.351,1
1,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,m,m,821,0.821,1
1,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,m,m,919,0.919,1
1,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,z,m,1366,1.366,1
1,self-matching,Matching,circle.bmp,Close,Close,Close,m,z,747,0.747,1
1,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,z,z,745,0.745,1
1,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,m,m,766,0.766,1
1,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,z,m,915,0.915,1
1,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,z,m,1082,1.082,1
1,self-matching,Matching,triangle.bmp,Father,Father,Close,m,z,770,0.77,1
1,self-matching,Nonmatching,circle.bmp,Close,Close,Close,m,m,967,0.967,1
1,self-matching,Nonmatching,square.bmp,Stranger,Stranger,Stranger,m,m,1284,1.284,1
1,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,m,m,1108,1.108,1
1,self-matching,Matching,square.bmp,Stranger,Stranger,Stranger,z,z,787,0.787,1
1,self-matching,Matching,circle.bmp,Close,Close,Close,m,z,759,0.759,1
1,self-matching,Nonmatching,circle.bmp,Close,Close,Close,z,m,676,0.676,1
1,self-matching,Matching,triangle.bmp,Father,Father,Close,z,z,773,0.773,1
1,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,z,m,857,0.857,1
1,self-matching,Nonmatching,triangle.bmp,Father,Father,Close,m,m,875,0.875,1
