"Subject","Trial","Shape","Label","Task","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","extraIV1","RT_ms","RT_sec","ACC"
"502388078","32","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","741","0.741","1"
"502388078","33","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","580","0.58","1"
"502388078","34","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","493","0.493","1"
"502388078","35","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","597","0.597","1"
"502388078","36","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","590","0.59","1"
"502388078","37","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","438","0.438","1"
"502388078","38","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","565","0.565","1"
"502388078","39","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","942","0.942","1"
"502388078","40","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","699","0.699","1"
"502388078","41","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","498","0.498","1"
"502388078","42","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","587","0.587","1"
"502388078","43","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","419","0.419","1"
"502388078","44","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","378","0.378","1"
"502388078","45","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","411","0.411","0"
"502388078","46","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","508","0.508","1"
"502388078","47","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","595","0.595","1"
"502388078","48","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","652","0.652","1"
"502388078","49","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","540","0.54","1"
"502388078","50","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","475","0.475","1"
"502388078","51","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","540","0.54","1"
"502388078","52","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","748","0.748","0"
"502388078","53","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","452","0.452","1"
"502388078","54","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","468","0.468","1"
"502388078","55","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","436","0.436","1"
"502388078","56","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","515","0.515","1"
"502388078","57","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","827","0.827","1"
"502388078","58","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","484","0.484","1"
"502388078","59","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","453","0.453","1"
"502388078","60","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","372","0.372","1"
"502388078","1","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","519","0.519","1"
"502388078","2","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","495","0.495","1"
"502388078","3","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","616","0.616","1"
"502388078","4","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","504","0.504","1"
"502388078","5","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","464","0.464","1"
"502388078","6","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","503","0.503","1"
"502388078","7","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","352","0.352","1"
"502388078","8","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","472","0.472","1"
"502388078","9","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","448","0.448","1"
"502388078","10","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","367","0.367","1"
"502388078","11","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","360","0.36","1"
"502388078","12","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","304","0.304","1"
"502388078","13","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","352","0.352","0"
"502388078","14","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","376","0.376","1"
"502388078","15","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","368","0.368","1"
"502388078","16","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","425","0.425","1"
"502388078","17","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","544","0.544","1"
"502388078","18","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","345","0.345","1"
"502388078","19","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","433","0.433","1"
"502388078","20","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","473","0.473","1"
"502388078","21","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","481","0.481","1"
"502388078","22","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","385","0.385","1"
"502388078","23","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","369","0.369","1"
"502388078","24","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","385","0.385","1"
"502388078","25","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","369","0.369","1"
"502388078","26","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","377","0.377","1"
"502388078","27","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","473","0.473","1"
"502388078","28","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","386","0.386","1"
"502388078","29","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","418","0.418","1"
"502388078","30","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","402","0.402","1"
"502388078","31","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","426","0.426","1"
"502388078","32","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","385","0.385","0"
"502388078","33","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","506","0.506","1"
"502388078","34","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","698","0.698","1"
"502388078","35","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","378","0.378","1"
"502388078","36","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","450","0.45","1"
"502388078","37","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","538","0.538","1"
"502388078","38","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","394","0.394","1"
"502388078","39","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","842","0.842","1"
"502388078","40","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","434","0.434","1"
"502388078","41","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","434","0.434","1"
"502388078","42","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","458","0.458","1"
"502388078","43","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","811","0.811","1"
"502388078","44","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","395","0.395","1"
"502388078","45","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","475","0.475","1"
"502388078","46","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","467","0.467","1"
"502388078","47","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","427","0.427","1"
"502388078","48","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","475","0.475","1"
"502388078","49","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","515","0.515","0"
"502388078","50","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","851","0.851","1"
"502388078","51","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","443","0.443","1"
"502388078","52","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","499","0.499","1"
"502388078","53","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","1059","1.059","1"
"502388078","54","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","548","0.548","1"
"502388078","55","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","476","0.476","1"
"502388078","56","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","604","0.604","1"
"502388078","57","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","652","0.652","1"
"502388078","58","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","652","0.652","1"
"502388078","59","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","556","0.556","1"
"502388078","60","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","444","0.444","1"
"502388078","1","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","634","0.634","1"
"502388078","2","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","450","0.45","1"
"502388078","3","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","698","0.698","1"
"502388078","4","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","458","0.458","1"
"502388078","5","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","570","0.57","1"
"502388078","6","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","466","0.466","1"
"502388078","7","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","434","0.434","1"
"502388078","8","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","635","0.635","1"
"502388078","9","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","587","0.587","1"
"502388078","10","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","571","0.571","1"
"502388078","11","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","939","0.939","1"
"502388078","12","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","904","0.904","1"
"502388078","13","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","759","0.759","1"
"502388078","14","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","439","0.439","1"
"502388078","15","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","567","0.567","0"
"502388078","16","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","687","0.687","1"
"502388078","17","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","511","0.511","1"
"502388078","18","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","671","0.671","1"
"502388078","19","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","711","0.711","1"
"502388078","20","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","527","0.527","1"
"502388078","21","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","575","0.575","1"
"502388078","22","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","551","0.551","1"
"502388078","23","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","416","0.416","1"
"502388078","24","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","480","0.48","1"
"502388078","25","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","848","0.848","1"
"502388078","26","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","544","0.544","1"
"502388078","27","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","456","0.456","1"
"502388078","28","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","432","0.432","1"
"502388078","29","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","568","0.568","0"
"502388078","30","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","424","0.424","1"
"502388078","31","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","632","0.632","1"
"502388078","33","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","732","0.732","1"
"502388078","34","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","804","0.804","1"
"502388078","35","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","516","0.516","1"
"502388078","36","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","564","0.564","1"
"502388078","37","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","516","0.516","1"
"502388078","38","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","508","0.508","1"
"502388078","39","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","796","0.796","1"
"502388078","40","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","684","0.684","1"
"502388078","41","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","692","0.692","1"
"502388078","42","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","676","0.676","1"
"502388078","43","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","452","0.452","1"
"502388078","45","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","391","0.391","1"
"502388078","46","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","1015","1.015","1"
"502388078","47","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","737","0.737","1"
"502388078","48","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","809","0.809","1"
"502388078","49","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","698","0.698","1"
"502388078","50","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","601","0.601","1"
"502388078","51","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","538","0.538","1"
"502388078","52","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","666","0.666","1"
"502388078","53","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","482","0.482","1"
"502388078","54","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","426","0.426","1"
"502388078","55","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","466","0.466","1"
"502388078","56","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","474","0.474","1"
"502388078","57","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","610","0.61","1"
"502388078","58","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","530","0.53","1"
"502388078","59","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","682","0.682","1"
"502388078","60","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","810","0.81","1"
"502388078","1","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","518","0.518","1"
"502388078","2","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","471","0.471","1"
"502388078","3","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","614","0.614","1"
"502388078","5","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","466","0.466","1"
"502388078","6","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","850","0.85","1"
"502388078","7","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","418","0.418","1"
"502388078","8","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","410","0.41","1"
"502388078","9","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","402","0.402","1"
"502388078","10","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","450","0.45","1"
"502388078","11","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","379","0.379","1"
"502388078","12","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","547","0.547","1"
"502388078","13","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","475","0.475","1"
"502388078","14","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","587","0.587","1"
"502388078","15","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","427","0.427","1"
"502388078","16","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","627","0.627","1"
"502388078","17","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","483","0.483","1"
"502388078","18","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","819","0.819","1"
"502388078","19","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","659","0.659","1"
"502388078","20","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","723","0.723","1"
"502388078","21","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","595","0.595","1"
"502388078","22","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","523","0.523","1"
"502388078","23","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","507","0.507","0"
"502388078","24","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","467","0.467","1"
"502388078","25","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","851","0.851","1"
"502388078","26","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","395","0.395","1"
"502388078","27","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","427","0.427","1"
"502388078","28","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","763","0.763","1"
"502388078","29","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","723","0.723","1"
"502388078","30","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","563","0.563","1"
"502388078","31","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","435","0.435","1"
"502388078","32","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","907","0.907","1"
"502388078","33","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","546","0.546","1"
"502388078","34","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","362","0.362","1"
"502388078","35","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","746","0.746","1"
"502388078","36","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","506","0.506","1"
"502388078","37","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","434","0.434","1"
"502388078","38","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","738","0.738","1"
"502388078","39","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","914","0.914","0"
"502388078","40","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","1257","1.257","1"
"502388078","41","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","625","0.625","1"
"502388078","42","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","513","0.513","1"
"502388078","43","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","617","0.617","1"
"502388078","44","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","473","0.473","1"
"502388078","45","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","530","0.53","1"
"502388078","46","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","378","0.378","1"
"502388078","47","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","402","0.402","1"
"502388078","48","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","418","0.418","1"
"502388078","49","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","794","0.794","1"
"502388078","50","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","362","0.362","1"
"502388078","51","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","458","0.458","1"
"502388078","52","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","538","0.538","1"
"502388078","53","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","466","0.466","1"
"502388078","54","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","434","0.434","1"
"502388078","55","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","402","0.402","1"
"502388078","56","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","482","0.482","1"
"502388078","57","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","762","0.762","1"
"502388078","58","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","474","0.474","1"
"502388078","59","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","586","0.586","1"
"502388078","60","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","451","0.451","1"
"502841139","1","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","872","0.872","0"
"502841139","2","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","207","0.207","1"
"502841139","3","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","384","0.384","1"
"502841139","5","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","422","0.422","1"
"502841139","9","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","351","0.351","0"
"502841139","11","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","228","0.228","0"
"502841139","12","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","459","0.459","0"
"502841139","13","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","214","0.214","1"
"502841139","14","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","231","0.231","0"
"502841139","16","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","227","0.227","0"
"502841139","17","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","366","0.366","1"
"502841139","18","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","256","0.256","0"
"502841139","19","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","277","0.277","1"
"502841139","21","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","239","0.239","1"
"502841139","22","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","438","0.438","1"
"502841139","23","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","412","0.412","1"
"502841139","24","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","540","0.54","1"
"502841139","25","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","316","0.316","0"
"502841139","26","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","290","0.29","1"
"502841139","27","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","529","0.529","1"
"502841139","28","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","442","0.442","1"
"502841139","29","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","398","0.398","0"
"502841139","30","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","364","0.364","1"
"502841139","31","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","366","0.366","1"
"502841139","32","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","404","0.404","1"
"502841139","33","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","379","0.379","0"
"502841139","34","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","467","0.467","1"
"502841139","35","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","392","0.392","1"
"502841139","36","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","414","0.414","1"
"502841139","37","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","570","0.57","1"
"502841139","38","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","467","0.467","1"
"502841139","39","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","297","0.297","1"
"502841139","40","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","381","0.381","1"
"502841139","41","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","505","0.505","1"
"502841139","42","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","409","0.409","1"
"502841139","43","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","299","0.299","1"
"502841139","44","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","339","0.339","1"
