Subject_ID,Exp_id,Age,Gender,Handedness,Ethnicity,Employment_Status,Country,First_Language,Education
7434577,Kirk_2025_BritJPsy_Exp1,/,/,/,/,/,/,/,/
7434611,Kirk_2025_BritJPsy_Exp1,/,/,/,/,/,/,/,/
7434622,Kirk_2025_BritJPsy_Exp1,/,/,/,/,/,/,/,/
7434626,Kirk_2025_BritJPsy_Exp1,/,/,/,/,/,/,/,/
7434731,Kirk_2025_BritJPsy_Exp1,/,/,/,/,/,/,/,/
7435717,Kirk_2025_BritJPsy_Exp1,/,/,/,/,/,/,/,/
7435791,Kirk_2025_BritJPsy_Exp1,/,/,/,/,/,/,/,/
7435865,Kirk_2025_BritJPsy_Exp1,/,/,/,/,/,/,/,/
7435909,Kirk_2025_BritJPsy_Exp1,/,/,/,/,/,/,/,/
7435939,Kirk_2025_BritJPsy_Exp1,/,/,/,/,/,/,/,/
7436462,Kirk_2025_BritJPsy_Exp1,/,/,/,/,/,/,/,/
7436476,Kirk_2025_BritJPsy_Exp1,/,/,/,/,/,/,/,/
7436568,Kirk_2025_BritJPsy_Exp1,/,/,/,/,/,/,/,/
7436777,Kirk_2025_BritJPsy_Exp1,/,/,/,/,/,/,/,/
7436887,Kirk_2025_BritJPsy_Exp1,/,/,/,/,/,/,/,/
7436979,Kirk_2025_BritJPsy_Exp1,/,/,/,/,/,/,/,/
7437045,Kirk_2025_BritJPsy_Exp1,/,/,/,/,/,/,/,/
7437046,Kirk_2025_BritJPsy_Exp1,/,/,/,/,/,/,/,/
7437164,Kirk_2025_BritJPsy_Exp1,/,/,/,/,/,/,/,/
7437183,Kirk_2025_BritJPsy_Exp1,/,/,/,/,/,/,/,/
7437454,Kirk_2025_BritJPsy_Exp1,/,/,/,/,/,/,/,/
7437467,Kirk_2025_BritJPsy_Exp1,/,/,/,/,/,/,/,/
7437530,Kirk_2025_BritJPsy_Exp1,/,/,/,/,/,/,/,/
7437601,Kirk_2025_BritJPsy_Exp1,/,/,/,/,/,/,/,/
7437792,Kirk_2025_BritJPsy_Exp1,/,/,/,/,/,/,/,/
7437800,Kirk_2025_BritJPsy_Exp1,/,/,/,/,/,/,/,/
7437865,Kirk_2025_BritJPsy_Exp1,/,/,/,/,/,/,/,/
7437916,Kirk_2025_BritJPsy_Exp1,/,/,/,/,/,/,/,/
7438066,Kirk_2025_BritJPsy_Exp1,/,/,/,/,/,/,/,/
7439407,Kirk_2025_BritJPsy_Exp1,/,/,/,/,/,/,/,/
7439932,Kirk_2025_BritJPsy_Exp1,/,/,/,/,/,/,/,/
7440214,Kirk_2025_BritJPsy_Exp1,/,/,/,/,/,/,/,/
7440434,Kirk_2025_BritJPsy_Exp1,/,/,/,/,/,/,/,/
7440998,Kirk_2025_BritJPsy_Exp1,/,/,/,/,/,/,/,/
7441371,Kirk_2025_BritJPsy_Exp1,/,/,/,/,/,/,/,/
