"Subject","Block","Trial","Matching","Speaker","Accent","Voice","Label","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","RT_ms","RT_sec","ACC"
7437530,1,3,"Nonmatching","S3","Scottish","S3_2.wav","self","self","Self","Self","friend","Friend","Close",664.59999999404,0.66459999999404,1
7437530,1,4,"Nonmatching","S3","Scottish","S3_1.wav","self","self","Self","Self","friend","Friend","Close",614,0.614,1
7437530,1,5,"Nonmatching","S1","Scottish","S1_2.wav","self","self","Self","Self","other","Other","Stranger",725.20000000298,0.72520000000298,1
7437530,1,6,"Nonmatching","S3","Scottish","S3_1.wav","other","other","Stranger","Stranger","friend","Friend","Close",726.70000000298,0.72670000000298,1
7437530,1,7,"Matching","S2","Scottish","S2_1.wav","self","self","Self","Self","self","Self","Self",458.20000000298,0.45820000000298,1
7437530,1,8,"Matching","S3","Scottish","S3_1.wav","friend","friend","Friend","Close","friend","Friend","Close",719.600000008941,0.719600000008941,1
7437530,1,9,"Nonmatching","S3","Scottish","S3_2.wav","self","self","Self","Self","friend","Friend","Close",689.5,0.6895,1
7437530,1,10,"Nonmatching","S3","Scottish","S3_1.wav","other","other","Stranger","Stranger","friend","Friend","Close",857,0.857,0
7437530,1,11,"Nonmatching","S2","Scottish","S2_2.wav","other","other","Stranger","Stranger","self","Self","Self",521.399999991059,0.521399999991059,1
7437530,1,12,"Matching","S3","Scottish","S3_2.wav","friend","friend","Friend","Close","friend","Friend","Close",987.399999991059,0.987399999991059,1
7437530,1,13,"Matching","S2","Scottish","S2_2.wav","self","self","Self","Self","self","Self","Self",611.70000000298,0.61170000000298,1
7437530,1,14,"Nonmatching","S1","Scottish","S1_1.wav","friend","friend","Friend","Close","other","Other","Stranger",1004.09999999404,1.00409999999404,1
7437530,1,15,"Matching","S3","Scottish","S3_1.wav","friend","friend","Friend","Close","friend","Friend","Close",511.5,0.5115,1
7437530,1,16,"Matching","S3","Scottish","S3_1.wav","friend","friend","Friend","Close","friend","Friend","Close",568.399999991059,0.568399999991059,1
7437530,1,17,"Nonmatching","S1","Scottish","S1_1.wav","self","self","Self","Self","other","Other","Stranger",683,0.683,1
7437530,1,18,"Nonmatching","S2","Scottish","S2_1.wav","other","other","Stranger","Stranger","self","Self","Self",532.5,0.5325,1
7437530,1,19,"Nonmatching","S2","Scottish","S2_2.wav","friend","friend","Friend","Close","self","Self","Self",537.90000000596,0.53790000000596,1
7437530,1,20,"Matching","S1","Scottish","S1_2.wav","other","other","Stranger","Stranger","other","Other","Stranger",1164.09999999404,1.16409999999404,1
7437530,1,21,"Nonmatching","S1","Scottish","S1_2.wav","friend","friend","Friend","Close","other","Other","Stranger",603.600000008941,0.603600000008941,1
7437530,1,22,"Nonmatching","S1","Scottish","S1_2.wav","friend","friend","Friend","Close","other","Other","Stranger",730,0.73,1
7437530,1,23,"Nonmatching","S3","Scottish","S3_2.wav","other","other","Stranger","Stranger","friend","Friend","Close",673.399999991059,0.673399999991059,1
7437530,1,24,"Nonmatching","S2","Scottish","S2_2.wav","friend","friend","Friend","Close","self","Self","Self",640.70000000298,0.64070000000298,1
7437530,1,25,"Matching","S1","Scottish","S1_1.wav","other","other","Stranger","Stranger","other","Other","Stranger",1073.59999999404,1.07359999999404,1
7437530,1,26,"Nonmatching","S1","Scottish","S1_1.wav","self","self","Self","Self","other","Other","Stranger",617.79999999702,0.61779999999702,1
7437530,1,27,"Nonmatching","S3","Scottish","S3_2.wav","self","self","Self","Self","friend","Friend","Close",488.20000000298,0.48820000000298,1
7437530,1,28,"Matching","S1","Scottish","S1_2.wav","other","other","Stranger","Stranger","other","Other","Stranger",792,0.792,1
7437530,1,29,"Nonmatching","S3","Scottish","S3_1.wav","self","self","Self","Self","friend","Friend","Close",760.79999999702,0.76079999999702,1
7437530,1,30,"Matching","S2","Scottish","S2_2.wav","self","self","Self","Self","self","Self","Self",714.79999999702,0.71479999999702,1
7437530,1,31,"Matching","S1","Scottish","S1_2.wav","other","other","Stranger","Stranger","other","Other","Stranger",807.100000008941,0.807100000008941,1
7437530,1,32,"Matching","S3","Scottish","S3_2.wav","friend","friend","Friend","Close","friend","Friend","Close",481.09999999404,0.48109999999404,0
7437530,1,33,"Matching","S1","Scottish","S1_1.wav","other","other","Stranger","Stranger","other","Other","Stranger",827.90000000596,0.82790000000596,0
7437530,1,34,"Matching","S3","Scottish","S3_1.wav","friend","friend","Friend","Close","friend","Friend","Close",434.29999999702,0.43429999999702,1
7437530,1,35,"Matching","S3","Scottish","S3_2.wav","friend","friend","Friend","Close","friend","Friend","Close",453.09999999404,0.45309999999404,1
7437530,1,36,"Nonmatching","S2","Scottish","S2_1.wav","friend","friend","Friend","Close","self","Self","Self",699.20000000298,0.69920000000298,1
7437530,1,37,"Matching","S2","Scottish","S2_2.wav","self","self","Self","Self","self","Self","Self",407.90000000596,0.40790000000596,1
7437530,1,38,"Matching","S1","Scottish","S1_1.wav","other","other","Stranger","Stranger","other","Other","Stranger",503.100000008941,0.503100000008941,1
7437530,1,39,"Matching","S3","Scottish","S3_1.wav","friend","friend","Friend","Close","friend","Friend","Close",442.59999999404,0.44259999999404,1
7437530,1,40,"Nonmatching","S2","Scottish","S2_2.wav","other","other","Stranger","Stranger","self","Self","Self",519.90000000596,0.51990000000596,1
7437530,1,41,"Nonmatching","S2","Scottish","S2_1.wav","friend","friend","Friend","Close","self","Self","Self",507.899999991059,0.507899999991059,1
7437530,1,42,"Matching","S1","Scottish","S1_1.wav","other","other","Stranger","Stranger","other","Other","Stranger",609.5,0.6095,1
7437530,1,43,"Nonmatching","S1","Scottish","S1_2.wav","self","self","Self","Self","other","Other","Stranger",598.40000000596,0.59840000000596,1
7437530,1,44,"Matching","S2","Scottish","S2_2.wav","self","self","Self","Self","self","Self","Self",747.399999991059,0.747399999991059,1
7437530,1,45,"Nonmatching","S2","Scottish","S2_2.wav","other","other","Stranger","Stranger","self","Self","Self",539.399999991059,0.539399999991059,1
7437530,1,46,"Matching","S3","Scottish","S3_2.wav","friend","friend","Friend","Close","friend","Friend","Close",786.79999999702,0.78679999999702,1
7437530,1,47,"Matching","S1","Scottish","S1_1.wav","other","other","Stranger","Stranger","other","Other","Stranger",464.29999999702,0.46429999999702,1
7437530,1,48,"Matching","S2","Scottish","S2_1.wav","self","self","Self","Self","self","Self","Self",361.5,0.3615,1
7437530,1,49,"Matching","S2","Scottish","S2_1.wav","self","self","Self","Self","self","Self","Self",342.79999999702,0.34279999999702,1
7437530,1,50,"Matching","S2","Scottish","S2_2.wav","self","self","Self","Self","self","Self","Self",346.5,0.3465,1
7437530,1,51,"Nonmatching","S2","Scottish","S2_1.wav","other","other","Stranger","Stranger","self","Self","Self",467,0.467,1
7437530,1,52,"Matching","S1","Scottish","S1_2.wav","other","other","Stranger","Stranger","other","Other","Stranger",500.5,0.5005,1
7437530,1,53,"Nonmatching","S3","Scottish","S3_2.wav","other","other","Stranger","Stranger","friend","Friend","Close",408.79999999702,0.40879999999702,1
7437530,1,54,"Matching","S3","Scottish","S3_2.wav","friend","friend","Friend","Close","friend","Friend","Close",348.59999999404,0.34859999999404,1
7437530,1,55,"Nonmatching","S2","Scottish","S2_2.wav","friend","friend","Friend","Close","self","Self","Self",376.70000000298,0.37670000000298,1
7437530,1,56,"Nonmatching","S1","Scottish","S1_1.wav","friend","friend","Friend","Close","other","Other","Stranger",535.5,0.5355,1
7437530,1,57,"Nonmatching","S1","Scottish","S1_1.wav","friend","friend","Friend","Close","other","Other","Stranger",600.300000011921,0.600300000011921,1
7437530,1,58,"Matching","S1","Scottish","S1_2.wav","other","other","Stranger","Stranger","other","Other","Stranger",435.09999999404,0.43509999999404,1
7437530,1,59,"Matching","S2","Scottish","S2_2.wav","self","self","Self","Self","self","Self","Self",323.09999999404,0.32309999999404,1
7437530,1,60,"Nonmatching","S1","Scottish","S1_1.wav","self","self","Self","Self","other","Other","Stranger",497.29999999702,0.49729999999702,1
7437530,1,61,"Nonmatching","S2","Scottish","S2_1.wav","other","other","Stranger","Stranger","self","Self","Self",386.100000008941,0.386100000008941,1
7437530,1,62,"Nonmatching","S3","Scottish","S3_1.wav","other","other","Stranger","Stranger","friend","Friend","Close",316.70000000298,0.31670000000298,0
7437530,1,63,"Nonmatching","S3","Scottish","S3_2.wav","other","other","Stranger","Stranger","friend","Friend","Close",537.09999999404,0.53709999999404,1
7437530,1,64,"Matching","S2","Scottish","S2_1.wav","self","self","Self","Self","self","Self","Self",335.29999999702,0.33529999999702,1
7437530,1,65,"Nonmatching","S1","Scottish","S1_2.wav","friend","friend","Friend","Close","other","Other","Stranger",649.600000008941,0.649600000008941,1
7437530,1,66,"Matching","S1","Scottish","S1_2.wav","other","other","Stranger","Stranger","other","Other","Stranger",1018.70000000298,1.01870000000298,1
7437530,1,67,"Matching","S2","Scottish","S2_1.wav","self","self","Self","Self","self","Self","Self",459.300000011921,0.459300000011921,1
7437530,1,68,"Matching","S3","Scottish","S3_1.wav","friend","friend","Friend","Close","friend","Friend","Close",718.20000000298,0.71820000000298,0
7437530,1,69,"Nonmatching","S1","Scottish","S1_2.wav","self","self","Self","Self","other","Other","Stranger",611,0.611,1
7437530,1,70,"Matching","S1","Scottish","S1_1.wav","other","other","Stranger","Stranger","other","Other","Stranger",504.29999999702,0.50429999999702,1
7437530,1,71,"Matching","S2","Scottish","S2_1.wav","self","self","Self","Self","self","Self","Self",319.29999999702,0.31929999999702,1
7437530,1,72,"Nonmatching","S2","Scottish","S2_1.wav","friend","friend","Friend","Close","self","Self","Self",809.20000000298,0.80920000000298,1
7437530,2,2,"Matching","S3","Scottish","S3_2.wav","friend","friend","Friend","Close","friend","Friend","Close",451.199999988079,0.451199999988079,1
7437530,2,3,"Nonmatching","S2","Scottish","S2_2.wav","other","other","Stranger","Stranger","self","Self","Self",366.09999999404,0.36609999999404,1
7437530,2,4,"Matching","S2","Scottish","S2_1.wav","self","self","Self","Self","self","Self","Self",520.79999999702,0.52079999999702,1
7437530,2,5,"Nonmatching","S2","Scottish","S2_2.wav","other","other","Stranger","Stranger","self","Self","Self",377.40000000596,0.37740000000596,1
7437530,2,6,"Nonmatching","S1","Scottish","S1_2.wav","self","self","Self","Self","other","Other","Stranger",524.399999991059,0.524399999991059,1
7437530,2,7,"Matching","S2","Scottish","S2_2.wav","self","self","Self","Self","self","Self","Self",297.79999999702,0.29779999999702,1
7437530,2,8,"Nonmatching","S1","Scottish","S1_2.wav","self","self","Self","Self","other","Other","Stranger",459.20000000298,0.45920000000298,1
7437530,2,9,"Matching","S1","Scottish","S1_2.wav","other","other","Stranger","Stranger","other","Other","Stranger",744.79999999702,0.74479999999702,1
7437530,2,10,"Nonmatching","S3","Scottish","S3_2.wav","other","other","Stranger","Stranger","friend","Friend","Close",436.100000008941,0.436100000008941,0
7437530,2,11,"Nonmatching","S3","Scottish","S3_1.wav","self","self","Self","Self","friend","Friend","Close",524.5,0.5245,1
7437530,2,12,"Matching","S2","Scottish","S2_2.wav","self","self","Self","Self","self","Self","Self",586.600000008941,0.586600000008941,1
7437530,2,13,"Nonmatching","S2","Scottish","S2_1.wav","other","other","Stranger","Stranger","self","Self","Self",577.5,0.5775,1
7437530,2,14,"Matching","S3","Scottish","S3_2.wav","friend","friend","Friend","Close","friend","Friend","Close",492.800000011921,0.492800000011921,1
7437530,2,15,"Matching","S1","Scottish","S1_1.wav","other","other","Stranger","Stranger","other","Other","Stranger",741.600000008941,0.741600000008941,1
7437530,2,16,"Matching","S3","Scottish","S3_2.wav","friend","friend","Friend","Close","friend","Friend","Close",822.100000008941,0.822100000008941,1
7437530,2,17,"Nonmatching","S3","Scottish","S3_1.wav","other","other","Stranger","Stranger","friend","Friend","Close",888.79999999702,0.88879999999702,1
7437530,2,18,"Matching","S2","Scottish","S2_2.wav","self","self","Self","Self","self","Self","Self",316.70000000298,0.31670000000298,1
7437530,2,19,"Matching","S3","Scottish","S3_1.wav","friend","friend","Friend","Close","friend","Friend","Close",430.399999991059,0.430399999991059,1
7437530,2,20,"Nonmatching","S2","Scottish","S2_1.wav","other","other","Stranger","Stranger","self","Self","Self",769.899999991059,0.769899999991059,1
7437530,2,21,"Matching","S3","Scottish","S3_1.wav","friend","friend","Friend","Close","friend","Friend","Close",1539.30000001192,1.53930000001192,1
7437530,2,22,"Matching","S1","Scottish","S1_1.wav","other","other","Stranger","Stranger","other","Other","Stranger",533.70000000298,0.53370000000298,1
7437530,2,23,"Nonmatching","S1","Scottish","S1_2.wav","friend","friend","Friend","Close","other","Other","Stranger",622,0.622,1
7437530,2,24,"Matching","S1","Scottish","S1_1.wav","other","other","Stranger","Stranger","other","Other","Stranger",558.59999999404,0.55859999999404,1
7437530,2,25,"Matching","S3","Scottish","S3_2.wav","friend","friend","Friend","Close","friend","Friend","Close",368.20000000298,0.36820000000298,1
7437530,2,26,"Nonmatching","S3","Scottish","S3_1.wav","self","self","Self","Self","friend","Friend","Close",575.29999999702,0.57529999999702,1
7437530,2,27,"Matching","S2","Scottish","S2_2.wav","self","self","Self","Self","self","Self","Self",361,0.361,1
7437530,2,28,"Nonmatching","S1","Scottish","S1_1.wav","friend","friend","Friend","Close","other","Other","Stranger",718,0.718,1
7437530,2,29,"Matching","S2","Scottish","S2_1.wav","self","self","Self","Self","self","Self","Self",395,0.395,1
7437530,2,30,"Matching","S2","Scottish","S2_1.wav","self","self","Self","Self","self","Self","Self",288,0.288,1
7437530,2,31,"Nonmatching","S1","Scottish","S1_1.wav","self","self","Self","Self","other","Other","Stranger",575.199999988079,0.575199999988079,1
7437530,2,32,"Matching","S3","Scottish","S3_1.wav","friend","friend","Friend","Close","friend","Friend","Close",312.20000000298,0.31220000000298,1
7437530,2,33,"Nonmatching","S1","Scottish","S1_2.wav","self","self","Self","Self","other","Other","Stranger",709.600000008941,0.709600000008941,1
7437530,2,34,"Matching","S2","Scottish","S2_1.wav","self","self","Self","Self","self","Self","Self",335.5,0.3355,1
7437530,2,35,"Nonmatching","S3","Scottish","S3_2.wav","self","self","Self","Self","friend","Friend","Close",434.79999999702,0.43479999999702,1
7437530,2,36,"Nonmatching","S3","Scottish","S3_2.wav","self","self","Self","Self","friend","Friend","Close",536.199999988079,0.536199999988079,1
7437530,2,37,"Matching","S1","Scottish","S1_1.wav","other","other","Stranger","Stranger","other","Other","Stranger",630.5,0.6305,1
7437530,2,38,"Nonmatching","S1","Scottish","S1_1.wav","friend","friend","Friend","Close","other","Other","Stranger",408,0.408,1
7437530,2,39,"Nonmatching","S3","Scottish","S3_2.wav","other","other","Stranger","Stranger","friend","Friend","Close",472.90000000596,0.47290000000596,1
7437530,2,40,"Nonmatching","S1","Scottish","S1_1.wav","friend","friend","Friend","Close","other","Other","Stranger",589.899999991059,0.589899999991059,1
7437530,2,41,"Nonmatching","S3","Scottish","S3_1.wav","other","other","Stranger","Stranger","friend","Friend","Close",513.79999999702,0.51379999999702,1
7437530,2,42,"Nonmatching","S2","Scottish","S2_2.wav","friend","friend","Friend","Close","self","Self","Self",570.5,0.5705,1
7437530,2,43,"Matching","S3","Scottish","S3_2.wav","friend","friend","Friend","Close","friend","Friend","Close",498,0.498,1
7437530,2,44,"Nonmatching","S3","Scottish","S3_2.wav","self","self","Self","Self","friend","Friend","Close",394.29999999702,0.39429999999702,1
7437530,2,45,"Matching","S3","Scottish","S3_1.wav","friend","friend","Friend","Close","friend","Friend","Close",353.40000000596,0.35340000000596,1
7437530,2,46,"Nonmatching","S1","Scottish","S1_2.wav","friend","friend","Friend","Close","other","Other","Stranger",485.79999999702,0.48579999999702,1
7437530,2,47,"Nonmatching","S1","Scottish","S1_2.wav","friend","friend","Friend","Close","other","Other","Stranger",621.29999999702,0.62129999999702,1
7437530,2,48,"Matching","S1","Scottish","S1_2.wav","other","other","Stranger","Stranger","other","Other","Stranger",704,0.704,1
7437530,2,49,"Nonmatching","S2","Scottish","S2_2.wav","other","other","Stranger","Stranger","self","Self","Self",441.59999999404,0.44159999999404,1
7437530,2,50,"Nonmatching","S1","Scottish","S1_1.wav","self","self","Self","Self","other","Other","Stranger",717.79999999702,0.71779999999702,1
7437530,2,51,"Matching","S1","Scottish","S1_2.wav","other","other","Stranger","Stranger","other","Other","Stranger",713.59999999404,0.71359999999404,1
7437530,2,52,"Matching","S1","Scottish","S1_2.wav","other","other","Stranger","Stranger","other","Other","Stranger",626.5,0.6265,1
7437530,2,53,"Matching","S3","Scottish","S3_1.wav","friend","friend","Friend","Close","friend","Friend","Close",357.70000000298,0.35770000000298,1
7437530,2,54,"Matching","S1","Scottish","S1_2.wav","other","other","Stranger","Stranger","other","Other","Stranger",384.90000000596,0.38490000000596,1
7437530,2,55,"Nonmatching","S3","Scottish","S3_1.wav","other","other","Stranger","Stranger","friend","Friend","Close",351.20000000298,0.35120000000298,0
7437530,2,56,"Nonmatching","S3","Scottish","S3_2.wav","other","other","Stranger","Stranger","friend","Friend","Close",545.600000008941,0.545600000008941,0
7437530,2,57,"Matching","S2","Scottish","S2_2.wav","self","self","Self","Self","self","Self","Self",318.29999999702,0.31829999999702,1
7437530,2,58,"Nonmatching","S2","Scottish","S2_2.wav","friend","friend","Friend","Close","self","Self","Self",344.79999999702,0.34479999999702,1
7437530,2,59,"Matching","S1","Scottish","S1_2.wav","other","other","Stranger","Stranger","other","Other","Stranger",807,0.807,1
7437530,2,60,"Matching","S2","Scottish","S2_1.wav","self","self","Self","Self","self","Self","Self",308,0.308,1
7437530,2,61,"Nonmatching","S2","Scottish","S2_1.wav","friend","friend","Friend","Close","self","Self","Self",910.699999988079,0.910699999988079,1
7437530,2,62,"Matching","S1","Scottish","S1_1.wav","other","other","Stranger","Stranger","other","Other","Stranger",511,0.511,1
7437530,2,63,"Matching","S2","Scottish","S2_1.wav","self","self","Self","Self","self","Self","Self",335.29999999702,0.33529999999702,1
7437530,2,64,"Nonmatching","S1","Scottish","S1_1.wav","self","self","Self","Self","other","Other","Stranger",473,0.473,1
7437530,2,65,"Nonmatching","S2","Scottish","S2_1.wav","friend","friend","Friend","Close","self","Self","Self",379.79999999702,0.37979999999702,1
7437530,2,66,"Matching","S3","Scottish","S3_2.wav","friend","friend","Friend","Close","friend","Friend","Close",428.40000000596,0.42840000000596,1
7437530,2,67,"Nonmatching","S3","Scottish","S3_1.wav","self","self","Self","Self","friend","Friend","Close",359.59999999404,0.35959999999404,1
7437530,2,68,"Matching","S1","Scottish","S1_1.wav","other","other","Stranger","Stranger","other","Other","Stranger",455.199999988079,0.455199999988079,1
7437530,2,69,"Nonmatching","S2","Scottish","S2_1.wav","friend","friend","Friend","Close","self","Self","Self",391.699999988079,0.391699999988079,1
7437530,2,70,"Nonmatching","S2","Scottish","S2_2.wav","friend","friend","Friend","Close","self","Self","Self",427.79999999702,0.42779999999702,1
7437530,2,71,"Matching","S3","Scottish","S3_1.wav","friend","friend","Friend","Close","friend","Friend","Close",341.09999999404,0.34109999999404,1
7437530,2,72,"Nonmatching","S2","Scottish","S2_1.wav","other","other","Stranger","Stranger","self","Self","Self",344.90000000596,0.34490000000596,1
7437530,3,1,"Matching","S2","Scottish","S2_1.wav","self","self","Self","Self","self","Self","Self",460.600000008941,0.460600000008941,1
7437530,3,2,"Matching","S2","Scottish","S2_1.wav","self","self","Self","Self","self","Self","Self",343,0.343,1
7437530,3,3,"Matching","S3","Scottish","S3_2.wav","friend","friend","Friend","Close","friend","Friend","Close",321.09999999404,0.32109999999404,1
7437530,3,4,"Nonmatching","S3","Scottish","S3_1.wav","other","other","Stranger","Stranger","friend","Friend","Close",356.399999991059,0.356399999991059,1
7437530,3,5,"Nonmatching","S2","Scottish","S2_1.wav","friend","friend","Friend","Close","self","Self","Self",338.20000000298,0.33820000000298,1
7437530,3,6,"Matching","S3","Scottish","S3_2.wav","friend","friend","Friend","Close","friend","Friend","Close",491.70000000298,0.49170000000298,1
7437530,3,7,"Matching","S2","Scottish","S2_2.wav","self","self","Self","Self","self","Self","Self",519.300000011921,0.519300000011921,1
7437530,3,8,"Nonmatching","S2","Scottish","S2_2.wav","friend","friend","Friend","Close","self","Self","Self",513.59999999404,0.51359999999404,1
7437530,3,9,"Matching","S1","Scottish","S1_2.wav","other","other","Stranger","Stranger","other","Other","Stranger",495.70000000298,0.49570000000298,1
7437530,3,10,"Matching","S1","Scottish","S1_2.wav","other","other","Stranger","Stranger","other","Other","Stranger",450.5,0.4505,1
7437530,3,11,"Nonmatching","S1","Scottish","S1_2.wav","friend","friend","Friend","Close","other","Other","Stranger",419.70000000298,0.41970000000298,1
7437530,3,12,"Nonmatching","S1","Scottish","S1_1.wav","friend","friend","Friend","Close","other","Other","Stranger",637.899999991059,0.637899999991059,1
7437530,3,13,"Nonmatching","S1","Scottish","S1_1.wav","friend","friend","Friend","Close","other","Other","Stranger",503.59999999404,0.50359999999404,1
7437530,3,14,"Matching","S2","Scottish","S2_1.wav","self","self","Self","Self","self","Self","Self",313.29999999702,0.31329999999702,1
7437530,3,15,"Nonmatching","S2","Scottish","S2_2.wav","other","other","Stranger","Stranger","self","Self","Self",567.20000000298,0.56720000000298,0
7437530,3,16,"Nonmatching","S3","Scottish","S3_1.wav","self","self","Self","Self","friend","Friend","Close",343.09999999404,0.34309999999404,1
7437530,3,17,"Nonmatching","S3","Scottish","S3_2.wav","self","self","Self","Self","friend","Friend","Close",320.5,0.3205,0
7437530,3,18,"Matching","S3","Scottish","S3_2.wav","friend","friend","Friend","Close","friend","Friend","Close",462,0.462,1
7437530,3,19,"Matching","S3","Scottish","S3_2.wav","friend","friend","Friend","Close","friend","Friend","Close",214.300000011921,0.214300000011921,0
7437530,3,20,"Matching","S3","Scottish","S3_1.wav","friend","friend","Friend","Close","friend","Friend","Close",263.399999991059,0.263399999991059,1
7437530,3,21,"Nonmatching","S3","Scottish","S3_2.wav","other","other","Stranger","Stranger","friend","Friend","Close",199.40000000596,0.19940000000596,0
7437530,3,22,"Nonmatching","S2","Scottish","S2_2.wav","friend","friend","Friend","Close","self","Self","Self",243.20000000298,0.24320000000298,1
7437530,3,23,"Matching","S1","Scottish","S1_2.wav","other","other","Stranger","Stranger","other","Other","Stranger",395.79999999702,0.39579999999702,0
7437530,3,24,"Matching","S3","Scottish","S3_1.wav","friend","friend","Friend","Close","friend","Friend","Close",311.40000000596,0.31140000000596,1
7437530,3,25,"Matching","S2","Scottish","S2_2.wav","self","self","Self","Self","self","Self","Self",341.70000000298,0.34170000000298,1
7437530,3,26,"Nonmatching","S1","Scottish","S1_1.wav","self","self","Self","Self","other","Other","Stranger",527.40000000596,0.52740000000596,0
7437530,3,27,"Matching","S1","Scottish","S1_1.wav","other","other","Stranger","Stranger","other","Other","Stranger",650.29999999702,0.65029999999702,0
7437530,3,28,"Nonmatching","S2","Scottish","S2_1.wav","other","other","Stranger","Stranger","self","Self","Self",399.40000000596,0.39940000000596,1
7437530,3,29,"Nonmatching","S2","Scottish","S2_1.wav","friend","friend","Friend","Close","self","Self","Self",503.79999999702,0.50379999999702,0
7437530,3,30,"Matching","S1","Scottish","S1_1.wav","other","other","Stranger","Stranger","other","Other","Stranger",762.20000000298,0.76220000000298,0
7437530,3,31,"Nonmatching","S2","Scottish","S2_1.wav","other","other","Stranger","Stranger","self","Self","Self",396.199999988079,0.396199999988079,1
7437530,3,32,"Nonmatching","S3","Scottish","S3_1.wav","self","self","Self","Self","friend","Friend","Close",341.09999999404,0.34109999999404,0
7437530,3,33,"Matching","S1","Scottish","S1_1.wav","other","other","Stranger","Stranger","other","Other","Stranger",823.300000011921,0.823300000011921,1
7437530,3,34,"Matching","S1","Scottish","S1_1.wav","other","other","Stranger","Stranger","other","Other","Stranger",833.199999988079,0.833199999988079,1
7437530,3,35,"Matching","S2","Scottish","S2_2.wav","self","self","Self","Self","self","Self","Self",684.29999999702,0.68429999999702,1
7437530,3,36,"Matching","S3","Scottish","S3_1.wav","friend","friend","Friend","Close","friend","Friend","Close",513.20000000298,0.51320000000298,0
7437530,3,37,"Matching","S2","Scottish","S2_2.wav","self","self","Self","Self","self","Self","Self",301.399999991059,0.301399999991059,1
7437530,3,38,"Nonmatching","S2","Scottish","S2_1.wav","friend","friend","Friend","Close","self","Self","Self",484.5,0.4845,0
7437530,3,39,"Nonmatching","S1","Scottish","S1_2.wav","friend","friend","Friend","Close","other","Other","Stranger",1255.90000000596,1.25590000000596,0
7437530,3,40,"Matching","S1","Scottish","S1_1.wav","other","other","Stranger","Stranger","other","Other","Stranger",521.100000008941,0.521100000008941,1
7437530,3,42,"Nonmatching","S1","Scottish","S1_2.wav","self","self","Self","Self","other","Other","Stranger",932.70000000298,0.93270000000298,0
7437530,3,43,"Nonmatching","S3","Scottish","S3_2.wav","self","self","Self","Self","friend","Friend","Close",407.20000000298,0.40720000000298,1
7437530,3,44,"Nonmatching","S3","Scottish","S3_2.wav","other","other","Stranger","Stranger","friend","Friend","Close",887.09999999404,0.88709999999404,1
7437530,3,45,"Nonmatching","S1","Scottish","S1_2.wav","self","self","Self","Self","other","Other","Stranger",1049.30000001192,1.04930000001192,0
7437530,3,46,"Matching","S2","Scottish","S2_2.wav","self","self","Self","Self","self","Self","Self",1737.09999999404,1.73709999999404,1
7437530,3,49,"Nonmatching","S2","Scottish","S2_2.wav","friend","friend","Friend","Close","self","Self","Self",1125.90000000596,1.12590000000596,0
7437530,3,50,"Matching","S1","Scottish","S1_1.wav","other","other","Stranger","Stranger","other","Other","Stranger",494.800000011921,0.494800000011921,1
7437530,3,51,"Matching","S1","Scottish","S1_2.wav","other","other","Stranger","Stranger","other","Other","Stranger",517.79999999702,0.51779999999702,1
7437530,3,52,"Matching","S2","Scottish","S2_1.wav","self","self","Self","Self","self","Self","Self",396.90000000596,0.39690000000596,1
7437530,3,53,"Matching","S3","Scottish","S3_2.wav","friend","friend","Friend","Close","friend","Friend","Close",693.79999999702,0.69379999999702,1
7437530,3,54,"Nonmatching","S1","Scottish","S1_2.wav","friend","friend","Friend","Close","other","Other","Stranger",765.79999999702,0.76579999999702,0
7437530,3,55,"Nonmatching","S3","Scottish","S3_2.wav","self","self","Self","Self","friend","Friend","Close",636.40000000596,0.63640000000596,0
7437530,3,58,"Matching","S3","Scottish","S3_1.wav","friend","friend","Friend","Close","friend","Friend","Close",357.40000000596,0.35740000000596,1
7437530,3,59,"Matching","S1","Scottish","S1_2.wav","other","other","Stranger","Stranger","other","Other","Stranger",1112.29999999702,1.11229999999702,1
7437530,3,60,"Nonmatching","S3","Scottish","S3_1.wav","other","other","Stranger","Stranger","friend","Friend","Close",687.600000008941,0.687600000008941,0
7437530,3,61,"Nonmatching","S3","Scottish","S3_1.wav","self","self","Self","Self","friend","Friend","Close",808.20000000298,0.80820000000298,0
7437530,3,62,"Nonmatching","S1","Scottish","S1_2.wav","self","self","Self","Self","other","Other","Stranger",582.29999999702,0.58229999999702,1
7437530,3,63,"Nonmatching","S3","Scottish","S3_1.wav","other","other","Stranger","Stranger","friend","Friend","Close",699.899999991059,0.699899999991059,0
7437530,3,64,"Nonmatching","S2","Scottish","S2_2.wav","other","other","Stranger","Stranger","self","Self","Self",824.79999999702,0.82479999999702,1
7437530,3,65,"Matching","S3","Scottish","S3_1.wav","friend","friend","Friend","Close","friend","Friend","Close",630.5,0.6305,0
7437530,3,66,"Matching","S2","Scottish","S2_1.wav","self","self","Self","Self","self","Self","Self",420.699999988079,0.420699999988079,1
7437530,3,67,"Matching","S2","Scottish","S2_1.wav","self","self","Self","Self","self","Self","Self",295.5,0.2955,1
7437530,3,68,"Matching","S3","Scottish","S3_2.wav","friend","friend","Friend","Close","friend","Friend","Close",425.600000008941,0.425600000008941,1
7437530,3,69,"Matching","S2","Scottish","S2_2.wav","self","self","Self","Self","self","Self","Self",389.40000000596,0.38940000000596,1
