"Subject","Group","Condition","Block","Trial","Shape","Label","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","Response","RT_ms","RT_sec","ACC"
18405,1,"happy",3,44,"he.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","48",590,0.59,1
18405,1,"line",3,45,"he.tif","self","Matching","Self","Self","Self","Self","Self","Self","47",890,0.89,1
18405,1,"line",3,46,"ve.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","48",601,0.601,1
18405,1,"line",3,47,"he.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","48",600,0.6,1
18405,1,"sad",3,48,"he.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","48",807,0.807,1
18405,1,"sad",3,49,"ve.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","48",678,0.678,1
18405,1,"line",3,50,"ve.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","47",544,0.544,1
18405,1,"happy",3,51,"ve.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","47",570,0.57,1
18405,1,"line",3,52,"he.tif","self","Matching","Self","Self","Self","Self","Self","Self","47",576,0.576,1
18405,1,"sad",3,53,"he.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","48",712,0.712,1
18405,1,"line",3,54,"he.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","48",643,0.643,1
18405,1,"neutral",3,55,"ve.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","48",727,0.727,1
18405,1,"sad",3,56,"ve.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","48",728,0.728,1
18405,1,"sad",3,57,"ve.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","47",529,0.529,1
18405,1,"neutral",3,58,"ve.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","47",609,0.609,1
18405,1,"sad",3,59,"ve.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","47",593,0.593,1
18405,1,"line",3,60,"he.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","48",693,0.693,1
18405,1,"line",3,61,"he.tif","self","Matching","Self","Self","Self","Self","Self","Self","47",679,0.679,1
18405,1,"happy",3,62,"ve.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","47",581,0.581,1
18405,1,"sad",3,63,"he.tif","self","Matching","Self","Self","Self","Self","Self","Self","47",513,0.513,1
18405,1,"line",3,64,"he.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","48",562,0.562,1
18405,1,"happy",3,65,"ve.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","48",628,0.628,1
18405,1,"sad",3,66,"ve.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","47",793,0.793,1
18405,1,"line",3,67,"ve.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","47",565,0.565,1
18405,1,"line",3,68,"ve.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","47",432,0.432,1
18405,1,"neutral",3,69,"he.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",456,0.456,0
18405,1,"sad",3,70,"he.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","48",780,0.78,1
18405,1,"neutral",3,71,"ve.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","47",613,0.613,1
18405,1,"neutral",3,72,"ve.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","48",555,0.555,1
18405,1,"happy",3,73,"he.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","47",429,0.429,0
18405,1,"line",3,74,"he.tif","self","Matching","Self","Self","Self","Self","Self","Self","47",611,0.611,1
18405,1,"sad",3,75,"he.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","48",587,0.587,1
18405,1,"sad",3,76,"ve.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",410,0.41,0
18405,1,"happy",3,77,"ve.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","48",674,0.674,1
18405,1,"line",3,78,"he.tif","self","Matching","Self","Self","Self","Self","Self","Self","47",545,0.545,1
18405,1,"neutral",3,79,"he.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","48",490,0.49,1
18405,1,"neutral",3,80,"ve.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","47",1211,1.211,1
18405,1,"happy",4,1,"ve.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","48",682,0.682,1
18405,1,"happy",4,2,"he.tif","self","Matching","Self","Self","Self","Self","Self","Self","47",612,0.612,1
18405,1,"line",4,3,"he.tif","self","Matching","Self","Self","Self","Self","Self","Self","47",810,0.81,1
18405,1,"happy",4,4,"he.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","48",462,0.462,1
18405,1,"line",4,5,"he.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","48",773,0.773,1
18405,1,"line",4,6,"he.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","48",673,0.673,1
18405,1,"happy",4,7,"he.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",544,0.544,0
18405,1,"line",4,8,"ve.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","48",711,0.711,1
18405,1,"sad",4,9,"ve.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","48",725,0.725,1
18405,1,"neutral",4,10,"ve.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",675,0.675,0
18405,1,"line",4,11,"ve.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","48",648,0.648,1
18405,1,"sad",4,12,"ve.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","47",615,0.615,1
18405,1,"neutral",4,13,"he.tif","self","Matching","Self","Self","Self","Self","Self","Self","47",519,0.519,1
18405,1,"neutral",4,14,"ve.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","48",526,0.526,1
18405,1,"sad",4,15,"ve.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","47",583,0.583,1
18405,1,"line",4,16,"he.tif","self","Matching","Self","Self","Self","Self","Self","Self","47",537,0.537,1
18405,1,"happy",4,17,"ve.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","48",547,0.547,1
18405,1,"neutral",4,18,"ve.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","48",545,0.545,1
18405,1,"sad",4,19,"he.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","47",413,0.413,0
18405,1,"sad",4,20,"he.tif","self","Matching","Self","Self","Self","Self","Self","Self","47",737,0.737,1
18405,1,"happy",4,21,"he.tif","self","Matching","Self","Self","Self","Self","Self","Self","47",806,0.806,1
18405,1,"neutral",4,22,"he.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","48",542,0.542,1
18405,1,"line",4,23,"ve.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",431,0.431,0
18405,1,"sad",4,24,"he.tif","self","Matching","Self","Self","Self","Self","Self","Self","47",519,0.519,1
18405,1,"sad",4,25,"he.tif","self","Matching","Self","Self","Self","Self","Self","Self","47",623,0.623,1
18405,1,"sad",4,26,"ve.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","47",517,0.517,1
18405,1,"happy",4,27,"he.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","48",500,0.5,1
18405,1,"sad",4,28,"he.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","48",557,0.557,1
18405,1,"neutral",4,29,"he.tif","self","Matching","Self","Self","Self","Self","Self","Self","47",517,0.517,1
18405,1,"neutral",4,30,"he.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","48",513,0.513,1
18405,1,"neutral",4,31,"he.tif","self","Matching","Self","Self","Self","Self","Self","Self","47",585,0.585,1
18405,1,"sad",4,32,"he.tif","self","Matching","Self","Self","Self","Self","Self","Self","47",766,0.766,1
18405,1,"happy",4,33,"he.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","48",490,0.49,1
18405,1,"happy",4,34,"he.tif","self","Matching","Self","Self","Self","Self","Self","Self","47",663,0.663,1
18405,1,"sad",4,35,"ve.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",592,0.592,0
18405,1,"line",4,36,"ve.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","47",494,0.494,1
18405,1,"happy",4,37,"ve.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","48",1345,1.345,1
18405,1,"sad",4,38,"ve.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","47",488,0.488,1
18405,1,"sad",4,39,"ve.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","47",1097,1.097,1
18405,1,"neutral",4,40,"ve.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","48",452,0.452,1
18405,1,"happy",4,41,"ve.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","47",501,0.501,1
18405,1,"happy",4,42,"he.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",384,0.384,0
18405,1,"neutral",4,43,"ve.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","47",501,0.501,1
18405,1,"line",4,44,"he.tif","self","Matching","Self","Self","Self","Self","Self","Self","47",441,0.441,1
18405,1,"line",4,45,"ve.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","47",445,0.445,1
18405,1,"neutral",4,46,"ve.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","47",487,0.487,1
18405,1,"sad",4,47,"he.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","47",567,0.567,0
18405,1,"happy",4,48,"he.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","48",709,0.709,1
18405,1,"neutral",4,49,"he.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",537,0.537,0
18405,1,"happy",4,50,"ve.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","48",738,0.738,1
18405,1,"line",4,51,"ve.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","47",546,0.546,1
18405,1,"line",4,52,"he.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","48",684,0.684,1
18405,1,"neutral",4,53,"ve.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","47",585,0.585,1
18405,1,"line",4,54,"ve.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","48",1280,1.28,1
18405,1,"line",4,55,"he.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","48",647,0.647,1
18405,1,"sad",4,56,"ve.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","48",695,0.695,1
18405,1,"neutral",4,57,"he.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","47",571,0.571,0
18405,1,"line",4,58,"he.tif","self","Matching","Self","Self","Self","Self","Self","Self","47",654,0.654,1
18405,1,"sad",4,59,"ve.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","48",630,0.63,1
18405,1,"neutral",4,60,"he.tif","self","Matching","Self","Self","Self","Self","Self","Self","47",518,0.518,1
18405,1,"neutral",4,61,"he.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","48",877,0.877,1
18405,1,"happy",4,62,"ve.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","47",760,0.76,1
18405,1,"happy",4,63,"ve.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","47",532,0.532,1
18405,1,"neutral",4,64,"ve.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","47",571,0.571,1
18405,1,"neutral",4,65,"ve.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","48",594,0.594,1
18405,1,"line",4,66,"ve.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","47",485,0.485,1
18405,1,"neutral",4,67,"ve.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","47",631,0.631,1
18405,1,"happy",4,68,"ve.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","48",635,0.635,1
18405,1,"sad",4,69,"he.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","48",829,0.829,1
18405,1,"sad",4,70,"he.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","48",576,0.576,1
18405,1,"happy",4,71,"he.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","48",407,0.407,1
18405,1,"line",4,72,"ve.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","48",376,0.376,0
18405,1,"sad",4,73,"he.tif","self","Matching","Self","Self","Self","Self","Self","Self","47",536,0.536,1
18405,1,"line",4,74,"he.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","48",428,0.428,1
18405,1,"happy",4,75,"ve.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","47",607,0.607,1
18405,1,"neutral",4,76,"he.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","48",572,0.572,1
18405,1,"happy",4,77,"ve.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","47",471,0.471,1
18405,1,"line",4,78,"ve.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","48",599,0.599,1
18405,1,"sad",4,79,"ve.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","48",693,0.693,1
18405,1,"line",4,80,"he.tif","self","Matching","Self","Self","Self","Self","Self","Self","47",495,0.495,1
18409,2,"happy",1,1,"he.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","48",833,0.833,0
18409,2,"line",1,2,"ve.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","47",1005,1.005,0
18409,2,"happy",1,3,"ve.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","48",628,0.628,1
18409,2,"neutral",1,4,"ve.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","48",714,0.714,1
18409,2,"sad",1,5,"he.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","47",725,0.725,1
18409,2,"sad",1,6,"he.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",1391,1.391,1
18409,2,"neutral",1,7,"ve.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","48",1055,1.055,1
18409,2,"line",1,8,"ve.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","48",788,0.788,1
18409,2,"sad",1,9,"he.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","47",875,0.875,1
18409,2,"happy",1,10,"he.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",751,0.751,1
18409,2,"happy",1,11,"ve.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","48",1089,1.089,1
18409,2,"neutral",1,12,"he.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",860,0.86,1
18409,2,"neutral",1,13,"he.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","47",1153,1.153,1
18409,2,"line",1,14,"ve.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",1345,1.345,1
18409,2,"neutral",1,15,"he.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","47",1066,1.066,1
18409,2,"neutral",1,16,"ve.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","48",751,0.751,1
18409,2,"neutral",1,17,"he.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","47",1200,1.2,1
18409,2,"happy",1,18,"ve.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",1070,1.07,1
18409,2,"line",1,19,"he.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",690,0.69,1
18409,2,"happy",1,20,"he.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","47",791,0.791,1
18409,2,"neutral",1,21,"ve.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","0",1500,1.5,0
18409,2,"neutral",1,22,"he.tif","self","Matching","Self","Self","Self","Self","Self","Self","0",1500,1.5,0
18409,2,"sad",1,23,"ve.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",748,0.748,1
18409,2,"line",1,24,"he.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","47",1405,1.405,1
18409,2,"neutral",1,25,"ve.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",1141,1.141,1
18409,2,"happy",1,26,"ve.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",789,0.789,1
18409,2,"sad",1,27,"he.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","48",685,0.685,0
18409,2,"line",1,28,"ve.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",1233,1.233,1
18409,2,"line",1,29,"he.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",1254,1.254,1
18409,2,"line",1,30,"he.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","47",739,0.739,1
18409,2,"happy",1,31,"ve.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","47",1333,1.333,0
18409,2,"line",1,32,"he.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",991,0.991,1
18409,2,"happy",1,33,"he.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",718,0.718,1
18409,2,"happy",1,34,"he.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","48",497,0.497,0
18409,2,"neutral",1,35,"he.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","47",1052,1.052,1
18409,2,"happy",1,36,"ve.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",1257,1.257,1
18409,2,"sad",1,37,"he.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",805,0.805,1
18409,2,"sad",1,38,"he.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",868,0.868,1
18409,2,"happy",1,39,"he.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",1041,1.041,1
18409,2,"happy",1,40,"ve.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",950,0.95,1
18409,2,"neutral",1,41,"ve.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","48",1176,1.176,1
18409,2,"sad",1,42,"ve.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","48",783,0.783,1
18409,2,"sad",1,43,"ve.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","48",503,0.503,1
18409,2,"sad",1,44,"he.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","47",722,0.722,1
18409,2,"sad",1,45,"he.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",852,0.852,1
18409,2,"neutral",1,46,"he.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",641,0.641,1
18409,2,"line",1,47,"he.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",662,0.662,1
18409,2,"sad",1,48,"he.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","47",755,0.755,1
18409,2,"sad",1,49,"he.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",628,0.628,1
18409,2,"neutral",1,50,"ve.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","48",1129,1.129,0
18409,2,"sad",1,51,"ve.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",1044,1.044,1
18409,2,"sad",1,52,"ve.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",592,0.592,1
18409,2,"neutral",1,53,"ve.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",695,0.695,1
18409,2,"neutral",1,54,"he.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",674,0.674,1
18409,2,"neutral",1,55,"he.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",551,0.551,1
18409,2,"neutral",1,56,"ve.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","48",975,0.975,1
18409,2,"line",1,57,"ve.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","48",608,0.608,1
18409,2,"sad",1,58,"ve.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","48",702,0.702,0
18409,2,"line",1,59,"ve.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","47",849,0.849,0
18409,2,"happy",1,60,"he.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","48",542,0.542,0
18409,2,"line",1,61,"he.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","47",1136,1.136,1
18409,2,"sad",1,62,"ve.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","48",1345,1.345,1
18409,2,"happy",1,63,"he.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","47",1139,1.139,1
18409,2,"happy",1,64,"ve.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","47",643,0.643,0
18409,2,"sad",1,65,"ve.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",888,0.888,1
18409,2,"line",1,66,"ve.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",1404,1.404,1
18409,2,"line",1,67,"he.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","47",1235,1.235,1
18409,2,"happy",1,68,"ve.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",1154,1.154,1
18409,2,"line",1,69,"he.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","47",866,0.866,1
18409,2,"sad",1,70,"ve.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","48",1014,1.014,1
18409,2,"line",1,71,"ve.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","48",821,0.821,1
18409,2,"line",1,72,"he.tif","self","Matching","Self","Self","Self","Self","Self","Self","47",779,0.779,0
18409,2,"neutral",1,73,"he.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","48",435,0.435,0
18409,2,"sad",1,74,"ve.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","48",929,0.929,1
18409,2,"neutral",1,75,"ve.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",674,0.674,1
18409,2,"line",1,76,"ve.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","48",967,0.967,0
18409,2,"happy",1,77,"ve.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","48",735,0.735,1
18409,2,"line",1,78,"ve.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","48",752,0.752,0
18409,2,"happy",1,79,"he.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",938,0.938,1
18409,2,"happy",1,80,"he.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",524,0.524,1
18409,2,"happy",2,1,"ve.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","48",1326,1.326,1
18409,2,"sad",2,2,"ve.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","48",846,0.846,1
18409,2,"sad",2,3,"he.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","47",756,0.756,1
18409,2,"happy",2,4,"ve.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","48",589,0.589,1
18409,2,"neutral",2,5,"he.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","47",972,0.972,1
18409,2,"line",2,6,"he.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",813,0.813,1
18409,2,"sad",2,7,"ve.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","48",1371,1.371,1
18409,2,"neutral",2,8,"ve.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",771,0.771,1
18409,2,"happy",2,9,"he.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","47",812,0.812,1
18409,2,"happy",2,10,"ve.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",1298,1.298,1
18409,2,"neutral",2,11,"ve.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",910,0.91,1
18409,2,"neutral",2,12,"ve.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",592,0.592,1
18409,2,"neutral",2,13,"he.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",735,0.735,1
18409,2,"neutral",2,14,"he.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",561,0.561,1
18409,2,"line",2,15,"ve.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",921,0.921,1
18409,2,"happy",2,16,"he.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",899,0.899,1
18409,2,"neutral",2,17,"ve.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","48",856,0.856,1
18409,2,"neutral",2,18,"he.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","47",789,0.789,1
18409,2,"line",2,19,"he.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","48",1195,1.195,0
18409,2,"line",2,20,"he.tif","self","Matching","Self","Self","Self","Self","Self","Self","48",1011,1.011,1
18409,2,"sad",2,21,"he.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","47",729,0.729,1
18409,2,"line",2,22,"ve.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",858,0.858,1
18409,2,"sad",2,23,"ve.tif","self","Nonmatching","Self","Self","Self","Stranger","Stranger","Stranger","47",744,0.744,1
18409,2,"happy",2,24,"ve.tif","stranger","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","48",600,0.6,1
18409,2,"sad",2,25,"he.tif","stranger","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","47",784,0.784,1
