"Subject","Block","Trial","Matching","Shape","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","Label","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Task","extraIV1","Response","RT_ms","RT_sec","ACC"
7334,"1",29,"Nonmatching","immoralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",658,0.658,1
7334,"1",30,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",628,0.628,1
7334,"1",31,"Nonmatching","immoralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Bad","n",609.3,0.6093,1
7334,"1",32,"Nonmatching","immoralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Bad","n",922.3,0.9223,1
7334,"1",33,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",1065.5,1.0655,1
7334,"1",34,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",699.5,0.6995,1
7334,"1",35,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",818.2,0.8182,1
7334,"1",36,"Nonmatching","immoralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Bad","m",443.2,0.4432,0
7334,"1",37,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",548.7,0.5487,1
7334,"1",38,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",540.4,0.5404,1
7334,"1",39,"Nonmatching","moralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Good","n",619.9,0.6199,1
7334,"1",40,"Nonmatching","immoralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",565,0.565,0
7334,"1",41,"Nonmatching","moralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","n",869,0.869,1
7334,"1",42,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",403.4,0.4034,1
7334,"1",43,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",624.1,0.6241,1
7334,"1",44,"Nonmatching","moralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","n",661.4,0.6614,1
7334,"1",45,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",567.3,0.5673,1
7334,"1",46,"Nonmatching","immoralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Bad","m",607.4,0.6074,0
7334,"1",47,"Nonmatching","moralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Good","m",580.2,0.5802,0
7334,"1",48,"Nonmatching","moralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Good","n",1008.6,1.0086,1
7334,"1",49,"Nonmatching","moralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","m",781.4,0.7814,0
7334,"1",50,"Nonmatching","moralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","n",825.6,0.8256,1
7334,"1",51,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",679,0.679,1
7334,"1",52,"Nonmatching","immoralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",669.2,0.6692,0
7334,"1",53,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",603.4,0.6034,1
7334,"1",54,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",704.3,0.7043,1
7334,"1",55,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",1035.1,1.0351,1
7334,"1",56,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",444.7,0.4447,1
7334,"1",57,"Nonmatching","immoralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",674.5,0.6745,1
7334,"1",58,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",568.7,0.5687,1
7334,"1",59,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",760.7,0.7607,1
7334,"1",60,"Nonmatching","moralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",524.5,0.5245,0
7334,"1",61,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",843.8,0.8438,1
7334,"1",62,"Nonmatching","moralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Good",NA,1084.1,1.0841,NA
7334,"1",63,"Nonmatching","immoralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Bad","m",543.7,0.5437,0
7334,"1",64,"Nonmatching","immoralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Bad","n",887.3,0.8873,1
7334,"1",65,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad",NA,1084.1,1.0841,NA
7334,"1",66,"Nonmatching","moralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","m",804.2,0.8042,0
7334,"1",67,"Nonmatching","moralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",561,0.561,0
7334,"1",68,"Nonmatching","immoralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",700.9,0.7009,1
7334,"1",69,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",827.6,0.8276,0
7334,"1",70,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",664.9,0.6649,1
7334,"1",71,"Nonmatching","immoralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Bad","n",602.8,0.6028,1
7334,"1",72,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",583.6,0.5836,1
7334,"1",73,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",677.9,0.6779,1
7334,"1",74,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",876.1,0.8761,1
7334,"1",75,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",610.3,0.6103,1
7334,"1",76,"Nonmatching","immoralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",611.4,0.6114,1
7334,"1",77,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",564.4,0.5644,1
7334,"1",78,"Nonmatching","moralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Good",NA,1084.1,1.0841,NA
7334,"1",79,"Nonmatching","immoralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Bad","n",774.9,0.7749,1
7334,"1",80,"Nonmatching","immoralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Bad","m",579.3,0.5793,0
7334,"1",81,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",639.6,0.6396,1
7334,"1",82,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",841.2,0.8412,1
7334,"1",83,"Nonmatching","immoralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",730.7,0.7307,1
7334,"1",84,"Nonmatching","immoralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Bad","m",670.1,0.6701,0
7334,"1",85,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",644.3,0.6443,1
7334,"1",86,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",993.9,0.9939,1
7334,"1",87,"Nonmatching","moralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Good","n",618.5,0.6185,1
7334,"1",88,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",595.7,0.5957,1
7334,"1",89,"Nonmatching","moralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Good","n",700.2,0.7002,1
7334,"1",90,"Nonmatching","moralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Good","n",786.8,0.7868,1
7334,"1",91,"Nonmatching","moralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Good","n",811.5,0.8115,1
7334,"1",92,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",700.5,0.7005,1
7334,"1",93,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",675.1,0.6751,1
7334,"1",94,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",825.4,0.8254,1
7334,"1",95,"Nonmatching","moralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","n",774.7,0.7747,1
7334,"1",96,"Nonmatching","immoralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Bad","n",755,0.755,1
7334,"1",97,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",870.8,0.8708,1
7334,"1",98,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","n",733,0.733,0
7334,"1",99,"Nonmatching","immoralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",552.5,0.5525,0
7334,"1",100,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",580.3,0.5803,1
7334,"1",101,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","n",744.6,0.7446,0
7334,"1",102,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",480.3,0.4803,1
7334,"1",103,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",818.7,0.8187,1
7334,"1",104,"Nonmatching","moralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Good","n",739.8,0.7398,1
7334,"1",105,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",651.4,0.6514,1
7334,"1",106,"Nonmatching","immoralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Bad",NA,1084.1,1.0841,NA
7334,"1",107,"Nonmatching","immoralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Bad","m",579.6,0.5796,0
7334,"1",108,"Nonmatching","moralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Good","n",880,0.88,1
7334,"1",109,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad",NA,1084.1,1.0841,NA
7334,"1",110,"Nonmatching","moralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Good","m",532.9,0.5329,0
7334,"1",111,"Nonmatching","moralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",560.3,0.5603,0
7334,"1",112,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",860,0.86,1
7334,"1",113,"Nonmatching","moralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Good","n",718.2,0.7182,1
7334,"1",114,"Nonmatching","moralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","n",765.3,0.7653,1
7334,"1",115,"Nonmatching","immoralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",1037.4,1.0374,1
7334,"1",116,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",918.9,0.9189,1
7334,"1",117,"Nonmatching","immoralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Bad","n",542,0.542,1
7334,"1",118,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",629.7,0.6297,1
7334,"1",119,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",618.9,0.6189,1
7334,"1",120,"Nonmatching","immoralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Bad","n",708,0.708,1
7334,"2",1,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad",NA,1084.1,1.0841,NA
7334,"2",2,"Nonmatching","moralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","m",334.6,0.3346,0
7334,"2",3,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",529.9,0.5299,1
7334,"2",4,"Nonmatching","moralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Good","n",733.4,0.7334,1
7334,"2",5,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",528.7,0.5287,1
7334,"2",6,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",660.2,0.6602,1
7334,"2",7,"Nonmatching","immoralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Bad","n",558.2,0.5582,1
7334,"2",8,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",642,0.642,1
7334,"2",9,"Nonmatching","immoralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",699.4,0.6994,1
7334,"2",10,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",682.2,0.6822,1
7334,"2",11,"Nonmatching","immoralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",692.6,0.6926,1
7334,"2",12,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",643.3,0.6433,1
7334,"2",13,"Nonmatching","moralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Good","m",556.9,0.5569,0
7334,"2",14,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",472.7,0.4727,1
7334,"2",15,"Nonmatching","moralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Good","n",751,0.751,1
7334,"2",16,"Nonmatching","moralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Good","n",786.7,0.7867,1
7334,"2",17,"Nonmatching","immoralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",563.3,0.5633,0
7334,"2",18,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","n",643.4,0.6434,0
7334,"2",19,"Nonmatching","moralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","n",741,0.741,1
7334,"2",20,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",620.6,0.6206,1
7334,"2",21,"Nonmatching","immoralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",565.7,0.5657,1
7334,"2",22,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",613.7,0.6137,0
7334,"2",23,"Nonmatching","immoralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Bad","n",710.7,0.7107,1
7334,"2",24,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",505.6,0.5056,1
7334,"2",25,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",508.5,0.5085,1
7334,"2",26,"Nonmatching","moralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Good","n",567.3,0.5673,1
7334,"2",27,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",575.5,0.5755,1
7334,"2",28,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",611.9,0.6119,1
7334,"2",29,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",580.9,0.5809,1
7334,"2",30,"Nonmatching","immoralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Bad","n",521.2,0.5212,1
7334,"2",31,"Nonmatching","moralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Good","n",640.3,0.6403,1
7334,"2",32,"Nonmatching","moralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Good","m",609.9,0.6099,0
7334,"2",33,"Nonmatching","immoralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Bad","n",754.9,0.7549,1
7334,"2",34,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",694.8,0.6948,1
7334,"2",35,"Nonmatching","immoralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Bad","n",717.4,0.7174,1
7334,"2",36,"Nonmatching","moralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Good","n",796.5,0.7965,1
7334,"2",37,"Nonmatching","immoralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Bad",NA,1084.1,1.0841,NA
7334,"2",38,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",679.6,0.6796,1
7334,"2",39,"Nonmatching","moralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Good","m",578.1,0.5781,0
7334,"2",40,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",526.4,0.5264,1
7334,"2",41,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",637.6,0.6376,0
7334,"2",42,"Nonmatching","moralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","n",679,0.679,1
7334,"2",43,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",1005.3,1.0053,1
7334,"2",44,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",506.2,0.5062,1
7334,"2",45,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",661,0.661,1
7334,"2",46,"Nonmatching","immoralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Bad","m",735,0.735,0
7334,"2",47,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",506.3,0.5063,1
7334,"2",48,"Nonmatching","immoralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",773.2,0.7732,1
7334,"2",49,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",677.4,0.6774,1
7334,"2",50,"Nonmatching","moralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Good","m",891.6,0.8916,0
7334,"2",51,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",858.3,0.8583,1
7334,"2",52,"Nonmatching","immoralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Bad","m",532.3,0.5323,0
7334,"2",53,"Nonmatching","moralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Good",NA,1084.1,1.0841,NA
7334,"2",54,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",594.1,0.5941,1
7334,"2",55,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",594.8,0.5948,1
7334,"2",56,"Nonmatching","moralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",491.3,0.4913,0
7334,"2",57,"Nonmatching","immoralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",690,0.69,1
7334,"2",58,"Nonmatching","immoralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Bad","m",668.3,0.6683,0
7334,"2",59,"Nonmatching","moralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",714.6,0.7146,0
7334,"2",60,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",613.5,0.6135,1
7334,"2",61,"Nonmatching","moralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Good","m",558.6,0.5586,0
7334,"2",62,"Nonmatching","immoralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Bad","n",922.4,0.9224,1
7334,"2",63,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",609.4,0.6094,1
7334,"2",64,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",706.6,0.7066,1
7334,"2",65,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",597.5,0.5975,0
7334,"2",66,"Nonmatching","immoralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",650.3,0.6503,1
7334,"2",67,"Nonmatching","immoralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",544.1,0.5441,1
7334,"2",68,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",799.6,0.7996,1
7334,"2",69,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","n",636.5,0.6365,0
7334,"2",70,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",518,0.518,1
7334,"2",71,"Nonmatching","moralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","n",797.1,0.7971,1
7334,"2",72,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",602,0.602,1
7334,"2",73,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",726,0.726,1
7334,"2",74,"Nonmatching","moralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Good","n",965.3,0.9653,1
7334,"2",75,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",757.4,0.7574,1
7334,"2",76,"Nonmatching","moralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","n",873.3,0.8733,1
7334,"2",77,"Nonmatching","immoralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Bad","n",903.5,0.9035,1
7334,"2",78,"Nonmatching","moralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","n",794.4,0.7944,1
7334,"2",79,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",731,0.731,1
7334,"2",80,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",574.4,0.5744,1
7334,"2",81,"Nonmatching","immoralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Bad","n",826.6,0.8266,1
7334,"2",82,"Nonmatching","moralOther","Other","Other","Stranger","immoralSelf","Self","Self","Self","self-matching","Good","n",695.9,0.6959,1
7334,"2",83,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",614.7,0.6147,1
7334,"2",84,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",839.7,0.8397,0
7334,"2",85,"Nonmatching","immoralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",705.2,0.7052,1
7334,"2",86,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",628.1,0.6281,1
7334,"2",87,"Nonmatching","moralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Good","n",721.3,0.7213,1
7334,"2",88,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",608.6,0.6086,1
7334,"2",89,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",725.3,0.7253,1
7334,"2",90,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",756.5,0.7565,1
7334,"2",91,"Nonmatching","immoralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",832.3,0.8323,1
7334,"2",92,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",625.8,0.6258,1
7334,"2",93,"Nonmatching","immoralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",663.1,0.6631,1
7334,"2",94,"Nonmatching","immoralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",705.1,0.7051,1
7334,"2",95,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",547.9,0.5479,1
7334,"2",96,"Nonmatching","moralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Good","m",715.7,0.7157,0
7334,"2",97,"Nonmatching","moralSelf","Self","Self","Self","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",562.8,0.5628,0
7334,"2",98,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",698.8,0.6988,1
7334,"2",99,"Matching","immoralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","m",817.5,0.8175,1
7334,"2",100,"Nonmatching","moralOther","Other","Other","Stranger","immoralOther","Stranger","Stranger","Stranger","self-matching","Good","n",690.6,0.6906,1
7334,"2",101,"Matching","moralOther","Other","Other","Stranger","moralOther","Stranger","Stranger","Stranger","self-matching","Good","m",613,0.613,1
7334,"2",102,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",710,0.71,1
7334,"2",103,"Nonmatching","moralOther","Other","Other","Stranger","moralSelf","Self","Self","Self","self-matching","Good","n",617,0.617,1
7334,"2",104,"Nonmatching","immoralSelf","Self","Self","Self","immoralOther","Stranger","Stranger","Stranger","self-matching","Bad","n",714,0.714,1
7334,"2",105,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad",NA,1084.1,1.0841,NA
7334,"2",106,"Matching","moralSelf","Self","Self","Self","moralSelf","Self","Self","Self","self-matching","Good","m",519.3,0.5193,1
7334,"2",107,"Matching","immoralSelf","Self","Self","Self","immoralSelf","Self","Self","Self","self-matching","Bad","m",694.6,0.6946,1
