Subject,Group,Task,Matching,Shape,Shape_Origin_Identity,Shape_English_Identity,Shape_Standardized_Identity,Label,Label_Origin_Identity,Label_English_Identity,Label_Standardized_Identity,Response,RT_ms,RT_sec,ACC
31,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,695.120699936524,0.695120699936524,0
31,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,656.105499947444,0.656105499947444,1
31,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,1015.43029991444,1.01543029991444,1
31,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,766.574699897319,0.766574699897319,1
31,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,0,802.037300076336,0.802037300076336,0
31,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,517.68130005803,0.51768130005803,1
31,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,794.464300037362,0.794464300037362,0
31,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,633.702200022526,0.633702200022526,1
31,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,536.169700091705,0.536169700091705,1
31,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,577.000199933536,0.577000199933536,1
31,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,421.66910006199,0.42166910006199,1
31,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,0,624.716200050898,0.624716200050898,0
31,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,953.725700033829,0.953725700033829,1
31,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,896.337099955417,0.896337099955417,1
31,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,595.56899999734,0.59556899999734,0
31,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,650.00600006897,0.65000600006897,1
31,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,447.275900049135,0.447275900049135,1
31,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,782.998999929987,0.782998999929987,1
31,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,548.080099979416,0.548080099979416,1
31,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,540.432900073938,0.540432900073938,1
31,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,376.615700079128,0.376615700079128,1
31,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,650.647000060417,0.650647000060417,0
31,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,663.933200063184,0.663933200063184,0
31,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,0,711.62329998333,0.71162329998333,0
31,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,720.910400035791,0.720910400035791,1
31,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,612.859299988486,0.612859299988486,1
31,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,663.627900066786,0.663627900066786,1
31,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,656.007400015369,0.656007400015369,1
31,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,636.184999952093,0.636184999952093,1
31,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,636.743399896659,0.636743399896659,0
31,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,497.485999949276,0.497485999949276,1
31,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,835.716899950057,0.835716899950057,1
31,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,623.671500012279,0.623671500012279,1
31,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,542.627800023183,0.542627800023183,1
31,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,378.333000000566,0.378333000000566,1
31,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,485.175700043328,0.485175700043328,1
31,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,0,592.463099979796,0.592463099979796,0
31,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,548.791900044307,0.548791900044307,1
31,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,629.878700012341,0.629878700012341,1
31,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,459.376199985854,0.459376199985854,1
31,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,476.144299958833,0.476144299958833,1
31,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,452.733500045724,0.452733500045724,0
31,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,686.469899956137,0.686469899956137,1
31,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,480.183699983172,0.480183699983172,1
31,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,713.35590002127,0.71335590002127,1
31,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,369.209100026637,0.369209100026637,1
31,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,425.189899979159,0.425189899979159,1
31,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,559.852000093088,0.559852000093088,1
31,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,638.766799937002,0.638766799937002,1
31,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,642.443899996579,0.642443899996579,1
31,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,482.336899964139,0.482336899964139,1
31,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,764.649700024165,0.764649700024165,1
31,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,612.610099953599,0.612610099953599,1
31,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,753.557099960744,0.753557099960744,1
31,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,558.16830007825,0.55816830007825,1
31,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,731.894599972293,0.731894599972293,1
31,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,495.159100042656,0.495159100042656,1
31,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,445.354200084694,0.445354200084694,1
31,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,439.886000007391,0.439886000007391,1
31,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,337.281499989331,0.337281499989331,1
31,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,807.701800018549,0.807701800018549,1
31,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,555.99209992215,0.55599209992215,1
31,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,595.415299991146,0.595415299991146,1
31,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,868.872400023974,0.868872400023974,1
31,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,0,598.670599982142,0.598670599982142,0
31,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,689.972399966791,0.689972399966791,1
31,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,480.796899995767,0.480796899995767,1
31,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,533.262200071476,0.533262200071476,1
31,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,519.065600004978,0.519065600004978,1
31,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,562.870600027964,0.562870600027964,1
31,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,445.130900014192,0.445130900014192,1
31,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,750.010499963537,0.750010499963537,1
31,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,486.404200084507,0.486404200084507,1
31,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,758.722500060685,0.758722500060685,1
31,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,778.394500026479,0.778394500026479,1
31,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,769.503699964844,0.769503699964844,0
31,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,571.323200012557,0.571323200012557,1
31,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,654.82139994856,0.65482139994856,1
31,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,445.933299954049,0.445933299954049,1
31,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,821.933600003831,0.821933600003831,1
31,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,530.861799954437,0.530861799954437,1
31,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,548.017699969932,0.548017699969932,1
31,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,755.481699947268,0.755481699947268,1
31,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,678.599600098096,0.678599600098096,1
31,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,733.27840003185,0.73327840003185,0
31,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,622.530499938875,0.622530499938875,1
31,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,696.207499946468,0.696207499946468,1
31,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,834.268700098619,0.834268700098619,1
31,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,480.710500036366,0.480710500036366,1
31,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,415.936999954283,0.415936999954283,1
31,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,552.479999954812,0.552479999954812,1
31,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,476.975600002334,0.476975600002334,1
31,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,488.101799972355,0.488101799972355,1
31,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,811.888600001112,0.811888600001112,1
31,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,439.913199981675,0.439913199981675,1
31,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,630.69290004205,0.63069290004205,1
31,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,725.904099992476,0.725904099992476,1
31,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,992.888299981132,0.992888299981132,1
31,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,511.293499963358,0.511293499963358,1
31,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,482.461099978536,0.482461099978536,1
31,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,584.012200008146,0.584012200008146,1
33,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,1,371.710399980657,0.371710399980657,0
33,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,830.061700078659,0.830061700078659,0
33,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,921.838999958709,0.921838999958709,1
33,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,470.892900018953,0.470892900018953,1
33,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,858.392699970864,0.858392699970864,1
33,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,816.647400031798,0.816647400031798,1
33,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,786.201899987645,0.786201899987645,1
33,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,490.729799959809,0.490729799959809,1
33,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,1,329.696199973114,0.329696199973114,0
33,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,775.975099997595,0.775975099997595,1
33,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,430.822199909016,0.430822199909016,1
33,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,613.946299999952,0.613946299999952,1
33,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,1,665.972099988721,0.665972099988721,0
33,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,507.32330000028,0.50732330000028,1
33,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,931.815000018105,0.931815000018105,1
33,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,379.91180003155,0.37991180003155,1
33,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,882.934900000691,0.882934900000691,1
33,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,802.097299951129,0.802097299951129,1
33,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,1,457.68649992533,0.45768649992533,0
33,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,599.611400044523,0.599611400044523,1
33,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,667.161499965005,0.667161499965005,1
33,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,767.828300013207,0.767828300013207,1
33,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,659.71110004466,0.65971110004466,1
33,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,630.317499977536,0.630317499977536,1
33,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,760.374099947512,0.760374099947512,1
33,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,661.588600021787,0.661588600021787,0
33,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,742.387500009499,0.742387500009499,1
33,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,480.16560007818,0.48016560007818,1
33,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,744.627499952912,0.744627499952912,0
33,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,714.587899972685,0.714587899972685,1
33,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,573.293399997056,0.573293399997056,1
33,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,996.057600015774,0.996057600015774,1
33,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,861.733499914408,0.861733499914408,1
33,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,522.88989990484,0.52288989990484,1
33,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,467.493399977684,0.467493399977684,1
33,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,509.51540004462,0.50951540004462,1
33,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,1,797.0833000727,0.7970833000727,0
33,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,662.441399996169,0.662441399996169,1
33,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,1012.68589997198,1.01268589997198,0
33,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,434.115500072949,0.434115500072949,1
33,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,450.793600059114,0.450793600059114,1
33,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,689.387700054795,0.689387700054795,1
33,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,1,639.430899987929,0.639430899987929,0
33,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,936.948799993843,0.936948799993843,1
33,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,929.191699950024,0.929191699950024,1
33,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,576.126799918711,0.576126799918711,1
33,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,502.870499971323,0.502870499971323,1
33,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,750.649800058454,0.750649800058454,1
33,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,852.803799905814,0.852803799905814,1
33,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,527.406400069594,0.527406400069594,1
33,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,637.618600041606,0.637618600041606,1
33,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,1,679.305099998601,0.679305099998601,0
33,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,776.830599992536,0.776830599992536,1
33,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,582.63880002778,0.58263880002778,1
33,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,1,338.05120002944,0.33805120002944,0
33,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,743.993799900636,0.743993799900636,1
33,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,1,490.188000025228,0.490188000025228,0
33,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,474.653500015847,0.474653500015847,1
33,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,941.56429998111,0.94156429998111,1
33,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,653.057400020771,0.653057400020771,1
33,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,456.611500005238,0.456611500005238,0
33,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,554.108500014991,0.554108500014991,0
33,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,563.130299909972,0.563130299909972,1
33,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,580.436800024472,0.580436800024472,1
33,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,827.333300025202,0.827333300025202,1
33,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,764.880400034599,0.764880400034599,1
33,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,618.867999990471,0.618867999990471,1
33,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,812.176599982195,0.812176599982195,1
33,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,554.090100107715,0.554090100107715,1
33,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,547.651899978518,0.547651899978518,1
33,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,599.679599981755,0.599679599981755,1
33,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,503.455500002019,0.503455500002019,1
33,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,698.662600014359,0.698662600014359,1
33,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,670.393700012937,0.670393700012937,1
33,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,672.15760005638,0.67215760005638,1
33,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,588.901299983263,0.588901299983263,1
33,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,610.911400057375,0.610911400057375,1
33,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,703.458899981342,0.703458899981342,1
33,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,680.839600041509,0.680839600041509,1
33,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,1,498.756499961019,0.498756499961019,0
33,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,639.901200076565,0.639901200076565,1
33,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,1,631.828599958681,0.631828599958681,0
33,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,972.976800054312,0.972976800054312,1
33,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,661.6261000745,0.6616261000745,0
33,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,532.804799964651,0.532804799964651,1
33,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,637.837999965996,0.637837999965996,1
33,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,1,585.54020000156,0.58554020000156,0
33,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,599.238199996762,0.599238199996762,1
33,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,581.036300049163,0.581036300049163,1
33,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,532.016700017266,0.532016700017266,1
33,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,737.719599972479,0.737719599972479,1
33,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,739.823599928059,0.739823599928059,0
33,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,860.486900084652,0.860486900084652,1
33,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,690.57380000595,0.69057380000595,1
33,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,504.304700065404,0.504304700065404,1
33,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,1,481.951899942942,0.481951899942942,0
33,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,561.039800057188,0.561039800057188,1
33,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,536.842899979092,0.536842899979092,1
33,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,301.121500087902,0.301121500087902,1
33,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,531.408000038937,0.531408000038937,1
33,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,470.386100001633,0.470386100001633,1
33,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,447.906499961391,0.447906499961391,1
33,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,594.021199969575,0.594021199969575,1
33,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,1,446.772100054659,0.446772100054659,0
33,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,553.211600054055,0.553211600054055,1
33,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,512.228099978529,0.512228099978529,1
33,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,494.032799964771,0.494032799964771,1
33,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,838.877100031823,0.838877100031823,1
33,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,608.060900005512,0.608060900005512,1
33,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,641.005799989216,0.641005799989216,1
33,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,583.390999934636,0.583390999934636,1
33,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,1,680.057100020349,0.680057100020349,0
33,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,637.501199962571,0.637501199962571,1
33,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,532.495000050403,0.532495000050403,1
33,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,613.772499957122,0.613772499957122,1
33,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,610.336899990216,0.610336899990216,1
33,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,744.378400035203,0.744378400035203,0
33,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,733.205599943176,0.733205599943176,1
33,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,532.278000027873,0.532278000027873,1
33,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,561.635199934244,0.561635199934244,1
33,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,463.942600064911,0.463942600064911,1
33,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,501.047099940479,0.501047099940479,1
33,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,802.107200026512,0.802107200026512,1
33,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,815.874599968083,0.815874599968083,1
