Subject,Group,Task,Matching,Shape,Shape_Origin_Identity,Shape_English_Identity,Shape_Standardized_Identity,Label,Label_Origin_Identity,Label_English_Identity,Label_Standardized_Identity,Response,RT_ms,RT_sec,ACC
2,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,1,325.626600068063,0.325626600068063,0
2,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,677.276100032032,0.677276100032032,0
2,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,554.703100118786,0.554703100118786,1
2,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,544.843200128525,0.544843200128525,1
2,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,1,339.628500165418,0.339628500165418,0
2,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,245.184500236064,0.245184500236064,1
2,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,1,327.152700163424,0.327152700163424,0
2,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,535.878600087017,0.535878600087017,1
2,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,1,259.916299954057,0.259916299954057,0
2,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,292.977700242773,0.292977700242773,0
2,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,348.871500231326,0.348871500231326,1
2,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,282.302200095728,0.282302200095728,0
2,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,202.787599992007,0.202787599992007,1
2,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,229.917000280693,0.229917000280693,1
2,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,277.421300299466,0.277421300299466,1
2,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,244.730700040236,0.244730700040236,1
2,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,1,207.718000048772,0.207718000048772,0
2,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,1,497.576100053266,0.497576100053266,0
2,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,523.189200088382,0.523189200088382,0
2,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,261.101600015536,0.261101600015536,1
2,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,519.689500099048,0.519689500099048,1
2,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,410.011900123209,0.410011900123209,0
2,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,447.690600296482,0.447690600296482,1
2,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,820.648500230163,0.820648500230163,1
2,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,592.015699949116,0.592015699949116,1
2,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,329.527999972925,0.329527999972925,0
2,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,200.947400182486,0.200947400182486,0
2,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,239.042400149629,0.239042400149629,1
2,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,1,381.288600154221,0.381288600154221,0
2,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,227.596299955621,0.227596299955621,1
2,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,1,646.506300196052,0.646506300196052,0
2,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,213.584300130606,0.213584300130606,1
2,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,396.671200171113,0.396671200171113,1
2,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,310.108600184321,0.310108600184321,1
2,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,779.390700161457,0.779390700161457,1
2,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,448.886000085622,0.448886000085622,0
2,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,270.614300156012,0.270614300156012,1
2,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,286.719500087202,0.286719500087202,1
2,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,271.972000133246,0.271972000133246,1
2,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,375.647800276056,0.375647800276056,1
2,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,203.07040004991,0.20307040004991,1
2,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,317.019500071183,0.317019500071183,1
2,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,291.909200139344,0.291909200139344,0
2,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,552.650900091976,0.552650900091976,1
2,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,1,358.974599977955,0.358974599977955,0
2,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,1,276.183800073341,0.276183800073341,0
2,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,1,285.098100081086,0.285098100081086,0
2,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,239.910900127143,0.239910900127143,1
2,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,276.554699987173,0.276554699987173,1
2,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,269.14030010812,0.26914030010812,0
2,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,477.402900112793,0.477402900112793,1
2,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,1,274.434600258246,0.274434600258246,0
2,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,501.884700031951,0.501884700031951,1
2,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,1,240.741100162268,0.240741100162268,0
2,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,259.967000223696,0.259967000223696,1
2,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,258.95639997907,0.25895639997907,1
2,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,704.391500214115,0.704391500214115,1
2,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,427.150100003928,0.427150100003928,0
2,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,1,531.717400066555,0.531717400066555,0
2,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,537.90790005587,0.53790790005587,1
2,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,1,720.88160016574,0.72088160016574,0
2,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,356.65150010027,0.35665150010027,0
2,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,531.621700152755,0.531621700152755,1
2,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,495.339500019327,0.495339500019327,1
2,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,328.105899970978,0.328105899970978,1
2,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,1049.3954999838,1.0493954999838,1
2,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,941.362200304866,0.941362200304866,1
2,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,402.104200096801,0.402104200096801,1
2,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,837.079900084063,0.837079900084063,1
2,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,1,659.441899973899,0.659441899973899,0
2,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,371.709000086412,0.371709000086412,1
2,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,732.826900202781,0.732826900202781,1
2,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,311.109200119972,0.311109200119972,1
2,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,1,268.312800209969,0.268312800209969,0
2,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,416.194700170308,0.416194700170308,1
2,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,598.743800073862,0.598743800073862,0
2,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,430.289800278842,0.430289800278842,1
2,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,1,318.069100147113,0.318069100147113,0
2,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,665.630700066686,0.665630700066686,1
2,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,524.299399927258,0.524299399927258,1
2,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,1,581.78020012565,0.58178020012565,0
2,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,1008.37510009296,1.00837510009296,0
2,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,863.003800157458,0.863003800157458,1
2,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,579.839400248602,0.579839400248602,1
2,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,523.025000002235,0.523025000002235,1
2,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,228.638000087813,0.228638000087813,1
2,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,564.804500201717,0.564804500201717,1
2,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,1,834.134300006554,0.834134300006554,0
2,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,576.331299962476,0.576331299962476,1
2,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,433.541900012642,0.433541900012642,1
2,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,399.619800038636,0.399619800038636,0
2,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,1,461.175800301135,0.461175800301135,0
2,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,585.492700105533,0.585492700105533,1
2,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,1,801.138200331479,0.801138200331479,0
2,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,315.215999959037,0.315215999959037,1
2,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,1,446.3531000074,0.4463531000074,0
2,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,274.482400156558,0.274482400156558,1
2,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,1,292.348799994215,0.292348799994215,0
2,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,413.556399988011,0.413556399988011,1
2,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,249.976800056174,0.249976800056174,1
2,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,1,563.298900146037,0.563298900146037,0
2,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,219.223800115287,0.219223800115287,0
2,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,495.212800102308,0.495212800102308,1
2,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,693.882700055838,0.693882700055838,0
2,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,744.113000109792,0.744113000109792,1
2,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,926.810200093314,0.926810200093314,1
2,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,1,606.37339996174,0.60637339996174,0
2,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,498.233700171113,0.498233700171113,0
2,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,218.214500229806,0.218214500229806,1
2,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,1,584.267700091004,0.584267700091004,0
2,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,314.308900153264,0.314308900153264,0
2,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,325.36970009096,0.32536970009096,1
2,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,531.728300265968,0.531728300265968,1
2,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,647.250400157645,0.647250400157645,0
2,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,435.171900084242,0.435171900084242,1
2,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,545.214700046927,0.545214700046927,1
2,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,799.160500289872,0.799160500289872,1
2,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,593.017000006512,0.593017000006512,1
2,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,509.500900050625,0.509500900050625,1
2,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,609.534000279382,0.609534000279382,1
2,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,625.097700161859,0.625097700161859,1
2,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,478.262400021777,0.478262400021777,1
2,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,305.973600130528,0.305973600130528,0
2,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,610.382600221783,0.610382600221783,1
2,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,498.664900194854,0.498664900194854,1
2,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,651.253300020471,0.651253300020471,0
2,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,539.453900186345,0.539453900186345,1
2,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,524.871800094843,0.524871800094843,1
2,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,1,494.016700191423,0.494016700191423,0
2,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,544.856799999252,0.544856799999252,1
2,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,769.768300233409,0.769768300233409,0
2,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,643.905200064182,0.643905200064182,1
2,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,416.574000148103,0.416574000148103,1
2,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,912.27040020749,0.91227040020749,1
2,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,624.366000294685,0.624366000294685,1
2,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,432.049100054428,0.432049100054428,1
2,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,261.797599960119,0.261797599960119,0
2,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,610.795000102371,0.610795000102371,1
2,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,597.01620019041,0.59701620019041,0
2,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,251.37050030753,0.25137050030753,1
2,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,1032.61559992097,1.03261559992097,1
2,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,636.287300148979,0.636287300148979,1
2,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,687.533800024539,0.687533800024539,1
2,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,892.123900121078,0.892123900121078,1
2,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,531.796100083739,0.531796100083739,1
2,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,490.248600021005,0.490248600021005,0
2,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,591.878700302914,0.591878700302914,1
2,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,540.136100025848,0.540136100025848,1
2,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,799.303699983284,0.799303699983284,1
2,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,1,340.331400046125,0.340331400046125,0
2,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,1,244.1125002224,0.2441125002224,0
2,general self task,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,379.317600047216,0.379317600047216,1
2,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,1,321.839100215584,0.321839100215584,0
2,general self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,732.768000103533,0.732768000103533,1
2,general self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,402.876100037247,0.402876100037247,1
2,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,911.695700138807,0.911695700138807,0
2,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,253.414200153202,0.253414200153202,1
2,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,249.208700144663,0.249208700144663,1
2,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,364.971000002697,0.364971000002697,0
2,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,313.204500125721,0.313204500125721,1
2,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,0,329.991400009021,0.329991400009021,0
2,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,0,217.011700151488,0.217011700151488,0
2,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,0,296.180700184777,0.296180700184777,0
2,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,0,220.368900103495,0.220368900103495,0
2,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,0,215.832600137219,0.215832600137219,0
2,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,303.58330020681,0.30358330020681,1
2,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,208.71530030854,0.20871530030854,1
2,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,571.716300211847,0.571716300211847,1
2,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,0,456.205400172621,0.456205400172621,0
2,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,254.272900056094,0.254272900056094,1
2,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,317.197900265455,0.317197900265455,1
2,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,0,271.359000122175,0.271359000122175,0
2,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,465.652500046417,0.465652500046417,1
2,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,608.572399942204,0.608572399942204,0
2,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,0,636.738199973479,0.636738199973479,0
2,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,551.413099979982,0.551413099979982,1
2,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,504.435900133103,0.504435900133103,0
2,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,515.442200005054,0.515442200005054,0
2,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,0,213.995900237933,0.213995900237933,0
2,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,440.162800019607,0.440162800019607,1
2,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,0,426.488399971277,0.426488399971277,0
2,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,0,698.683900292963,0.698683900292963,0
2,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,342.196600046009,0.342196600046009,1
2,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,0,667.985800188035,0.667985800188035,0
2,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,307.222600094974,0.307222600094974,1
2,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,319.941499968991,0.319941499968991,1
2,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,366.880500223488,0.366880500223488,1
2,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,204.134700121358,0.204134700121358,1
2,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,331.164500210434,0.331164500210434,0
2,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,0,372.599200112745,0.372599200112745,0
2,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,237.297600135207,0.237297600135207,1
2,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,386.56760007143,0.38656760007143,1
2,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,265.171900158748,0.265171900158748,1
2,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,288.654800271615,0.288654800271615,0
2,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,339.77820025757,0.33977820025757,0
2,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,0,283.568400191143,0.283568400191143,0
2,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,0,426.20290024206,0.42620290024206,0
2,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,230.199500219896,0.230199500219896,0
2,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,0,220.584199996665,0.220584199996665,0
2,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,327.506400179118,0.327506400179118,1
2,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,238.087200094014,0.238087200094014,1
2,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,0,423.229400068521,0.423229400068521,0
2,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,283.740900224075,0.283740900224075,1
2,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,249.803300015628,0.249803300015628,1
2,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,430.597600294277,0.430597600294277,1
2,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,0,547.530400101095,0.547530400101095,0
2,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,0,358.959400095046,0.358959400095046,0
2,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,460.281200008467,0.460281200008467,1
2,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,0,250.715100206435,0.250715100206435,0
2,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,251.441800035536,0.251441800035536,1
2,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,567.55689997226,0.56755689997226,1
2,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,452.606700127944,0.452606700127944,1
2,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,0,507.779299980029,0.507779299980029,0
2,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,285.975399892777,0.285975399892777,0
2,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,0,715.137500083074,0.715137500083074,0
2,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,0,217.112800106406,0.217112800106406,0
2,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,366.636899998412,0.366636899998412,1
2,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,909.777000080794,0.909777000080794,1
2,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,635.565400123596,0.635565400123596,1
2,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,399.047200102359,0.399047200102359,1
2,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,632.93690001592,0.63293690001592,1
2,general self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,340.388600016013,0.340388600016013,1
2,general self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,0,725.929100066423,0.725929100066423,0
2,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,691.926800180227,0.691926800180227,1
2,general self task,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,876.932899933308,0.876932899933308,1
