match,shape_identity,corr,rt,subj_idx,response,task
0,3,1,0.652742099948227,1,0,1
0,1,1,0.820477599976584,1,0,1
0,2,1,0.576100700069219,1,0,1
0,1,1,0.598566400120035,1,0,1
0,3,1,0.709308800054714,1,0,1
0,1,0,0.574823900125921,1,1,1
0,2,1,0.62043090024963,1,0,1
0,3,1,0.695554099977016,1,0,1
0,2,1,0.745347400195897,1,0,1
0,2,1,0.578120600199327,1,0,1
0,3,0,0.831706600263715,1,1,1
0,1,1,0.674267200287431,1,0,1
0,3,1,0.850521600106731,1,0,1
0,3,1,0.745920900022611,1,0,1
0,1,1,0.536091200076044,1,0,1
0,3,1,0.45928950002417,1,0,1
0,2,1,0.537185400025919,1,0,1
0,2,1,0.458534000208601,1,0,1
0,1,1,0.564954299945384,1,0,1
0,3,1,0.611598100047559,1,0,1
0,2,1,0.725966100115329,1,0,1
0,2,1,0.479014300275594,1,0,1
0,2,0,0.349209500011057,1,1,1
0,1,1,0.645353600149974,1,0,1
0,3,1,0.568162000039592,1,0,1
0,3,1,0.64616690017283,1,0,1
0,3,1,0.645606300095096,1,0,1
0,2,1,0.625166700221598,1,0,1
0,2,1,0.469315800117329,1,0,1
0,1,1,0.486204599961638,1,0,1
1,2,0,0.480100000044331,1,0,1
1,3,1,0.628363400232047,1,1,1
1,1,1,0.975709400139749,1,1,1
1,3,0,0.728213099995628,1,0,1
1,3,1,0.62730300007388,1,1,1
1,3,1,0.811597000109032,1,1,1
1,2,1,0.721322600031272,1,1,1
1,3,0,0.580741500016302,1,0,1
1,2,0,0.780582200037315,1,0,1
1,1,1,0.716338500147685,1,1,1
1,3,1,0.442376600112766,1,1,1
1,3,1,0.382785100024194,1,1,1
1,3,1,0.7275685002096,1,1,1
1,2,1,0.566585300024599,1,1,1
1,1,1,0.528369700070471,1,1,1
1,2,0,0.61530559998937,1,0,1
1,3,1,1.02210550010204,1,1,1
1,2,1,0.662202100269496,1,1,1
1,1,1,0.535484899999574,1,1,1
1,2,1,0.538852900033817,1,1,1
1,3,0,0.7225735001266,1,0,1
1,3,1,0.615710600046441,1,1,1
1,1,1,0.604475400177762,1,1,1
1,2,1,0.917053600074723,1,1,1
1,3,1,0.497596699977294,1,1,1
1,1,1,0.771883700042963,1,1,1
1,3,1,0.532601700164378,1,1,1
1,1,1,0.679866899969056,1,1,1
1,2,1,0.863970000296831,1,1,1
1,1,1,0.450946000171825,1,1,1
1,2,1,0.517593800090253,1,1,1
1,3,1,0.326611200114712,1,1,1
1,1,1,0.700951900100335,1,1,1
1,1,1,0.516998900100589,1,1,1
1,3,1,0.684510200284421,1,1,1
1,1,1,0.751150500029325,1,1,1
1,3,0,0.59738070005551,1,0,1
1,1,1,0.437961800023913,1,1,1
1,3,1,0.469601100077853,1,1,1
1,2,1,0.375810600118712,1,1,1
1,2,1,0.596822500228882,1,1,1
1,3,1,0.690679599996656,1,1,1
1,1,1,0.513359200209379,1,1,1
1,3,1,0.892054399941117,1,1,1
1,3,1,0.689980700146407,1,1,1
1,3,1,0.813155899988487,1,1,1
1,1,0,1.0631601002533,1,0,1
1,2,1,0.697160399984568,1,1,1
1,2,1,0.504245399963111,1,1,1
1,2,1,0.424151200102642,1,1,1
1,1,1,0.674413200234994,1,1,1
1,2,1,0.594639900140464,1,1,1
1,2,0,0.755540000041947,1,0,1
1,2,0,0.52517390018329,1,0,1
1,1,1,0.422407100209966,1,1,1
1,3,1,0.613983300048858,1,1,1
1,1,1,0.409540999913588,1,1,1
1,1,0,0.629039800260216,1,0,1
1,1,0,0.973502900218591,1,0,1
1,1,1,0.383608500240371,1,1,1
1,1,1,0.522828500252217,1,1,1
1,1,1,0.36483920016326,1,1,1
1,1,1,0.451895199948922,1,1,1
1,3,1,0.736007000086829,1,1,1
1,1,0,0.578627400100231,1,0,1
1,1,1,0.492461600108072,1,1,1
1,1,1,0.523496800102293,1,1,1
1,2,1,0.532469900324941,1,1,1
1,3,1,0.56617800029926,1,1,1
1,3,0,0.628898500232026,1,0,1
1,2,1,0.753131200093776,1,1,1
1,3,1,0.893229900160804,1,1,1
1,2,1,0.609409800032154,1,1,1
1,1,1,0.6866936001461,1,1,1
1,3,1,0.704351400025189,1,1,1
1,3,1,0.610025100177154,1,1,1
1,3,1,0.456871700240299,1,1,1
1,2,1,0.580690700095147,1,1,1
1,2,1,0.586775500094518,1,1,1
1,2,1,0.606532800244167,1,1,1
1,2,1,0.508685300126672,1,1,1
1,3,1,0.739941800013185,1,1,1
1,1,1,0.450051800115034,1,1,1
1,2,1,0.979565500048921,1,1,1
1,3,1,0.572873300174251,1,1,1
1,2,1,0.534972000168636,1,1,1
1,2,1,0.512361699948087,1,1,1
1,2,1,0.677885600132868,1,1,1
1,3,1,0.63488950021565,1,1,1
