"Subject","Trial","Block","Shape","Label","Matching","ACC","RT_ms","Resp","Cresp","bed","Condition"
29,119,30,"Kreis.png","Ich","Matching",1,356,"d","d","L2m","Ass2"
29,120,30,"Dreieck.png","Fremder","Matching",1,389,"d","d","L1m","Ass2"
29,121,31,"Kreis.png","Fremder","Nonmatching",1,549,"k","k","L1n","Ass2"
29,122,31,"Dreieck.png","Fremder","Matching",1,561,"d","d","L1m","Ass2"
29,123,31,"Kreis.png","Ich","Matching",1,376,"d","d","L2m","Ass2"
29,124,31,"Dreieck.png","Ich","Nonmatching",1,475,"k","k","L2n","Ass2"
29,125,32,"Dreieck.png","Fremder","Matching",1,608,"d","d","L1m","Ass2"
29,126,32,"Kreis.png","Ich","Matching",1,334,"d","d","L2m","Ass2"
29,127,32,"Dreieck.png","Ich","Nonmatching",1,438,"k","k","L2n","Ass2"
29,128,32,"Kreis.png","Fremder","Nonmatching",1,532,"k","k","L1n","Ass2"
30,1,1,"Kreis.png","Ich","Matching",0,3390,"k","d","L2m","Ass2"
30,2,1,"Dreieck.png","Fremder","Matching",1,1203,"d","d","L1m","Ass2"
30,3,1,"Dreieck.png","Ich","Nonmatching",0,1191,"d","k","L2n","Ass2"
30,4,1,"Kreis.png","Fremder","Nonmatching",0,3305,"d","k","L1n","Ass2"
30,5,2,"Kreis.png","Fremder","Nonmatching",0,1615,"d","k","L1n","Ass2"
30,6,2,"Kreis.png","Ich","Matching",0,696,"k","d","L2m","Ass2"
30,7,2,"Dreieck.png","Fremder","Matching",1,903,"d","d","L1m","Ass2"
30,8,2,"Dreieck.png","Ich","Nonmatching",0,921,"d","k","L2n","Ass2"
30,9,3,"Kreis.png","Ich","Matching",0,747,"k","d","L2m","Ass2"
30,10,3,"Kreis.png","Fremder","Nonmatching",0,814,"d","k","L1n","Ass2"
30,11,3,"Dreieck.png","Ich","Nonmatching",0,1137,"d","k","L2n","Ass2"
30,12,3,"Dreieck.png","Fremder","Matching",0,511,"k","d","L1m","Ass2"
30,13,4,"Kreis.png","Fremder","Nonmatching",0,819,"d","k","L1n","Ass2"
30,14,4,"Kreis.png","Ich","Matching",0,724,"k","d","L2m","Ass2"
30,15,4,"Dreieck.png","Ich","Nonmatching",0,675,"d","k","L2n","Ass2"
30,16,4,"Dreieck.png","Fremder","Matching",0,839,"k","d","L1m","Ass2"
30,17,5,"Dreieck.png","Fremder","Matching",0,613,"k","d","L1m","Ass2"
30,18,5,"Dreieck.png","Ich","Nonmatching",0,688,"d","k","L2n","Ass2"
30,19,5,"Kreis.png","Fremder","Nonmatching",0,663,"d","k","L1n","Ass2"
30,20,5,"Kreis.png","Ich","Matching",0,628,"k","d","L2m","Ass2"
30,21,6,"Kreis.png","Fremder","Nonmatching",0,1310,"d","k","L1n","Ass2"
30,22,6,"Kreis.png","Ich","Matching",0,673,"k","d","L2m","Ass2"
30,23,6,"Dreieck.png","Ich","Nonmatching",0,1336,"d","k","L2n","Ass2"
30,24,6,"Dreieck.png","Fremder","Matching",0,2450,"k","d","L1m","Ass2"
30,25,7,"Kreis.png","Fremder","Nonmatching",0,833,"d","k","L1n","Ass2"
30,26,7,"Dreieck.png","Ich","Nonmatching",0,913,"d","k","L2n","Ass2"
30,27,7,"Kreis.png","Ich","Matching",0,1131,"k","d","L2m","Ass2"
30,28,7,"Dreieck.png","Fremder","Matching",1,733,"d","d","L1m","Ass2"
30,29,8,"Dreieck.png","Ich","Nonmatching",0,670,"d","k","L2n","Ass2"
30,30,8,"Dreieck.png","Fremder","Matching",0,894,"k","d","L1m","Ass2"
30,31,8,"Kreis.png","Fremder","Nonmatching",0,1045,"d","k","L1n","Ass2"
30,32,8,"Kreis.png","Ich","Matching",0,834,"k","d","L2m","Ass2"
30,33,9,"Dreieck.png","Ich","Nonmatching",0,664,"d","k","L2n","Ass2"
30,34,9,"Kreis.png","Fremder","Nonmatching",1,917,"k","k","L1n","Ass2"
30,35,9,"Dreieck.png","Fremder","Matching",0,895,"k","d","L1m","Ass2"
30,36,9,"Kreis.png","Ich","Matching",0,728,"k","d","L2m","Ass2"
30,37,10,"Kreis.png","Ich","Matching",0,649,"k","d","L2m","Ass2"
30,38,10,"Dreieck.png","Ich","Nonmatching",0,629,"d","k","L2n","Ass2"
30,39,10,"Kreis.png","Fremder","Nonmatching",0,739,"d","k","L1n","Ass2"
30,40,10,"Dreieck.png","Fremder","Matching",0,641,"k","d","L1m","Ass2"
30,41,11,"Dreieck.png","Ich","Nonmatching",0,749,"d","k","L2n","Ass2"
30,42,11,"Kreis.png","Fremder","Nonmatching",1,836,"k","k","L1n","Ass2"
30,43,11,"Dreieck.png","Fremder","Matching",0,1569,"k","d","L1m","Ass2"
30,44,11,"Kreis.png","Ich","Matching",0,1033,"k","d","L2m","Ass2"
30,45,12,"Kreis.png","Fremder","Nonmatching",0,541,"d","k","L1n","Ass2"
30,46,12,"Kreis.png","Ich","Matching",0,499,"k","d","L2m","Ass2"
30,47,12,"Dreieck.png","Fremder","Matching",1,760,"d","d","L1m","Ass2"
30,48,12,"Dreieck.png","Ich","Nonmatching",0,896,"d","k","L2n","Ass2"
30,49,13,"Dreieck.png","Fremder","Matching",0,1021,"k","d","L1m","Ass2"
30,50,13,"Kreis.png","Ich","Matching",0,704,"k","d","L2m","Ass2"
30,51,13,"Kreis.png","Fremder","Nonmatching",0,1147,"d","k","L1n","Ass2"
30,52,13,"Dreieck.png","Ich","Nonmatching",0,857,"d","k","L2n","Ass2"
30,53,14,"Dreieck.png","Ich","Nonmatching",0,1066,"d","k","L2n","Ass2"
30,54,14,"Dreieck.png","Fremder","Matching",0,1466,"k","d","L1m","Ass2"
30,55,14,"Kreis.png","Fremder","Nonmatching",0,688,"d","k","L1n","Ass2"
30,56,14,"Kreis.png","Ich","Matching",0,648,"k","d","L2m","Ass2"
30,57,15,"Dreieck.png","Fremder","Matching",1,647,"d","d","L1m","Ass2"
30,58,15,"Kreis.png","Fremder","Nonmatching",0,1297,"d","k","L1n","Ass2"
30,59,15,"Dreieck.png","Ich","Nonmatching",1,540,"k","k","L2n","Ass2"
30,60,15,"Kreis.png","Ich","Matching",0,583,"k","d","L2m","Ass2"
30,61,16,"Dreieck.png","Fremder","Matching",0,921,"k","d","L1m","Ass2"
30,62,16,"Dreieck.png","Ich","Nonmatching",0,835,"d","k","L2n","Ass2"
30,63,16,"Kreis.png","Fremder","Nonmatching",0,831,"d","k","L1n","Ass2"
30,64,16,"Kreis.png","Ich","Matching",0,613,"k","d","L2m","Ass2"
30,65,17,"Kreis.png","Fremder","Nonmatching",0,896,"d","k","L1n","Ass2"
30,66,17,"Dreieck.png","Fremder","Matching",0,847,"k","d","L1m","Ass2"
30,67,17,"Dreieck.png","Ich","Nonmatching",1,665,"k","k","L2n","Ass2"
30,68,17,"Kreis.png","Ich","Matching",0,572,"k","d","L2m","Ass2"
30,69,18,"Dreieck.png","Ich","Nonmatching",1,1121,"k","k","L2n","Ass2"
30,70,18,"Kreis.png","Ich","Matching",0,548,"k","d","L2m","Ass2"
30,71,18,"Kreis.png","Fremder","Nonmatching",0,1077,"d","k","L1n","Ass2"
30,72,18,"Dreieck.png","Fremder","Matching",0,1299,"k","d","L1m","Ass2"
30,73,19,"Kreis.png","Ich","Matching",0,723,"k","d","L2m","Ass2"
30,74,19,"Dreieck.png","Fremder","Matching",0,1155,"k","d","L1m","Ass2"
30,75,19,"Kreis.png","Fremder","Nonmatching",0,669,"d","k","L1n","Ass2"
30,76,19,"Dreieck.png","Ich","Nonmatching",0,695,"d","k","L2n","Ass2"
30,77,20,"Dreieck.png","Fremder","Matching",0,526,"k","d","L1m","Ass2"
30,78,20,"Kreis.png","Ich","Matching",0,710,"k","d","L2m","Ass2"
30,79,20,"Kreis.png","Fremder","Nonmatching",0,833,"d","k","L1n","Ass2"
30,80,20,"Dreieck.png","Ich","Nonmatching",0,854,"d","k","L2n","Ass2"
30,81,21,"Kreis.png","Ich","Matching",0,605,"k","d","L2m","Ass2"
30,82,21,"Dreieck.png","Ich","Nonmatching",0,689,"d","k","L2n","Ass2"
30,83,21,"Dreieck.png","Fremder","Matching",0,897,"k","d","L1m","Ass2"
30,84,21,"Kreis.png","Fremder","Nonmatching",0,719,"d","k","L1n","Ass2"
30,85,22,"Kreis.png","Ich","Matching",0,694,"k","d","L2m","Ass2"
30,86,22,"Kreis.png","Fremder","Nonmatching",0,859,"d","k","L1n","Ass2"
30,87,22,"Dreieck.png","Fremder","Matching",0,946,"k","d","L1m","Ass2"
30,88,22,"Dreieck.png","Ich","Nonmatching",1,650,"k","k","L2n","Ass2"
30,89,23,"Dreieck.png","Ich","Nonmatching",0,1052,"d","k","L2n","Ass2"
30,90,23,"Kreis.png","Fremder","Nonmatching",0,900,"d","k","L1n","Ass2"
30,91,23,"Dreieck.png","Fremder","Matching",0,897,"k","d","L1m","Ass2"
30,92,23,"Kreis.png","Ich","Matching",0,604,"k","d","L2m","Ass2"
30,93,24,"Dreieck.png","Ich","Nonmatching",1,538,"k","k","L2n","Ass2"
30,94,24,"Kreis.png","Ich","Matching",0,679,"k","d","L2m","Ass2"
30,95,24,"Kreis.png","Fremder","Nonmatching",0,791,"d","k","L1n","Ass2"
30,96,24,"Dreieck.png","Fremder","Matching",0,832,"k","d","L1m","Ass2"
30,97,25,"Dreieck.png","Ich","Nonmatching",0,750,"d","k","L2n","Ass2"
30,98,25,"Dreieck.png","Fremder","Matching",0,1064,"k","d","L1m","Ass2"
30,99,25,"Kreis.png","Ich","Matching",0,674,"k","d","L2m","Ass2"
30,100,25,"Kreis.png","Fremder","Nonmatching",0,839,"d","k","L1n","Ass2"
30,101,26,"Dreieck.png","Fremder","Matching",0,892,"k","d","L1m","Ass2"
30,102,26,"Kreis.png","Fremder","Nonmatching",0,1217,"d","k","L1n","Ass2"
30,103,26,"Dreieck.png","Ich","Nonmatching",0,1100,"d","k","L2n","Ass2"
30,104,26,"Kreis.png","Ich","Matching",0,547,"k","d","L2m","Ass2"
30,105,27,"Dreieck.png","Ich","Nonmatching",0,1128,"d","k","L2n","Ass2"
30,106,27,"Dreieck.png","Fremder","Matching",0,1310,"k","d","L1m","Ass2"
30,107,27,"Kreis.png","Ich","Matching",0,814,"k","d","L2m","Ass2"
30,108,27,"Kreis.png","Fremder","Nonmatching",0,844,"d","k","L1n","Ass2"
30,109,28,"Kreis.png","Ich","Matching",0,673,"k","d","L2m","Ass2"
30,110,28,"Kreis.png","Fremder","Nonmatching",0,654,"d","k","L1n","Ass2"
30,111,28,"Dreieck.png","Fremder","Matching",0,681,"k","d","L1m","Ass2"
30,112,28,"Dreieck.png","Ich","Nonmatching",0,827,"d","k","L2n","Ass2"
30,113,29,"Kreis.png","Ich","Matching",0,764,"k","d","L2m","Ass2"
30,114,29,"Kreis.png","Fremder","Nonmatching",0,694,"d","k","L1n","Ass2"
30,115,29,"Dreieck.png","Ich","Nonmatching",0,752,"d","k","L2n","Ass2"
30,116,29,"Dreieck.png","Fremder","Matching",0,690,"k","d","L1m","Ass2"
30,117,30,"Dreieck.png","Ich","Nonmatching",0,746,"d","k","L2n","Ass2"
30,118,30,"Kreis.png","Ich","Matching",0,568,"k","d","L2m","Ass2"
30,119,30,"Kreis.png","Fremder","Nonmatching",0,783,"d","k","L1n","Ass2"
30,120,30,"Dreieck.png","Fremder","Matching",0,724,"k","d","L1m","Ass2"
30,121,31,"Kreis.png","Ich","Matching",0,605,"k","d","L2m","Ass2"
30,122,31,"Dreieck.png","Fremder","Matching",0,857,"k","d","L1m","Ass2"
30,123,31,"Dreieck.png","Ich","Nonmatching",0,601,"d","k","L2n","Ass2"
30,124,31,"Kreis.png","Fremder","Nonmatching",0,925,"d","k","L1n","Ass2"
30,125,32,"Kreis.png","Ich","Matching",0,537,"k","d","L2m","Ass2"
30,126,32,"Dreieck.png","Fremder","Matching",0,793,"k","d","L1m","Ass2"
30,127,32,"Dreieck.png","Ich","Nonmatching",0,882,"d","k","L2n","Ass2"
30,128,32,"Kreis.png","Fremder","Nonmatching",0,789,"d","k","L1n","Ass2"
31,1,1,"Dreieck.png","Ich","Matching",1,2031,"d","d","L1m","Ass1"
31,2,1,"Dreieck.png","Fremder","Nonmatching",1,1269,"k","k","L2n","Ass1"
31,3,1,"Kreis.png","Fremder","Matching",1,1510,"d","d","L2m","Ass1"
31,4,1,"Kreis.png","Ich","Nonmatching",0,1144,"d","k","L1n","Ass1"
31,5,2,"Kreis.png","Fremder","Matching",0,2015,"k","d","L2m","Ass1"
31,6,2,"Kreis.png","Ich","Nonmatching",1,1953,"k","k","L1n","Ass1"
31,7,2,"Dreieck.png","Ich","Matching",1,787,"d","d","L1m","Ass1"
31,8,2,"Dreieck.png","Fremder","Nonmatching",0,1564,"d","k","L2n","Ass1"
31,9,3,"Dreieck.png","Ich","Matching",1,764,"d","d","L1m","Ass1"
31,10,3,"Kreis.png","Ich","Nonmatching",1,1675,"k","k","L1n","Ass1"
31,11,3,"Dreieck.png","Fremder","Nonmatching",1,2987,"k","k","L2n","Ass1"
31,12,3,"Kreis.png","Fremder","Matching",1,868,"d","d","L2m","Ass1"
31,13,4,"Kreis.png","Ich","Nonmatching",1,1248,"k","k","L1n","Ass1"
31,14,4,"Dreieck.png","Ich","Matching",1,989,"d","d","L1m","Ass1"
31,15,4,"Kreis.png","Fremder","Matching",1,1446,"d","d","L2m","Ass1"
31,16,4,"Dreieck.png","Fremder","Nonmatching",1,1416,"k","k","L2n","Ass1"
31,17,5,"Kreis.png","Fremder","Matching",1,1814,"d","d","L2m","Ass1"
31,18,5,"Dreieck.png","Ich","Matching",1,883,"d","d","L1m","Ass1"
31,19,5,"Kreis.png","Ich","Nonmatching",1,1039,"k","k","L1n","Ass1"
31,20,5,"Dreieck.png","Fremder","Nonmatching",1,1533,"k","k","L2n","Ass1"
31,21,6,"Kreis.png","Ich","Nonmatching",1,846,"k","k","L1n","Ass1"
31,22,6,"Dreieck.png","Fremder","Nonmatching",1,1427,"k","k","L2n","Ass1"
31,23,6,"Dreieck.png","Ich","Matching",1,715,"d","d","L1m","Ass1"
31,24,6,"Kreis.png","Fremder","Matching",0,938,"k","d","L2m","Ass1"
31,25,7,"Dreieck.png","Ich","Matching",1,672,"d","d","L1m","Ass1"
31,26,7,"Kreis.png","Ich","Nonmatching",1,813,"k","k","L1n","Ass1"
31,27,7,"Dreieck.png","Fremder","Nonmatching",1,1399,"k","k","L2n","Ass1"
31,28,7,"Kreis.png","Fremder","Matching",1,1081,"d","d","L2m","Ass1"
31,29,8,"Dreieck.png","Fremder","Nonmatching",1,1210,"k","k","L2n","Ass1"
31,30,8,"Kreis.png","Fremder","Matching",1,1306,"d","d","L2m","Ass1"
31,31,8,"Dreieck.png","Ich","Matching",1,782,"d","d","L1m","Ass1"
31,32,8,"Kreis.png","Ich","Nonmatching",1,823,"k","k","L1n","Ass1"
31,33,9,"Kreis.png","Fremder","Matching",1,1083,"d","d","L2m","Ass1"
31,34,9,"Kreis.png","Ich","Nonmatching",1,973,"k","k","L1n","Ass1"
31,35,9,"Dreieck.png","Ich","Matching",1,798,"d","d","L1m","Ass1"
31,36,9,"Dreieck.png","Fremder","Nonmatching",1,1162,"k","k","L2n","Ass1"
31,37,10,"Dreieck.png","Fremder","Nonmatching",1,1396,"k","k","L2n","Ass1"
31,38,10,"Dreieck.png","Ich","Matching",1,688,"d","d","L1m","Ass1"
31,39,10,"Kreis.png","Fremder","Matching",1,915,"d","d","L2m","Ass1"
31,40,10,"Kreis.png","Ich","Nonmatching",1,1187,"k","k","L1n","Ass1"
31,41,11,"Dreieck.png","Fremder","Nonmatching",1,1605,"k","k","L2n","Ass1"
31,42,11,"Kreis.png","Ich","Nonmatching",1,1584,"k","k","L1n","Ass1"
31,43,11,"Dreieck.png","Ich","Matching",1,1209,"d","d","L1m","Ass1"
31,44,11,"Kreis.png","Fremder","Matching",1,1929,"d","d","L2m","Ass1"
31,45,12,"Kreis.png","Ich","Nonmatching",1,1406,"k","k","L1n","Ass1"
31,46,12,"Kreis.png","Fremder","Matching",1,1324,"d","d","L2m","Ass1"
31,47,12,"Dreieck.png","Fremder","Nonmatching",1,1270,"k","k","L2n","Ass1"
31,48,12,"Dreieck.png","Ich","Matching",1,814,"d","d","L1m","Ass1"
31,49,13,"Dreieck.png","Fremder","Nonmatching",1,1211,"k","k","L2n","Ass1"
31,50,13,"Kreis.png","Fremder","Matching",1,872,"d","d","L2m","Ass1"
31,51,13,"Kreis.png","Ich","Nonmatching",1,1031,"k","k","L1n","Ass1"
31,52,13,"Dreieck.png","Ich","Matching",1,845,"d","d","L1m","Ass1"
31,53,14,"Dreieck.png","Ich","Matching",1,843,"d","d","L1m","Ass1"
31,54,14,"Dreieck.png","Fremder","Nonmatching",1,1272,"k","k","L2n","Ass1"
31,55,14,"Kreis.png","Fremder","Matching",1,803,"d","d","L2m","Ass1"
31,56,14,"Kreis.png","Ich","Nonmatching",1,811,"k","k","L1n","Ass1"
31,57,15,"Dreieck.png","Ich","Matching",1,630,"d","d","L1m","Ass1"
31,58,15,"Kreis.png","Fremder","Matching",1,1277,"d","d","L2m","Ass1"
31,59,15,"Kreis.png","Ich","Nonmatching",1,727,"k","k","L1n","Ass1"
31,60,15,"Dreieck.png","Fremder","Nonmatching",1,1306,"k","k","L2n","Ass1"
31,61,16,"Dreieck.png","Fremder","Nonmatching",1,1396,"k","k","L2n","Ass1"
