"Subject","Trial","Shape","ShapeCode","Label","LabelCode","RespKey","RT","CorrectResp","SubjectName"
1,1,"triangle",2,"you",1,1,712,1,"test"
1,2,"pentagon",4,"stranger",2,1,476,1,"test"
1,3,"circle",3,"stranger",2,1,488,1,"test"
1,4,"triangle",2,"stranger",2,2,715,1,"test"
1,5,"pentagon",4,"you",1,1,629,1,"test"
1,6,"triangle",2,"stranger",2,2,577,1,"test"
1,7,"square",1,"you",1,2,541,1,"test"
1,8,"square",1,"you",1,2,515,1,"test"
1,9,"circle",3,"you",1,1,507,1,"test"
1,10,"square",1,"stranger",2,2,476,0,"test"
1,11,"triangle",2,"stranger",2,2,627,1,"test"
1,12,"square",1,"you",1,2,383,1,"test"
1,13,"square",1,"you",1,2,438,1,"test"
1,14,"triangle",2,"stranger",2,2,681,1,"test"
1,15,"triangle",2,"stranger",2,2,650,1,"test"
1,16,"square",1,"you",1,2,488,1,"test"
1,17,"circle",3,"stranger",2,1,552,1,"test"
1,18,"square",1,"stranger",2,1,618,1,"test"
1,19,"triangle",2,"stranger",2,2,729,1,"test"
1,20,"circle",3,"you",1,1,639,1,"test"
1,21,"pentagon",4,"you",1,1,545,1,"test"
1,22,"pentagon",4,"stranger",2,1,588,1,"test"
1,23,"square",1,"you",1,2,413,1,"test"
1,24,"triangle",2,"you",1,2,534,0,"test"
1,25,"triangle",2,"stranger",2,2,517,1,"test"
1,26,"pentagon",4,"you",1,1,559,1,"test"
1,27,"triangle",2,"stranger",2,2,636,1,"test"
1,28,"square",1,"you",1,2,507,1,"test"
1,29,"square",1,"you",1,2,489,1,"test"
1,30,"pentagon",4,"stranger",2,1,597,1,"test"
1,31,"square",1,"stranger",2,1,778,1,"test"
1,32,"square",1,"you",1,2,581,1,"test"
1,33,"circle",3,"you",1,1,583,1,"test"
1,34,"circle",3,"stranger",2,1,589,1,"test"
1,35,"triangle",2,"stranger",2,2,673,1,"test"
1,36,"triangle",2,"you",1,1,769,1,"test"
1,37,"triangle",2,"stranger",2,2,710,1,"test"
1,38,"circle",3,"stranger",2,1,516,1,"test"
1,39,"pentagon",4,"you",1,1,600,1,"test"
1,40,"square",1,"stranger",2,1,669,1,"test"
1,41,"square",1,"you",1,2,447,1,"test"
1,42,"circle",3,"you",1,1,617,1,"test"
1,43,"pentagon",4,"stranger",2,1,712,1,"test"
1,44,"square",1,"you",1,2,516,1,"test"
1,45,"triangle",2,"you",1,1,657,1,"test"
1,46,"triangle",2,"stranger",2,2,631,1,"test"
1,47,"square",1,"you",1,2,521,1,"test"
1,48,"triangle",2,"stranger",2,2,559,1,"test"
1,49,"triangle",2,"you",1,1,845,1,"test"
1,50,"square",1,"stranger",2,1,682,1,"test"
1,51,"triangle",2,"stranger",2,2,712,1,"test"
1,52,"triangle",2,"stranger",2,2,633,1,"test"
1,53,"pentagon",4,"stranger",2,2,911,0,"test"
1,54,"square",1,"you",1,2,584,1,"test"
1,55,"pentagon",4,"you",1,1,640,1,"test"
1,56,"square",1,"you",1,2,568,1,"test"
1,57,"triangle",2,"stranger",2,2,594,1,"test"
1,58,"circle",3,"stranger",2,1,530,1,"test"
1,59,"circle",3,"you",1,1,559,1,"test"
1,60,"square",1,"you",1,2,463,1,"test"
1,61,"triangle",2,"you",1,1,775,1,"test"
1,62,"pentagon",4,"stranger",2,1,544,1,"test"
1,63,"circle",3,"stranger",2,1,629,1,"test"
1,64,"triangle",2,"stranger",2,2,573,1,"test"
1,65,"pentagon",4,"you",1,1,514,1,"test"
1,66,"triangle",2,"stranger",2,2,554,1,"test"
1,67,"square",1,"you",1,2,457,1,"test"
1,68,"square",1,"you",1,2,462,1,"test"
1,69,"circle",3,"you",1,1,583,1,"test"
1,70,"square",1,"stranger",2,2,458,0,"test"
1,71,"triangle",2,"stranger",2,2,518,1,"test"
