"Subject","Trial","Shape","ShapeCode","Label","LabelCode","RespKey","RT","CorrectResp","SubjectName"
1,72,"square",1,"you",1,2,512,1,"test"
1,73,"square",1,"you",1,2,473,1,"test"
1,74,"triangle",2,"stranger",2,2,546,1,"test"
1,75,"triangle",2,"stranger",2,2,502,1,"test"
1,76,"square",1,"you",1,2,469,1,"test"
1,77,"circle",3,"stranger",2,1,1063,1,"test"
1,78,"square",1,"stranger",2,1,846,1,"test"
1,79,"triangle",2,"stranger",2,2,755,1,"test"
1,80,"circle",3,"you",1,1,754,1,"test"
1,81,"pentagon",4,"you",1,1,609,1,"test"
1,82,"pentagon",4,"stranger",2,1,645,1,"test"
1,83,"square",1,"you",1,2,426,1,"test"
1,84,"triangle",2,"you",1,2,491,0,"test"
1,85,"triangle",2,"stranger",2,2,586,1,"test"
1,86,"pentagon",4,"you",1,1,520,1,"test"
1,87,"triangle",2,"stranger",2,2,512,1,"test"
1,88,"square",1,"you",1,2,589,1,"test"
1,89,"square",1,"you",1,2,648,1,"test"
1,90,"pentagon",4,"stranger",2,1,574,1,"test"
1,91,"square",1,"stranger",2,2,774,0,"test"
1,92,"square",1,"you",1,2,486,1,"test"
1,93,"circle",3,"you",1,1,543,1,"test"
1,94,"circle",3,"stranger",2,1,509,1,"test"
1,95,"triangle",2,"stranger",2,2,659,1,"test"
1,96,"triangle",2,"you",1,1,586,1,"test"
1,97,"triangle",2,"stranger",2,2,915,1,"test"
1,98,"circle",3,"stranger",2,1,686,1,"test"
1,99,"pentagon",4,"you",1,1,564,1,"test"
1,100,"square",1,"stranger",2,1,854,1,"test"
1,101,"square",1,"you",1,2,427,1,"test"
1,102,"circle",3,"you",1,1,524,1,"test"
1,103,"pentagon",4,"stranger",2,1,551,1,"test"
1,104,"square",1,"you",1,2,519,1,"test"
1,105,"triangle",2,"you",1,1,709,1,"test"
1,106,"triangle",2,"stranger",2,2,620,1,"test"
1,107,"square",1,"you",1,2,597,1,"test"
1,108,"triangle",2,"stranger",2,2,570,1,"test"
1,109,"triangle",2,"you",1,1,648,1,"test"
1,110,"square",1,"stranger",2,1,590,1,"test"
1,111,"triangle",2,"stranger",2,2,559,1,"test"
1,112,"triangle",2,"stranger",2,2,495,1,"test"
1,113,"pentagon",4,"stranger",2,1,542,1,"test"
1,114,"square",1,"you",1,2,562,1,"test"
1,115,"pentagon",4,"you",1,1,595,1,"test"
1,116,"square",1,"you",1,2,453,1,"test"
1,117,"triangle",2,"stranger",2,2,585,1,"test"
1,118,"circle",3,"stranger",2,1,454,1,"test"
1,119,"circle",3,"you",1,1,526,1,"test"
1,120,"square",1,"you",1,2,436,1,"test"
2,1,"circle",3,"stranger",2,2,781,0,"test"
2,2,"square",1,"you",1,2,650,1,"test"
2,3,"square",1,"you",1,2,651,1,"test"
2,4,"square",1,"stranger",2,1,1019,1,"test"
2,5,"pentagon",4,"you",1,1,825,1,"test"
2,6,"triangle",2,"stranger",2,2,812,1,"test"
2,7,"triangle",2,"stranger",2,2,1278,1,"test"
2,8,"circle",3,"you",1,1,807,1,"test"
2,9,"square",1,"you",1,2,764,1,"test"
2,10,"pentagon",4,"stranger",2,1,842,1,"test"
2,11,"triangle",2,"you",1,1,869,1,"test"
2,12,"triangle",2,"stranger",2,2,1108,1,"test"
2,13,"square",1,"stranger",2,1,958,1,"test"
2,14,"pentagon",4,"you",1,1,1064,1,"test"
2,15,"circle",3,"you",1,2,759,0,"test"
2,16,"triangle",2,"you",1,1,1015,1,"test"
2,17,"pentagon",4,"stranger",2,1,804,1,"test"
2,18,"square",1,"you",1,2,653,1,"test"
2,19,"triangle",2,"stranger",2,2,861,1,"test"
2,20,"circle",3,"stranger",2,2,1170,0,"test"
2,21,"square",1,"you",1,2,725,1,"test"
2,22,"square",1,"you",1,2,949,1,"test"
2,23,"triangle",2,"stranger",2,1,614,0,"test"
2,24,"triangle",2,"stranger",2,2,1117,1,"test"
2,25,"triangle",2,"stranger",2,2,878,1,"test"
2,26,"square",1,"you",1,2,754,1,"test"
2,27,"triangle",2,"stranger",2,2,1000,1,"test"
2,28,"circle",3,"stranger",2,1,913,1,"test"
2,29,"square",1,"you",1,2,832,1,"test"
2,30,"square",1,"stranger",2,1,1189,1,"test"
2,31,"triangle",2,"stranger",2,2,938,1,"test"
2,32,"square",1,"you",1,2,787,1,"test"
2,33,"circle",3,"you",1,1,904,1,"test"
2,34,"pentagon",4,"stranger",2,1,912,1,"test"
2,35,"triangle",2,"you",1,1,1181,1,"test"
2,36,"pentagon",4,"you",1,1,833,1,"test"
2,37,"triangle",2,"stranger",2,2,912,1,"test"
2,38,"square",1,"you",1,2,780,1,"test"
2,39,"triangle",2,"you",1,1,1144,1,"test"
2,40,"circle",3,"stranger",2,1,868,1,"test"
2,41,"square",1,"you",1,2,630,1,"test"
2,42,"pentagon",4,"stranger",2,1,870,1,"test"
2,43,"square",1,"you",1,2,551,1,"test"
2,44,"triangle",2,"stranger",2,2,1086,1,"test"
2,45,"square",1,"stranger",2,1,805,1,"test"
2,46,"pentagon",4,"you",1,1,957,1,"test"
2,47,"circle",3,"you",1,1,999,1,"test"
2,48,"triangle",2,"stranger",2,2,841,1,"test"
2,49,"triangle",2,"stranger",2,2,947,1,"test"
2,50,"circle",3,"you",1,1,1145,1,"test"
2,51,"pentagon",4,"stranger",2,1,735,1,"test"
2,52,"circle",3,"stranger",2,1,1030,1,"test"
2,53,"triangle",2,"stranger",2,2,1060,1,"test"
2,54,"square",1,"you",1,2,741,1,"test"
2,55,"pentagon",4,"you",1,1,760,1,"test"
2,56,"square",1,"you",1,2,675,1,"test"
2,57,"triangle",2,"stranger",2,2,1011,1,"test"
2,58,"square",1,"stranger",2,1,996,1,"test"
2,59,"triangle",2,"you",1,1,1152,1,"test"
2,60,"square",1,"you",1,2,748,1,"test"
2,61,"circle",3,"stranger",2,1,961,1,"test"
2,62,"square",1,"you",1,2,702,1,"test"
2,63,"square",1,"you",1,2,686,1,"test"
2,64,"square",1,"stranger",2,1,840,1,"test"
2,65,"pentagon",4,"you",1,1,717,1,"test"
2,66,"triangle",2,"stranger",2,2,847,1,"test"
2,67,"triangle",2,"stranger",2,2,1210,1,"test"
2,68,"circle",3,"you",1,1,1031,1,"test"
2,69,"square",1,"you",1,2,898,1,"test"
2,70,"pentagon",4,"stranger",2,1,725,1,"test"
2,71,"triangle",2,"you",1,1,1027,1,"test"
2,72,"triangle",2,"stranger",2,2,1179,1,"test"
2,73,"square",1,"stranger",2,1,930,1,"test"
2,74,"pentagon",4,"you",1,1,745,1,"test"
2,75,"circle",3,"you",1,1,866,1,"test"
2,76,"triangle",2,"you",1,1,766,1,"test"
2,77,"pentagon",4,"stranger",2,1,771,1,"test"
2,78,"square",1,"you",1,2,628,1,"test"
2,79,"triangle",2,"stranger",2,2,847,1,"test"
2,80,"circle",3,"stranger",2,1,727,1,"test"
2,81,"square",1,"you",1,1,865,0,"test"
2,82,"square",1,"you",1,2,753,1,"test"
2,83,"triangle",2,"stranger",2,2,892,1,"test"
2,84,"triangle",2,"stranger",2,2,1138,1,"test"
2,85,"triangle",2,"stranger",2,2,909,1,"test"
2,86,"square",1,"you",1,2,654,1,"test"
2,87,"triangle",2,"stranger",2,2,882,1,"test"
2,88,"circle",3,"stranger",2,1,835,1,"test"
2,89,"square",1,"you",1,2,798,1,"test"
2,90,"square",1,"stranger",2,1,1277,1,"test"
2,91,"triangle",2,"stranger",2,2,1157,1,"test"
2,92,"square",1,"you",1,2,629,1,"test"
2,93,"circle",3,"you",1,1,1030,1,"test"
2,94,"pentagon",4,"stranger",2,1,891,1,"test"
2,95,"triangle",2,"you",1,1,1108,1,"test"
2,96,"pentagon",4,"you",1,1,740,1,"test"
2,97,"triangle",2,"stranger",2,2,957,1,"test"
2,98,"square",1,"you",1,2,758,1,"test"
2,99,"triangle",2,"you",1,1,879,1,"test"
2,100,"circle",3,"stranger",2,1,818,1,"test"
2,101,"square",1,"you",1,2,770,1,"test"
2,102,"pentagon",4,"stranger",2,1,696,1,"test"
2,103,"square",1,"you",1,2,834,1,"test"
2,104,"triangle",2,"stranger",2,2,1102,1,"test"
2,105,"square",1,"stranger",2,1,1080,1,"test"
2,106,"pentagon",4,"you",1,1,774,1,"test"
2,107,"circle",3,"you",1,1,792,1,"test"
2,108,"triangle",2,"stranger",2,2,850,1,"test"
2,109,"triangle",2,"stranger",2,2,813,1,"test"
2,110,"circle",3,"you",1,1,746,1,"test"
2,111,"pentagon",4,"stranger",2,1,683,1,"test"
2,112,"circle",3,"stranger",2,1,902,1,"test"
2,113,"triangle",2,"stranger",2,2,781,1,"test"
2,114,"square",1,"you",1,2,687,1,"test"
2,115,"pentagon",4,"you",1,1,590,1,"test"
2,116,"square",1,"you",1,2,591,1,"test"
2,117,"triangle",2,"stranger",2,2,744,1,"test"
2,118,"square",1,"stranger",2,1,958,1,"test"
2,119,"triangle",2,"you",1,1,918,1,"test"
2,120,"square",1,"you",1,2,637,1,"test"
3,1,"circle",3,"stranger",2,1,928,1,"test"
3,2,"pentagon",4,"you",1,1,621,1,"test"
3,3,"square",1,"you",1,2,744,1,"test"
3,4,"pentagon",4,"stranger",2,1,533,1,"test"
3,5,"triangle",2,"you",1,1,868,1,"test"
3,6,"triangle",2,"stranger",2,2,991,1,"test"
3,7,"triangle",2,"stranger",2,2,1031,1,"test"
3,8,"triangle",2,"stranger",2,2,687,1,"test"
3,9,"square",1,"you",1,2,882,1,"test"
3,10,"circle",3,"you",1,1,660,1,"test"
3,11,"square",1,"stranger",2,1,1071,1,"test"
3,12,"square",1,"you",1,2,773,1,"test"
3,13,"triangle",2,"stranger",2,2,789,1,"test"
3,14,"square",1,"stranger",2,1,1355,1,"test"
3,15,"triangle",2,"stranger",2,2,729,1,"test"
3,16,"pentagon",4,"stranger",2,1,556,1,"test"
3,17,"triangle",2,"stranger",2,2,822,1,"test"
3,18,"circle",3,"stranger",2,1,591,1,"test"
3,19,"square",1,"you",1,2,799,1,"test"
3,20,"pentagon",4,"you",1,1,596,1,"test"
3,21,"square",1,"you",1,2,750,1,"test"
3,22,"triangle",2,"you",1,1,950,1,"test"
3,23,"square",1,"you",1,2,661,1,"test"
3,24,"circle",3,"you",1,1,508,1,"test"
3,25,"circle",3,"stranger",2,1,537,1,"test"
3,26,"square",1,"you",1,2,673,1,"test"
3,27,"square",1,"you",1,2,558,1,"test"
3,28,"pentagon",4,"stranger",2,1,601,1,"test"
3,29,"triangle",2,"stranger",2,2,695,1,"test"
3,30,"square",1,"stranger",2,1,686,1,"test"
3,31,"triangle",2,"stranger",2,2,569,1,"test"
3,32,"circle",3,"you",1,1,497,1,"test"
3,33,"square",1,"you",1,2,653,1,"test"
3,34,"pentagon",4,"you",1,1,532,1,"test"
3,35,"triangle",2,"you",1,1,855,1,"test"
3,36,"triangle",2,"stranger",2,2,704,1,"test"
3,37,"square",1,"you",1,2,821,1,"test"
3,38,"square",1,"you",1,2,668,1,"test"
3,39,"pentagon",4,"stranger",2,1,543,1,"test"
3,40,"square",1,"stranger",2,1,1432,1,"test"
3,41,"triangle",2,"you",1,1,806,1,"test"
3,42,"square",1,"you",1,2,742,1,"test"
3,43,"triangle",2,"stranger",2,2,903,1,"test"
3,44,"triangle",2,"stranger",2,2,646,1,"test"
3,45,"circle",3,"stranger",2,1,576,1,"test"
3,46,"circle",3,"you",1,1,550,1,"test"
3,47,"pentagon",4,"you",1,1,615,1,"test"
3,48,"triangle",2,"stranger",2,2,783,1,"test"
3,49,"pentagon",4,"you",1,1,559,1,"test"
3,50,"square",1,"you",1,2,611,1,"test"
3,51,"square",1,"you",1,2,994,1,"test"
3,52,"triangle",2,"stranger",2,2,690,1,"test"
3,53,"triangle",2,"stranger",2,2,853,1,"test"
3,54,"circle",3,"you",1,1,557,1,"test"
3,55,"circle",3,"stranger",2,1,576,1,"test"
3,56,"triangle",2,"stranger",2,2,627,1,"test"
3,57,"square",1,"stranger",2,1,732,1,"test"
3,58,"triangle",2,"you",1,1,878,1,"test"
3,59,"pentagon",4,"stranger",2,1,557,1,"test"
3,60,"square",1,"you",1,2,694,1,"test"
3,61,"circle",3,"stranger",2,1,911,1,"test"
3,62,"pentagon",4,"you",1,1,648,1,"test"
3,63,"square",1,"you",1,2,637,1,"test"
3,64,"pentagon",4,"stranger",2,1,498,1,"test"
3,65,"triangle",2,"you",1,1,949,1,"test"
3,66,"triangle",2,"stranger",2,1,520,0,"test"
3,67,"triangle",2,"stranger",2,2,795,1,"test"
3,68,"triangle",2,"stranger",2,2,699,1,"test"
3,69,"square",1,"you",1,2,633,1,"test"
3,70,"circle",3,"you",1,1,556,1,"test"
3,71,"square",1,"stranger",2,1,905,1,"test"
3,72,"square",1,"you",1,2,728,1,"test"
3,73,"triangle",2,"stranger",2,2,757,1,"test"
3,74,"square",1,"stranger",2,1,891,1,"test"
3,75,"triangle",2,"stranger",2,2,1288,1,"test"
3,76,"pentagon",4,"stranger",2,1,576,1,"test"
3,77,"triangle",2,"stranger",2,2,721,1,"test"
3,78,"circle",3,"stranger",2,1,536,1,"test"
3,79,"square",1,"you",1,2,672,1,"test"
3,80,"pentagon",4,"you",1,1,551,1,"test"
3,81,"square",1,"you",1,2,617,1,"test"
3,82,"triangle",2,"you",1,1,841,1,"test"
3,83,"square",1,"you",1,2,613,1,"test"
3,84,"circle",3,"you",1,1,527,1,"test"
3,85,"circle",3,"stranger",2,1,606,1,"test"
3,86,"square",1,"you",1,2,604,1,"test"
3,87,"square",1,"you",1,2,675,1,"test"
3,88,"pentagon",4,"stranger",2,1,564,1,"test"
3,89,"triangle",2,"stranger",2,2,729,1,"test"
3,90,"square",1,"stranger",2,1,846,1,"test"
3,91,"triangle",2,"stranger",2,2,821,1,"test"
3,92,"circle",3,"you",1,1,552,1,"test"
3,93,"square",1,"you",1,2,761,1,"test"
3,94,"pentagon",4,"you",1,1,476,1,"test"
3,95,"triangle",2,"you",1,1,1021,1,"test"
3,96,"triangle",2,"stranger",2,2,1136,1,"test"
3,97,"square",1,"you",1,2,761,1,"test"
3,98,"square",1,"you",1,2,735,1,"test"
3,99,"pentagon",4,"stranger",2,1,608,1,"test"
3,100,"square",1,"stranger",2,1,882,1,"test"
3,101,"triangle",2,"you",1,1,802,1,"test"
3,102,"square",1,"you",1,2,757,1,"test"
3,103,"triangle",2,"stranger",2,2,645,1,"test"
3,104,"triangle",2,"stranger",2,2,740,1,"test"
3,105,"circle",3,"stranger",2,1,628,1,"test"
3,106,"circle",3,"you",1,1,516,1,"test"
3,107,"pentagon",4,"you",1,1,560,1,"test"
3,108,"triangle",2,"stranger",2,2,929,1,"test"
3,109,"pentagon",4,"you",1,1,567,1,"test"
3,110,"square",1,"you",1,2,645,1,"test"
3,111,"square",1,"you",1,2,585,1,"test"
3,112,"triangle",2,"stranger",2,2,604,1,"test"
3,113,"triangle",2,"stranger",2,2,543,1,"test"
3,114,"circle",3,"you",1,1,564,1,"test"
3,115,"circle",3,"stranger",2,1,498,1,"test"
3,116,"triangle",2,"stranger",2,2,694,1,"test"
3,117,"square",1,"stranger",2,1,811,1,"test"
3,118,"triangle",2,"you",1,1,988,1,"test"
3,119,"pentagon",4,"stranger",2,1,572,1,"test"
3,120,"square",1,"you",1,2,709,1,"test"
4,1,"triangle",2,"stranger",2,1,825,0,"test"
4,2,"square",1,"you",1,2,606,1,"test"
4,3,"triangle",2,"stranger",2,2,831,1,"test"
4,4,"square",1,"you",1,2,625,1,"test"
4,5,"triangle",2,"stranger",2,2,943,1,"test"
4,6,"pentagon",4,"you",1,1,713,1,"test"
4,7,"square",1,"you",1,2,748,1,"test"
4,8,"circle",3,"you",1,2,797,0,"test"
4,9,"square",1,"stranger",2,1,1164,1,"test"
4,10,"triangle",2,"you",1,1,1367,1,"test"
4,11,"pentagon",4,"stranger",2,1,703,1,"test"
4,12,"circle",3,"stranger",2,1,579,1,"test"
4,13,"triangle",2,"you",1,1,847,1,"test"
4,14,"square",1,"you",1,2,772,1,"test"
4,15,"triangle",2,"stranger",2,1,1059,0,"test"
4,16,"pentagon",4,"you",1,1,972,1,"test"
4,17,"triangle",2,"stranger",2,2,1409,1,"test"
4,18,"pentagon",4,"stranger",2,1,740,1,"test"
4,19,"circle",3,"you",1,1,1061,1,"test"
4,20,"circle",3,"stranger",2,1,637,1,"test"
4,21,"square",1,"you",1,2,709,1,"test"
4,22,"square",1,"stranger",2,1,933,1,"test"
4,23,"triangle",2,"stranger",2,2,1132,1,"test"
4,24,"square",1,"you",1,2,600,1,"test"
4,25,"square",1,"you",1,2,615,1,"test"
4,26,"pentagon",4,"you",1,1,766,1,"test"
4,27,"pentagon",4,"stranger",2,1,846,1,"test"
4,28,"square",1,"you",1,2,514,1,"test"
4,29,"triangle",2,"you",1,1,902,1,"test"
4,30,"triangle",2,"stranger",2,2,923,1,"test"
4,31,"triangle",2,"stranger",2,2,1071,1,"test"
4,32,"square",1,"stranger",2,1,744,1,"test"
4,33,"circle",3,"stranger",2,1,731,1,"test"
4,34,"circle",3,"you",1,1,839,1,"test"
4,35,"triangle",2,"stranger",2,2,967,1,"test"
4,36,"square",1,"you",1,2,591,1,"test"
4,37,"circle",3,"stranger",2,1,761,1,"test"
4,38,"triangle",2,"stranger",2,2,938,1,"test"
4,39,"circle",3,"you",1,1,648,1,"test"
4,40,"triangle",2,"stranger",2,2,699,1,"test"
4,41,"triangle",2,"you",1,1,905,1,"test"
4,42,"triangle",2,"stranger",2,2,749,1,"test"
4,43,"square",1,"you",1,2,643,1,"test"
4,44,"square",1,"you",1,2,530,1,"test"
4,45,"square",1,"you",1,2,583,1,"test"
4,46,"square",1,"stranger",2,1,728,1,"test"
4,47,"pentagon",4,"you",1,2,957,0,"test"
4,48,"pentagon",4,"stranger",2,1,777,1,"test"
4,49,"square",1,"stranger",2,1,1028,1,"test"
4,50,"pentagon",4,"stranger",2,1,643,1,"test"
4,51,"triangle",2,"stranger",2,2,1029,1,"test"
4,52,"triangle",2,"you",1,1,851,1,"test"
4,53,"square",1,"you",1,2,743,1,"test"
4,54,"triangle",2,"stranger",2,2,700,1,"test"
4,55,"triangle",2,"stranger",2,2,711,1,"test"
4,56,"pentagon",4,"you",1,1,1132,1,"test"
4,57,"circle",3,"stranger",2,1,668,1,"test"
4,58,"square",1,"you",1,2,580,1,"test"
4,59,"square",1,"you",1,2,751,1,"test"
4,60,"circle",3,"you",1,2,633,0,"test"
4,61,"triangle",2,"stranger",2,2,1029,1,"test"
4,62,"square",1,"you",1,2,683,1,"test"
4,63,"triangle",2,"stranger",2,2,633,1,"test"
4,64,"square",1,"you",1,2,500,1,"test"
4,65,"triangle",2,"stranger",2,2,603,1,"test"
4,66,"pentagon",4,"you",1,1,706,1,"test"
4,67,"square",1,"you",1,2,510,1,"test"
4,68,"circle",3,"you",1,1,784,1,"test"
4,69,"square",1,"stranger",2,2,658,0,"test"
4,70,"triangle",2,"you",1,2,754,0,"test"
4,71,"pentagon",4,"stranger",2,1,750,1,"test"
4,72,"circle",3,"stranger",2,1,669,1,"test"
4,73,"triangle",2,"you",1,2,802,0,"test"
4,74,"square",1,"you",1,2,881,1,"test"
4,75,"triangle",2,"stranger",2,2,986,1,"test"
4,76,"pentagon",4,"you",1,1,719,1,"test"
4,77,"triangle",2,"stranger",2,2,1218,1,"test"
4,78,"pentagon",4,"stranger",2,1,668,1,"test"
4,79,"circle",3,"you",1,1,692,1,"test"
4,80,"circle",3,"stranger",2,1,558,1,"test"
4,81,"square",1,"you",1,2,823,1,"test"
4,82,"square",1,"stranger",2,1,809,1,"test"
4,83,"triangle",2,"stranger",2,2,914,1,"test"
4,84,"square",1,"you",1,2,923,1,"test"
4,85,"square",1,"you",1,2,941,1,"test"
4,86,"pentagon",4,"you",1,1,757,1,"test"
4,87,"pentagon",4,"stranger",2,1,838,1,"test"
4,88,"square",1,"you",1,2,663,1,"test"
4,89,"triangle",2,"you",1,1,1110,1,"test"
4,90,"triangle",2,"stranger",2,2,771,1,"test"
4,91,"triangle",2,"stranger",2,2,668,1,"test"
4,92,"square",1,"stranger",2,1,679,1,"test"
4,93,"circle",3,"stranger",2,1,662,1,"test"
4,94,"circle",3,"you",1,1,812,1,"test"
4,95,"triangle",2,"stranger",2,2,720,1,"test"
4,96,"square",1,"you",1,2,664,1,"test"
4,97,"circle",3,"stranger",2,1,740,1,"test"
4,98,"triangle",2,"stranger",2,2,872,1,"test"
4,99,"circle",3,"you",1,1,683,1,"test"
4,100,"triangle",2,"stranger",2,2,745,1,"test"
4,101,"triangle",2,"you",1,2,639,0,"test"
4,102,"triangle",2,"stranger",2,2,820,1,"test"
4,103,"square",1,"you",1,2,898,1,"test"
4,104,"square",1,"you",1,2,852,1,"test"
4,105,"square",1,"you",1,2,680,1,"test"
4,106,"square",1,"stranger",2,1,746,1,"test"
4,107,"pentagon",4,"you",1,1,766,1,"test"
4,108,"pentagon",4,"stranger",2,1,843,1,"test"
4,109,"square",1,"stranger",2,1,712,1,"test"
4,110,"pentagon",4,"stranger",2,1,576,1,"test"
4,111,"triangle",2,"stranger",2,2,914,1,"test"
4,112,"triangle",2,"you",1,1,788,1,"test"
4,113,"square",1,"you",1,2,745,1,"test"
4,114,"triangle",2,"stranger",2,2,798,1,"test"
4,115,"triangle",2,"stranger",2,2,950,1,"test"
4,116,"pentagon",4,"you",1,1,630,1,"test"
4,117,"circle",3,"stranger",2,1,738,1,"test"
4,118,"square",1,"you",1,2,705,1,"test"
4,119,"square",1,"you",1,2,679,1,"test"
4,120,"circle",3,"you",1,1,689,1,"test"
5,1,"pentagon",4,"stranger",2,1,1009,1,"test"
5,2,"square",1,"you",1,2,1177,1,"test"
5,3,"square",1,"you",1,2,942,1,"test"
5,4,"triangle",2,"stranger",2,2,1246,1,"test"
5,5,"square",1,"stranger",2,1,996,1,"test"
5,6,"square",1,"you",1,2,992,1,"test"
5,7,"triangle",2,"stranger",2,2,1074,1,"test"
5,8,"pentagon",4,"you",1,1,1131,1,"test"
5,9,"triangle",2,"you",1,1,1270,1,"test"
5,10,"circle",3,"stranger",2,1,1191,1,"test"
5,11,"triangle",2,"stranger",2,2,1008,1,"test"
5,12,"circle",3,"you",1,1,1082,1,"test"
5,13,"square",1,"you",1,2,992,1,"test"
5,14,"triangle",2,"you",1,1,1121,1,"test"
5,15,"triangle",2,"stranger",2,2,933,1,"test"
5,16,"square",1,"stranger",2,1,1074,1,"test"
5,17,"pentagon",4,"stranger",2,1,946,1,"test"
5,18,"circle",3,"stranger",2,1,858,1,"test"
5,19,"circle",3,"you",1,1,962,1,"test"
5,20,"triangle",2,"stranger",2,2,1067,1,"test"
5,21,"square",1,"you",1,2,938,1,"test"
5,22,"square",1,"you",1,2,1046,1,"test"
5,23,"pentagon",4,"you",1,1,1055,1,"test"
5,24,"triangle",2,"stranger",2,2,1042,1,"test"
5,25,"triangle",2,"stranger",2,2,1121,1,"test"
5,26,"square",1,"you",1,2,1013,1,"test"
5,27,"triangle",2,"stranger",2,2,873,1,"test"
5,28,"triangle",2,"you",1,1,1059,1,"test"
5,29,"pentagon",4,"stranger",2,1,896,1,"test"
5,30,"pentagon",4,"you",1,1,885,1,"test"
5,31,"triangle",2,"stranger",2,2,1314,1,"test"
5,32,"square",1,"stranger",2,1,1225,1,"test"
5,33,"square",1,"you",1,2,1181,1,"test"
5,34,"circle",3,"stranger",2,1,925,1,"test"
5,35,"square",1,"you",1,2,897,1,"test"
5,36,"circle",3,"you",1,1,1038,1,"test"
5,37,"triangle",2,"stranger",2,2,1078,1,"test"
5,38,"triangle",2,"stranger",2,2,1292,1,"test"
5,39,"triangle",2,"you",1,1,1207,1,"test"
5,40,"square",1,"you",1,2,1172,1,"test"
5,41,"triangle",2,"stranger",2,2,1025,1,"test"
5,42,"pentagon",4,"you",1,1,1138,1,"test"
5,43,"pentagon",4,"stranger",2,1,1115,1,"test"
5,44,"circle",3,"you",1,1,1073,1,"test"
