"Subject","Block","Trial","Shape","Label","Task","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","Response","RT_ms","ACC"
"1","1","18","square","stranger","self-matching","Nonmatching","2","Stranger","Stranger","1","You","Self","1","618","1"
"1","1","19","triangle","stranger","self-matching","Matching","2","Stranger","Stranger","2","Stranger","Stranger","2","729","1"
"1","1","20","circle","you","self-matching","Nonmatching","1","You","Self","3","Neutral shape","NonPerson","1","639","1"
"1","1","21","pentagon","you","self-matching","Nonmatching","1","You","Self","4","Neutral shape","NonPerson","1","545","1"
"1","1","22","pentagon","stranger","self-matching","Nonmatching","2","Stranger","Stranger","4","Neutral shape","NonPerson","1","588","1"
"1","1","23","square","you","self-matching","Matching","1","You","Self","1","You","Self","2","413","1"
"1","1","24","triangle","you","self-matching","Nonmatching","1","You","Self","2","Stranger","Stranger","2","534","0"
"1","1","25","triangle","stranger","self-matching","Matching","2","Stranger","Stranger","2","Stranger","Stranger","2","517","1"
"1","1","26","pentagon","you","self-matching","Nonmatching","1","You","Self","4","Neutral shape","NonPerson","1","559","1"
"1","1","27","triangle","stranger","self-matching","Matching","2","Stranger","Stranger","2","Stranger","Stranger","2","636","1"
"1","1","28","square","you","self-matching","Matching","1","You","Self","1","You","Self","2","507","1"
"1","1","29","square","you","self-matching","Matching","1","You","Self","1","You","Self","2","489","1"
"1","1","30","pentagon","stranger","self-matching","Nonmatching","2","Stranger","Stranger","4","Neutral shape","NonPerson","1","597","1"
"1","1","31","square","stranger","self-matching","Nonmatching","2","Stranger","Stranger","1","You","Self","1","778","1"
"1","1","32","square","you","self-matching","Matching","1","You","Self","1","You","Self","2","581","1"
"1","1","33","circle","you","self-matching","Nonmatching","1","You","Self","3","Neutral shape","NonPerson","1","583","1"
"1","1","34","circle","stranger","self-matching","Nonmatching","2","Stranger","Stranger","3","Neutral shape","NonPerson","1","589","1"
"1","1","35","triangle","stranger","self-matching","Matching","2","Stranger","Stranger","2","Stranger","Stranger","2","673","1"
"1","1","36","triangle","you","self-matching","Nonmatching","1","You","Self","2","Stranger","Stranger","1","769","1"
"1","1","37","triangle","stranger","self-matching","Matching","2","Stranger","Stranger","2","Stranger","Stranger","2","710","1"
"1","1","38","circle","stranger","self-matching","Nonmatching","2","Stranger","Stranger","3","Neutral shape","NonPerson","1","516","1"
"1","1","39","pentagon","you","self-matching","Nonmatching","1","You","Self","4","Neutral shape","NonPerson","1","600","1"
"1","1","40","square","stranger","self-matching","Nonmatching","2","Stranger","Stranger","1","You","Self","1","669","1"
"1","1","41","square","you","self-matching","Matching","1","You","Self","1","You","Self","2","447","1"
"1","1","42","circle","you","self-matching","Nonmatching","1","You","Self","3","Neutral shape","NonPerson","1","617","1"
"1","1","43","pentagon","stranger","self-matching","Nonmatching","2","Stranger","Stranger","4","Neutral shape","NonPerson","1","712","1"
"1","1","44","square","you","self-matching","Matching","1","You","Self","1","You","Self","2","516","1"
"1","1","45","triangle","you","self-matching","Nonmatching","1","You","Self","2","Stranger","Stranger","1","657","1"
"1","1","46","triangle","stranger","self-matching","Matching","2","Stranger","Stranger","2","Stranger","Stranger","2","631","1"
"1","1","47","square","you","self-matching","Matching","1","You","Self","1","You","Self","2","521","1"
"1","1","48","triangle","stranger","self-matching","Matching","2","Stranger","Stranger","2","Stranger","Stranger","2","559","1"
"1","1","49","triangle","you","self-matching","Nonmatching","1","You","Self","2","Stranger","Stranger","1","845","1"
"1","1","50","square","stranger","self-matching","Nonmatching","2","Stranger","Stranger","1","You","Self","1","682","1"
"1","1","51","triangle","stranger","self-matching","Matching","2","Stranger","Stranger","2","Stranger","Stranger","2","712","1"
"1","1","52","triangle","stranger","self-matching","Matching","2","Stranger","Stranger","2","Stranger","Stranger","2","633","1"
"1","1","53","pentagon","stranger","self-matching","Nonmatching","2","Stranger","Stranger","4","Neutral shape","NonPerson","2","911","0"
"1","1","54","square","you","self-matching","Matching","1","You","Self","1","You","Self","2","584","1"
"1","1","55","pentagon","you","self-matching","Nonmatching","1","You","Self","4","Neutral shape","NonPerson","1","640","1"
"1","1","56","square","you","self-matching","Matching","1","You","Self","1","You","Self","2","568","1"
"1","1","57","triangle","stranger","self-matching","Matching","2","Stranger","Stranger","2","Stranger","Stranger","2","594","1"
"1","1","58","circle","stranger","self-matching","Nonmatching","2","Stranger","Stranger","3","Neutral shape","NonPerson","1","530","1"
"1","1","59","circle","you","self-matching","Nonmatching","1","You","Self","3","Neutral shape","NonPerson","1","559","1"
"1","1","60","square","you","self-matching","Matching","1","You","Self","1","You","Self","2","463","1"
"1","2","61","triangle","you","self-matching","Nonmatching","1","You","Self","2","Stranger","Stranger","1","775","1"
"1","2","62","pentagon","stranger","self-matching","Nonmatching","2","Stranger","Stranger","4","Neutral shape","NonPerson","1","544","1"
"1","2","63","circle","stranger","self-matching","Nonmatching","2","Stranger","Stranger","3","Neutral shape","NonPerson","1","629","1"
"1","2","64","triangle","stranger","self-matching","Matching","2","Stranger","Stranger","2","Stranger","Stranger","2","573","1"
"1","2","65","pentagon","you","self-matching","Nonmatching","1","You","Self","4","Neutral shape","NonPerson","1","514","1"
"1","2","66","triangle","stranger","self-matching","Matching","2","Stranger","Stranger","2","Stranger","Stranger","2","554","1"
"1","2","67","square","you","self-matching","Matching","1","You","Self","1","You","Self","2","457","1"
"1","2","68","square","you","self-matching","Matching","1","You","Self","1","You","Self","2","462","1"
"1","2","69","circle","you","self-matching","Nonmatching","1","You","Self","3","Neutral shape","NonPerson","1","583","1"
"1","2","70","square","stranger","self-matching","Nonmatching","2","Stranger","Stranger","1","You","Self","2","458","0"
"1","2","71","triangle","stranger","self-matching","Matching","2","Stranger","Stranger","2","Stranger","Stranger","2","518","1"
"1","2","72","square","you","self-matching","Matching","1","You","Self","1","You","Self","2","512","1"
"1","2","73","square","you","self-matching","Matching","1","You","Self","1","You","Self","2","473","1"
"1","2","74","triangle","stranger","self-matching","Matching","2","Stranger","Stranger","2","Stranger","Stranger","2","546","1"
"1","2","75","triangle","stranger","self-matching","Matching","2","Stranger","Stranger","2","Stranger","Stranger","2","502","1"
"1","2","76","square","you","self-matching","Matching","1","You","Self","1","You","Self","2","469","1"
"1","2","77","circle","stranger","self-matching","Nonmatching","2","Stranger","Stranger","3","Neutral shape","NonPerson","1","1063","1"
"1","2","78","square","stranger","self-matching","Nonmatching","2","Stranger","Stranger","1","You","Self","1","846","1"
"1","2","79","triangle","stranger","self-matching","Matching","2","Stranger","Stranger","2","Stranger","Stranger","2","755","1"
"1","2","80","circle","you","self-matching","Nonmatching","1","You","Self","3","Neutral shape","NonPerson","1","754","1"
"1","2","81","pentagon","you","self-matching","Nonmatching","1","You","Self","4","Neutral shape","NonPerson","1","609","1"
"1","2","82","pentagon","stranger","self-matching","Nonmatching","2","Stranger","Stranger","4","Neutral shape","NonPerson","1","645","1"
"1","2","83","square","you","self-matching","Matching","1","You","Self","1","You","Self","2","426","1"
"1","2","84","triangle","you","self-matching","Nonmatching","1","You","Self","2","Stranger","Stranger","2","491","0"
"1","2","85","triangle","stranger","self-matching","Matching","2","Stranger","Stranger","2","Stranger","Stranger","2","586","1"
"1","2","86","pentagon","you","self-matching","Nonmatching","1","You","Self","4","Neutral shape","NonPerson","1","520","1"
"1","2","87","triangle","stranger","self-matching","Matching","2","Stranger","Stranger","2","Stranger","Stranger","2","512","1"
"1","2","88","square","you","self-matching","Matching","1","You","Self","1","You","Self","2","589","1"
"1","2","89","square","you","self-matching","Matching","1","You","Self","1","You","Self","2","648","1"
"1","2","90","pentagon","stranger","self-matching","Nonmatching","2","Stranger","Stranger","4","Neutral shape","NonPerson","1","574","1"
"1","2","91","square","stranger","self-matching","Nonmatching","2","Stranger","Stranger","1","You","Self","2","774","0"
"1","2","92","square","you","self-matching","Matching","1","You","Self","1","You","Self","2","486","1"
"1","2","93","circle","you","self-matching","Nonmatching","1","You","Self","3","Neutral shape","NonPerson","1","543","1"
"1","2","94","circle","stranger","self-matching","Nonmatching","2","Stranger","Stranger","3","Neutral shape","NonPerson","1","509","1"
"1","2","95","triangle","stranger","self-matching","Matching","2","Stranger","Stranger","2","Stranger","Stranger","2","659","1"
"1","2","96","triangle","you","self-matching","Nonmatching","1","You","Self","2","Stranger","Stranger","1","586","1"
"1","2","97","triangle","stranger","self-matching","Matching","2","Stranger","Stranger","2","Stranger","Stranger","2","915","1"
"1","2","98","circle","stranger","self-matching","Nonmatching","2","Stranger","Stranger","3","Neutral shape","NonPerson","1","686","1"
"1","2","99","pentagon","you","self-matching","Nonmatching","1","You","Self","4","Neutral shape","NonPerson","1","564","1"
"1","2","100","square","stranger","self-matching","Nonmatching","2","Stranger","Stranger","1","You","Self","1","854","1"
"1","2","101","square","you","self-matching","Matching","1","You","Self","1","You","Self","2","427","1"
"1","2","102","circle","you","self-matching","Nonmatching","1","You","Self","3","Neutral shape","NonPerson","1","524","1"
"1","2","103","pentagon","stranger","self-matching","Nonmatching","2","Stranger","Stranger","4","Neutral shape","NonPerson","1","551","1"
"1","2","104","square","you","self-matching","Matching","1","You","Self","1","You","Self","2","519","1"
"1","2","105","triangle","you","self-matching","Nonmatching","1","You","Self","2","Stranger","Stranger","1","709","1"
"1","2","106","triangle","stranger","self-matching","Matching","2","Stranger","Stranger","2","Stranger","Stranger","2","620","1"
"1","2","107","square","you","self-matching","Matching","1","You","Self","1","You","Self","2","597","1"
"1","2","108","triangle","stranger","self-matching","Matching","2","Stranger","Stranger","2","Stranger","Stranger","2","570","1"
"1","2","109","triangle","you","self-matching","Nonmatching","1","You","Self","2","Stranger","Stranger","1","648","1"
"1","2","110","square","stranger","self-matching","Nonmatching","2","Stranger","Stranger","1","You","Self","1","590","1"
"1","2","111","triangle","stranger","self-matching","Matching","2","Stranger","Stranger","2","Stranger","Stranger","2","559","1"
"1","2","112","triangle","stranger","self-matching","Matching","2","Stranger","Stranger","2","Stranger","Stranger","2","495","1"
"1","2","113","pentagon","stranger","self-matching","Nonmatching","2","Stranger","Stranger","4","Neutral shape","NonPerson","1","542","1"
"1","2","114","square","you","self-matching","Matching","1","You","Self","1","You","Self","2","562","1"
"1","2","115","pentagon","you","self-matching","Nonmatching","1","You","Self","4","Neutral shape","NonPerson","1","595","1"
"1","2","116","square","you","self-matching","Matching","1","You","Self","1","You","Self","2","453","1"
"1","2","117","triangle","stranger","self-matching","Matching","2","Stranger","Stranger","2","Stranger","Stranger","2","585","1"
"1","2","118","circle","stranger","self-matching","Nonmatching","2","Stranger","Stranger","3","Neutral shape","NonPerson","1","454","1"
"1","2","119","circle","you","self-matching","Nonmatching","1","You","Self","3","Neutral shape","NonPerson","1","526","1"
"1","2","120","square","you","self-matching","Matching","1","You","Self","1","You","Self","2","436","1"
"2","1","1","circle","stranger","self-matching","Nonmatching","2","Stranger","Stranger","3","Neutral shape","NonPerson","2","781","0"
"2","1","2","square","you","self-matching","Matching","1","You","Self","1","You","Self","2","650","1"
"2","1","3","square","you","self-matching","Matching","1","You","Self","1","You","Self","2","651","1"
"2","1","4","square","stranger","self-matching","Nonmatching","2","Stranger","Stranger","1","You","Self","1","1019","1"
"2","1","5","pentagon","you","self-matching","Nonmatching","1","You","Self","4","Neutral shape","NonPerson","1","825","1"
"2","1","6","triangle","stranger","self-matching","Matching","2","Stranger","Stranger","2","Stranger","Stranger","2","812","1"
"2","1","7","triangle","stranger","self-matching","Matching","2","Stranger","Stranger","2","Stranger","Stranger","2","1278","1"
"2","1","8","circle","you","self-matching","Nonmatching","1","You","Self","3","Neutral shape","NonPerson","1","807","1"
"2","1","9","square","you","self-matching","Matching","1","You","Self","1","You","Self","2","764","1"
"2","1","10","pentagon","stranger","self-matching","Nonmatching","2","Stranger","Stranger","4","Neutral shape","NonPerson","1","842","1"
"2","1","11","triangle","you","self-matching","Nonmatching","1","You","Self","2","Stranger","Stranger","1","869","1"
"2","1","12","triangle","stranger","self-matching","Matching","2","Stranger","Stranger","2","Stranger","Stranger","2","1108","1"
"2","1","13","square","stranger","self-matching","Nonmatching","2","Stranger","Stranger","1","You","Self","1","958","1"
"2","1","14","pentagon","you","self-matching","Nonmatching","1","You","Self","4","Neutral shape","NonPerson","1","1064","1"
"2","1","15","circle","you","self-matching","Nonmatching","1","You","Self","3","Neutral shape","NonPerson","2","759","0"
"2","1","16","triangle","you","self-matching","Nonmatching","1","You","Self","2","Stranger","Stranger","1","1015","1"
"2","1","17","pentagon","stranger","self-matching","Nonmatching","2","Stranger","Stranger","4","Neutral shape","NonPerson","1","804","1"
"2","1","18","square","you","self-matching","Matching","1","You","Self","1","You","Self","2","653","1"
"2","1","19","triangle","stranger","self-matching","Matching","2","Stranger","Stranger","2","Stranger","Stranger","2","861","1"
"2","1","20","circle","stranger","self-matching","Nonmatching","2","Stranger","Stranger","3","Neutral shape","NonPerson","2","1170","0"
"2","1","21","square","you","self-matching","Matching","1","You","Self","1","You","Self","2","725","1"
"2","1","22","square","you","self-matching","Matching","1","You","Self","1","You","Self","2","949","1"
"2","1","23","triangle","stranger","self-matching","Matching","2","Stranger","Stranger","2","Stranger","Stranger","1","614","0"
"2","1","24","triangle","stranger","self-matching","Matching","2","Stranger","Stranger","2","Stranger","Stranger","2","1117","1"
"2","1","25","triangle","stranger","self-matching","Matching","2","Stranger","Stranger","2","Stranger","Stranger","2","878","1"
"2","1","26","square","you","self-matching","Matching","1","You","Self","1","You","Self","2","754","1"
"2","1","27","triangle","stranger","self-matching","Matching","2","Stranger","Stranger","2","Stranger","Stranger","2","1000","1"
"2","1","28","circle","stranger","self-matching","Nonmatching","2","Stranger","Stranger","3","Neutral shape","NonPerson","1","913","1"
"2","1","29","square","you","self-matching","Matching","1","You","Self","1","You","Self","2","832","1"
"2","1","30","square","stranger","self-matching","Nonmatching","2","Stranger","Stranger","1","You","Self","1","1189","1"
"2","1","31","triangle","stranger","self-matching","Matching","2","Stranger","Stranger","2","Stranger","Stranger","2","938","1"
"2","1","32","square","you","self-matching","Matching","1","You","Self","1","You","Self","2","787","1"
"2","1","33","circle","you","self-matching","Nonmatching","1","You","Self","3","Neutral shape","NonPerson","1","904","1"
"2","1","34","pentagon","stranger","self-matching","Nonmatching","2","Stranger","Stranger","4","Neutral shape","NonPerson","1","912","1"
"2","1","35","triangle","you","self-matching","Nonmatching","1","You","Self","2","Stranger","Stranger","1","1181","1"
"2","1","36","pentagon","you","self-matching","Nonmatching","1","You","Self","4","Neutral shape","NonPerson","1","833","1"
"2","1","37","triangle","stranger","self-matching","Matching","2","Stranger","Stranger","2","Stranger","Stranger","2","912","1"
"2","1","38","square","you","self-matching","Matching","1","You","Self","1","You","Self","2","780","1"
"2","1","39","triangle","you","self-matching","Nonmatching","1","You","Self","2","Stranger","Stranger","1","1144","1"
"2","1","40","circle","stranger","self-matching","Nonmatching","2","Stranger","Stranger","3","Neutral shape","NonPerson","1","868","1"
"2","1","41","square","you","self-matching","Matching","1","You","Self","1","You","Self","2","630","1"
"2","1","42","pentagon","stranger","self-matching","Nonmatching","2","Stranger","Stranger","4","Neutral shape","NonPerson","1","870","1"
"2","1","43","square","you","self-matching","Matching","1","You","Self","1","You","Self","2","551","1"
"2","1","44","triangle","stranger","self-matching","Matching","2","Stranger","Stranger","2","Stranger","Stranger","2","1086","1"
"2","1","45","square","stranger","self-matching","Nonmatching","2","Stranger","Stranger","1","You","Self","1","805","1"
"2","1","46","pentagon","you","self-matching","Nonmatching","1","You","Self","4","Neutral shape","NonPerson","1","957","1"
"2","1","47","circle","you","self-matching","Nonmatching","1","You","Self","3","Neutral shape","NonPerson","1","999","1"
"2","1","48","triangle","stranger","self-matching","Matching","2","Stranger","Stranger","2","Stranger","Stranger","2","841","1"
"2","1","49","triangle","stranger","self-matching","Matching","2","Stranger","Stranger","2","Stranger","Stranger","2","947","1"
"2","1","50","circle","you","self-matching","Nonmatching","1","You","Self","3","Neutral shape","NonPerson","1","1145","1"
"2","1","51","pentagon","stranger","self-matching","Nonmatching","2","Stranger","Stranger","4","Neutral shape","NonPerson","1","735","1"
"2","1","52","circle","stranger","self-matching","Nonmatching","2","Stranger","Stranger","3","Neutral shape","NonPerson","1","1030","1"
"2","1","53","triangle","stranger","self-matching","Matching","2","Stranger","Stranger","2","Stranger","Stranger","2","1060","1"
"2","1","54","square","you","self-matching","Matching","1","You","Self","1","You","Self","2","741","1"
"2","1","55","pentagon","you","self-matching","Nonmatching","1","You","Self","4","Neutral shape","NonPerson","1","760","1"
"2","1","56","square","you","self-matching","Matching","1","You","Self","1","You","Self","2","675","1"
"2","1","57","triangle","stranger","self-matching","Matching","2","Stranger","Stranger","2","Stranger","Stranger","2","1011","1"
"2","1","58","square","stranger","self-matching","Nonmatching","2","Stranger","Stranger","1","You","Self","1","996","1"
"2","1","59","triangle","you","self-matching","Nonmatching","1","You","Self","2","Stranger","Stranger","1","1152","1"
"2","1","60","square","you","self-matching","Matching","1","You","Self","1","You","Self","2","748","1"
"2","2","61","circle","stranger","self-matching","Nonmatching","2","Stranger","Stranger","3","Neutral shape","NonPerson","1","961","1"
"2","2","62","square","you","self-matching","Matching","1","You","Self","1","You","Self","2","702","1"
"2","2","63","square","you","self-matching","Matching","1","You","Self","1","You","Self","2","686","1"
"2","2","64","square","stranger","self-matching","Nonmatching","2","Stranger","Stranger","1","You","Self","1","840","1"
"2","2","65","pentagon","you","self-matching","Nonmatching","1","You","Self","4","Neutral shape","NonPerson","1","717","1"
"2","2","66","triangle","stranger","self-matching","Matching","2","Stranger","Stranger","2","Stranger","Stranger","2","847","1"
"2","2","67","triangle","stranger","self-matching","Matching","2","Stranger","Stranger","2","Stranger","Stranger","2","1210","1"
"2","2","68","circle","you","self-matching","Nonmatching","1","You","Self","3","Neutral shape","NonPerson","1","1031","1"
"2","2","69","square","you","self-matching","Matching","1","You","Self","1","You","Self","2","898","1"
"2","2","70","pentagon","stranger","self-matching","Nonmatching","2","Stranger","Stranger","4","Neutral shape","NonPerson","1","725","1"
"2","2","71","triangle","you","self-matching","Nonmatching","1","You","Self","2","Stranger","Stranger","1","1027","1"
"2","2","72","triangle","stranger","self-matching","Matching","2","Stranger","Stranger","2","Stranger","Stranger","2","1179","1"
"2","2","73","square","stranger","self-matching","Nonmatching","2","Stranger","Stranger","1","You","Self","1","930","1"
"2","2","74","pentagon","you","self-matching","Nonmatching","1","You","Self","4","Neutral shape","NonPerson","1","745","1"
"2","2","75","circle","you","self-matching","Nonmatching","1","You","Self","3","Neutral shape","NonPerson","1","866","1"
"2","2","76","triangle","you","self-matching","Nonmatching","1","You","Self","2","Stranger","Stranger","1","766","1"
"2","2","77","pentagon","stranger","self-matching","Nonmatching","2","Stranger","Stranger","4","Neutral shape","NonPerson","1","771","1"
"2","2","78","square","you","self-matching","Matching","1","You","Self","1","You","Self","2","628","1"
"2","2","79","triangle","stranger","self-matching","Matching","2","Stranger","Stranger","2","Stranger","Stranger","2","847","1"
"2","2","80","circle","stranger","self-matching","Nonmatching","2","Stranger","Stranger","3","Neutral shape","NonPerson","1","727","1"
"2","2","81","square","you","self-matching","Matching","1","You","Self","1","You","Self","1","865","0"
"2","2","82","square","you","self-matching","Matching","1","You","Self","1","You","Self","2","753","1"
"2","2","83","triangle","stranger","self-matching","Matching","2","Stranger","Stranger","2","Stranger","Stranger","2","892","1"
"2","2","84","triangle","stranger","self-matching","Matching","2","Stranger","Stranger","2","Stranger","Stranger","2","1138","1"
"2","2","85","triangle","stranger","self-matching","Matching","2","Stranger","Stranger","2","Stranger","Stranger","2","909","1"
"2","2","86","square","you","self-matching","Matching","1","You","Self","1","You","Self","2","654","1"
"2","2","87","triangle","stranger","self-matching","Matching","2","Stranger","Stranger","2","Stranger","Stranger","2","882","1"
"2","2","88","circle","stranger","self-matching","Nonmatching","2","Stranger","Stranger","3","Neutral shape","NonPerson","1","835","1"
"2","2","89","square","you","self-matching","Matching","1","You","Self","1","You","Self","2","798","1"
"2","2","90","square","stranger","self-matching","Nonmatching","2","Stranger","Stranger","1","You","Self","1","1277","1"
"2","2","91","triangle","stranger","self-matching","Matching","2","Stranger","Stranger","2","Stranger","Stranger","2","1157","1"
"2","2","92","square","you","self-matching","Matching","1","You","Self","1","You","Self","2","629","1"
"2","2","93","circle","you","self-matching","Nonmatching","1","You","Self","3","Neutral shape","NonPerson","1","1030","1"
"2","2","94","pentagon","stranger","self-matching","Nonmatching","2","Stranger","Stranger","4","Neutral shape","NonPerson","1","891","1"
"2","2","95","triangle","you","self-matching","Nonmatching","1","You","Self","2","Stranger","Stranger","1","1108","1"
"2","2","96","pentagon","you","self-matching","Nonmatching","1","You","Self","4","Neutral shape","NonPerson","1","740","1"
"2","2","97","triangle","stranger","self-matching","Matching","2","Stranger","Stranger","2","Stranger","Stranger","2","957","1"
"2","2","98","square","you","self-matching","Matching","1","You","Self","1","You","Self","2","758","1"
"2","2","99","triangle","you","self-matching","Nonmatching","1","You","Self","2","Stranger","Stranger","1","879","1"
"2","2","100","circle","stranger","self-matching","Nonmatching","2","Stranger","Stranger","3","Neutral shape","NonPerson","1","818","1"
"2","2","101","square","you","self-matching","Matching","1","You","Self","1","You","Self","2","770","1"
"2","2","102","pentagon","stranger","self-matching","Nonmatching","2","Stranger","Stranger","4","Neutral shape","NonPerson","1","696","1"
"2","2","103","square","you","self-matching","Matching","1","You","Self","1","You","Self","2","834","1"
"2","2","104","triangle","stranger","self-matching","Matching","2","Stranger","Stranger","2","Stranger","Stranger","2","1102","1"
"2","2","105","square","stranger","self-matching","Nonmatching","2","Stranger","Stranger","1","You","Self","1","1080","1"
"2","2","106","pentagon","you","self-matching","Nonmatching","1","You","Self","4","Neutral shape","NonPerson","1","774","1"
"2","2","107","circle","you","self-matching","Nonmatching","1","You","Self","3","Neutral shape","NonPerson","1","792","1"
"2","2","108","triangle","stranger","self-matching","Matching","2","Stranger","Stranger","2","Stranger","Stranger","2","850","1"
"2","2","109","triangle","stranger","self-matching","Matching","2","Stranger","Stranger","2","Stranger","Stranger","2","813","1"
"2","2","110","circle","you","self-matching","Nonmatching","1","You","Self","3","Neutral shape","NonPerson","1","746","1"
"2","2","111","pentagon","stranger","self-matching","Nonmatching","2","Stranger","Stranger","4","Neutral shape","NonPerson","1","683","1"
"2","2","112","circle","stranger","self-matching","Nonmatching","2","Stranger","Stranger","3","Neutral shape","NonPerson","1","902","1"
"2","2","113","triangle","stranger","self-matching","Matching","2","Stranger","Stranger","2","Stranger","Stranger","2","781","1"
"2","2","114","square","you","self-matching","Matching","1","You","Self","1","You","Self","2","687","1"
"2","2","115","pentagon","you","self-matching","Nonmatching","1","You","Self","4","Neutral shape","NonPerson","1","590","1"
"2","2","116","square","you","self-matching","Matching","1","You","Self","1","You","Self","2","591","1"
"2","2","117","triangle","stranger","self-matching","Matching","2","Stranger","Stranger","2","Stranger","Stranger","2","744","1"
"2","2","118","square","stranger","self-matching","Nonmatching","2","Stranger","Stranger","1","You","Self","1","958","1"
"2","2","119","triangle","you","self-matching","Nonmatching","1","You","Self","2","Stranger","Stranger","1","918","1"
"2","2","120","square","you","self-matching","Matching","1","You","Self","1","You","Self","2","637","1"
"3","1","1","circle","stranger","self-matching","Nonmatching","2","Stranger","Stranger","3","Neutral shape","NonPerson","1","928","1"
"3","1","2","pentagon","you","self-matching","Nonmatching","1","You","Self","4","Neutral shape","NonPerson","1","621","1"
"3","1","3","square","you","self-matching","Matching","1","You","Self","1","You","Self","2","744","1"
"3","1","4","pentagon","stranger","self-matching","Nonmatching","2","Stranger","Stranger","4","Neutral shape","NonPerson","1","533","1"
"3","1","5","triangle","you","self-matching","Nonmatching","1","You","Self","2","Stranger","Stranger","1","868","1"
"3","1","6","triangle","stranger","self-matching","Matching","2","Stranger","Stranger","2","Stranger","Stranger","2","991","1"
"3","1","7","triangle","stranger","self-matching","Matching","2","Stranger","Stranger","2","Stranger","Stranger","2","1031","1"
"3","1","8","triangle","stranger","self-matching","Matching","2","Stranger","Stranger","2","Stranger","Stranger","2","687","1"
"3","1","9","square","you","self-matching","Matching","1","You","Self","1","You","Self","2","882","1"
"3","1","10","circle","you","self-matching","Nonmatching","1","You","Self","3","Neutral shape","NonPerson","1","660","1"
"3","1","11","square","stranger","self-matching","Nonmatching","2","Stranger","Stranger","1","You","Self","1","1071","1"
"3","1","12","square","you","self-matching","Matching","1","You","Self","1","You","Self","2","773","1"
"3","1","13","triangle","stranger","self-matching","Matching","2","Stranger","Stranger","2","Stranger","Stranger","2","789","1"
"3","1","14","square","stranger","self-matching","Nonmatching","2","Stranger","Stranger","1","You","Self","1","1355","1"
"3","1","15","triangle","stranger","self-matching","Matching","2","Stranger","Stranger","2","Stranger","Stranger","2","729","1"
"3","1","16","pentagon","stranger","self-matching","Nonmatching","2","Stranger","Stranger","4","Neutral shape","NonPerson","1","556","1"
"3","1","17","triangle","stranger","self-matching","Matching","2","Stranger","Stranger","2","Stranger","Stranger","2","822","1"
"3","1","18","circle","stranger","self-matching","Nonmatching","2","Stranger","Stranger","3","Neutral shape","NonPerson","1","591","1"
"3","1","19","square","you","self-matching","Matching","1","You","Self","1","You","Self","2","799","1"
"3","1","20","pentagon","you","self-matching","Nonmatching","1","You","Self","4","Neutral shape","NonPerson","1","596","1"
"3","1","21","square","you","self-matching","Matching","1","You","Self","1","You","Self","2","750","1"
"3","1","22","triangle","you","self-matching","Nonmatching","1","You","Self","2","Stranger","Stranger","1","950","1"
"3","1","23","square","you","self-matching","Matching","1","You","Self","1","You","Self","2","661","1"
"3","1","24","circle","you","self-matching","Nonmatching","1","You","Self","3","Neutral shape","NonPerson","1","508","1"
"3","1","25","circle","stranger","self-matching","Nonmatching","2","Stranger","Stranger","3","Neutral shape","NonPerson","1","537","1"
"3","1","26","square","you","self-matching","Matching","1","You","Self","1","You","Self","2","673","1"
