"Subject","Shape","Label","Task","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","extraIV1","RT_ms","RT_sec","ACC"
"909113368","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","568","0.568","1"
"909113368","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","526","0.526","1"
"909113368","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","620","0.62","0"
"909113368","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","503","0.503","0"
"909113368","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","559","0.559","1"
"909113368","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","492","0.492","1"
"909113368","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","363","0.363","1"
"909113368","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","969","0.969","1"
"909113368","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","1287","1.287","1"
"909113368","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","731","0.731","1"
"909113368","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","555","0.555","1"
"909113368","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","858","0.858","1"
"909113368","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","621","0.621","1"
"909113368","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","873","0.873","1"
"909113368","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","446","0.446","1"
"909113368","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","772","0.772","1"
"909113368","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","766","0.766","0"
"909113368","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","664","0.664","1"
"909113368","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","606","0.606","1"
"909113368","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","921","0.921","1"
"909113368","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","964","0.964","1"
"909113368","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","659","0.659","1"
"909113368","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","621","0.621","1"
"909113368","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","576","0.576","1"
"909113368","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","496","0.496","1"
"909113368","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","777","0.777","0"
"909113368","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","477","0.477","1"
"909113368","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","916","0.916","1"
"909113368","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","783","0.783","0"
"909113368","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","803","0.803","1"
"909113368","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","906","0.906","0"
"909113368","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","814","0.814","0"
"909113368","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","707","0.707","1"
"909113368","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","300","0.3","1"
"909113368","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","563","0.563","1"
"909113368","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","724","0.724","1"
"909113368","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","598","0.598","1"
"909113368","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","787","0.787","1"
"909113368","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","511","0.511","1"
"909113368","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","868","0.868","1"
"909113368","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","483","0.483","0"
"909113368","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","498","0.498","1"
"909113368","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","880","0.88","1"
"909113368","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","620","0.62","1"
"909113368","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","678","0.678","1"
"909113368","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","881","0.881","1"
"909113368","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","460","0.46","1"
"909113368","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","515","0.515","1"
"909113368","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","535","0.535","1"
"909113368","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","666","0.666","1"
"909113368","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","620","0.62","1"
"909113368","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","692","0.692","1"
"909113368","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","913","0.913","1"
"909113368","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","604","0.604","1"
"909113368","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","547","0.547","1"
"909113368","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","561","0.561","0"
"909113368","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","721","0.721","1"
"909113368","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","412","0.412","1"
"909113368","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","722","0.722","1"
"909113368","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","923","0.923","1"
"909113368","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","538","0.538","1"
"909113368","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","716","0.716","1"
"909113368","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","546","0.546","1"
"909113368","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","759","0.759","1"
"909113368","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","602","0.602","1"
"909113368","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","1222","1.222","1"
"909113368","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","739","0.739","0"
"909113368","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","354","0.354","1"
"909113368","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","315","0.315","1"
"909113368","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","607","0.607","1"
"909113368","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","838","0.838","1"
"909113368","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","613","0.613","0"
"909113368","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","634","0.634","1"
"909113368","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","701","0.701","1"
"909113368","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","432","0.432","1"
"909113368","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","934","0.934","1"
"909113368","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","713","0.713","1"
"909113368","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","686","0.686","1"
"909113368","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","1042","1.042","1"
"909113368","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","1174","1.174","1"
"909113368","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","615","0.615","1"
"909113368","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","805","0.805","1"
"909113368","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","810","0.81","1"
"909113368","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","672","0.672","1"
"909113368","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","517","0.517","0"
"909113368","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","823","0.823","1"
"909113368","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","969","0.969","1"
"909113368","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","633","0.633","1"
"909113368","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","873","0.873","1"
"909113368","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","664","0.664","1"
"909113368","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","1077","1.077","1"
"909113368","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","610","0.61","1"
"909113368","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","524","0.524","1"
"909113368","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","679","0.679","1"
"909113368","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","678","0.678","1"
"909113368","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","728","0.728","1"
"909113368","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","764","0.764","1"
"909113368","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","670","0.67","1"
"909113368","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","683","0.683","1"
"909113368","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","1063","1.063","1"
"909113368","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","616","0.616","1"
"909113368","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","605","0.605","1"
"909113368","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","594","0.594","1"
"909113368","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","748","0.748","1"
"909113368","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","564","0.564","1"
"909113368","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","549","0.549","1"
"909113368","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","598","0.598","1"
"909113368","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","689","0.689","1"
"909113368","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","515","0.515","1"
"909113368","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","462","0.462","1"
"909113368","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","665","0.665","1"
"909113368","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","509","0.509","1"
"909113368","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","458","0.458","1"
"909113368","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","758","0.758","0"
"909113368","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","621","0.621","1"
"909113368","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","528","0.528","1"
"909113368","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","583","0.583","0"
"909113368","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","830","0.83","1"
"909113368","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","618","0.618","1"
"909113368","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","646","0.646","1"
"909113368","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","600","0.6","1"
"909113368","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","593","0.593","1"
"909113368","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","511","0.511","1"
"909113368","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","492","0.492","1"
"922667222","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","725","0.725","0"
"922667222","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","330","0.33","0"
"922667222","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","323","0.323","1"
"922667222","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","428","0.428","0"
"922667222","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","241","0.241","0"
"922667222","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","423","0.423","0"
"922667222","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","748","0.748","0"
"922667222","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","343","0.343","0"
"922667222","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","331","0.331","1"
"922667222","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","239","0.239","1"
"922667222","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","328","0.328","0"
"922667222","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","376","0.376","0"
"922667222","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","799","0.799","1"
"922667222","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","667","0.667","0"
"922667222","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","313","0.313","1"
"922667222","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","757","0.757","1"
"922667222","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","1180","1.18","1"
"922667222","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","1015","1.015","1"
"922667222","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","389","0.389","1"
"922667222","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","437","0.437","1"
"922667222","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","257","0.257","1"
"922667222","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","416","0.416","0"
"922667222","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","872","0.872","1"
"922667222","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","201","0.201","0"
"922667222","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","627","0.627","0"
"922667222","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","522","0.522","0"
"922667222","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","864","0.864","0"
"922667222","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","965","0.965","0"
"922667222","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","415","0.415","1"
"922667222","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","1025","1.025","1"
"922667222","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","949","0.949","1"
"922667222","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","1049","1.049","0"
"922667222","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","850","0.85","1"
"922667222","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","674","0.674","1"
"922667222","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","355","0.355","0"
"922667222","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","384","0.384","1"
"922667222","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","857","0.857","1"
"922667222","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","396","0.396","0"
"922667222","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","307","0.307","1"
"922667222","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","457","0.457","0"
"922667222","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","314","0.314","0"
"922667222","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","814","0.814","1"
"922667222","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","1275","1.275","0"
"922667222","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","448","0.448","1"
"922667222","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","373","0.373","1"
"922667222","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","245","0.245","1"
"922667222","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","307","0.307","1"
"922667222","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","290","0.29","0"
"922667222","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","877","0.877","1"
"922667222","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","406","0.406","1"
"922667222","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","532","0.532","1"
"922667222","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","314","0.314","0"
"922667222","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","853","0.853","0"
"922667222","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","380","0.38","1"
"922667222","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","490","0.49","1"
"922667222","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","298","0.298","1"
"922667222","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","230","0.23","0"
"922667222","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","1152","1.152","0"
"922667222","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","678","0.678","0"
"922667222","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","891","0.891","1"
"922667222","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","456","0.456","1"
"922667222","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","334","0.334","1"
"922667222","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","273","0.273","1"
"922667222","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","281","0.281","1"
"922667222","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","247","0.247","1"
"922667222","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","335","0.335","0"
"922667222","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","716","0.716","0"
"922667222","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","456","0.456","1"
"922667222","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","816","0.816","0"
"922667222","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","314","0.314","1"
"922667222","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","323","0.323","1"
"922667222","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","336","0.336","0"
"922667222","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","322","0.322","0"
"922667222","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","398","0.398","0"
"922667222","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","362","0.362","1"
"922667222","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","447","0.447","1"
"922667222","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","473","0.473","0"
"922667222","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","665","0.665","1"
"922667222","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","427","0.427","0"
"922667222","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","672","0.672","1"
"922667222","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","414","0.414","1"
"922667222","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","337","0.337","0"
"922667222","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","334","0.334","1"
"922667222","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","348","0.348","1"
"922667222","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","348","0.348","1"
"922667222","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","281","0.281","1"
"922667222","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","334","0.334","1"
"922667222","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","256","0.256","0"
"922667222","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","398","0.398","0"
"922667222","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","914","0.914","1"
"922667222","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","264","0.264","0"
"922667222","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","532","0.532","0"
"922667222","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","281","0.281","0"
"922667222","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","1020","1.02","1"
"922667222","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","639","0.639","0"
"922667222","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","264","0.264","1"
"922667222","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","473","0.473","1"
"922667222","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","716","0.716","1"
"922667222","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","277","0.277","1"
"922667222","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","298","0.298","1"
"922667222","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","581","0.581","1"
"922667222","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","211","0.211","0"
"922667222","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","241","0.241","1"
"922667222","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","315","0.315","0"
"922667222","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","390","0.39","0"
"922667222","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","376","0.376","1"
"922667222","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","406","0.406","0"
"922667222","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","449","0.449","1"
"922667222","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","405","0.405","1"
"922667222","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","334","0.334","1"
"922667222","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","340","0.34","1"
"922667222","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","365","0.365","1"
"922667222","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","1143","1.143","1"
"922667222","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","372","0.372","1"
"922667222","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","306","0.306","1"
"922667222","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","397","0.397","1"
"922667222","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","944","0.944","1"
"922667222","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","348","0.348","1"
"922667222","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","615","0.615","1"
"922667222","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","319","0.319","1"
"922667222","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","239","0.239","1"
"922667222","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","917","0.917","1"
"922667222","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","339","0.339","1"
"922667222","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","707","0.707","1"
"922667222","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","292","0.292","0"
"922667222","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","305","0.305","1"
"922667222","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","222","0.222","1"
"922667222","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","260","0.26","1"
"922667222","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","415","0.415","1"
"922667222","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","222","0.222","1"
"922667222","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","227","0.227","1"
"922667222","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","632","0.632","0"
