"Subject","Trial","Shape","Label","Matching","ACC","RT_ms","bed","manipCheck","Resp","Cresp","Condition"
6,50,"Dreieck.png","Fremder","Matching",1,1847,"L1m",1,"d","d","Ass2"
6,51,"Dreieck.png","Ich","Nonmatching",1,956,"L2n",3,"k","k","Ass2"
6,52,"Kreis.png","Fremder","Nonmatching",0,915,"L1n",2,"d","k","Ass2"
6,53,"Dreieck.png","Ich","Nonmatching",1,1925,"L2n",3,"k","k","Ass2"
6,54,"Kreis.png","Fremder","Nonmatching",1,1254,"L1n",2,"k","k","Ass2"
6,55,"Dreieck.png","Fremder","Matching",0,846,"L1m",1,"k","d","Ass2"
6,56,"Kreis.png","Ich","Matching",1,1205,"L2m",4,"d","d","Ass2"
6,57,"Kreis.png","Ich","Matching",1,1072,"L2m",4,"d","d","Ass2"
6,58,"Dreieck.png","Fremder","Matching",1,2226,"L1m",1,"d","d","Ass2"
6,59,"Kreis.png","Fremder","Nonmatching",1,1033,"L1n",2,"k","k","Ass2"
