"Subject","Trial","Shape","Label","Matching","ACC","RT_ms","bed","manipCheck","Resp","Cresp","Condition"
15,83,"Kreis.png","Ich","Matching",1,440,"L2m",4,"d","d","Ass2"
15,84,"Dreieck.png","Fremder","Matching",1,531,"L1m",1,"d","d","Ass2"
15,85,"Dreieck.png","Fremder","Matching",1,638,"L1m",1,"d","d","Ass2"
15,86,"Kreis.png","Fremder","Nonmatching",1,598,"L1n",2,"k","k","Ass2"
15,87,"Dreieck.png","Ich","Nonmatching",0,498,"L2n",3,"d","k","Ass2"
15,88,"Kreis.png","Ich","Matching",1,557,"L2m",4,"d","d","Ass2"
15,89,"Kreis.png","Ich","Matching",1,607,"L2m",4,"d","d","Ass2"
15,90,"Dreieck.png","Fremder","Matching",1,535,"L1m",1,"d","d","Ass2"
15,91,"Dreieck.png","Ich","Nonmatching",1,913,"L2n",3,"k","k","Ass2"
15,92,"Kreis.png","Fremder","Nonmatching",1,690,"L1n",2,"k","k","Ass2"
15,93,"Dreieck.png","Fremder","Matching",1,862,"L1m",1,"d","d","Ass2"
15,94,"Kreis.png","Fremder","Nonmatching",1,695,"L1n",2,"k","k","Ass2"
15,95,"Kreis.png","Ich","Matching",1,551,"L2m",4,"d","d","Ass2"
15,96,"Dreieck.png","Ich","Nonmatching",1,643,"L2n",3,"k","k","Ass2"
15,97,"Kreis.png","Fremder","Nonmatching",1,658,"L1n",2,"k","k","Ass2"
15,98,"Dreieck.png","Ich","Nonmatching",1,711,"L2n",3,"k","k","Ass2"
15,99,"Dreieck.png","Fremder","Matching",1,838,"L1m",1,"d","d","Ass2"
15,100,"Kreis.png","Ich","Matching",1,404,"L2m",4,"d","d","Ass2"
15,101,"Dreieck.png","Fremder","Matching",1,586,"L1m",1,"d","d","Ass2"
15,102,"Kreis.png","Ich","Matching",1,715,"L2m",4,"d","d","Ass2"
15,103,"Kreis.png","Fremder","Nonmatching",1,604,"L1n",2,"k","k","Ass2"
15,104,"Dreieck.png","Ich","Nonmatching",1,594,"L2n",3,"k","k","Ass2"
15,105,"Dreieck.png","Ich","Nonmatching",1,682,"L2n",3,"k","k","Ass2"
15,106,"Kreis.png","Ich","Matching",1,458,"L2m",4,"d","d","Ass2"
15,107,"Dreieck.png","Fremder","Matching",1,555,"L1m",1,"d","d","Ass2"
15,108,"Kreis.png","Fremder","Nonmatching",1,614,"L1n",2,"k","k","Ass2"
15,109,"Kreis.png","Fremder","Nonmatching",1,832,"L1n",2,"k","k","Ass2"
15,110,"Kreis.png","Ich","Matching",1,452,"L2m",4,"d","d","Ass2"
15,111,"Dreieck.png","Fremder","Matching",1,460,"L1m",1,"d","d","Ass2"
15,112,"Dreieck.png","Ich","Nonmatching",1,546,"L2n",3,"k","k","Ass2"
15,113,"Kreis.png","Ich","Matching",1,423,"L2m",4,"d","d","Ass2"
15,114,"Dreieck.png","Ich","Nonmatching",1,646,"L2n",3,"k","k","Ass2"
15,115,"Kreis.png","Fremder","Nonmatching",1,770,"L1n",2,"k","k","Ass2"
15,116,"Dreieck.png","Fremder","Matching",1,772,"L1m",1,"d","d","Ass2"
15,117,"Dreieck.png","Ich","Nonmatching",1,652,"L2n",3,"k","k","Ass2"
15,118,"Dreieck.png","Fremder","Matching",1,795,"L1m",1,"d","d","Ass2"
15,119,"Kreis.png","Ich","Matching",1,389,"L2m",4,"d","d","Ass2"
15,120,"Kreis.png","Fremder","Nonmatching",1,610,"L1n",2,"k","k","Ass2"
15,121,"Dreieck.png","Ich","Nonmatching",1,894,"L2n",3,"k","k","Ass2"
15,122,"Dreieck.png","Fremder","Matching",1,739,"L1m",1,"d","d","Ass2"
15,123,"Kreis.png","Fremder","Nonmatching",1,563,"L1n",2,"k","k","Ass2"
15,124,"Kreis.png","Ich","Matching",1,429,"L2m",4,"d","d","Ass2"
15,125,"Kreis.png","Ich","Matching",1,545,"L2m",4,"d","d","Ass2"
15,126,"Dreieck.png","Ich","Nonmatching",1,574,"L2n",3,"k","k","Ass2"
15,127,"Kreis.png","Fremder","Nonmatching",1,840,"L1n",2,"k","k","Ass2"
15,128,"Dreieck.png","Fremder","Matching",1,429,"L1m",1,"d","d","Ass2"
21,1,"Kreis.png","Ich","Matching",1,483,"L2m",4,"d","d","Ass2"
21,2,"Kreis.png","Fremder","Nonmatching",1,956,"L1n",2,"k","k","Ass2"
21,3,"Dreieck.png","Fremder","Matching",1,1059,"L1m",1,"d","d","Ass2"
21,4,"Dreieck.png","Ich","Nonmatching",1,689,"L2n",3,"k","k","Ass2"
21,5,"Dreieck.png","Fremder","Matching",1,895,"L1m",1,"d","d","Ass2"
21,6,"Kreis.png","Fremder","Nonmatching",1,1085,"L1n",2,"k","k","Ass2"
21,7,"Kreis.png","Ich","Matching",1,444,"L2m",4,"d","d","Ass2"
21,8,"Dreieck.png","Ich","Nonmatching",1,764,"L2n",3,"k","k","Ass2"
21,9,"Dreieck.png","Ich","Nonmatching",1,1146,"L2n",3,"k","k","Ass2"
21,10,"Kreis.png","Fremder","Nonmatching",1,889,"L1n",2,"k","k","Ass2"
21,11,"Dreieck.png","Fremder","Matching",1,805,"L1m",1,"d","d","Ass2"
21,12,"Kreis.png","Ich","Matching",1,690,"L2m",4,"d","d","Ass2"
21,13,"Dreieck.png","Ich","Nonmatching",1,963,"L2n",3,"k","k","Ass2"
21,14,"Kreis.png","Ich","Matching",1,634,"L2m",4,"d","d","Ass2"
21,15,"Kreis.png","Fremder","Nonmatching",1,677,"L1n",2,"k","k","Ass2"
21,16,"Dreieck.png","Fremder","Matching",1,743,"L1m",1,"d","d","Ass2"
21,17,"Dreieck.png","Ich","Nonmatching",1,969,"L2n",3,"k","k","Ass2"
21,18,"Kreis.png","Fremder","Nonmatching",1,1052,"L1n",2,"k","k","Ass2"
21,19,"Kreis.png","Ich","Matching",1,530,"L2m",4,"d","d","Ass2"
21,20,"Dreieck.png","Fremder","Matching",1,905,"L1m",1,"d","d","Ass2"
21,21,"Kreis.png","Fremder","Nonmatching",1,792,"L1n",2,"k","k","Ass2"
21,22,"Dreieck.png","Fremder","Matching",1,807,"L1m",1,"d","d","Ass2"
21,23,"Kreis.png","Ich","Matching",1,606,"L2m",4,"d","d","Ass2"
21,24,"Dreieck.png","Ich","Nonmatching",1,755,"L2n",3,"k","k","Ass2"
21,25,"Kreis.png","Fremder","Nonmatching",1,981,"L1n",2,"k","k","Ass2"
21,26,"Dreieck.png","Fremder","Matching",0,745,"L1m",1,"k","d","Ass2"
21,27,"Dreieck.png","Ich","Nonmatching",1,716,"L2n",3,"k","k","Ass2"
21,28,"Kreis.png","Ich","Matching",1,615,"L2m",4,"d","d","Ass2"
21,29,"Kreis.png","Ich","Matching",1,510,"L2m",4,"d","d","Ass2"
21,30,"Kreis.png","Fremder","Nonmatching",1,801,"L1n",2,"k","k","Ass2"
21,31,"Dreieck.png","Fremder","Matching",1,990,"L1m",1,"d","d","Ass2"
21,32,"Dreieck.png","Ich","Nonmatching",1,611,"L2n",3,"k","k","Ass2"
21,33,"Kreis.png","Fremder","Nonmatching",1,657,"L1n",2,"k","k","Ass2"
21,34,"Dreieck.png","Ich","Nonmatching",1,922,"L2n",3,"k","k","Ass2"
21,35,"Kreis.png","Ich","Matching",1,555,"L2m",4,"d","d","Ass2"
21,36,"Dreieck.png","Fremder","Matching",1,662,"L1m",1,"d","d","Ass2"
21,37,"Dreieck.png","Fremder","Matching",1,839,"L1m",1,"d","d","Ass2"
21,38,"Dreieck.png","Ich","Nonmatching",1,626,"L2n",3,"k","k","Ass2"
21,39,"Kreis.png","Fremder","Nonmatching",1,887,"L1n",2,"k","k","Ass2"
21,40,"Kreis.png","Ich","Matching",1,528,"L2m",4,"d","d","Ass2"
21,41,"Kreis.png","Fremder","Nonmatching",1,703,"L1n",2,"k","k","Ass2"
21,42,"Dreieck.png","Fremder","Matching",1,643,"L1m",1,"d","d","Ass2"
21,43,"Kreis.png","Ich","Matching",1,365,"L2m",4,"d","d","Ass2"
21,44,"Dreieck.png","Ich","Nonmatching",0,527,"L2n",3,"d","k","Ass2"
21,45,"Dreieck.png","Ich","Nonmatching",1,595,"L2n",3,"k","k","Ass2"
21,46,"Kreis.png","Fremder","Nonmatching",1,852,"L1n",2,"k","k","Ass2"
21,47,"Dreieck.png","Fremder","Matching",1,675,"L1m",1,"d","d","Ass2"
21,48,"Kreis.png","Ich","Matching",1,472,"L2m",4,"d","d","Ass2"
21,49,"Kreis.png","Fremder","Nonmatching",1,536,"L1n",2,"k","k","Ass2"
21,50,"Kreis.png","Ich","Matching",1,700,"L2m",4,"d","d","Ass2"
21,51,"Dreieck.png","Fremder","Matching",1,718,"L1m",1,"d","d","Ass2"
21,52,"Dreieck.png","Ich","Nonmatching",1,670,"L2n",3,"k","k","Ass2"
21,53,"Dreieck.png","Fremder","Matching",0,572,"L1m",1,"k","d","Ass2"
21,54,"Kreis.png","Fremder","Nonmatching",1,591,"L1n",2,"k","k","Ass2"
21,55,"Kreis.png","Ich","Matching",1,485,"L2m",4,"d","d","Ass2"
21,56,"Dreieck.png","Ich","Nonmatching",1,763,"L2n",3,"k","k","Ass2"
21,57,"Kreis.png","Ich","Matching",1,798,"L2m",4,"d","d","Ass2"
21,58,"Kreis.png","Fremder","Nonmatching",1,750,"L1n",2,"k","k","Ass2"
21,59,"Dreieck.png","Fremder","Matching",1,956,"L1m",1,"d","d","Ass2"
21,60,"Dreieck.png","Ich","Nonmatching",1,632,"L2n",3,"k","k","Ass2"
21,61,"Dreieck.png","Ich","Nonmatching",1,847,"L2n",3,"k","k","Ass2"
21,62,"Kreis.png","Ich","Matching",1,615,"L2m",4,"d","d","Ass2"
21,63,"Dreieck.png","Fremder","Matching",1,1143,"L1m",1,"d","d","Ass2"
21,64,"Kreis.png","Fremder","Nonmatching",1,730,"L1n",2,"k","k","Ass2"
21,65,"Dreieck.png","Ich","Nonmatching",1,946,"L2n",3,"k","k","Ass2"
21,66,"Kreis.png","Ich","Matching",1,467,"L2m",4,"d","d","Ass2"
21,67,"Dreieck.png","Fremder","Matching",1,610,"L1m",1,"d","d","Ass2"
21,68,"Kreis.png","Fremder","Nonmatching",1,701,"L1n",2,"k","k","Ass2"
21,69,"Kreis.png","Fremder","Nonmatching",1,816,"L1n",2,"k","k","Ass2"
21,70,"Kreis.png","Ich","Matching",1,446,"L2m",4,"d","d","Ass2"
21,71,"Dreieck.png","Ich","Nonmatching",1,616,"L2n",3,"k","k","Ass2"
21,72,"Dreieck.png","Fremder","Matching",0,546,"L1m",1,"k","d","Ass2"
21,73,"Kreis.png","Ich","Matching",1,703,"L2m",4,"d","d","Ass2"
21,74,"Kreis.png","Fremder","Nonmatching",1,731,"L1n",2,"k","k","Ass2"
21,75,"Dreieck.png","Fremder","Matching",1,1008,"L1m",1,"d","d","Ass2"
21,76,"Dreieck.png","Ich","Nonmatching",1,891,"L2n",3,"k","k","Ass2"
21,77,"Kreis.png","Ich","Matching",1,673,"L2m",4,"d","d","Ass2"
21,78,"Kreis.png","Fremder","Nonmatching",1,818,"L1n",2,"k","k","Ass2"
21,79,"Dreieck.png","Ich","Nonmatching",1,729,"L2n",3,"k","k","Ass2"
21,80,"Dreieck.png","Fremder","Matching",1,825,"L1m",1,"d","d","Ass2"
21,81,"Dreieck.png","Ich","Nonmatching",1,1197,"L2n",3,"k","k","Ass2"
21,82,"Kreis.png","Ich","Matching",1,707,"L2m",4,"d","d","Ass2"
21,83,"Dreieck.png","Fremder","Matching",1,1176,"L1m",1,"d","d","Ass2"
21,84,"Kreis.png","Fremder","Nonmatching",1,877,"L1n",2,"k","k","Ass2"
21,85,"Dreieck.png","Ich","Nonmatching",1,1160,"L2n",3,"k","k","Ass2"
21,86,"Dreieck.png","Fremder","Matching",1,902,"L1m",1,"d","d","Ass2"
21,87,"Kreis.png","Ich","Matching",1,660,"L2m",4,"d","d","Ass2"
21,88,"Kreis.png","Fremder","Nonmatching",1,675,"L1n",2,"k","k","Ass2"
21,89,"Kreis.png","Ich","Matching",1,488,"L2m",4,"d","d","Ass2"
21,90,"Dreieck.png","Fremder","Matching",1,1073,"L1m",1,"d","d","Ass2"
21,91,"Dreieck.png","Ich","Nonmatching",1,1119,"L2n",3,"k","k","Ass2"
21,92,"Kreis.png","Fremder","Nonmatching",1,869,"L1n",2,"k","k","Ass2"
21,93,"Dreieck.png","Ich","Nonmatching",1,954,"L2n",3,"k","k","Ass2"
21,94,"Kreis.png","Fremder","Nonmatching",1,773,"L1n",2,"k","k","Ass2"
21,95,"Dreieck.png","Fremder","Matching",0,484,"L1m",1,"k","d","Ass2"
21,96,"Kreis.png","Ich","Matching",1,493,"L2m",4,"d","d","Ass2"
21,97,"Dreieck.png","Ich","Nonmatching",1,662,"L2n",3,"k","k","Ass2"
21,98,"Dreieck.png","Fremder","Matching",1,698,"L1m",1,"d","d","Ass2"
21,99,"Kreis.png","Fremder","Nonmatching",1,649,"L1n",2,"k","k","Ass2"
21,100,"Kreis.png","Ich","Matching",1,613,"L2m",4,"d","d","Ass2"
21,101,"Dreieck.png","Ich","Nonmatching",1,1058,"L2n",3,"k","k","Ass2"
21,102,"Dreieck.png","Fremder","Matching",1,785,"L1m",1,"d","d","Ass2"
21,103,"Kreis.png","Fremder","Nonmatching",1,691,"L1n",2,"k","k","Ass2"
21,104,"Kreis.png","Ich","Matching",1,616,"L2m",4,"d","d","Ass2"
21,105,"Kreis.png","Fremder","Nonmatching",1,769,"L1n",2,"k","k","Ass2"
21,106,"Kreis.png","Ich","Matching",1,647,"L2m",4,"d","d","Ass2"
21,107,"Dreieck.png","Fremder","Matching",1,1092,"L1m",1,"d","d","Ass2"
21,108,"Dreieck.png","Ich","Nonmatching",1,898,"L2n",3,"k","k","Ass2"
21,109,"Dreieck.png","Ich","Nonmatching",0,777,"L2n",3,"d","k","Ass2"
21,110,"Kreis.png","Fremder","Nonmatching",1,1040,"L1n",2,"k","k","Ass2"
21,111,"Kreis.png","Ich","Matching",1,753,"L2m",4,"d","d","Ass2"
21,112,"Dreieck.png","Fremder","Matching",1,1114,"L1m",1,"d","d","Ass2"
21,113,"Kreis.png","Ich","Matching",1,755,"L2m",4,"d","d","Ass2"
21,114,"Kreis.png","Fremder","Nonmatching",1,669,"L1n",2,"k","k","Ass2"
21,115,"Dreieck.png","Fremder","Matching",1,1092,"L1m",1,"d","d","Ass2"
21,116,"Dreieck.png","Ich","Nonmatching",1,1035,"L2n",3,"k","k","Ass2"
21,117,"Kreis.png","Ich","Matching",1,471,"L2m",4,"d","d","Ass2"
21,118,"Kreis.png","Fremder","Nonmatching",0,757,"L1n",2,"d","k","Ass2"
21,119,"Dreieck.png","Fremder","Matching",1,730,"L1m",1,"d","d","Ass2"
21,120,"Dreieck.png","Ich","Nonmatching",1,634,"L2n",3,"k","k","Ass2"
21,121,"Dreieck.png","Fremder","Matching",1,647,"L1m",1,"d","d","Ass2"
21,122,"Kreis.png","Ich","Matching",1,580,"L2m",4,"d","d","Ass2"
21,123,"Kreis.png","Fremder","Nonmatching",1,629,"L1n",2,"k","k","Ass2"
21,124,"Dreieck.png","Ich","Nonmatching",1,719,"L2n",3,"k","k","Ass2"
21,125,"Kreis.png","Ich","Matching",1,589,"L2m",4,"d","d","Ass2"
21,126,"Dreieck.png","Fremder","Matching",1,778,"L1m",1,"d","d","Ass2"
21,127,"Dreieck.png","Ich","Nonmatching",1,621,"L2n",3,"k","k","Ass2"
21,128,"Kreis.png","Fremder","Nonmatching",1,1091,"L1n",2,"k","k","Ass2"
24,1,"Kreis.png","Fremder","Matching",1,324,"L2m",4,"d","d","Ass1"
24,2,"Kreis.png","Ich","Nonmatching",1,537,"L1n",2,"k","k","Ass1"
24,3,"Dreieck.png","Ich","Matching",1,343,"L1m",1,"d","d","Ass1"
24,4,"Dreieck.png","Fremder","Nonmatching",1,214,"L2n",3,"k","k","Ass1"
24,5,"Kreis.png","Fremder","Matching",1,457,"L2m",4,"d","d","Ass1"
24,6,"Dreieck.png","Ich","Matching",0,266,"L1m",1,"k","d","Ass1"
24,7,"Kreis.png","Ich","Nonmatching",0,178,"L1n",2,"d","k","Ass1"
24,8,"Dreieck.png","Fremder","Nonmatching",1,208,"L2n",3,"k","k","Ass1"
24,9,"Dreieck.png","Fremder","Nonmatching",0,246,"L2n",3,"d","k","Ass1"
24,10,"Kreis.png","Ich","Nonmatching",1,210,"L1n",2,"k","k","Ass1"
24,11,"Dreieck.png","Ich","Matching",1,171,"L1m",1,"d","d","Ass1"
24,12,"Kreis.png","Fremder","Matching",0,213,"L2m",4,"k","d","Ass1"
24,13,"Kreis.png","Ich","Nonmatching",0,235,"L1n",2,"d","k","Ass1"
24,14,"Kreis.png","Fremder","Matching",0,159,"L2m",4,"k","d","Ass1"
24,15,"Dreieck.png","Fremder","Nonmatching",0,213,"L2n",3,"d","k","Ass1"
24,16,"Dreieck.png","Ich","Matching",0,197,"L1m",1,"k","d","Ass1"
24,17,"Kreis.png","Ich","Nonmatching",0,249,"L1n",2,"d","k","Ass1"
24,18,"Dreieck.png","Ich","Matching",0,232,"L1m",1,"k","d","Ass1"
24,19,"Dreieck.png","Fremder","Nonmatching",0,201,"L2n",3,"d","k","Ass1"
24,20,"Kreis.png","Fremder","Matching",0,204,"L2m",4,"k","d","Ass1"
24,21,"Dreieck.png","Ich","Matching",1,242,"L1m",1,"d","d","Ass1"
24,22,"Kreis.png","Fremder","Matching",0,473,"L2m",4,"k","d","Ass1"
24,23,"Dreieck.png","Fremder","Nonmatching",0,242,"L2n",3,"d","k","Ass1"
24,24,"Kreis.png","Ich","Nonmatching",0,226,"L1n",2,"d","k","Ass1"
24,25,"Kreis.png","Fremder","Matching",0,229,"L2m",4,"k","d","Ass1"
24,26,"Dreieck.png","Ich","Matching",0,207,"L1m",1,"k","d","Ass1"
24,27,"Dreieck.png","Fremder","Nonmatching",1,165,"L2n",3,"k","k","Ass1"
24,28,"Kreis.png","Ich","Nonmatching",0,214,"L1n",2,"d","k","Ass1"
24,29,"Kreis.png","Fremder","Matching",0,193,"L2m",4,"k","d","Ass1"
24,30,"Kreis.png","Ich","Nonmatching",0,207,"L1n",2,"d","k","Ass1"
24,31,"Dreieck.png","Fremder","Nonmatching",1,220,"L2n",3,"k","k","Ass1"
24,32,"Dreieck.png","Ich","Matching",1,250,"L1m",1,"d","d","Ass1"
24,33,"Kreis.png","Ich","Nonmatching",1,260,"L1n",2,"k","k","Ass1"
24,34,"Kreis.png","Fremder","Matching",1,238,"L2m",4,"d","d","Ass1"
24,35,"Dreieck.png","Fremder","Nonmatching",1,266,"L2n",3,"k","k","Ass1"
24,36,"Dreieck.png","Ich","Matching",1,241,"L1m",1,"d","d","Ass1"
24,37,"Dreieck.png","Ich","Matching",0,90,"L1m",1,"k","d","Ass1"
24,38,"Dreieck.png","Fremder","Nonmatching",0,168,"L2n",3,"d","k","Ass1"
24,39,"Kreis.png","Fremder","Matching",0,210,"L2m",4,"k","d","Ass1"
24,40,"Kreis.png","Ich","Nonmatching",0,220,"L1n",2,"d","k","Ass1"
24,41,"Dreieck.png","Fremder","Nonmatching",1,242,"L2n",3,"k","k","Ass1"
24,42,"Kreis.png","Ich","Nonmatching",0,412,"L1n",2,"d","k","Ass1"
24,43,"Kreis.png","Fremder","Matching",0,681,"L2m",4,"k","d","Ass1"
24,44,"Dreieck.png","Ich","Matching",1,135,"L1m",1,"d","d","Ass1"
24,45,"Dreieck.png","Fremder","Nonmatching",1,226,"L2n",3,"k","k","Ass1"
24,46,"Kreis.png","Fremder","Matching",1,260,"L2m",4,"d","d","Ass1"
24,47,"Dreieck.png","Ich","Matching",0,252,"L1m",1,"k","d","Ass1"
24,48,"Kreis.png","Ich","Nonmatching",0,239,"L1n",2,"d","k","Ass1"
24,49,"Dreieck.png","Fremder","Nonmatching",1,227,"L2n",3,"k","k","Ass1"
24,50,"Dreieck.png","Ich","Matching",1,258,"L1m",1,"d","d","Ass1"
24,51,"Kreis.png","Ich","Nonmatching",1,232,"L1n",2,"k","k","Ass1"
24,52,"Kreis.png","Fremder","Matching",1,263,"L2m",4,"d","d","Ass1"
24,53,"Dreieck.png","Fremder","Nonmatching",1,253,"L2n",3,"k","k","Ass1"
24,54,"Dreieck.png","Ich","Matching",1,277,"L1m",1,"d","d","Ass1"
24,55,"Kreis.png","Ich","Nonmatching",1,288,"L1n",2,"k","k","Ass1"
24,56,"Kreis.png","Fremder","Matching",1,251,"L2m",4,"d","d","Ass1"
24,57,"Dreieck.png","Fremder","Nonmatching",1,275,"L2n",3,"k","k","Ass1"
24,58,"Kreis.png","Fremder","Matching",1,268,"L2m",4,"d","d","Ass1"
24,59,"Kreis.png","Ich","Nonmatching",1,262,"L1n",2,"k","k","Ass1"
24,60,"Dreieck.png","Ich","Matching",1,232,"L1m",1,"d","d","Ass1"
24,61,"Dreieck.png","Ich","Matching",0,242,"L1m",1,"k","d","Ass1"
24,62,"Kreis.png","Ich","Nonmatching",0,260,"L1n",2,"d","k","Ass1"
24,63,"Kreis.png","Fremder","Matching",0,255,"L2m",4,"k","d","Ass1"
24,64,"Dreieck.png","Fremder","Nonmatching",0,222,"L2n",3,"d","k","Ass1"
24,65,"Kreis.png","Fremder","Matching",0,246,"L2m",4,"k","d","Ass1"
24,66,"Dreieck.png","Fremder","Nonmatching",1,252,"L2n",3,"k","k","Ass1"
24,67,"Dreieck.png","Ich","Matching",1,235,"L1m",1,"d","d","Ass1"
24,68,"Kreis.png","Ich","Nonmatching",1,171,"L1n",2,"k","k","Ass1"
24,69,"Dreieck.png","Fremder","Nonmatching",1,815,"L2n",3,"k","k","Ass1"
24,70,"Kreis.png","Fremder","Matching",0,736,"L2m",4,"k","d","Ass1"
24,71,"Kreis.png","Ich","Nonmatching",0,565,"L1n",2,"d","k","Ass1"
24,72,"Dreieck.png","Ich","Matching",1,509,"L1m",1,"d","d","Ass1"
24,73,"Kreis.png","Fremder","Matching",1,784,"L2m",4,"d","d","Ass1"
24,74,"Kreis.png","Ich","Nonmatching",1,786,"L1n",2,"k","k","Ass1"
24,75,"Dreieck.png","Ich","Matching",1,418,"L1m",1,"d","d","Ass1"
24,76,"Dreieck.png","Fremder","Nonmatching",0,616,"L2n",3,"d","k","Ass1"
24,77,"Dreieck.png","Ich","Matching",1,443,"L1m",1,"d","d","Ass1"
24,78,"Kreis.png","Ich","Nonmatching",1,986,"L1n",2,"k","k","Ass1"
24,79,"Dreieck.png","Fremder","Nonmatching",1,1632,"L2n",3,"k","k","Ass1"
24,80,"Kreis.png","Fremder","Matching",0,1625,"L2m",4,"k","d","Ass1"
24,81,"Dreieck.png","Fremder","Nonmatching",1,1428,"L2n",3,"k","k","Ass1"
24,82,"Dreieck.png","Ich","Matching",1,610,"L1m",1,"d","d","Ass1"
24,83,"Kreis.png","Fremder","Matching",0,656,"L2m",4,"k","d","Ass1"
24,84,"Kreis.png","Ich","Nonmatching",1,1355,"L1n",2,"k","k","Ass1"
24,85,"Kreis.png","Fremder","Matching",0,1061,"L2m",4,"k","d","Ass1"
24,86,"Dreieck.png","Fremder","Nonmatching",1,1278,"L2n",3,"k","k","Ass1"
24,87,"Kreis.png","Ich","Nonmatching",1,708,"L1n",2,"k","k","Ass1"
24,88,"Dreieck.png","Ich","Matching",1,588,"L1m",1,"d","d","Ass1"
24,89,"Kreis.png","Ich","Nonmatching",1,1359,"L1n",2,"k","k","Ass1"
24,90,"Dreieck.png","Ich","Matching",1,464,"L1m",1,"d","d","Ass1"
24,91,"Kreis.png","Fremder","Matching",0,826,"L2m",4,"k","d","Ass1"
24,92,"Dreieck.png","Fremder","Nonmatching",1,1257,"L2n",3,"k","k","Ass1"
24,93,"Dreieck.png","Fremder","Nonmatching",1,1153,"L2n",3,"k","k","Ass1"
24,94,"Kreis.png","Ich","Nonmatching",1,857,"L1n",2,"k","k","Ass1"
24,95,"Dreieck.png","Ich","Matching",1,697,"L1m",1,"d","d","Ass1"
24,96,"Kreis.png","Fremder","Matching",0,1282,"L2m",4,"k","d","Ass1"
24,97,"Dreieck.png","Fremder","Nonmatching",1,865,"L2n",3,"k","k","Ass1"
24,98,"Kreis.png","Fremder","Matching",1,1263,"L2m",4,"d","d","Ass1"
24,99,"Kreis.png","Ich","Nonmatching",1,865,"L1n",2,"k","k","Ass1"
24,100,"Dreieck.png","Ich","Matching",1,1082,"L1m",1,"d","d","Ass1"
24,101,"Dreieck.png","Ich","Matching",1,800,"L1m",1,"d","d","Ass1"
24,102,"Kreis.png","Ich","Nonmatching",1,949,"L1n",2,"k","k","Ass1"
24,103,"Dreieck.png","Fremder","Nonmatching",1,1758,"L2n",3,"k","k","Ass1"
24,104,"Kreis.png","Fremder","Matching",1,1505,"L2m",4,"d","d","Ass1"
24,105,"Dreieck.png","Ich","Matching",1,1418,"L1m",1,"d","d","Ass1"
24,106,"Kreis.png","Ich","Nonmatching",1,1146,"L1n",2,"k","k","Ass1"
24,107,"Dreieck.png","Fremder","Nonmatching",1,927,"L2n",3,"k","k","Ass1"
24,108,"Kreis.png","Fremder","Matching",1,1132,"L2m",4,"d","d","Ass1"
24,109,"Dreieck.png","Fremder","Nonmatching",1,1012,"L2n",3,"k","k","Ass1"
24,110,"Kreis.png","Ich","Nonmatching",1,2071,"L1n",2,"k","k","Ass1"
24,111,"Dreieck.png","Ich","Matching",1,758,"L1m",1,"d","d","Ass1"
24,112,"Kreis.png","Fremder","Matching",1,1089,"L2m",4,"d","d","Ass1"
24,113,"Kreis.png","Ich","Nonmatching",1,1194,"L1n",2,"k","k","Ass1"
24,114,"Dreieck.png","Ich","Matching",1,573,"L1m",1,"d","d","Ass1"
24,115,"Dreieck.png","Fremder","Nonmatching",1,951,"L2n",3,"k","k","Ass1"
24,116,"Kreis.png","Fremder","Matching",0,846,"L2m",4,"k","d","Ass1"
24,117,"Dreieck.png","Ich","Matching",1,648,"L1m",1,"d","d","Ass1"
24,118,"Kreis.png","Fremder","Matching",1,891,"L2m",4,"d","d","Ass1"
24,119,"Dreieck.png","Fremder","Nonmatching",1,1533,"L2n",3,"k","k","Ass1"
24,120,"Kreis.png","Ich","Nonmatching",1,1515,"L1n",2,"k","k","Ass1"
24,121,"Dreieck.png","Fremder","Nonmatching",1,1265,"L2n",3,"k","k","Ass1"
24,122,"Kreis.png","Fremder","Matching",1,1156,"L2m",4,"d","d","Ass1"
24,123,"Kreis.png","Ich","Nonmatching",1,874,"L1n",2,"k","k","Ass1"
24,124,"Dreieck.png","Ich","Matching",1,1466,"L1m",1,"d","d","Ass1"
24,125,"Dreieck.png","Fremder","Nonmatching",1,1458,"L2n",3,"k","k","Ass1"
24,126,"Kreis.png","Ich","Nonmatching",1,944,"L1n",2,"k","k","Ass1"
24,127,"Kreis.png","Fremder","Matching",1,1197,"L2m",4,"d","d","Ass1"
24,128,"Dreieck.png","Ich","Matching",1,458,"L1m",1,"d","d","Ass1"
25,1,"Kreis.png","Fremder","Matching",1,1326,"L2m",4,"d","d","Ass1"
25,2,"Dreieck.png","Fremder","Nonmatching",1,803,"L2n",3,"k","k","Ass1"
25,3,"Kreis.png","Ich","Nonmatching",1,1253,"L1n",2,"k","k","Ass1"
25,4,"Dreieck.png","Ich","Matching",1,870,"L1m",1,"d","d","Ass1"
25,5,"Dreieck.png","Fremder","Nonmatching",1,995,"L2n",3,"k","k","Ass1"
25,6,"Kreis.png","Fremder","Matching",1,905,"L2m",4,"d","d","Ass1"
25,7,"Dreieck.png","Ich","Matching",1,988,"L1m",1,"d","d","Ass1"
25,8,"Kreis.png","Ich","Nonmatching",1,856,"L1n",2,"k","k","Ass1"
25,9,"Kreis.png","Ich","Nonmatching",1,768,"L1n",2,"k","k","Ass1"
25,10,"Dreieck.png","Fremder","Nonmatching",1,888,"L2n",3,"k","k","Ass1"
