"Subject","Trial","Shape","Label","Task","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","RT_ms","RT_sec","ACC"
"1","1","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","2298","2.298","0"
"1","2","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","3343","3.343","1"
"1","3","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","916","0.916","1"
"1","4","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","1222","1.222","1"
"1","5","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1219","1.219","1"
"1","6","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","1185","1.185","1"
"1","7","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","1115","1.115","1"
"1","8","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","781","0.781","1"
"1","9","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1718","1.718","1"
"1","10","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","1469","1.469","1"
"1","11","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","903","0.903","1"
"1","12","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","1918","1.918","1"
"1","13","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","739","0.739","1"
"1","14","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","1478","1.478","1"
"1","15","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","929","0.929","1"
"1","16","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1252","1.252","1"
"1","17","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","958","0.958","1"
"1","18","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","816","0.816","1"
"1","19","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1297","1.297","1"
"1","20","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","1834","1.834","1"
"1","21","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1212","1.212","1"
"1","22","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","756","0.756","1"
"1","23","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","984","0.984","1"
"1","24","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","630","0.63","1"
"1","25","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1316","1.316","1"
"1","26","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","1088","1.088","0"
"1","27","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","1060","1.06","1"
"1","28","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","787","0.787","1"
"1","29","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1166","1.166","1"
"1","30","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","1726","1.726","1"
"1","31","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","754","0.754","1"
"1","32","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","639","0.639","1"
"1","33","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","1149","1.149","1"
"1","34","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1236","1.236","1"
"1","35","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","966","0.966","1"
"1","36","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","606","0.606","1"
"1","37","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","1233","1.233","1"
"1","38","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","846","0.846","1"
"1","39","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1102","1.102","1"
"1","40","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","919","0.919","1"
"1","41","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1177","1.177","1"
"1","42","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","897","0.897","1"
"1","43","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","866","0.866","1"
"1","44","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","1090","1.09","1"
"1","45","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","644","0.644","1"
"1","46","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1002","1.002","1"
"1","47","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","859","0.859","1"
"1","48","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","1237","1.237","1"
"1","49","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","1043","1.043","1"
"1","50","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","651","0.651","1"
"1","51","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","727","0.727","1"
"1","52","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","953","0.953","0"
"1","53","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","735","0.735","1"
"1","54","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1303","1.303","1"
"1","55","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","1822","1.822","1"
"1","56","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","881","0.881","1"
"1","57","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","985","0.985","1"
"1","58","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","936","0.936","1"
"1","59","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","1221","1.221","1"
"1","60","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","743","0.743","1"
"1","61","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","986","0.986","1"
"1","62","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","676","0.676","1"
"1","63","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","714","0.714","1"
"1","64","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","1250","1.25","1"
"1","65","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1158","1.158","1"
"1","66","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","933","0.933","1"
"1","67","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","551","0.551","1"
"1","68","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","1076","1.076","0"
"1","69","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","1034","1.034","0"
"1","70","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","775","0.775","1"
"1","71","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1036","1.036","1"
"1","72","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","873","0.873","1"
"1","73","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1099","1.099","1"
"1","74","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","983","0.983","1"
"1","75","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","547","0.547","1"
"1","76","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","782","0.782","1"
"1","77","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","959","0.959","1"
"1","78","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","772","0.772","1"
"1","79","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","570","0.57","1"
"1","80","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1088","1.088","1"
"1","81","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","702","0.702","1"
"1","82","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","995","0.995","1"
"1","83","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1056","1.056","1"
"1","84","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","618","0.618","1"
"1","85","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","824","0.824","0"
"1","86","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1022","1.022","1"
"1","87","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","664","0.664","1"
"1","88","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","733","0.733","1"
"1","89","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","828","0.828","1"
"1","90","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1081","1.081","1"
"1","91","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","706","0.706","1"
"1","92","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","1340","1.34","1"
"1","93","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","929","0.929","1"
"1","94","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","818","0.818","1"
"1","95","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","729","0.729","1"
"1","96","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","583","0.583","1"
"1","97","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","591","0.591","1"
"1","98","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1313","1.313","1"
"1","99","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","561","0.561","1"
"1","100","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","708","0.708","1"
"1","101","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","688","0.688","1"
"1","102","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","622","0.622","1"
"1","103","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","686","0.686","1"
"1","104","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","681","0.681","1"
"1","105","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","655","0.655","1"
"1","106","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","787","0.787","1"
"1","107","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","690","0.69","1"
"1","108","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","654","0.654","0"
"1","109","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","1145","1.145","1"
"1","110","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","556","0.556","1"
"1","111","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","942","0.942","1"
"1","112","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","638","0.638","1"
"1","113","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","1034","1.034","1"
"1","114","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","614","0.614","1"
"1","115","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","695","0.695","1"
"1","116","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1251","1.251","1"
"1","117","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","1019","1.019","1"
"1","118","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","1091","1.091","1"
"1","119","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","739","0.739","1"
"1","120","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","667","0.667","1"
"1","121","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1114","1.114","0"
"1","122","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","537","0.537","1"
"1","123","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","726","0.726","1"
"1","124","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","2023","2.023","1"
"1","125","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","616","0.616","1"
"1","126","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","642","0.642","1"
"1","127","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1132","1.132","1"
"1","128","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","896","0.896","1"
"2","1","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","998","0.998","1"
"2","2","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","1333","1.333","1"
"2","3","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1278","1.278","1"
"2","4","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","860","0.86","1"
"2","5","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1214","1.214","1"
"2","6","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","500","0.5","1"
"2","7","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","2373","2.373","1"
"2","8","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","2212","2.212","1"
"2","9","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1138","1.138","1"
"2","10","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","1119","1.119","1"
"2","11","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","712","0.712","1"
"2","12","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","1025","1.025","0"
"2","13","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","742","0.742","1"
"2","14","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","1068","1.068","1"
"2","15","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1440","1.44","0"
"2","16","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","986","0.986","1"
"2","17","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","935","0.935","1"
"2","18","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1986","1.986","1"
"2","19","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","683","0.683","0"
"2","20","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","640","0.64","1"
"2","21","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","800","0.8","1"
"2","22","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","1481","1.481","1"
"2","23","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","803","0.803","1"
"2","24","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","961","0.961","1"
"2","25","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","967","0.967","1"
"2","26","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1243","1.243","1"
"2","27","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","1556","1.556","1"
"2","28","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","1000","1","1"
"2","29","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1099","1.099","0"
"2","30","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","1119","1.119","1"
"2","31","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","1357","1.357","1"
"2","32","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","657","0.657","1"
"2","33","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","875","0.875","0"
"2","34","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","317","0.317","1"
"2","35","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1019","1.019","1"
"2","36","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","1053","1.053","1"
"2","37","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","1043","1.043","1"
"2","38","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","762","0.762","1"
"2","39","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","905","0.905","1"
"2","40","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","1031","1.031","1"
"2","41","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","1286","1.286","1"
"2","42","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","1484","1.484","1"
"2","43","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","800","0.8","1"
"2","44","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","546","0.546","1"
"2","45","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","764","0.764","1"
"2","46","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","899","0.899","1"
"2","47","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","811","0.811","1"
"2","48","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","805","0.805","1"
"2","49","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","730","0.73","1"
"2","50","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","952","0.952","1"
"2","51","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1177","1.177","1"
"2","52","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","432","0.432","1"
"2","53","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","669","0.669","1"
"2","54","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","946","0.946","0"
"2","55","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","638","0.638","1"
"2","56","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","854","0.854","1"
"2","57","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","983","0.983","1"
"2","58","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","1098","1.098","1"
"2","59","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","962","0.962","1"
"2","60","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","714","0.714","1"
"2","61","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","1400","1.4","1"
"2","62","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","519","0.519","1"
"2","63","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","1241","1.241","1"
"2","64","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1488","1.488","1"
"2","65","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","899","0.899","1"
"2","66","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","898","0.898","1"
"2","67","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","955","0.955","1"
"2","68","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","854","0.854","1"
"2","69","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1140","1.14","1"
"2","70","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","552","0.552","1"
"2","71","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","868","0.868","1"
"2","72","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","804","0.804","1"
"2","73","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","721","0.721","1"
"2","74","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","752","0.752","1"
"2","75","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","882","0.882","1"
"2","76","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","612","0.612","1"
"2","77","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","915","0.915","0"
"2","78","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","847","0.847","1"
"2","79","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","867","0.867","1"
"2","80","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","1010","1.01","1"
"2","81","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","639","0.639","1"
"2","82","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","736","0.736","1"
"2","83","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","1003","1.003","1"
"2","84","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","804","0.804","0"
"2","85","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","1167","1.167","1"
"2","86","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","830","0.83","1"
"2","87","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","622","0.622","1"
"2","88","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","942","0.942","1"
"2","89","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1070","1.07","1"
"2","90","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","1006","1.006","1"
"2","91","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","847","0.847","1"
"2","92","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","674","0.674","1"
"2","93","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","720","0.72","1"
"2","94","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","868","0.868","1"
"2","95","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","654","0.654","1"
"2","96","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","830","0.83","1"
