"Subject","Condition","Task","Matching","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","extraIV1","RT_ms","RT_sec","ACC","Arouse","Valence"
"17","S4","self-matching","Matching","Self","Self","Self","depression","384","0.384","1","2","2"
"17","S4","self-matching","Matching","Self","Self","Self","depression","332","0.332","1","2","2"
"17","S4","self-matching","Nonmatching","Self","Self","Self","depression","342","0.342","1","2","2"
"17","S4","self-matching","Matching","Familiar","Familiar","Celebrity","depression","380","0.38","0","2","2"
"17","S4","self-matching","Nonmatching","Self","Self","Self","depression","437","0.437","1","2","2"
"17","S4","self-matching","Matching","Stranger","Stranger","Stranger","depression","539","0.539","1","2","2"
"17","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","depression","509","0.509","1","2","2"
"17","S4","self-matching","Matching","Stranger","Stranger","Stranger","depression","478","0.478","0","2","2"
"17","S4","self-matching","Nonmatching","Self","Self","Self","depression","598","0.598","1","2","2"
"17","S4","self-matching","Matching","Stranger","Stranger","Stranger","depression","359","0.359","1","2","2"
"17","S4","self-matching","Matching","Familiar","Familiar","Celebrity","depression","398","0.398","0","2","2"
"17","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","depression","472","0.472","1","2","2"
"17","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","depression","599","0.599","1","2","2"
"17","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","depression","447","0.447","1","2","2"
"17","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","depression","471","0.471","1","2","2"
"17","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","depression","478","0.478","1","2","2"
"17","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","depression","528","0.528","1","2","2"
"17","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","depression","365","0.365","1","2","2"
"17","S4","self-matching","Matching","Familiar","Familiar","Celebrity","depression","476","0.476","1","2","2"
"17","S4","self-matching","Nonmatching","Self","Self","Self","depression","446","0.446","1","2","2"
"17","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","depression","482","0.482","1","2","2"
"17","S4","self-matching","Matching","Self","Self","Self","depression","414","0.414","1","2","2"
"17","S4","self-matching","Nonmatching","Self","Self","Self","depression","423","0.423","0","2","2"
"17","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","depression","411","0.411","1","2","2"
"17","S4","self-matching","Matching","Self","Self","Self","depression","436","0.436","1","2","2"
"17","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","depression","397","0.397","1","2","2"
"17","S4","self-matching","Matching","Self","Self","Self","depression","437","0.437","1","2","2"
"17","S4","self-matching","Matching","Self","Self","Self","depression","267","0.267","1","2","2"
"17","S4","self-matching","Matching","Stranger","Stranger","Stranger","depression","265","0.265","0","2","2"
"17","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","depression","381","0.381","1","2","2"
"17","S4","self-matching","Matching","Familiar","Familiar","Celebrity","depression","548","0.548","1","2","2"
"17","S4","self-matching","Matching","Familiar","Familiar","Celebrity","depression","373","0.373","1","2","2"
"17","S4","self-matching","Nonmatching","Self","Self","Self","depression","586","0.586","0","2","2"
"17","S4","self-matching","Nonmatching","Self","Self","Self","depression","519","0.519","1","2","2"
"17","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","depression","472","0.472","1","2","2"
"17","S4","self-matching","Matching","Stranger","Stranger","Stranger","depression","571","0.571","1","2","2"
"17","S4","self-matching","Matching","Familiar","Familiar","Celebrity","depression","514","0.514","0","2","2"
"17","S4","self-matching","Matching","Stranger","Stranger","Stranger","depression","544","0.544","1","2","2"
"17","S4","self-matching","Matching","Familiar","Familiar","Celebrity","depression","605","0.605","1","2","2"
"17","S4","self-matching","Matching","Stranger","Stranger","Stranger","depression","464","0.464","1","2","2"
"17","S4","self-matching","Nonmatching","Self","Self","Self","depression","493","0.493","1","2","2"
"17","S4","self-matching","Nonmatching","Self","Self","Self","depression","548","0.548","0","2","2"
"17","S4","self-matching","Nonmatching","Self","Self","Self","depression","541","0.541","1","2","2"
"17","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","depression","383","0.383","1","2","2"
"17","S4","self-matching","Matching","Self","Self","Self","depression","447","0.447","1","2","2"
"17","S4","self-matching","Matching","Familiar","Familiar","Celebrity","depression","431","0.431","0","2","2"
"17","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","depression","551","0.551","1","2","2"
"17","S4","self-matching","Matching","Stranger","Stranger","Stranger","depression","439","0.439","1","2","2"
"17","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","depression","409","0.409","1","2","2"
"17","S4","self-matching","Nonmatching","Self","Self","Self","depression","501","0.501","1","2","2"
"17","S4","self-matching","Matching","Stranger","Stranger","Stranger","depression","398","0.398","1","2","2"
"17","S4","self-matching","Matching","Stranger","Stranger","Stranger","depression","275","0.275","1","2","2"
"17","S4","self-matching","Matching","Self","Self","Self","depression","369","0.369","1","2","2"
"17","S4","self-matching","Matching","Stranger","Stranger","Stranger","depression","454","0.454","1","2","2"
"17","S4","self-matching","Matching","Familiar","Familiar","Celebrity","depression","390","0.39","1","2","2"
"17","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","depression","454","0.454","1","2","2"
"17","S4","self-matching","Matching","Self","Self","Self","depression","365","0.365","1","2","2"
"17","S4","self-matching","Matching","Familiar","Familiar","Celebrity","depression","337","0.337","0","2","2"
"17","S4","self-matching","Matching","Familiar","Familiar","Celebrity","depression","371","0.371","0","2","2"
"17","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","depression","460","0.46","1","2","2"
"17","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","depression","586","0.586","0","2","2"
"17","S4","self-matching","Nonmatching","Self","Self","Self","depression","440","0.44","1","2","2"
"17","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","depression","432","0.432","1","2","2"
"17","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","depression","330","0.33","1","2","2"
"17","S4","self-matching","Matching","Self","Self","Self","depression","408","0.408","1","2","2"
"17","S4","self-matching","Matching","Stranger","Stranger","Stranger","depression","558","0.558","1","2","2"
"17","S4","self-matching","Nonmatching","Self","Self","Self","depression","478","0.478","1","2","2"
"17","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","depression","437","0.437","1","2","2"
"17","S4","self-matching","Matching","Self","Self","Self","depression","412","0.412","1","2","2"
"17","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","depression","361","0.361","1","2","2"
"17","S4","self-matching","Matching","Stranger","Stranger","Stranger","depression","507","0.507","1","2","2"
"17","S4","self-matching","Matching","Self","Self","Self","depression","378","0.378","1","2","2"
"17","S4","self-matching","Matching","Self","Self","Self","depression","437","0.437","1","2","2"
"17","S4","self-matching","Matching","Self","Self","Self","depression","263","0.263","1","2","2"
"17","S4","self-matching","Matching","Stranger","Stranger","Stranger","depression","468","0.468","1","2","2"
"17","S4","self-matching","Matching","Stranger","Stranger","Stranger","depression","285","0.285","1","2","2"
"17","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","depression","351","0.351","1","2","2"
"17","S4","self-matching","Matching","Stranger","Stranger","Stranger","depression","763","0.763","1","2","2"
"17","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","depression","401","0.401","1","2","2"
"17","S4","self-matching","Matching","Stranger","Stranger","Stranger","depression","317","0.317","1","2","2"
"17","S4","self-matching","Matching","Self","Self","Self","depression","368","0.368","1","2","2"
"17","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","depression","322","0.322","1","2","2"
"17","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","depression","479","0.479","1","2","2"
"17","S4","self-matching","Matching","Self","Self","Self","depression","377","0.377","1","2","2"
"17","S4","self-matching","Matching","Familiar","Familiar","Celebrity","depression","455","0.455","0","2","2"
"17","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","depression","402","0.402","0","2","2"
"17","S4","self-matching","Matching","Familiar","Familiar","Celebrity","depression","595","0.595","0","2","2"
"17","S4","self-matching","Matching","Familiar","Familiar","Celebrity","depression","521","0.521","1","2","2"
"17","S4","self-matching","Nonmatching","Self","Self","Self","depression","624","0.624","1","2","2"
"17","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","depression","488","0.488","1","2","2"
"17","S4","self-matching","Matching","Familiar","Familiar","Celebrity","depression","465","0.465","1","2","2"
"17","S4","self-matching","Matching","Familiar","Familiar","Celebrity","depression","390","0.39","1","2","2"
"17","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","depression","415","0.415","1","2","2"
"17","S4","self-matching","Matching","Familiar","Familiar","Celebrity","depression","436","0.436","1","2","2"
"17","S4","self-matching","Nonmatching","Self","Self","Self","depression","490","0.49","1","2","2"
"17","S4","self-matching","Nonmatching","Self","Self","Self","depression","590","0.59","1","2","2"
"17","S4","self-matching","Matching","Stranger","Stranger","Stranger","depression","461","0.461","1","2","2"
"17","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","depression","503","0.503","1","2","2"
"17","S4","self-matching","Nonmatching","Self","Self","Self","depression","452","0.452","1","2","2"
"17","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","depression","460","0.46","1","2","2"
"17","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","depression","364","0.364","1","2","2"
"17","S4","self-matching","Matching","Stranger","Stranger","Stranger","depression","525","0.525","1","2","2"
"17","S4","self-matching","Nonmatching","Self","Self","Self","depression","485","0.485","1","2","2"
"17","S4","self-matching","Matching","Familiar","Familiar","Celebrity","depression","457","0.457","1","2","2"
"17","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","depression","451","0.451","1","2","2"
"17","S4","self-matching","Matching","Self","Self","Self","depression","380","0.38","1","2","2"
"17","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","depression","503","0.503","1","2","2"
"17","S4","self-matching","Matching","Familiar","Familiar","Celebrity","depression","320","0.32","1","2","2"
"17","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","depression","466","0.466","1","2","2"
"17","S4","self-matching","Nonmatching","Self","Self","Self","depression","334","0.334","1","2","2"
"17","S4","self-matching","Matching","Self","Self","Self","depression","376","0.376","1","2","2"
"17","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","depression","260","0.26","1","2","2"
"17","S4","self-matching","Nonmatching","Self","Self","Self","depression","451","0.451","0","2","2"
"17","S4","self-matching","Matching","Stranger","Stranger","Stranger","depression","525","0.525","1","2","2"
"17","S4","self-matching","Matching","Familiar","Familiar","Celebrity","depression","581","0.581","1","2","2"
"17","S4","self-matching","Matching","Stranger","Stranger","Stranger","depression","456","0.456","1","2","2"
"17","S4","self-matching","Matching","Stranger","Stranger","Stranger","depression","250","0.25","1","2","2"
"17","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","depression","444","0.444","1","2","2"
"17","S4","self-matching","Matching","Self","Self","Self","depression","365","0.365","1","2","2"
"17","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","depression","267","0.267","1","2","2"
"17","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","depression","433","0.433","1","2","2"
"17","S4","self-matching","Matching","Self","Self","Self","depression","343","0.343","1","2","2"
"17","S4","self-matching","Matching","Familiar","Familiar","Celebrity","depression","435","0.435","0","2","2"
"17","S4","self-matching","Matching","Stranger","Stranger","Stranger","depression","366","0.366","1","2","2"
"17","S4","self-matching","Matching","Self","Self","Self","depression","360","0.36","1","2","2"
"17","S4","self-matching","Matching","Familiar","Familiar","Celebrity","depression","480","0.48","1","2","2"
"17","S4","self-matching","Nonmatching","Self","Self","Self","depression","482","0.482","0","2","2"
"17","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","depression","363","0.363","1","2","2"
"17","S4","self-matching","Matching","Familiar","Familiar","Celebrity","depression","550","0.55","1","2","2"
"17","S4","self-matching","Nonmatching","Self","Self","Self","depression","375","0.375","1","2","2"
"17","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","depression","427","0.427","1","2","2"
"17","S4","self-matching","Nonmatching","Self","Self","Self","depression","313","0.313","1","2","2"
"17","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","depression","495","0.495","1","2","2"
