"Subject_ID","Exp_id","Age","Gender","Handedness","Ethnicity","Employment_Status","Country","First_Language","Education"
12,"Pt3E1",27,"Male","/","/","/","/","/","/"
13,"Pt3E1",21,"Female","/","/","/","/","/","/"
21,"Pt3E1",21,"Female","/","/","/","/","/","/"
22,"Pt3E1",21,"Male","/","/","/","/","/","/"
23,"Pt3E1",26,"Male","/","/","/","/","/","/"
32,"Pt3E1",22,"Female","/","/","/","/","/","/"
33,"Pt3E1",22,"Female","/","/","/","/","/","/"
41,"Pt3E1",19,"Male","/","/","/","/","/","/"
42,"Pt3E1",25,"Male","/","/","/","/","/","/"
52,"Pt3E1",21,"Female","/","/","/","/","/","/"
61,"Pt3E1",26,"Female","/","/","/","/","/","/"
63,"Pt3E1",23,"Female","/","/","/","/","/","/"
71,"Pt3E1",20,"Female","/","/","/","/","/","/"
73,"Pt3E1",20,"Female","/","/","/","/","/","/"
81,"Pt3E1",21,"Female","/","/","/","/","/","/"
82,"Pt3E1",19,"Female","/","/","/","/","/","/"
91,"Pt3E1",19,"Female","/","/","/","/","/","/"
101,"Pt3E1",18,"Female","/","/","/","/","/","/"
103,"Pt3E1",27,"Male","/","/","/","/","/","/"
110,"Pt3E1",19,"Female","/","/","/","/","/","/"
112,"Pt3E1",19,"Male","/","/","/","/","/","/"
113,"Pt3E1",20,"Female","/","/","/","/","/","/"
114,"Pt3E1",28,"Male","/","/","/","/","/","/"
115,"Pt3E1",21,"Female","/","/","/","/","/","/"
118,"Pt3E1",20,"Female","/","/","/","/","/","/"
119,"Pt3E1",28,"Male","/","/","/","/","/","/"
120,"Pt3E1",19,"Male","/","/","/","/","/","/"
122,"Pt3E1",19,"Female","/","/","/","/","/","/"
125,"Pt3E1",20,"Male","/","/","/","/","/","/"
128,"Pt3E1",19,"Female","/","/","/","/","/","/"
129,"Pt3E1",23,"Male","/","/","/","/","/","/"
132,"Pt3E1",20,"Female","/","/","/","/","/","/"
134,"Pt3E1",24,"Female","/","/","/","/","/","/"
135,"Pt3E1",19,"Female","/","/","/","/","/","/"
136,"Pt3E1",21,"Male","/","/","/","/","/","/"
137,"Pt3E1",20,"Male","/","/","/","/","/","/"
139,"Pt3E1",22,"Male","/","/","/","/","/","/"
140,"Pt3E1",25,"Male","/","/","/","/","/","/"
141,"Pt3E1",18,"Female","/","/","/","/","/","/"
142,"Pt3E1",20,"Female","/","/","/","/","/","/"
144,"Pt3E1",18,"Female","/","/","/","/","/","/"
145,"Pt3E1",20,"Male","/","/","/","/","/","/"
147,"Pt3E1",19,"Female","/","/","/","/","/","/"
148,"Pt3E1",21,"Female","/","/","/","/","/","/"
150,"Pt3E1",25,"Male","/","/","/","/","/","/"
151,"Pt3E1",21,"Female","/","/","/","/","/","/"
152,"Pt3E1",24,"Male","/","/","/","/","/","/"
153,"Pt3E1",22,"Male","/","/","/","/","/","/"
156,"Pt3E1",21,"Male","/","/","/","/","/","/"
157,"Pt3E1",21,"Female","/","/","/","/","/","/"
159,"Pt3E1",20,"Female","/","/","/","/","/","/"
171,"Pt3E1",27,"Male","/","/","/","/","/","/"
182,"Pt3E1",24,"Female","/","/","/","/","/","/"
183,"Pt3E1",23,"Female","/","/","/","/","/","/"
191,"Pt3E1",22,"Male","/","/","/","/","/","/"
223,"Pt3E1",21,"Female","/","/","/","/","/","/"
231,"Pt3E1",19,"Female","/","/","/","/","/","/"
272,"Pt3E1",25,"Male","/","/","/","/","/","/"
282,"Pt3E1",24,"Male","/","/","/","/","/","/"
292,"Pt3E1",23,"Female","/","/","/","/","/","/"
333,"Pt3E1",21,"Male","/","/","/","/","/","/"
502,"Pt3E1",21,"Male","/","/","/","/","/","/"
503,"Pt3E1",20,"Male","/","/","/","/","/","/"
506,"Pt3E1",21,"Female","/","/","/","/","/","/"
507,"Pt3E1",21,"Male","/","/","/","/","/","/"
509,"Pt3E1",21,"Male","/","/","/","/","/","/"
510,"Pt3E1",21,"Male","/","/","/","/","/","/"
512,"Pt3E1",23,"Female","/","/","/","/","/","/"
514,"Pt3E1",19,"Female","/","/","/","/","/","/"
516,"Pt3E1",20,"Female","/","/","/","/","/","/"
519,"Pt3E1",18,"Female","/","/","/","/","/","/"
600,"Pt3E1",21,"Male","/","/","/","/","/","/"
601,"Pt3E1",23,"Male","/","/","/","/","/","/"
701,"Pt3E1",0,"Male","/","/","/","/","/","/"
702,"Pt3E1",26,"Female","/","/","/","/","/","/"
703,"Pt3E1",21,"Female","/","/","/","/","/","/"
705,"Pt3E1",21,"Male","/","/","/","/","/","/"
708,"Pt3E1",21,"Male","/","/","/","/","/","/"
709,"Pt3E1",20,"Female","/","/","/","/","/","/"
710,"Pt3E1",22,"Female","/","/","/","/","/","/"
711,"Pt3E1",22,"Female","/","/","/","/","/","/"
712,"Pt3E1",25,"Male","/","/","/","/","/","/"
714,"Pt3E1",21,"Female","/","/","/","/","/","/"
716,"Pt3E1",20,"Female","/","/","/","/","/","/"
719,"Pt3E1",20,"Female","/","/","/","/","/","/"
720,"Pt3E1",19,"Male","/","/","/","/","/","/"
721,"Pt3E1",19,"Female","/","/","/","/","/","/"
724,"Pt3E1",20,"Female","/","/","/","/","/","/"
726,"Pt3E1",20,"Female","/","/","/","/","/","/"
727,"Pt3E1",20,"Male","/","/","/","/","/","/"
729,"Pt3E1",18,"Male","/","/","/","/","/","/"
730,"Pt3E1",21,"Female","/","/","/","/","/","/"
777,"Pt3E1",20,"Female","/","/","/","/","/","/"
800,"Pt3E1",21,"Male","/","/","/","/","/","/"
802,"Pt3E1",19,"Male","/","/","/","/","/","/"
987,"Pt3E1",19,"Male","/","/","/","/","/","/"
988,"Pt3E1",23,"Female","/","/","/","/","/","/"
989,"Pt3E1",24,"Female","/","/","/","/","/","/"
990,"Pt3E1",21,"Female","/","/","/","/","/","/"
991,"Pt3E1",23,"Female","/","/","/","/","/","/"
992,"Pt3E1",22,"Male","/","/","/","/","/","/"
993,"Pt3E1",20,"Female","/","/","/","/","/","/"
994,"Pt3E1",20,"Female","/","/","/","/","/","/"
995,"Pt3E1",20,"Male","/","/","/","/","/","/"
996,"Pt3E1",19,"Male","/","/","/","/","/","/"
997,"Pt3E1",26,"Female","/","/","/","/","/","/"
998,"Pt3E1",20,"Female","/","/","/","/","/","/"
999,"Pt3E1",18,"Male","/","/","/","/","/","/"
1100,"Pt3E1",29,"Male","/","/","/","/","/","/"
