"subNo","hand","phaselabel","trial","resp","objnumber","objname","permutation","slot_identity1","slot_identity2","slot_identity3","version","self_pseudoword","objtype","ac","rt_ms"
"3001","1","test","173","m","3","shape3.jpg","1","You","Julia","<none>","3","Miru","1","0","959"
"3001","1","test","174","z","6","shape3.jpg","1","You","Julia","<none>","3","Miru","2","0","1101"
"3001","1","test","175","m","8","shape2.jpg","1","You","Julia","<none>","3","Miru","2","1","1394"
"3001","1","test","176","z","4","shape1.jpg","1","You","Julia","<none>","3","Miru","2","0","1172"
"3001","1","test","177","m","9","shape3.jpg","1","You","Julia","<none>","3","Miru","2","1","1152"
"3001","1","test","178","z","3","shape3.jpg","1","You","Julia","<none>","3","Miru","1","1","939"
"3001","1","test","179","z","1","shape1.jpg","1","You","Julia","<none>","3","Miru","1","1","832"
"3001","1","test","180","z","4","shape1.jpg","1","You","Julia","<none>","3","Miru","2","0","1154"
"3001","1","test","181","m","2","shape2.jpg","1","You","Julia","<none>","3","Miru","1","0","1357"
"3001","1","test","182","z","4","shape1.jpg","1","You","Julia","<none>","3","Miru","2","0","617"
"3001","1","test","183","m","2","shape2.jpg","1","You","Julia","<none>","3","Miru","1","0","813"
"3001","1","test","184","z","2","shape2.jpg","1","You","Julia","<none>","3","Miru","1","1","574"
"3001","1","test","185","m","8","shape2.jpg","1","You","Julia","<none>","3","Miru","2","1","1156"
"3001","1","test","186","z","3","shape3.jpg","1","You","Julia","<none>","3","Miru","1","1","991"
"3001","1","test","187","z","2","shape2.jpg","1","You","Julia","<none>","3","Miru","1","1","1275"
"3001","1","test","188","z","8","shape2.jpg","1","You","Julia","<none>","3","Miru","2","0","960"
"3001","1","test","189","m","8","shape2.jpg","1","You","Julia","<none>","3","Miru","2","1","550"
"3001","1","test","190","z","2","shape2.jpg","1","You","Julia","<none>","3","Miru","1","1","787"
"3001","1","test","191","m","4","shape1.jpg","1","You","Julia","<none>","3","Miru","2","1","1096"
"3001","1","test","192","z","2","shape2.jpg","1","You","Julia","<none>","3","Miru","1","1","1079"
"3001","1","test","193","z","3","shape3.jpg","1","You","Julia","<none>","3","Miru","1","1","1229"
"3001","1","test","194","m","8","shape2.jpg","1","You","Julia","<none>","3","Miru","2","1","719"
"3001","1","test","195","x","7","shape1.jpg","1","You","Julia","<none>","3","Miru","2","0","1500"
"3001","1","test","196","z","1","shape1.jpg","1","You","Julia","<none>","3","Miru","1","1","817"
"3001","1","test","197","m","6","shape3.jpg","1","You","Julia","<none>","3","Miru","2","1","676"
"3001","1","test","198","m","7","shape1.jpg","1","You","Julia","<none>","3","Miru","2","1","1085"
"3001","1","test","199","m","5","shape2.jpg","1","You","Julia","<none>","3","Miru","2","1","1460"
"3001","1","test","200","z","2","shape2.jpg","1","You","Julia","<none>","3","Miru","1","1","970"
"3001","1","test","201","m","9","shape3.jpg","1","You","Julia","<none>","3","Miru","2","1","805"
"3001","1","test","202","z","6","shape3.jpg","1","You","Julia","<none>","3","Miru","2","0","944"
"3001","1","test","203","m","4","shape1.jpg","1","You","Julia","<none>","3","Miru","2","1","1077"
"3001","1","test","204","z","6","shape3.jpg","1","You","Julia","<none>","3","Miru","2","0","909"
"3001","1","test","205","z","1","shape1.jpg","1","You","Julia","<none>","3","Miru","1","1","940"
"3001","1","test","206","m","4","shape1.jpg","1","You","Julia","<none>","3","Miru","2","1","753"
"3001","1","test","207","z","2","shape2.jpg","1","You","Julia","<none>","3","Miru","1","1","750"
"3001","1","test","208","z","2","shape2.jpg","1","You","Julia","<none>","3","Miru","1","1","516"
"3001","1","test","209","z","2","shape2.jpg","1","You","Julia","<none>","3","Miru","1","1","532"
"3001","1","test","210","m","9","shape3.jpg","1","You","Julia","<none>","3","Miru","2","1","689"
"3001","1","test","211","z","8","shape2.jpg","1","You","Julia","<none>","3","Miru","2","0","1032"
"3001","1","test","212","z","5","shape2.jpg","1","You","Julia","<none>","3","Miru","2","0","1002"
"3001","1","test","213","m","3","shape3.jpg","1","You","Julia","<none>","3","Miru","1","0","860"
"3001","1","test","214","z","1","shape1.jpg","1","You","Julia","<none>","3","Miru","1","1","908"
"3001","1","test","215","m","6","shape3.jpg","1","You","Julia","<none>","3","Miru","2","1","740"
"3001","1","test","216","m","4","shape1.jpg","1","You","Julia","<none>","3","Miru","2","1","1217"
"3001","1","test","217","z","1","shape1.jpg","1","You","Julia","<none>","3","Miru","1","1","860"
"3001","1","test","218","z","1","shape1.jpg","1","You","Julia","<none>","3","Miru","1","1","564"
"3001","1","test","219","m","7","shape1.jpg","1","You","Julia","<none>","3","Miru","2","1","616"
"3001","1","test","220","m","7","shape1.jpg","1","You","Julia","<none>","3","Miru","2","1","947"
"3001","1","test","221","z","5","shape2.jpg","1","You","Julia","<none>","3","Miru","2","0","537"
"3001","1","test","222","z","1","shape1.jpg","1","You","Julia","<none>","3","Miru","1","1","775"
"3001","1","test","223","z","1","shape1.jpg","1","You","Julia","<none>","3","Miru","1","1","555"
"3001","1","test","224","m","3","shape3.jpg","1","You","Julia","<none>","3","Miru","1","0","714"
"3001","1","test","225","m","9","shape3.jpg","1","You","Julia","<none>","3","Miru","2","1","1009"
"3001","1","test","226","z","4","shape1.jpg","1","You","Julia","<none>","3","Miru","2","0","1299"
"3001","1","test","227","m","5","shape2.jpg","1","You","Julia","<none>","3","Miru","2","1","1049"
"3001","1","test","228","m","8","shape2.jpg","1","You","Julia","<none>","3","Miru","2","1","874"
"3001","1","test","229","m","9","shape3.jpg","1","You","Julia","<none>","3","Miru","2","1","825"
"3001","1","test","230","z","1","shape1.jpg","1","You","Julia","<none>","3","Miru","1","1","925"
"3001","1","test","231","m","4","shape1.jpg","1","You","Julia","<none>","3","Miru","2","1","818"
"3001","1","test","232","z","1","shape1.jpg","1","You","Julia","<none>","3","Miru","1","1","893"
"3001","1","test","233","m","2","shape2.jpg","1","You","Julia","<none>","3","Miru","1","0","787"
"3001","1","test","234","z","1","shape1.jpg","1","You","Julia","<none>","3","Miru","1","1","744"
"3001","1","test","235","m","3","shape3.jpg","1","You","Julia","<none>","3","Miru","1","0","670"
"3001","1","test","236","m","6","shape3.jpg","1","You","Julia","<none>","3","Miru","2","1","975"
"3001","1","test","237","m","2","shape2.jpg","1","You","Julia","<none>","3","Miru","1","0","690"
"3001","1","test","238","z","5","shape2.jpg","1","You","Julia","<none>","3","Miru","2","0","787"
"3001","1","test","239","m","2","shape2.jpg","1","You","Julia","<none>","3","Miru","1","0","703"
"3001","1","test","240","x","5","shape2.jpg","1","You","Julia","<none>","3","Miru","2","0","1500"
"3001","1","test","241","z","2","shape2.jpg","1","You","Julia","<none>","3","Miru","1","1","1070"
"3001","1","test","242","z","7","shape1.jpg","1","You","Julia","<none>","3","Miru","2","0","760"
"3001","1","test","243","m","7","shape1.jpg","1","You","Julia","<none>","3","Miru","2","1","685"
"3001","1","test","244","m","3","shape3.jpg","1","You","Julia","<none>","3","Miru","1","0","692"
"3001","1","test","245","z","2","shape2.jpg","1","You","Julia","<none>","3","Miru","1","1","868"
"3001","1","test","246","z","1","shape1.jpg","1","You","Julia","<none>","3","Miru","1","1","789"
"3001","1","test","247","m","3","shape3.jpg","1","You","Julia","<none>","3","Miru","1","0","680"
"3001","1","test","248","z","2","shape2.jpg","1","You","Julia","<none>","3","Miru","1","1","968"
"3001","1","test","249","m","5","shape2.jpg","1","You","Julia","<none>","3","Miru","2","1","1013"
"3001","1","test","250","z","4","shape1.jpg","1","You","Julia","<none>","3","Miru","2","0","959"
"3001","1","test","251","z","2","shape2.jpg","1","You","Julia","<none>","3","Miru","1","1","860"
"3001","1","test","252","z","1","shape1.jpg","1","You","Julia","<none>","3","Miru","1","1","684"
"3001","1","test","253","m","7","shape1.jpg","1","You","Julia","<none>","3","Miru","2","1","1141"
"3001","1","test","254","m","6","shape3.jpg","1","You","Julia","<none>","3","Miru","2","1","865"
"3001","1","test","255","z","2","shape2.jpg","1","You","Julia","<none>","3","Miru","1","1","672"
"3001","1","test","256","z","2","shape2.jpg","1","You","Julia","<none>","3","Miru","1","1","882"
"3001","1","test","257","z","3","shape3.jpg","1","You","Julia","<none>","3","Miru","1","1","1080"
"3001","1","test","258","m","4","shape1.jpg","1","You","Julia","<none>","3","Miru","2","1","1025"
"3001","1","test","259","z","3","shape3.jpg","1","You","Julia","<none>","3","Miru","1","1","858"
"3001","1","test","260","m","6","shape3.jpg","1","You","Julia","<none>","3","Miru","2","1","1188"
"3001","1","test","261","m","8","shape2.jpg","1","You","Julia","<none>","3","Miru","2","1","1141"
"3001","1","test","262","z","5","shape2.jpg","1","You","Julia","<none>","3","Miru","2","0","1034"
"3001","1","test","263","z","1","shape1.jpg","1","You","Julia","<none>","3","Miru","1","1","1131"
"3001","1","test","264","z","3","shape3.jpg","1","You","Julia","<none>","3","Miru","1","1","1160"
"3001","1","test","265","z","7","shape1.jpg","1","You","Julia","<none>","3","Miru","2","0","1421"
"3001","1","test","266","m","9","shape3.jpg","1","You","Julia","<none>","3","Miru","2","1","803"
"3001","1","test","267","z","2","shape2.jpg","1","You","Julia","<none>","3","Miru","1","1","1136"
"3001","1","test","268","m","3","shape3.jpg","1","You","Julia","<none>","3","Miru","1","0","805"
"3001","1","test","269","z","9","shape3.jpg","1","You","Julia","<none>","3","Miru","2","0","838"
"3001","1","test","270","m","8","shape2.jpg","1","You","Julia","<none>","3","Miru","2","1","1064"
"3001","1","test","271","z","1","shape1.jpg","1","You","Julia","<none>","3","Miru","1","1","730"
"3001","1","test","272","z","9","shape3.jpg","1","You","Julia","<none>","3","Miru","2","0","728"
"3001","1","test","273","z","1","shape1.jpg","1","You","Julia","<none>","3","Miru","1","1","726"
"3001","1","test","274","z","2","shape2.jpg","1","You","Julia","<none>","3","Miru","1","1","782"
"3001","1","test","275","m","1","shape1.jpg","1","You","Julia","<none>","3","Miru","1","0","888"
"3001","1","test","276","z","1","shape1.jpg","1","You","Julia","<none>","3","Miru","1","1","672"
"3001","1","test","277","m","7","shape1.jpg","1","You","Julia","<none>","3","Miru","2","1","1081"
"3001","1","test","278","m","2","shape2.jpg","1","You","Julia","<none>","3","Miru","1","0","984"
"3001","1","test","279","z","2","shape2.jpg","1","You","Julia","<none>","3","Miru","1","1","530"
"3001","1","test","280","z","3","shape3.jpg","1","You","Julia","<none>","3","Miru","1","1","849"
"3001","1","test","281","m","4","shape1.jpg","1","You","Julia","<none>","3","Miru","2","1","722"
"3001","1","test","282","z","3","shape3.jpg","1","You","Julia","<none>","3","Miru","1","1","682"
"3001","1","test","283","z","4","shape1.jpg","1","You","Julia","<none>","3","Miru","2","0","712"
"3001","1","test","284","z","9","shape3.jpg","1","You","Julia","<none>","3","Miru","2","0","920"
"3001","1","test","285","z","3","shape3.jpg","1","You","Julia","<none>","3","Miru","1","1","814"
"3001","1","test","286","m","1","shape1.jpg","1","You","Julia","<none>","3","Miru","1","0","1376"
"3001","1","test","287","z","4","shape1.jpg","1","You","Julia","<none>","3","Miru","2","0","636"
"3001","1","test","288","m","3","shape3.jpg","1","You","Julia","<none>","3","Miru","1","0","541"
"3001","1","test","289","z","5","shape2.jpg","1","You","Julia","<none>","3","Miru","2","0","629"
"3001","1","test","290","z","2","shape2.jpg","1","You","Julia","<none>","3","Miru","1","1","878"
"3001","1","test","291","m","8","shape2.jpg","1","You","Julia","<none>","3","Miru","2","1","894"
"3001","1","test","292","z","5","shape2.jpg","1","You","Julia","<none>","3","Miru","2","0","990"
