match,shape_identity,corr,rt,subj_idx,response
0,1,1,0.470992099959403,1,0
0,2,1,0.442120600026101,1,0
0,1,1,0.38675519998651,1,0
0,1,1,0.534790400008205,1,0
0,1,1,0.481717199960258,1,0
0,1,1,0.351670500007458,1,0
0,2,1,0.529670200019609,1,0
0,2,0,0.375666400010232,1,1
0,2,1,0.484217499964871,1,0
0,2,1,0.39929689996643,1,0
0,2,0,0.516232899972238,1,1
0,1,1,0.373961800010875,1,0
0,3,1,0.38372059998801,1,0
0,1,0,0.427961799956393,1,1
0,1,1,0.351399899984244,1,0
0,3,0,0.656568999984302,1,1
0,2,1,0.421750299981795,1,0
0,3,1,0.41981350001879,1,0
0,3,1,0.519076099968515,1,0
0,2,1,0.320677000039723,1,0
0,1,1,0.950864599959459,1,0
0,2,1,0.4051054000156,1,0
0,1,1,0.446033300017007,1,0
0,2,1,0.478418399987277,1,0
0,1,1,0.637013100029435,1,0
0,3,1,0.405961600015871,1,0
0,1,0,0.435149000026286,1,1
0,1,1,0.56320890004281,1,0
0,1,1,0.404390899988357,1,0
0,2,1,0.483429799962323,1,0
0,1,1,0.430880200001411,1,0
0,3,1,0.420941399992444,1,0
0,3,1,0.668953099986538,1,0
0,2,1,0.39343260001624,1,0
0,3,0,0.466023999964818,1,1
0,1,1,0.496123099990655,1,0
0,1,1,0.384168800024781,1,0
0,1,1,0.327801899984479,1,0
0,3,1,0.379889699979685,1,0
0,2,1,0.466279499989469,1,0
0,3,1,0.421417599951383,1,0
0,3,1,0.374581099953502,1,0
0,2,1,0.610898399958387,1,0
0,1,1,0.520737300044857,1,0
0,3,1,0.428633800009266,1,0
0,3,1,0.487880700035021,1,0
0,2,1,0.400634199962951,1,0
0,3,1,0.547881500038784,1,0
0,2,1,0.292708699940704,1,0
0,1,0,0.372757300036028,1,1
0,3,1,0.350931599969044,1,0
0,2,0,0.667164299986325,1,1
0,2,1,0.458179800014477,1,0
0,3,1,0.58452119998401,1,0
0,3,1,0.538667200016789,1,0
0,3,1,0.584736199991312,1,0
0,2,1,0.395482099964283,1,0
0,1,1,0.419783300021663,1,0
0,2,1,0.427166200010106,1,0
0,1,1,0.46292869996978,1,0
0,1,1,0.392906100023538,1,0
0,2,1,0.30107109999517,1,0
0,2,1,0.403012000024319,1,0
0,2,1,0.385678099992219,1,0
0,2,1,0.359418499981985,1,0
0,3,1,0.507824399974197,1,0
0,2,1,0.363119099987671,1,0
0,1,1,0.522546400025021,1,0
0,3,1,0.469960800022818,1,0
0,1,1,0.399214800039772,1,0
0,2,1,0.32803429994965,1,0
0,2,1,0.323850799992215,1,0
0,1,1,0.477838599996176,1,0
0,3,1,0.502934799995273,1,0
0,3,0,0.406373599951621,1,1
0,3,1,0.369626900006551,1,0
0,3,1,0.287939800007734,1,0
0,3,1,0.405931500019506,1,0
0,2,0,0.533055600011721,1,1
0,1,1,0.327557300042827,1,0
0,1,1,0.378594199952204,1,0
0,1,1,0.274702399969101,1,0
0,2,1,0.257610099972226,1,0
0,3,1,0.456705800024793,1,0
0,3,1,0.321173799980897,1,0
0,2,1,0.442880999995396,1,0
0,3,1,0.360348300018813,1,0
0,2,1,0.486916100024246,1,0
0,3,1,0.971511799958535,1,0
0,1,1,0.503028400009498,1,0
0,3,1,0.332411799987312,1,0
0,3,1,0.371887499990407,1,0
0,2,1,0.495266699988861,1,0
0,3,1,0.493044600007124,1,0
0,2,0,0.236698799999431,1,1
0,1,0,0.355848099978175,1,1
0,3,1,0.447618899983354,1,0
0,2,1,0.56759609997971,1,0
0,1,1,0.463337099994533,1,0
0,2,1,0.526091600011569,1,0
0,2,1,0.610553600010462,1,0
0,1,1,0.368251899955794,1,0
0,2,1,0.322577000013553,1,0
0,1,1,0.429691599973012,1,0
0,3,1,0.436759800009895,1,0
0,1,1,0.608553099969868,1,0
0,1,1,0.667426700005308,1,0
0,2,1,0.417402899998706,1,0
0,3,1,0.427495100011583,1,0
0,2,1,0.418426999996882,1,0
0,2,1,0.574841000023298,1,0
0,3,1,0.303053100011311,1,0
0,3,1,0.460817500017583,1,0
0,2,1,0.486410600016825,1,0
0,1,1,0.425903600000311,1,0
0,1,1,0.395046600024216,1,0
0,1,1,0.25691509997705,1,0
0,2,1,0.390910600021016,1,0
0,2,1,0.510387199989054,1,0
0,1,1,0.320617099991068,1,0
0,1,1,0.290979200042784,1,0
0,3,1,0.477217299980111,1,0
0,2,1,0.359551100002136,1,0
