Subject,Task,Matching,Shape,Shape_Origin_Identity,Shape_English_Identity,Shape_Standardized_Identity,Label,Label_Origin_Identity,Label_English_Identity,Label_Standardized_Identity,Response,RT_ms,RT_sec,ACC
11,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,601.72799997963,0.60172799997963,1
11,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,1001.58699997701,1.00158699997701,0
11,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,752.878300030716,0.752878300030716,1
11,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,599.155100004282,0.599155100004282,1
11,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,635.308500030078,0.635308500030078,0
11,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,499.929299985524,0.499929299985524,1
11,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,482.585099991411,0.482585099991411,1
11,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,964.90989997983,0.96490989997983,0
11,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,416.84369998984,0.41684369998984,1
11,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,454.301899997518,0.454301899997518,1
11,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,823.880799987819,0.823880799987819,0
11,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,652.944699977525,0.652944699977525,1
11,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,0,625.285400019493,0.625285400019493,0
11,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,458.305899985135,0.458305899985135,1
11,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,811.82079995051,0.81182079995051,1
11,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,636.030699999537,0.636030699999537,1
11,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,934.675700031221,0.934675700031221,1
11,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,749.289300001692,0.749289300001692,1
11,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,905.004100000951,0.905004100000951,1
11,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,702.346400008537,0.702346400008537,1
11,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,451.800199982245,0.451800199982245,1
11,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,916.757899976801,0.916757899976801,1
11,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,570.544900023378,0.570544900023378,1
11,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,530.411100015044,0.530411100015044,1
11,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,624.05869999202,0.62405869999202,1
11,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,834.302499948535,0.834302499948535,0
11,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,971.732500009239,0.971732500009239,1
11,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,1006.81099999929,1.00681099999929,1
11,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,957.448399974965,0.957448399974965,1
11,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,667.417100048624,0.667417100048624,1
11,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,878.588799969293,0.878588799969293,1
11,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,811.007399985101,0.811007399985101,1
11,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,442.680200038012,0.442680200038012,1
11,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,814.315299969167,0.814315299969167,0
11,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,693.031999981031,0.693031999981031,1
11,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,553.811800025869,0.553811800025869,1
11,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,773.0383000453,0.7730383000453,1
11,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,823.953100014478,0.823953100014478,1
11,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,474.747599975672,0.474747599975672,1
11,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,524.230500042904,0.524230500042904,1
11,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,643.827099993359,0.643827099993359,1
11,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,734.923099982552,0.734923099982552,1
11,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,480.654700018931,0.480654700018931,0
11,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,458.713200001512,0.458713200001512,1
11,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,481.351399968844,0.481351399968844,1
11,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,912.646500044502,0.912646500044502,0
11,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,411.055599979591,0.411055599979591,1
11,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,395.925899967551,0.395925899967551,1
11,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,416.386099997908,0.416386099997908,1
11,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,620.61059998814,0.62061059998814,0
11,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,733.912000025157,0.733912000025157,0
11,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,548.473300004844,0.548473300004844,1
11,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,521.617099992,0.521617099992,1
11,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,627.058400015812,0.627058400015812,1
11,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,637.478400021792,0.637478400021792,0
11,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,720.949400041718,0.720949400041718,1
11,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,465.157800004818,0.465157800004818,1
11,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,649.332799948752,0.649332799948752,1
11,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,741.710799979046,0.741710799979046,1
11,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,537.252900016028,0.537252900016028,1
11,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,447.455700021237,0.447455700021237,1
11,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,629.144299949985,0.629144299949985,1
11,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,649.037900031544,0.649037900031544,1
11,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,485.9535000287,0.4859535000287,1
11,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,498.090799956117,0.498090799956117,1
11,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,554.188399983104,0.554188399983104,1
11,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,816.034100018442,0.816034100018442,0
11,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,516.108700016048,0.516108700016048,1
11,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,645.669299992733,0.645669299992733,1
11,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,624.525499995798,0.624525499995798,0
11,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,678.545199974906,0.678545199974906,1
11,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,690.358699997887,0.690358699997887,1
11,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,853.049899975304,0.853049899975304,1
11,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,675.537400005851,0.675537400005851,1
11,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,851.395300007425,0.851395300007425,1
11,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,527.029699995183,0.527029699995183,1
11,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,0,985.495300032198,0.985495300032198,0
11,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,947.627599991392,0.947627599991392,1
11,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,544.353400007822,0.544353400007822,1
11,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,619.379799987655,0.619379799987655,0
11,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,545.267699984834,0.545267699984834,1
11,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,504.601599997841,0.504601599997841,1
11,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,887.280099967029,0.887280099967029,1
11,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,0,501.2569000246,0.5012569000246,0
11,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,495.311799983028,0.495311799983028,1
11,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,0,660.897599998862,0.660897599998862,0
11,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,840.066999953706,0.840066999953706,1
11,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,725.120400020387,0.725120400020387,1
11,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,841.475699970033,0.841475699970033,1
11,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,355.317200010177,0.355317200010177,1
11,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,548.343199945521,0.548343199945521,1
11,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,580.975599994417,0.580975599994417,1
11,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,596.78940003505,0.59678940003505,0
11,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,567.752200004179,0.567752200004179,1
11,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,691.985199984629,0.691985199984629,1
11,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,778.972600004636,0.778972600004636,0
11,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,504.847800009884,0.504847800009884,1
11,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,878.669199941214,0.878669199941214,0
11,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,682.557999971323,0.682557999971323,1
11,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,629.520899965428,0.629520899965428,1
11,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,435.395400039852,0.435395400039852,1
11,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,595.058700011578,0.595058700011578,1
11,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,457.382499997038,0.457382499997038,1
11,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,582.762199977879,0.582762199977879,1
11,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,667.285199975595,0.667285199975595,1
11,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,685.62830000883,0.68562830000883,1
11,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,658.645600022283,0.658645600022283,1
11,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,0,582.322300004307,0.582322300004307,0
11,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,869.003999978304,0.869003999978304,1
11,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,519.067699962761,0.519067699962761,1
11,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,654.007899982389,0.654007899982389,1
11,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,816.184299997985,0.816184299997985,0
11,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,508.959300001152,0.508959300001152,1
11,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,924.739499983843,0.924739499983843,1
11,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,444.848500017542,0.444848500017542,1
11,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,590.083899965975,0.590083899965975,1
11,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,581.144199997652,0.581144199997652,1
11,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,527.678299986292,0.527678299986292,1
11,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,717.151099990588,0.717151099990588,1
11,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,463.667900010478,0.463667900010478,1
11,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,585.303400002886,0.585303400002886,1
11,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,681.840599980205,0.681840599980205,1
11,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,574.561899993569,0.574561899993569,1
11,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,578.734799986705,0.578734799986705,1
11,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,643.412099976558,0.643412099976558,1
11,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,398.683000006713,0.398683000006713,1
11,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,419.922199973371,0.419922199973371,1
11,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,401.887600019109,0.401887600019109,1
11,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,519.698499992956,0.519698499992956,1
11,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,509.764200018253,0.509764200018253,1
11,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,618.140799982939,0.618140799982939,1
11,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,670.295699965209,0.670295699965209,1
11,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,477.112900000066,0.477112900000066,1
11,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,495.243999990635,0.495243999990635,1
11,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,714.055799995549,0.714055799995549,1
11,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,586.833899957128,0.586833899957128,1
11,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,601.158399949782,0.601158399949782,1
11,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,636.306500004139,0.636306500004139,1
11,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,586.483200022485,0.586483200022485,1
11,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,478.619900008198,0.478619900008198,1
11,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,466.74239996355,0.46674239996355,1
11,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,803.648100001738,0.803648100001738,1
11,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,501.978099986445,0.501978099986445,1
11,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,597.0705000218,0.5970705000218,1
11,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,457.139200007077,0.457139200007077,1
11,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,513.119700015523,0.513119700015523,1
11,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,574.274300015532,0.574274300015532,1
11,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,524.367999983951,0.524367999983951,1
11,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,493.031800026074,0.493031800026074,1
11,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,746.224800008349,0.746224800008349,1
11,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,643.295200017747,0.643295200017747,1
11,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,529.620899993461,0.529620899993461,1
11,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,484.288300038315,0.484288300038315,1
11,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,722.404100000858,0.722404100000858,1
11,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,393.021099967882,0.393021099967882,1
11,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,727.175900014117,0.727175900014117,1
11,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,455.591499980073,0.455591499980073,1
11,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,562.657299975399,0.562657299975399,1
11,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,690.649299998768,0.690649299998768,1
11,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,507.230999995954,0.507230999995954,1
11,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,634.864100022242,0.634864100022242,1
11,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,761.197500047274,0.761197500047274,0
11,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,852.895699965302,0.852895699965302,1
11,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,463.753600022756,0.463753600022756,1
11,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,444.308299978729,0.444308299978729,1
11,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,491.366999980528,0.491366999980528,1
11,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,441.953999979887,0.441953999979887,1
11,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,325.14429994626,0.32514429994626,1
11,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,413.994900009129,0.413994900009129,1
11,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,689.375400019344,0.689375400019344,1
11,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,460.599099984393,0.460599099984393,1
11,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,795.193799945992,0.795193799945992,1
11,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,570.616899989545,0.570616899989545,1
11,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,420.779899985064,0.420779899985064,1
11,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,654.931799974293,0.654931799974293,1
11,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,472.10090002045,0.47210090002045,1
11,self-matching,Matching,missing,general self,general self,Self,missing,general self,general self,Self,1,848.164000024553,0.848164000024553,1
11,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,480.815600021742,0.480815600021742,1
11,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,835.88809997309,0.83588809997309,1
11,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,464.153899985831,0.464153899985831,1
11,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,1,853.361800021958,0.853361800021958,1
12,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,691.046499996446,0.691046499996446,1
12,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,428.46169997938,0.42846169997938,1
12,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,1,637.036700034514,0.637036700034514,0
12,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,611.045100027695,0.611045100027695,1
12,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,527.31799997855,0.52731799997855,1
12,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,589.579599967692,0.589579599967692,1
12,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,531.236299953889,0.531236299953889,1
12,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,1,546.570500009693,0.546570500009693,0
12,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,469.718900043517,0.469718900043517,1
12,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,630.215299956035,0.630215299956035,1
12,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,839.937200013083,0.839937200013083,0
12,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,738.615899987053,0.738615899987053,1
12,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,463.64440000616,0.46364440000616,1
12,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,1,879.717300005723,0.879717300005723,0
12,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,769.138799980283,0.769138799980283,1
12,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,768.5732000391,0.7685732000391,1
12,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,524.297100026161,0.524297100026161,1
12,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,462.009500013664,0.462009500013664,1
12,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,455.446199979633,0.455446199979633,1
12,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,542.887399962638,0.542887399962638,1
12,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,793.34029997699,0.79334029997699,1
12,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,621.710699982941,0.621710699982941,1
12,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,822.708200023044,0.822708200023044,1
12,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,831.03379997192,0.83103379997192,1
12,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,574.625199951697,0.574625199951697,1
12,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,932.927199988626,0.932927199988626,1
12,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,860.352399991825,0.860352399991825,1
12,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,744.470600038767,0.744470600038767,1
12,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,789.545399951749,0.789545399951749,1
12,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,721.570900001098,0.721570900001098,1
12,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,597.496500005946,0.597496500005946,1
12,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,603.832099994179,0.603832099994179,1
12,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,726.457799959462,0.726457799959462,1
12,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,652.919700019993,0.652919700019993,1
12,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,682.831400015857,0.682831400015857,1
12,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,560.118800029159,0.560118800029159,1
12,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,472.683299973141,0.472683299973141,1
12,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,518.344300042372,0.518344300042372,1
12,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,425.814700021874,0.425814700021874,1
12,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,939.934500027448,0.939934500027448,1
12,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,719.763400033116,0.719763400033116,1
12,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,1,403.69579999242,0.40369579999242,0
12,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,809.859699977096,0.809859699977096,0
12,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,550.533999979962,0.550533999979962,1
12,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,725.398699985817,0.725398699985817,1
12,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,1,768.496999982745,0.768496999982745,0
12,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,577.069599996321,0.577069599996321,1
12,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,656.653299985919,0.656653299985919,1
12,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,467.755199992098,0.467755199992098,1
12,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,637.362999957986,0.637362999957986,1
12,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,540.60979996575,0.54060979996575,1
12,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,429.171399970073,0.429171399970073,1
12,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,1,405.617100012023,0.405617100012023,0
12,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,585.562099993695,0.585562099993695,1
12,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,783.069900004193,0.783069900004193,1
12,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,576.275999948848,0.576275999948848,1
12,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,526.81859995937,0.52681859995937,1
12,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,523.881200002506,0.523881200002506,1
12,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,725.925499980804,0.725925499980804,1
12,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,584.023200033698,0.584023200033698,1
12,self-matching,Nonmatching,missing,general self,general self,Self,missing,missing,missing,missing,0,573.358599969652,0.573358599969652,1
12,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,578.357699967455,0.578357699967455,1
