"Subject_ID","Exp_id","Age","Gender","Handedness","Ethnicity","Employment_Status","Country","First_Language","Education"
"1","Constable_2019_JEPHPP_Exp1","26","Male","R","/","/","/","Hungarian","/"
"2","Constable_2019_JEPHPP_Exp1","23","Female","R","/","/","/","Hungarian","/"
"3","Constable_2019_JEPHPP_Exp1","24","Female","R","/","/","/","Hungarian","/"
"4","Constable_2019_JEPHPP_Exp1","23","Male","L","/","/","/","Hungarian","/"
"5","Constable_2019_JEPHPP_Exp1","31","Male","R","/","/","/","Hungarian","/"
"6","Constable_2019_JEPHPP_Exp1","21","Female","R","/","/","/","Hungarian","/"
"7","Constable_2019_JEPHPP_Exp1","25","Female","R","/","/","/","Hungarian","/"
"8","Constable_2019_JEPHPP_Exp1","23","Male","R","/","/","/","Hungarian","/"
"9","Constable_2019_JEPHPP_Exp1","21","Female","R","/","/","/","Hungarian","/"
"10","Constable_2019_JEPHPP_Exp1","21","Female","R","/","/","/","Hungarian","/"
"11","Constable_2019_JEPHPP_Exp1","38","Female","R","/","/","/","Hungarian","/"
"12","Constable_2019_JEPHPP_Exp1","22","Male","L","/","/","/","Hungarian","/"
"13","Constable_2019_JEPHPP_Exp1","22","Female","R","/","/","/","Hungarian","/"
"14","Constable_2019_JEPHPP_Exp1","24","Female","R","/","/","/","Hungarian","/"
"15","Constable_2019_JEPHPP_Exp1","19","Male","R","/","/","/","Hungarian","/"
"16","Constable_2019_JEPHPP_Exp1","24","Male","L","/","/","/","Hungarian","/"
"17","Constable_2019_JEPHPP_Exp1","31","Male","R","/","/","/","Hungarian","/"
"18","Constable_2019_JEPHPP_Exp1","37","Female","R","/","/","/","Hungarian","/"
"19","Constable_2019_JEPHPP_Exp1","31","Female","R","/","/","/","Hungarian","/"
"20","Constable_2019_JEPHPP_Exp1","27","Female","R","/","/","/","Hungarian","/"
"21","Constable_2019_JEPHPP_Exp1","21","Male","R","/","/","/","Hungarian","/"
"22","Constable_2019_JEPHPP_Exp1","22","Female","R","/","/","/","Hungarian","/"
"23","Constable_2019_JEPHPP_Exp1","20","Female","R","/","/","/","Hungarian","/"
"24","Constable_2019_JEPHPP_Exp1","25","Male","R","/","/","/","Hungarian","/"
"25","Constable_2019_JEPHPP_Exp1","24","Female","R","/","/","/","Hungarian","/"
"26","Constable_2019_JEPHPP_Exp1","21","Male","R","/","/","/","Hungarian","/"
"27","Constable_2019_JEPHPP_Exp1","25","Male","R","/","/","/","Hungarian","/"
"28","Constable_2019_JEPHPP_Exp1","24","Female","R","/","/","/","Hungarian","/"
