"Subject_ID","Exp_id","Age","Gender","Handedness","Ethnicity","Employment_Status","Country","First_Language","Education"
"1","Qian_2020_QJEP_Exp2","19","Female","R","/","/","China","/","/"
"8","Qian_2020_QJEP_Exp2","17","Female","R","/","/","China","/","/"
"11","Qian_2020_QJEP_Exp2","19","Female","R","/","/","China","/","/"
"14","Qian_2020_QJEP_Exp2","19","Male","R","/","/","China","/","/"
"13","Qian_2020_QJEP_Exp2","20","Female","R","/","/","China","/","/"
"15","Qian_2020_QJEP_Exp2","19","Female","R","/","/","China","/","/"
"16","Qian_2020_QJEP_Exp2","19","Female","R","/","/","China","/","/"
"17","Qian_2020_QJEP_Exp2","19","Female","R","/","/","China","/","/"
"18","Qian_2020_QJEP_Exp2","18","Female","R","/","/","China","/","/"
"2","Qian_2020_QJEP_Exp2","20","Female","R","/","/","China","/","/"
"3","Qian_2020_QJEP_Exp2","21","Male","R","/","/","China","/","/"
"5","Qian_2020_QJEP_Exp2","18","Male","R","/","/","China","/","/"
"6","Qian_2020_QJEP_Exp2","18","Female","R","/","/","China","/","/"
"7","Qian_2020_QJEP_Exp2","20","Female","R","/","/","China","/","/"
"9","Qian_2020_QJEP_Exp2","19","Female","R","/","/","China","/","/"
"10","Qian_2020_QJEP_Exp2","19","Female","R","/","/","China","/","/"
"20","Qian_2020_QJEP_Exp2","17","Female","R","/","/","China","/","/"
"21","Qian_2020_QJEP_Exp2","19","Female","R","/","/","China","/","/"
"22","Qian_2020_QJEP_Exp2","18","Male","R","/","/","China","/","/"
"12","Qian_2020_QJEP_Exp2","20","Female","R","/","/","China","/","/"
"19","Qian_2020_QJEP_Exp2","20","Female","R","/","/","China","/","/"
"23","Qian_2020_QJEP_Exp2","19","Male","R","/","/","China","/","/"
"26","Qian_2020_QJEP_Exp2","17","Female","R","/","/","China","/","/"
"24","Qian_2020_QJEP_Exp2","20","Male","R","/","/","China","/","/"
"25","Qian_2020_QJEP_Exp2","20","Male","R","/","/","China","/","/"
